player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Matt Skura,11102,C,BLT,11,0,3,63.5,1,5,346,100.0,100.0,98.8,2,7,1,368,368,62.0,1,2,144,100.0,100.0,99.0,3,0,151,151
Brian Allen,46104,C,LA,9,0,26,45.4,4,16,338,100.0,100.0,96.7,2,21,1,364,364,46.8,2,11,155,100.0,100.0,95.8,13,0,166,166
Austin Corbett,46290,G,LA,8,0,26,61.6,1,9,326,100.0,100.0,98.2,0,11,1,348,348,40.9,0,8,126,100.0,100.0,96.0,9,1,140,140
Brian Winters,7853,G,NYJ,9,1,22,54.6,4,16,313,100.0,100.0,96.2,1,22,2,346,346,56.4,1,10,133,100.0,100.0,95.1,12,1,147,147
Wyatt Teller,46131,G,CLV,11,0,8,68.6,3,12,309,99.4,99.4,97.2,1,16,1,337,339,64.7,2,8,118,100.0,100.0,95.8,10,0,128,128
Isaiah Wynn,46048,T,NE,9,0,19,76.8,3,9,305,100.0,100.0,97.4,0,14,2,333,333,71.7,1,8,134,100.0,100.0,95.1,11,2,150,150
Deion Calhoun,46676,G,MIA,9,1,17,44.0,3,13,310,100.0,100.0,96.8,1,18,2,332,332,49.6,2,9,144,100.0,100.0,95.5,12,1,156,156
Halapoulivaati Vaitai,10798,G,PHI,14,0,24,64.6,8,13,313,99.7,99.7,96.0,2,23,2,331,332,58.4,5,8,118,100.0,100.0,93.6,14,1,125,125
Trent Brown,9677,T,OAK,11,0,23,77.8,1,9,318,100.0,100.0,98.1,0,11,1,326,326,72.6,1,6,146,100.0,100.0,96.9,8,1,151,151
Chris Clark,4623,T,HST,9,0,13,58.0,3,26,309,100.0,100.0,94.3,3,32,3,325,325,45.0,1,17,128,100.0,100.0,90.6,21,3,133,133
Joe Staley,3644,T,SF,10,0,28,80.4,2,3,299,100.0,100.0,98.5,0,7,2,322,322,76.4,1,2,103,100.0,100.0,97.6,4,1,115,115
John Jerry,5598,T,CIN,9,0,7,54.9,2,17,293,100.0,100.0,94.0,1,27,8,314,314,44.3,2,13,132,100.0,100.0,89.0,22,7,141,141
Will Richardson Jr.,46980,G,JAX,14,1,15,43.1,2,18,280,100.0,100.0,95.4,1,23,3,303,303,26.3,2,16,152,100.0,100.0,92.1,21,3,164,164
Tytus Howard,25472,T,HST,8,0,13,70.4,2,16,284,100.0,100.0,96.1,1,20,2,303,303,69.8,1,11,112,100.0,100.0,92.9,14,2,124,124
Justin Britt,8699,C,SEA,8,0,29,45.7,4,6,269,100.0,100.0,97.4,1,12,2,299,299,46.0,1,2,93,100.0,100.0,97.3,4,1,105,105
Cornelius Lucas,9025,T,CHI,12,0,6,74.9,1,10,281,100.0,100.0,97.7,0,12,1,297,297,68.3,1,5,111,100.0,100.0,96.4,7,1,122,122
Bobby Evans,36800,T,LA,7,0,26,52.8,6,16,279,100.0,100.0,95.7,0,23,1,296,296,42.0,5,11,98,100.0,100.0,90.8,17,1,109,109
Eric Kush,7952,G,CLV,7,0,8,51.3,0,18,254,100.0,100.0,95.7,0,20,2,282,282,25.1,0,15,110,100.0,100.0,91.4,17,2,117,117
Kenny Wiggins,6471,G,DET,14,0,11,63.4,1,9,264,100.0,100.0,97.3,2,12,2,281,281,54.0,1,7,106,100.0,100.0,95.3,9,1,116,116
Justin Skule,38951,T,SF,10,1,28,45.1,5,12,253,100.0,100.0,94.3,4,23,6,273,273,23.1,3,8,77,100.0,100.0,86.4,16,5,85,85
Stefen Wisniewski,6200,G,KC,11,0,16,75.2,0,7,253,100.0,100.0,98.2,0,8,1,273,273,59.7,0,4,89,100.0,100.0,96.6,5,1,99,99
Chuma Edoga,46232,T,NYJ,8,1,22,53.8,4,12,244,100.0,100.0,94.3,2,22,6,270,270,51.3,4,5,106,100.0,100.0,92.0,13,4,120,120
George Fant,11282,T,SEA,18,0,29,58.8,2,19,243,96.0,96.4,94.9,1,23,2,266,276,66.6,1,10,91,97.8,98.0,92.9,12,1,99,101
Ty Nsekhe,7636,T,BUF,11,0,4,71.3,4,11,239,100.0,100.0,96.9,1,15,0,256,256,65.2,4,5,108,100.0,100.0,95.8,9,0,112,112
Joe Noteboom,46249,G,LA,6,0,26,51.3,2,16,237,100.0,100.0,96.2,1,18,0,256,256,41.2,1,13,112,100.0,100.0,93.7,14,0,119,119
Patrick Mekari,46219,G,BLT,10,2,3,64.9,3,5,247,100.0,100.0,98.0,2,9,1,256,256,58.9,2,3,106,100.0,100.0,96.7,6,1,108,108
Tyrell Crosby,38897,T,DET,8,1,11,62.5,2,17,239,100.0,100.0,95.2,3,21,2,255,255,54.8,2,12,107,100.0,100.0,92.5,15,1,112,112
Nick Easton,9861,G,NO,8,0,20,51.2,3,9,229,100.0,100.0,96.9,0,13,1,247,247,59.4,1,4,92,100.0,100.0,96.2,6,1,102,102
Jamil Douglas,9547,G,TEN,7,0,31,45.3,6,7,217,100.0,100.0,95.6,1,16,3,238,238,34.1,5,5,108,100.0,100.0,93.5,12,2,119,119
Daniel Brunskill,34807,T,SF,8,0,28,80.9,0,7,221,100.0,100.0,97.5,0,9,2,233,233,80.9,0,5,80,100.0,100.0,95.6,6,1,88,88
Jamarco Jones,46226,G,SEA,12,0,29,36.9,3,9,214,100.0,100.0,95.8,0,15,3,230,230,36.2,0,6,91,100.0,100.0,93.4,9,3,97,97
Roderick Johnson,11915,T,HST,15,0,13,59.7,3,9,213,99.5,99.6,95.8,1,15,3,226,227,56.0,1,7,80,100.0,100.0,93.7,9,1,86,86
Tom Compton,7181,G,NYJ,7,0,22,52.5,1,13,204,100.0,100.0,95.1,0,17,3,217,217,55.0,1,5,99,100.0,100.0,93.9,9,3,110,110
Ryan Kalil,3675,C,NYJ,7,2,22,68.2,1,6,195,100.0,100.0,98.2,3,7,0,216,216,66.1,1,4,77,100.0,100.0,96.8,5,0,86,86
Earl Watford,7898,G,TB,9,0,30,79.4,2,8,197,98.0,98.1,97.5,0,10,0,208,212,68.7,1,8,89,100.0,100.0,94.9,9,0,92,92
Chris Lindstrom,46692,G,ATL,5,0,2,63.0,4,10,196,100.0,100.0,96.4,1,14,0,204,204,52.3,4,8,89,100.0,100.0,93.3,12,0,94,94
Mike Pouncey,6167,C,LAC,5,0,27,60.6,2,9,188,100.0,100.0,97.1,0,11,0,202,202,57.0,1,5,87,100.0,100.0,96.6,6,0,97,97
Dakota Dozier,8772,G,MIN,8,0,18,47.4,4,12,184,100.0,100.0,94.6,1,18,2,201,201,18.0,2,9,62,100.0,100.0,87.9,13,2,70,70
Justin McCray,9234,T,CLV,12,0,8,40.1,1,12,181,98.4,98.5,94.8,1,16,3,198,201,21.1,1,9,88,100.0,100.0,90.9,13,3,94,94
Ben Garland,5839,G,SF,9,0,28,61.9,1,4,187,100.0,100.0,98.1,0,6,1,198,198,43.5,1,3,62,100.0,100.0,95.2,5,1,71,71
Xavier Su'a-Filo,8668,G,DAL,5,0,9,77.7,0,2,192,100.0,100.0,99.0,0,3,1,197,197,72.3,0,2,111,100.0,100.0,98.2,3,1,114,114
Denzelle Good,9688,G,OAK,7,0,23,69.0,2,2,188,100.0,100.0,98.4,0,5,1,194,194,47.6,2,1,74,100.0,100.0,96.6,4,1,77,77
Dennis Kelly,7146,T,TEN,13,1,31,75.2,3,5,182,97.3,97.5,96.7,1,10,2,193,198,73.0,0,3,83,100.0,100.0,97.0,4,1,90,90
Wes Martin,46087,G,WAS,5,2,32,37.0,3,12,180,100.0,100.0,95.3,3,16,1,191,191,23.3,3,8,92,100.0,100.0,92.9,12,1,97,97
Nick Gates,29476,G,NYG,10,0,21,71.5,2,6,178,100.0,99.5,97.2,0,9,1,191,192,71.3,2,4,91,100.0,100.0,95.6,7,1,97,97
Martinas Rankin,46333,T,KC,5,0,16,57.9,1,4,170,100.0,100.0,97.9,0,6,1,186,186,48.6,0,3,54,100.0,100.0,95.4,4,1,63,63
Andre Dillard,29250,T,PHI,11,0,24,59.2,4,17,170,99.4,99.5,91.5,0,25,4,183,184,41.1,1,15,63,100.0,100.0,84.1,18,2,67,67
B.J. Finney,9875,C,PIT,9,0,25,72.0,0,2,165,100.0,100.0,98.8,0,3,1,174,174,61.2,0,2,96,100.0,100.0,97.9,3,1,102,102
Cordy Glenn,7045,T,CIN,5,0,7,76.9,1,5,160,100.0,100.0,95.6,0,10,4,171,171,72.2,1,4,84,100.0,100.0,93.5,8,3,91,91
Andre Smith,4929,T,BLT,6,0,3,58.7,1,11,159,100.0,100.0,94.3,0,15,3,169,169,45.5,1,9,66,100.0,100.0,90.9,11,1,69,69
Trey Pipkins III,91462,T,LAC,6,1,27,62.5,6,5,146,100.0,100.0,93.5,3,15,4,165,165,60.0,3,3,70,100.0,100.0,92.9,8,2,76,76
Kyle Long,7801,G,CHI,4,1,6,52.4,2,11,150,100.0,100.0,95.0,1,14,1,164,164,36.6,2,8,68,100.0,100.0,91.2,11,1,76,76
Austin Schlottmann,30097,G,DEN,5,0,10,63.4,4,2,146,100.0,100.0,97.3,0,7,1,159,159,53.8,3,2,51,100.0,100.0,93.1,6,1,56,56
Will Clapp,39386,G,NO,13,0,20,66.6,2,4,140,97.9,98.1,96.4,3,8,2,157,160,51.6,0,4,54,100.0,100.0,94.4,5,1,60,60
Cam Fleming,8775,T,DAL,5,0,9,66.0,3,8,141,100.0,100.0,94.7,1,13,2,154,154,60.9,2,8,80,100.0,100.0,91.2,12,2,85,85
David Sharpe,11884,T,OAK,6,0,23,50.6,3,12,140,99.3,99.3,92.5,3,18,3,150,151,53.3,1,8,64,100.0,100.0,89.8,11,2,67,67
Greg Little,46254,T,CAR,4,0,5,59.8,1,14,138,100.0,100.0,92.4,0,18,3,144,144,51.6,0,10,53,100.0,100.0,86.8,12,2,55,55
Russell Okung,5531,T,LAC,6,1,27,71.6,1,4,136,100.0,100.0,98.2,3,5,0,143,143,63.1,1,3,60,100.0,100.0,96.7,4,0,62,62
Alex Redmond,11113,G,CIN,3,0,7,47.6,2,3,131,100.0,100.0,96.6,0,7,2,140,140,27.0,2,2,57,100.0,100.0,93.0,6,2,62,62
Jordan Devey,8268,G,OAK,4,0,23,41.2,2,4,137,100.0,100.0,97.8,1,6,0,139,139,23.8,2,4,57,100.0,100.0,94.7,6,0,58,58
Mason Cole,45547,T,ARZ,8,0,1,63.3,1,4,120,96.0,96.3,97.1,1,6,1,129,134,43.7,0,4,43,100.0,100.0,93.0,5,1,47,47
Josh Wells,8968,T,TB,7,0,30,51.3,1,10,122,100.0,100.0,93.0,2,14,3,128,128,48.3,1,8,59,100.0,100.0,89.0,11,2,63,63
James Ferentz,9258,G,NE,5,0,19,42.1,0,9,111,100.0,100.0,95.0,0,10,1,122,122,66.5,0,2,46,100.0,100.0,95.7,3,1,53,53
Kelechi Osemele,7062,G,NYJ,3,0,22,57.7,1,3,110,100.0,100.0,97.3,1,5,1,121,121,45.3,0,3,45,100.0,100.0,94.4,4,1,49,49
Greg Mancz,10019,G,HST,5,0,13,64.3,0,4,111,100.0,100.0,96.4,0,6,2,120,120,43.0,0,4,56,100.0,100.0,92.9,6,2,60,60
Brandon Parker,34693,T,OAK,7,0,23,39.0,2,6,110,99.1,99.1,93.6,2,11,3,116,117,23.2,1,6,58,98.3,98.4,88.8,10,3,61,62
Todd Gurley II,9443,HB,LA,15,0,26,70.6,1,9,109,21.8,21.7,95.4,0,10,0,115,529,57.1,0,7,55,25.7,26.0,93.6,7,0,60,231
Forrest Lamp,11793,G,LAC,6,0,27,60.4,0,10,101,100.0,100.0,95.0,1,10,0,109,109,54.5,0,6,51,100.0,100.0,94.1,6,0,57,57
Dion Lewis,6301,HB,TEN,19,1,31,65.4,2,9,101,32.6,32.4,92.6,1,13,2,109,336,67.8,1,8,77,38.1,37.9,91.6,11,2,83,219
Chris Manhertz,10211,TE,CAR,15,0,5,61.7,1,3,101,70.6,72.0,96.0,1,6,2,108,150,55.7,0,0,13,48.1,50.0,100.0,0,0,14,28
Ezekiel Elliott,10638,HB,DAL,16,0,9,50.8,1,11,95,17.0,17.9,93.7,2,12,0,106,591,47.7,0,6,42,14.9,16.7,92.9,6,0,50,299
Ryan Griffin,7982,TE,NYJ,13,0,22,63.5,1,7,94,24.9,25.5,94.7,0,9,1,105,412,59.5,0,3,31,18.6,18.5,91.9,4,1,34,184
Christian McCaffrey,11763,HB,CAR,16,1,5,75.5,0,3,102,15.2,15.0,97.5,1,4,1,105,699,81.0,0,0,33,11.6,11.3,97.0,1,1,33,293
Ted Larsen,5728,G,CHI,3,0,6,43.3,1,4,96,100.0,100.0,96.4,0,6,1,104,104,51.6,1,1,40,100.0,100.0,95.0,3,1,46,46
Tyler Higbee,10744,TE,LA,15,0,26,63.6,1,4,92,24.7,25.1,96.2,0,6,1,101,403,20.5,0,2,6,5.3,4.8,83.3,2,0,6,125
Giovani Bernard,7818,HB,CIN,16,0,7,76.1,1,2,95,27.1,26.3,98.4,0,3,0,100,380,65.8,1,2,53,26.0,26.0,97.2,3,0,57,219
Darren Fells,8549,TE,HST,17,0,13,65.0,1,7,92,18.9,19.2,93.5,0,10,2,99,516,78.8,0,0,15,9.5,9.0,100.0,0,0,15,167
Tony Bergstrom,7095,C,WAS,10,1,32,53.2,0,2,93,100.0,100.0,97.8,1,3,1,98,98,38.4,0,1,40,100.0,100.0,96.2,2,1,43,43
Alex Light,31454,T,GB,4,1,12,45.2,0,10,85,100.0,100.0,94.1,1,10,0,97,97,27.6,0,9,37,100.0,100.0,87.8,9,0,42,42
Danny Isidora,11933,G,MIA,3,1,17,54.3,1,4,92,100.0,100.0,97.3,1,5,0,95,95,57.2,1,1,47,100.0,100.0,97.9,2,0,49,49
Matt Pryor,46647,G,PHI,4,0,24,59.5,1,6,89,100.0,100.0,94.9,0,8,1,94,94,50.7,0,5,42,100.0,100.0,91.7,6,1,44,44
Spencer Long,8713,G,BUF,6,0,4,66.8,1,6,88,100.0,100.0,94.9,0,8,1,94,94,56.0,1,5,40,100.0,100.0,90.0,7,1,41,41
Durham Smythe,47257,TE,MIA,16,0,17,66.7,1,2,87,36.3,36.5,97.1,0,4,1,93,255,38.6,1,1,18,26.5,26.4,88.9,3,1,19,72
Jonnu Smith,11855,TE,TEN,19,0,31,43.5,1,4,83,23.0,24.0,93.4,1,8,3,92,383,56.1,0,0,5,4.9,4.6,100.0,0,0,5,109
Saquon Barkley,45791,HB,NYG,13,1,21,63.4,1,3,86,18.6,18.9,95.3,1,6,2,92,487,49.4,1,2,36,16.1,16.5,93.1,4,1,39,237
Josh Hill,8200,TE,NO,17,0,20,66.4,1,6,88,27.1,26.5,93.7,0,9,2,91,344,42.2,0,0,15,15.0,14.4,86.7,2,2,15,104
Blake Bell,9550,TE,KC,18,2,16,67.6,0,3,84,34.0,34.5,97.0,3,4,1,90,261,71.6,0,0,0,0.0,1.9,,0,0,1,54
Kyle Rudolph,6195,TE,MIN,17,0,18,59.3,0,4,80,17.3,18.1,93.7,0,7,3,90,497,38.7,0,3,17,10.6,11.4,85.3,4,1,20,175
Rashod Hill,11369,T,MIN,6,0,18,79.5,1,0,84,100.0,100.0,98.2,0,2,1,89,89,71.6,0,0,37,100.0,100.0,97.3,1,1,41,41
Jamil Demby,31982,G,LA,3,0,26,3.2,2,12,85,100.0,100.0,88.2,0,17,3,89,89,0.0,2,8,35,100.0,100.0,80.0,12,2,38,38
Devonta Freeman,8738,HB,ATL,14,1,2,67.8,0,7,83,19.9,19.9,94.6,1,8,1,89,447,56.3,0,4,35,19.2,19.8,91.4,5,1,39,197
Oday Aboushi,7923,G,DET,5,0,11,59.3,1,2,84,100.0,100.0,98.2,0,3,0,89,89,64.6,1,0,41,100.0,100.0,98.8,1,0,43,43
Jesse James,9593,TE,DET,16,0,11,48.3,2,3,83,32.5,31.9,94.6,0,7,2,86,270,28.2,0,0,5,7.4,6.8,80.0,1,1,5,73
Luke Stocker,6256,TE,ATL,15,0,2,59.0,0,6,81,43.3,42.9,96.3,0,6,0,85,198,27.3,0,1,10,25.0,23.8,95.0,1,0,10,42
Geron Christian,46375,T,WAS,8,0,32,72.0,1,4,77,100.0,100.0,95.5,0,6,1,84,84,71.3,0,2,37,100.0,100.0,94.6,3,1,41,41
Leonard Fournette,11759,HB,JAX,15,1,15,33.6,5,7,79,14.1,13.7,89.9,2,14,2,83,605,26.1,5,6,44,15.9,15.2,85.2,12,1,46,303
Lucas Patrick,11435,C,GB,4,0,12,75.0,0,0,75,100.0,100.0,100.0,0,0,0,82,82,71.7,0,0,30,100.0,100.0,100.0,0,0,34,34
Fred Johnson,46951,T,CIN,4,0,7,78.4,0,0,75,97.4,97.6,100.0,0,0,0,82,84,82.6,0,0,31,100.0,100.0,100.0,0,0,33,33
Miles Sanders,40555,HB,PHI,17,0,24,59.7,0,6,74,18.0,18.7,93.2,0,8,2,81,434,40.2,0,4,20,12.3,14.0,85.0,5,1,24,171
Aaron Jones,11937,HB,GB,18,0,12,67.5,1,4,73,17.3,17.6,95.2,0,6,1,81,461,74.2,1,1,25,17.2,17.9,92.0,3,1,29,162
George Kittle,11901,TE,SF,17,1,28,66.3,0,5,77,16.5,16.1,95.5,2,6,1,80,498,61.0,0,1,15,10.0,10.7,90.0,2,1,18,168
Patrick Omameh,8277,T,NO,7,0,20,75.4,1,7,75,98.7,98.8,93.3,0,9,1,79,80,56.8,0,6,28,100.0,100.0,85.7,7,1,28,28
David Montgomery,45719,HB,CHI,16,0,6,78.6,0,3,71,23.0,23.9,97.9,0,3,0,79,331,71.0,0,2,23,18.5,19.3,95.7,2,0,26,135
Joe Mixon,11803,HB,CIN,16,0,7,64.6,1,5,75,23.7,23.5,96.0,2,6,0,78,332,58.0,1,3,27,27.6,28.2,92.6,4,0,29,103
Dare Ogunbowale,12329,HB,TB,16,0,30,51.3,1,5,72,24.6,24.6,94.4,0,7,1,77,313,74.4,1,2,44,22.9,23.3,94.3,4,1,48,206
Lee Smith,6311,TE,BUF,16,1,4,72.2,1,2,66,52.8,54.3,96.2,1,4,1,76,140,49.7,1,2,12,37.5,37.5,87.5,3,0,12,32
Marcedes Lewis,2973,TE,GB,18,0,12,71.3,0,4,67,28.8,29.9,95.5,0,5,1,75,251,76.9,0,0,3,6.3,7.3,100.0,0,0,4,55
Chris Carson,12004,HB,SEA,15,0,29,52.6,1,8,69,18.4,18.6,90.6,0,11,2,75,403,44.9,1,4,27,20.1,20.5,87.0,6,1,30,146
Kenyan Drake,10707,HB,ARZ,14,0,1,56.0,1,5,64,17.6,18.6,93.7,0,7,1,74,397,38.0,0,4,26,17.8,19.6,88.5,5,1,32,163
C.J. Uzomah,9590,TE,CIN,16,0,7,55.8,1,3,70,21.7,21.9,94.3,0,6,2,74,338,40.7,1,0,5,5.3,5.1,90.0,1,0,5,99
James Hurst,9001,T,BLT,6,0,3,78.0,1,2,71,100.0,100.0,96.5,0,4,1,74,74,60.6,1,2,29,100.0,100.0,91.4,4,1,30,30
Brandon Knight,25018,T,DAL,2,0,9,61.2,2,7,66,100.0,100.0,93.2,0,9,0,74,74,52.7,1,7,45,100.0,100.0,91.1,8,0,48,48
Demetrius Harris,8524,TE,CLV,15,1,8,64.6,1,2,64,22.4,22.5,97.7,2,3,0,72,320,76.6,0,0,6,5.7,5.2,100.0,0,0,6,115
Le'Veon Bell,7829,HB,NYJ,15,0,22,62.5,0,5,68,14.8,14.3,96.3,0,5,0,71,498,90.5,0,0,22,11.1,10.9,100.0,0,0,24,220
Conor McDermott,11966,G,NYJ,4,0,22,66.5,0,3,68,98.6,98.6,97.8,0,3,0,71,72,60.7,0,3,36,100.0,100.0,95.8,3,0,37,37
O.J. Howard,11774,TE,TB,14,0,30,54.5,0,5,69,15.5,15.0,94.9,3,6,1,71,472,66.9,0,1,13,6.5,6.1,96.2,1,0,13,214
Lane Taylor,8365,G,GB,2,1,12,75.5,1,2,65,100.0,100.0,96.2,1,4,1,70,70,61.5,0,2,22,100.0,100.0,90.9,3,1,25,25
Nick Chubb,45783,HB,CLV,16,0,8,77.8,1,3,65,18.2,17.7,96.9,0,4,0,68,384,90.2,0,1,28,23.3,22.4,98.2,1,0,28,125
Spencer Pulley,10998,C,NYG,3,0,21,56.4,0,3,63,100.0,100.0,97.6,0,3,0,68,68,65.9,0,3,37,100.0,100.0,95.9,3,0,40,40
MyCole Pruitt,9576,TE,TEN,19,0,31,79.0,0,2,61,34.7,35.8,98.4,0,2,0,68,190,75.7,0,0,4,16.0,16.0,100.0,0,0,4,25
Chris Reed,9830,G,CAR,5,0,5,63.7,0,1,61,96.8,97.1,97.5,1,2,1,67,69,71.5,0,0,31,100.0,100.0,96.8,1,1,34,34
Darren Waller,9637,TE,OAK,16,0,23,57.5,1,2,64,11.9,11.8,96.1,1,4,1,66,557,36.5,1,0,23,9.0,9.1,93.5,2,1,24,265
Jake Rodgers,9658,T,DEN,2,1,10,65.4,1,1,61,100.0,100.0,96.7,2,3,1,66,66,58.3,1,1,22,100.0,100.0,90.9,3,1,25,25
Cedric Ogbuehi,9454,T,JAX,9,0,15,61.8,0,3,59,98.3,98.5,97.5,0,3,0,65,66,66.8,0,2,24,100.0,100.0,95.8,2,0,25,25
Dallas Goedert,47272,TE,PHI,16,0,24,71.6,0,2,60,13.0,13.2,96.7,1,3,1,65,491,62.4,0,1,7,4.2,5.1,92.9,1,0,9,176
Devin Singletary,40485,HB,BUF,13,0,4,52.7,1,4,60,16.5,16.5,94.2,0,6,1,63,381,31.9,1,4,31,16.8,16.5,88.7,6,1,32,194
Andre James,47058,C,OAK,3,0,23,1.9,0,4,58,100.0,100.0,96.6,0,4,0,62,62,15.7,0,3,27,100.0,100.0,94.4,3,0,29,29
Ty Sambrailo,9492,T,ATL,10,0,2,46.1,0,6,60,98.4,98.4,95.0,0,6,0,62,63,47.9,0,3,17,100.0,100.0,91.2,3,0,18,18
Keaton Sutherland,46035,G,MIA,3,0,17,2.0,1,4,58,100.0,100.0,95.7,0,5,0,62,62,20.8,0,2,23,100.0,100.0,95.7,2,0,24,24
Maxx Williams,9488,TE,ARZ,16,0,1,82.1,0,2,55,24.1,25.2,98.2,0,2,0,61,242,75.0,0,0,1,2.6,2.5,100.0,0,0,1,40
Travis Kelce,7844,TE,KC,19,2,16,77.4,1,2,54,7.5,7.5,97.2,6,3,0,60,800,76.4,0,0,4,1.5,1.3,100.0,0,0,4,306
Jaylen Samuels,47297,HB,PIT,14,1,25,63.1,2,3,55,20.7,21.1,95.5,1,5,0,60,285,62.5,2,2,36,22.8,22.9,94.4,4,0,39,170
Nick Boyle,9604,TE,BLT,17,1,3,68.9,0,1,54,19.0,19.5,99.1,3,1,0,59,302,74.5,0,0,3,4.2,3.9,100.0,0,0,3,76
Jordan Mills,7945,T,ARZ,2,0,1,33.4,0,3,58,100.0,100.0,95.7,0,4,1,59,59,24.7,0,3,22,100.0,100.0,88.6,4,1,23,23
Jared Veldheer,5594,T,GB,2,0,12,84.3,0,0,53,100.0,100.0,100.0,0,0,0,58,58,81.3,0,0,22,100.0,100.0,100.0,0,0,26,26
Joe Looney,7117,C,DAL,2,0,9,67.8,0,2,55,100.0,100.0,98.2,1,2,0,57,57,57.0,0,2,32,100.0,100.0,96.9,2,0,34,34
Mark Ingram II,6180,HB,BLT,16,0,3,80.2,0,0,53,22.9,23.0,100.0,0,0,0,56,243,84.5,0,0,17,20.5,20.5,100.0,0,0,18,88
Gus Edwards,46027,HB,BLT,17,0,3,63.6,2,3,49,26.9,28.2,94.9,2,5,0,55,195,58.7,1,2,11,13.8,14.5,86.4,3,0,12,83
David Johnson,9519,HB,ARZ,13,0,1,64.3,0,1,52,18.4,18.2,95.2,0,3,2,54,297,70.1,0,1,18,17.1,16.4,97.2,1,0,18,110
Derrick Henry,10679,HB,TEN,18,0,31,65.0,1,4,49,17.8,18.2,92.9,1,6,1,53,291,38.7,1,0,9,16.1,16.7,83.3,2,1,10,60
Latavius Murray,7962,HB,NO,17,1,20,64.0,2,2,48,19.0,19.3,95.8,1,4,0,52,270,72.6,1,0,14,15.2,15.2,96.4,1,0,15,99
Ethan Pocic,11813,G,SEA,3,0,29,61.7,0,1,48,100.0,100.0,99.0,1,1,0,51,51,58.2,0,0,10,100.0,100.0,100.0,0,0,13,13
Ronald Jones,34001,HB,TB,16,0,30,38.4,2,5,49,22.4,22.5,90.8,1,8,1,51,227,21.0,1,2,10,12.7,13.4,85.0,3,0,11,82
Matt LaCosse,9840,TE,NE,12,0,19,59.5,3,1,42,19.7,21.8,95.2,0,4,0,50,229,70.4,0,0,3,5.1,4.7,100.0,0,0,3,64
Tevin Coleman,9506,HB,SF,17,1,28,60.9,1,1,42,19.0,20.7,95.2,1,3,1,50,242,56.5,1,0,14,17.1,18.4,89.3,2,1,16,87
Luke Willson,7940,TE,SEA,10,0,29,75.1,0,1,45,33.6,34.0,98.9,1,1,0,50,147,74.7,0,0,6,17.6,15.8,100.0,0,0,6,38
Jeremy Sprinkle,11909,TE,WAS,16,1,32,68.5,1,1,46,13.3,13.3,97.8,2,2,0,50,376,84.8,0,0,7,4.4,4.2,100.0,0,0,7,167
Duke Johnson Jr.,9510,HB,HST,18,0,13,54.3,0,4,46,10.3,10.3,95.7,0,4,0,49,475,45.5,0,4,28,12.0,11.6,92.9,4,0,29,250
Greg Olsen,3647,TE,CAR,14,0,5,70.1,0,0,47,9.4,9.4,95.7,0,2,2,49,521,55.4,0,0,19,8.9,8.7,94.7,1,1,19,218
Raheem Mostert,9783,HB,SF,18,0,28,60.9,0,3,46,20.4,20.5,94.6,0,4,1,49,239,63.3,0,2,17,20.7,22.2,94.1,2,0,20,90
Patrick Laird,28219,HB,MIA,8,0,17,26.3,1,5,45,22.3,21.6,93.3,0,6,0,48,222,26.2,0,3,12,13.5,13.4,87.5,3,0,13,97
James White,8765,HB,NE,16,0,19,71.9,1,2,42,10.4,11.0,96.4,1,3,0,48,435,55.2,1,1,13,7.0,7.3,92.3,2,0,15,205
Ryan Bates,28300,T,BUF,3,0,4,55.1,1,2,46,100.0,100.0,96.7,0,3,0,48,48,86.3,0,0,16,100.0,100.0,100.0,0,0,16,16
Royce Freeman,45747,HB,DEN,16,0,10,73.7,1,2,43,13.4,13.7,94.2,0,4,1,48,351,63.9,0,0,13,7.8,8.2,92.3,1,1,15,183
Damien Williams,9205,HB,KC,14,1,16,67.3,0,2,46,13.4,12.5,97.8,2,2,0,47,375,64.1,0,1,11,10.2,8.7,95.5,1,0,11,126
Kendall Lamm,10017,T,CLV,3,0,8,72.0,0,2,43,100.0,100.0,97.7,0,2,0,46,46,73.8,0,2,17,100.0,100.0,94.1,2,0,17,17
J.P. Holtz,11062,TE,CHI,14,0,6,78.3,0,1,43,33.1,33.8,98.8,0,1,0,46,136,,0,0,0,0.0,0.0,,0,0,0,28
Jason Witten,1384,TE,DAL,16,0,9,55.4,1,4,44,9.0,8.8,94.3,0,5,0,46,522,52.8,0,1,1,0.4,0.4,50.0,1,0,1,257
Peyton Barber,10927,HB,TB,16,0,30,59.6,0,5,41,27.2,27.6,93.9,0,5,0,45,163,30.7,0,4,16,30.2,29.3,87.5,4,0,17,58
Kalen Ballage,45741,HB,MIA,12,0,17,75.1,0,2,42,27.3,27.3,97.6,0,2,0,45,165,72.6,0,1,21,28.4,28.8,97.6,1,0,23,80
