player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Marcell Harris,51408,S,SF,7,49,12.3,7.0,28,0,117.3,4,7,1,47,16,0.96
Marcus Peters,9451,CB,BLT,14,49,12.3,9.8,3,0,133.8,4,5,1,33,22,0.67
Bradley McDougald,8220,S,SEA,16,109,12.1,8.4,29,0,88.3,9,13,0,89,44,0.82
Stephon Gilmore,7016,CB,NE,17,121,12.1,6.1,19,2,54.4,10,20,1,161,77,1.33
James Bradberry,10696,CB,CAR,9,12,12.0,12.0,5,0,118.8,1,1,0,15,0,1.25
Rashad Fenton,49329,CB,KC,10,144,12.0,6.0,16,1,60.8,12,24,1,118,47,0.82
Tedric Thompson,11866,S,SEA,3,12,12.0,12.0,29,0,118.8,1,1,0,41,1,3.42
Kevin Minter,7826,LB,TB,4,12,12.0,6.0,30,0,56.3,1,2,0,6,0,0.5
Bashaud Breeland,8737,CB,KC,9,12,12.0,6.0,16,0,66.7,1,2,0,11,6,0.92
T.J. Carrie,8853,CB,CLV,14,202,11.9,8.8,8,0,91.6,17,23,0,154,100,0.76
Carlton Davis III,49335,CB,TB,13,47,11.8,3.9,30,0,70.1,4,12,1,11,14,0.23
Shakial Taylor,33464,CB,DEN,4,35,11.7,7.0,10,0,82.1,3,5,0,36,22,1.03
Will Parks,10853,S,DEN,13,210,11.7,8.1,10,0,134.9,18,26,5,222,89,1.06
Andrew Sendejo,6118,S,MIN,12,81,11.6,7.4,18,0,89.6,7,11,0,91,21,1.12
Bradley Roby,8666,CB,HST,12,174,11.6,7.6,13,0,84.7,15,23,0,156,71,0.9
Marquise Blair,56263,S,SEA,5,23,11.5,4.6,29,0,55.4,2,5,0,24,15,1.04
Marqui Christian,10801,S,LA,13,80,11.4,8.0,26,0,127.9,7,10,3,67,35,0.84
Kendall Fuller,10718,CB,KC,14,224,11.2,8.0,16,0,133.8,20,28,3,245,104,1.09
Anthony Brown,10823,CB,DAL,8,123,11.2,8.2,9,0,101.3,11,15,0,137,58,1.11
Patrick Chung,4957,S,NE,12,101,11.2,6.7,19,0,81.0,9,15,0,104,40,1.03
Javien Elliott,11418,CB,CAR,11,256,11.1,8.8,5,1,80.5,23,29,0,196,115,0.77
Jourdan Lewis,11846,CB,DAL,15,297,11.0,7.2,9,2,90.7,27,41,2,372,181,1.25
Vontaze Burfict,7280,LB,OAK,3,11,11.0,11.0,23,0,100.0,1,1,0,8,11,0.73
D.J. Reed,26940,CB,SF,7,55,11.0,9.2,28,0,84.7,5,6,0,26,15,0.47
Johnathan Joseph,2969,CB,HST,11,33,11.0,5.5,13,0,72.2,3,6,0,41,19,1.24
Rock Ya-Sin,49564,CB,IND,12,22,11.0,4.4,14,0,52.9,2,5,0,21,3,0.95
Kareem Jackson,5545,S,DEN,13,120,10.9,7.1,10,0,105.5,11,17,1,122,18,1.02
Devin Bush,27375,LB,PIT,16,86,10.8,6.6,25,1,77.1,8,13,1,94,70,1.09
Landon Collins,9466,S,WAS,15,119,10.8,8.5,32,0,123.5,11,14,1,111,52,0.93
Adrian Phillips,9177,S,LAC,7,43,10.8,8.6,27,0,88.3,4,5,0,26,18,0.6
Jahleel Addae,8117,LB,HST,15,43,10.8,7.2,13,0,127.1,4,6,1,43,5,1.0
Vonn Bell,10695,S,NO,14,75,10.7,6.8,20,0,111.9,7,11,1,70,36,0.93
Jonathan Jones,11217,CB,NE,16,307,10.6,6.5,19,0,99.6,29,47,2,360,159,1.17
Preston Brown,8708,LB,JAX,8,21,10.5,10.5,15,0,106.3,2,2,0,19,20,0.9
Akeem King,9682,S,SEA,6,42,10.5,7.0,29,0,93.1,4,6,0,51,23,1.21
Gareon Conley,11779,CB,HST,13,52,10.4,6.5,13,0,145.8,5,8,1,102,86,1.96
Tre Herndon,50380,CB,JAX,9,31,10.3,4.4,15,0,129.5,3,7,1,98,36,3.16
Chris Harris Jr.,6457,CB,DEN,10,31,10.3,10.3,10,0,97.2,3,3,0,22,5,0.71
Kendall Sheffield,34105,CB,ATL,14,264,10.2,7.3,2,0,103.4,26,36,1,275,136,1.04
Tahir Whitehead,7135,LB,OAK,15,71,10.1,5.9,23,0,111.1,7,12,1,94,71,1.32
Dre Greenlaw,51503,LB,SF,16,70,10.0,10.0,28,0,104.8,7,7,0,64,44,0.91
Steven Parker,51220,S,MIA,3,10,10.0,5.0,17,1,20.8,1,2,0,8,10,0.8
Amani Oruwariye,50533,CB,DET,6,30,10.0,5.0,11,2,81.9,3,6,1,55,14,1.83
Ha Ha Clinton-Dix,8656,S,CHI,14,60,10.0,6.0,6,0,69.6,6,10,0,42,23,0.7
T.J. Watt,11785,ED,PIT,10,20,10.0,6.7,25,1,30.6,2,3,0,5,3,0.25
Malcolm Smith,6394,LB,DAL,2,10,10.0,10.0,9,0,118.8,1,1,0,38,19,3.8
Troy Apke,49260,S,WAS,5,10,10.0,10.0,32,0,91.7,1,1,0,6,0,0.6
Jimmy Moreland,28704,CB,WAS,14,223,9.7,8.0,32,0,111.9,23,28,1,224,98,1.0
Justin Reid,49048,S,HST,17,106,9.6,6.2,13,0,127.8,11,17,2,133,79,1.25
Kenny Moore II,51596,CB,IND,11,211,9.6,8.1,14,2,71.5,22,26,1,150,56,0.71
Daniel Sorensen,9253,S,KC,19,124,9.5,5.9,16,2,58.5,13,21,1,144,73,1.16
Leonard Floyd,10643,ED,CHI,9,19,9.5,9.5,6,0,83.3,2,2,0,8,9,0.42
Matthew Adams,38526,LB,IND,7,19,9.5,9.5,14,0,106.3,2,2,0,19,25,1.0
Eric Kendricks,9478,LB,MIN,14,38,9.5,3.8,18,0,53.8,4,10,0,44,29,1.16
Bud Dupree,9455,ED,PIT,8,19,9.5,6.3,25,0,82.6,2,3,0,18,5,0.95
Nevin Lawson,8768,CB,OAK,9,95,9.5,6.8,23,0,118.2,10,14,1,110,36,1.16
Jermaine Whitehead,9698,S,CLV,8,47,9.4,7.8,8,0,143.1,5,6,2,53,25,1.13
Mike Hughes,34057,CB,MIN,11,103,9.4,5.7,18,0,70.4,11,18,0,75,41,0.73
Zach Cunningham,11812,LB,HST,16,66,9.4,6.6,13,0,112.5,7,10,0,131,111,1.98
Avonte Maddox,50543,CB,PHI,12,292,9.4,6.1,24,0,99.0,31,48,2,336,168,1.15
William Jackson III,10658,CB,CIN,10,28,9.3,7.0,7,0,116.7,3,4,0,52,24,1.86
Tony McRae,11358,CB,CIN,7,56,9.3,5.6,7,0,80.4,6,10,0,68,34,1.21
Coty Sensabaugh,7115,CB,WAS,4,65,9.3,7.2,32,0,145.4,7,9,1,90,28,1.38
Kevin King,11788,CB,GB,12,28,9.3,4.0,12,0,118.5,3,7,1,69,43,2.46
Vince Williams,7988,LB,PIT,10,28,9.3,7.0,25,0,80.2,3,4,0,15,1,0.54
Michael Thomas,7279,S,NYG,12,56,9.3,8.0,21,0,113.1,6,7,0,78,17,1.39
Marlon Humphrey,11771,CB,BLT,16,342,9.2,5.8,3,1,83.1,37,59,2,347,152,1.01
Leighton Vander Esch,50950,LB,DAL,8,46,9.2,5.8,9,0,83.3,5,8,0,56,15,1.22
Jaylen Watkins,8736,S,LAC,10,55,9.2,7.9,27,0,95.2,6,7,0,48,41,0.87
Ross Cockrell,8744,CB,CAR,11,155,9.1,6.5,5,0,99.0,17,24,1,138,83,0.89
Lonnie Johnson Jr.,55615,CB,HST,10,64,9.1,7.1,13,0,148.8,7,9,3,92,61,1.44
Desmond King II,11906,CB,LAC,15,329,9.1,8.0,27,0,114.5,36,41,1,391,198,1.19
Khari Willis,51304,S,IND,12,73,9.1,7.3,14,0,91.3,8,10,0,59,22,0.81
Siran Neal,27130,CB,BUF,6,82,9.1,6.3,4,0,72.3,9,13,0,34,39,0.41
Eli Apple,10644,CB,NO,11,18,9.0,4.5,20,0,74.0,2,4,0,29,17,1.61
Kiko Alonso,7827,LB,NO,4,9,9.0,4.5,20,0,56.3,1,2,0,6,1,0.67
Malik Hooker,11770,S,IND,9,27,9.0,4.5,14,1,63.2,3,6,1,28,6,1.04
Thomas Davis Sr.,2231,LB,LAC,12,27,9.0,6.8,27,0,103.1,3,4,0,37,30,1.37
Ken Crawley,11224,CB,MIA,4,9,9.0,4.5,17,0,58.3,1,2,0,7,7,0.78
Jatavis Brown,10809,LB,LAC,4,9,9.0,9.0,27,0,104.2,1,1,0,9,11,1.0
Sam Eguavoen,15301,LB,MIA,6,9,9.0,9.0,17,0,79.2,1,1,0,3,0,0.33
Jessie Bates III,49162,S,CIN,14,63,9.0,7.9,7,0,158.3,7,8,1,100,60,1.59
Budda Baker,11791,S,ARZ,16,107,8.9,7.6,1,0,151.2,12,14,2,151,73,1.41
Jason McCourty,5127,CB,NE,12,107,8.9,5.4,19,1,49.8,12,20,0,89,36,0.83
Tracy Walker III,51266,S,DET,13,124,8.9,6.2,11,0,140.8,14,20,2,226,55,1.82
Darius Slay,7817,CB,DET,13,105,8.8,4.8,11,0,73.7,12,22,0,138,11,1.31
Erik Harris,10346,S,OAK,14,44,8.8,7.3,23,1,86.1,5,6,1,28,1,0.64
Dean Marlowe,9966,S,BUF,7,44,8.8,4.9,4,0,99.3,5,9,1,30,12,0.68
Rashaan Melvin,8334,CB,DET,13,104,8.7,5.5,11,0,125.8,12,19,2,164,49,1.58
Jarrod Wilson,10902,S,JAX,16,104,8.7,6.1,15,0,102.8,12,17,1,91,24,0.88
Mike Hilton,10898,CB,PIT,16,296,8.7,5.4,25,1,94.1,34,55,3,394,146,1.33
Christian Jones,9020,LB,DET,10,26,8.7,6.5,11,0,116.7,3,4,1,9,13,0.35
Rolan Milligan,11303,CB,IND,6,78,8.7,6.0,14,0,121.0,9,13,1,111,22,1.42
K.J. Wright,6251,LB,SEA,18,119,8.5,5.0,29,2,47.2,14,24,1,100,64,0.84
Clayton Geathers,9542,S,IND,9,17,8.5,8.5,14,0,97.9,2,2,0,15,2,0.88
Morgan Burnett,5596,S,CLV,7,34,8.5,6.8,8,0,96.7,4,5,0,36,18,1.06
Chuck Clark,11941,S,BLT,14,68,8.5,6.2,3,0,88.4,8,11,0,68,13,1.0
Cornell Armstrong,50351,CB,HST,4,34,8.5,6.8,13,0,118.8,4,5,0,108,37,3.18
Lavonte David,7060,LB,TB,16,110,8.5,7.3,30,0,94.4,13,15,0,100,82,0.91
Kyle Van Noy,8675,ED,NE,10,17,8.5,5.7,19,0,102.1,2,3,0,32,3,1.88
Mack Wilson Sr.,43190,LB,CLV,13,76,8.4,5.4,8,0,106.8,9,14,1,92,32,1.21
Brandon Carr,4454,CB,BLT,17,191,8.3,5.5,3,0,110.4,23,35,3,210,111,1.1
K'Waun Williams,9332,CB,SF,18,414,8.3,6.0,28,2,73.9,50,69,0,389,258,0.94
Julian Love,51081,S,NYG,6,91,8.3,5.7,21,0,95.3,11,16,0,138,76,1.52
Chidobe Awuzie,11815,CB,DAL,10,25,8.3,6.3,9,0,88.5,3,4,0,23,7,0.92
P.J. Williams,9511,CB,NO,15,274,8.3,6.2,20,0,130.7,33,44,4,378,160,1.38
Jayron Kearse,10878,CB,MIN,10,74,8.2,4.9,18,0,68.5,9,15,0,59,39,0.8
Jaylon Smith,10668,LB,DAL,16,98,8.2,5.2,9,1,93.8,12,19,2,118,53,1.2
Mackensie Alexander,10688,CB,MIN,13,327,8.2,5.7,18,1,85.7,40,57,1,364,130,1.11
Sean Murphy-Bunting,25891,CB,TB,14,226,8.1,5.9,30,3,80.8,28,38,2,298,113,1.32
Buster Skrine,6289,CB,CHI,16,438,8.1,5.5,6,0,102.7,54,80,4,532,208,1.21
Patrick Robinson,5557,S,NO,7,65,8.1,5.0,20,0,106.6,8,13,1,86,45,1.32
Montae Nicholson,11878,S,WAS,11,24,8.0,6.0,32,0,135.4,3,4,1,30,4,1.25
Alex Anzalone,11831,LB,NO,2,8,8.0,4.0,20,0,87.5,1,2,0,21,2,2.63
Trumaine Johnson,7067,CB,NYJ,4,16,8.0,8.0,22,0,110.4,2,2,0,21,13,1.31
Joe Haden,5532,CB,PIT,7,16,8.0,3.2,25,0,60.4,2,5,0,30,16,1.88
Janoris Jenkins,7043,CB,NO,15,80,8.0,5.0,20,0,125.3,10,16,2,121,44,1.51
Austin Calitro,50640,LB,JAX,3,8,8.0,4.0,15,0,66.7,1,2,0,11,5,1.38
Taron Johnson,49511,CB,BUF,13,287,8.0,5.9,4,0,96.6,36,49,1,312,191,1.09
Sam Beal,13822,CB,NYG,5,8,8.0,4.0,21,0,64.6,1,2,0,10,3,1.25
Maurice Canady,10843,CB,NYJ,8,32,8.0,4.0,22,0,135.4,4,8,1,101,61,3.16
Eric Weddle,3653,S,LA,16,64,8.0,6.4,26,0,132.1,8,10,1,77,28,1.2
Clayton Fejedelem,10879,S,CIN,4,8,8.0,8.0,7,0,95.8,1,1,0,7,4,0.88
Harrison Smith,7641,S,MIN,17,80,8.0,7.3,18,1,65.9,10,11,0,98,24,1.23
Brandon Copeland,8378,LB,NYJ,5,8,8.0,8.0,22,0,79.2,1,1,0,3,5,0.38
Tyrann Mathieu,7850,S,KC,19,323,7.9,5.2,16,2,69.1,41,62,1,297,174,0.92
Kevin Peterson,11302,CB,ARZ,7,70,7.8,7.8,1,0,118.8,9,9,0,133,66,1.9
Justin Coleman,9892,CB,DET,16,408,7.8,4.8,11,1,97.5,52,85,5,606,227,1.49
Azeez Al-Shaair,49792,LB,SF,7,23,7.7,7.7,28,0,101.4,3,3,0,25,12,1.09
Lamarcus Joyner,8676,CB,OAK,14,377,7.7,5.6,23,0,102.3,49,67,2,471,262,1.25
Breon Borders,39398,CB,WAS,5,38,7.6,7.6,32,0,96.7,5,5,0,36,31,0.95
Juston Burris,10752,S,CLV,9,38,7.6,6.3,8,0,158.3,5,6,1,121,78,3.18
Daryl Worley,10711,CB,OAK,13,53,7.6,4.4,23,0,107.6,7,12,1,84,16,1.58
Terrell Edmunds,51334,S,PIT,16,145,7.6,6.0,25,0,120.3,19,24,1,229,80,1.58
Mike Edwards,51282,S,TB,10,68,7.6,4.9,30,0,88.7,9,14,0,111,73,1.63
Todd Davis,9007,LB,DEN,14,107,7.6,5.6,10,0,88.9,14,19,0,116,57,1.08
Anthony Levine,6013,S,BLT,6,15,7.5,7.5,3,0,97.9,2,2,0,15,11,1.0
Fred Warner,51222,LB,SF,17,45,7.5,3.5,28,0,55.3,6,13,0,46,17,1.02
Tre Boston,8763,S,CAR,8,15,7.5,5.0,5,0,118.1,2,3,1,15,7,1.0
Leon Jacobs,44980,LB,JAX,6,15,7.5,5.0,15,0,84.0,2,3,0,19,25,1.27
Byron Murphy Jr.,44027,CB,ARZ,15,188,7.5,5.4,1,1,84.7,25,35,1,214,57,1.14
Nik Needham,50356,CB,MIA,12,112,7.5,4.0,17,1,103.0,15,28,3,238,62,2.13
Xavien Howard,10672,CB,MIA,5,15,7.5,7.5,17,0,118.8,2,2,0,49,14,3.27
J.C. Jackson,42781,CB,NE,17,103,7.4,4.7,19,1,73.3,14,22,0,196,89,1.9
Eric Reid,7799,S,CAR,16,111,7.4,6.2,5,0,145.1,15,18,2,179,89,1.61
Cole Holcomb,49753,LB,WAS,12,29,7.3,7.3,32,0,144.8,4,4,1,37,35,1.28
Cre'Von LeBlanc,11218,CB,PHI,3,72,7.2,4.2,24,0,86.2,10,17,0,143,100,1.99
Deion Jones,10686,LB,ATL,14,72,7.2,4.5,2,0,75.5,10,16,0,82,63,1.14
Tavon Wilson,7051,S,DET,15,72,7.2,6.5,11,0,96.2,10,11,0,78,36,1.08
Demario Davis,7079,LB,NO,14,65,7.2,5.4,20,0,87.8,9,12,0,67,31,1.03
Isaiah Oliver,50393,CB,ATL,15,43,7.2,4.3,2,0,112.9,6,10,1,66,19,1.53
Adoree' Jackson,11773,CB,TEN,13,65,7.2,4.6,31,0,97.0,9,14,0,139,40,2.14
Nate Hairston,11913,CB,NYJ,6,64,7.1,5.8,22,1,107.6,9,11,1,128,35,2.0
Bobby Wagner,7050,LB,SEA,16,64,7.1,5.3,29,1,96.9,9,12,2,79,42,1.23
