player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Michael Thomas,10681,WR,NO,17,188,0,20,7.6,6,85.5,82.4,14,17,4.4,3,0.34,41,0,79.2,91.2,0,34,0.0,0,208,57.5,65,92.8,193,126.1,76,39.4,5,684,232,3.6,10.5,3.54,0,8.7,5,81.9,56.3,9,16,2.3,2,0.16,51,1,90.1,86.0,0,49,0.0,0,425,52.2,86,95.1,404,115.2,105,26.0,2,1063,358,4.2,12.4,2.63
DeAndre Hopkins,7808,WR,HST,17,168,0,13,9.5,1,71.4,41.7,5,12,4.8,2,0.15,28,0,75.3,83.2,0,41,0.0,0,246,49.1,40,91.9,226,98.7,56,24.8,1,419,151,3.8,10.5,1.85,0,11.5,11,71.9,50.0,9,18,4.2,3,0.12,42,2,80.5,84.2,0,43,0.0,0,421,49.4,69,95.0,400,114.2,96,24.0,4,884,249,3.6,12.8,2.21
Allen Robinson II,8696,WR,CHI,16,153,0,6,11.1,1,57.4,60.0,9,15,0.0,0,-0.14,19,0,86.9,76.1,2,34,1.0,2,205,35.0,27,88.3,181,72.6,47,26.0,2,295,66,2.4,10.9,1.63,0,12.0,5,69.7,59.3,16,27,4.2,3,0.01,42,0,80.6,81.5,3,49,0.0,0,411,46.9,69,96.6,397,92.9,99,24.9,3,837,197,2.9,12.1,2.11
Travis Kelce,7844,TE,KC,19,152,0,16,9.1,11,79.1,61.5,8,13,3.6,2,0.27,38,1,81.6,91.3,0,41,8.9,29,325,49.6,53,79.4,258,129.6,67,26.0,4,692,261,4.9,13.1,2.68,0,9.4,7,75.3,46.2,6,13,7.9,5,0.29,36,0,50.4,75.9,0,47,6.9,29,422,53.2,58,87.0,367,108.0,77,21.0,1,717,206,3.6,12.4,1.95
Julian Edelman,5156,WR,NE,17,152,0,19,9.9,3,61.1,63.6,7,11,12.0,6,0.03,32,0,47.5,76.1,1,31,0.6,2,322,41.8,44,88.2,284,81.6,72,25.4,1,514,151,3.4,11.7,1.81,0,9.3,4,75.7,71.4,5,7,7.0,4,0.07,21,2,73.7,66.9,1,44,0.0,0,328,47.0,53,96.3,316,109.5,70,22.2,3,605,180,3.4,11.4,1.91
Julio Jones,6158,WR,ATL,15,149,0,2,12.8,2,66.7,66.7,8,12,3.7,1,0.18,19,1,86.5,87.5,1,54,0.0,0,158,44.5,26,92.4,146,114.6,39,26.7,2,473,167,6.4,18.2,3.24,0,12.6,5,65.7,41.4,12,29,7.1,5,0.19,51,0,73.1,85.7,4,48,0.0,0,385,54.7,65,94.5,364,79.2,99,27.2,1,853,174,2.7,13.1,2.34
Keenan Allen,7857,WR,LAC,16,147,0,27,10.9,4,66.2,50.0,8,16,4.1,2,0.22,33,0,78.7,90.0,3,34,0.0,0,247,50.4,47,91.5,226,86.5,71,31.4,3,558,192,4.1,11.9,2.47,0,9.9,3,75.7,44.4,4,9,5.4,3,0.13,27,0,72.9,70.0,4,45,0.6,2,349,53.7,53,93.4,326,87.3,70,21.5,2,611,179,3.4,11.5,1.87
Davante Adams,8688,WR,GB,14,146,0,12,10.9,1,71.2,66.7,4,6,9.8,4,0.24,28,0,55.9,91.0,0,65,0.0,0,173,48.1,37,93.6,162,138.7,52,32.1,5,565,217,5.9,15.3,3.49,0,10.4,4,68.5,30.0,3,10,4.5,3,-0.04,39,2,77.6,82.0,2,40,0.0,0,333,43.5,63,94.0,313,90.4,92,29.4,2,730,299,4.7,11.6,2.33
Tyler Boyd,10689,WR,CIN,16,142,0,7,10.9,3,55.9,46.7,7,15,13.2,5,-0.28,22,1,44.3,72.9,2,47,0.4,1,272,35.1,33,91.9,250,84.6,59,23.6,3,469,126,3.8,14.2,1.88,0,9.0,7,68.8,37.5,6,16,3.5,2,-0.02,28,1,81.0,71.0,4,47,0.0,0,357,47.1,55,95.2,340,72.6,80,23.5,1,574,226,4.1,10.4,1.69
Christian McCaffrey,11763,HB,CAR,16,135,0,5,1.0,11,80.6,25.0,1,4,3.8,1,0.15,19,0,74.9,93.7,1,28,25.9,57,220,48.6,25,70.5,155,113.3,31,20.0,2,287,279,11.2,11.5,1.85,0,0.1,15,88.5,60.0,3,5,5.6,5,-0.14,36,0,76.2,86.3,1,25,10.3,45,436,44.6,85,86.7,378,95.5,96,25.4,1,684,694,8.2,8.0,1.81
