player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Puka Nacua,100632,WR,LA,1,14,0,26,0,0.0,1,100.0,,0,0,0.0,0,0.03,1,0,84.5,96.0,0,17,0.0,0,4,50.0,2,100.0,4,118.8,2,50.0,0,28,28,14.0,14.0,7.0,11.5,0,100.0,,0,0,0.0,0,0.1,2,0,84.9,94.8,0,17,0.0,0,10,40.0,2,100.0,10,118.8,2,20.0,0,31,8,4.0,15.5,3.1
Quentin Johnston,123085,WR,LAC,1,13,0,27,0,,0,,,0,0,,0,-0.17,0,0,,49.6,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.27,0,0,41.1,60.4,0,0,0.0,0,5,60.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Justin Jefferson,61398,WR,MIN,1,11,0,18,0,-3.0,0,100.0,,0,0,0.0,0,-0.53,0,0,84.5,81.0,0,5,0.0,0,6,20.0,1,83.3,5,87.5,1,20.0,0,5,8,8.0,5.0,1.0,9.8,0,100.0,,0,0,0.0,0,0.23,2,0,84.9,82.8,0,22,0.0,0,14,50.0,4,85.7,12,118.8,4,33.3,0,52,13,3.3,13.0,4.33
George Pickens,99229,WR,DAL,1,11,0,9,0,,0,,,0,0,,0,0.52,0,0,,46.5,0,0,0.0,0,5,80.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,21.0,0,100.0,,0,0,0.0,0,2.51,1,0,61.8,89.1,0,15,0.0,0,2,100.0,1,100.0,2,158.3,1,50.0,1,15,0,0.0,15.0,7.5
Chris Godwin,11839,WR,TB,1,10,0,30,0,,0,,,0,0,,0,-0.26,0,0,,53.3,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,10.8,0,50.0,33.3,1,3,0.0,0,0.67,1,0,74.6,54.2,0,11,0.0,0,15,57.1,3,93.3,14,61.8,6,42.9,0,26,3,1.0,8.7,1.86
Drake London,86519,WR,ATL,1,10,0,2,0,,0,,,0,0,,0,-1.04,0,0,,49.2,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.5,0,83.3,100.0,2,2,0.0,0,0.87,4,0,80.0,91.7,1,43,0.0,0,14,76.9,5,92.9,13,118.8,6,46.2,1,81,6,1.2,16.2,6.23
Trey McBride,75916,TE,ARZ,1,10,0,1,0,,0,,,0,0,,0,0.17,0,0,,43.2,0,0,0.0,0,8,37.5,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,10.3,1,57.1,0.0,0,2,0.0,0,0.02,3,0,79.4,63.1,0,17,0.0,0,38,41.7,4,94.7,36,71.7,7,19.4,0,37,5,1.3,9.3,1.03
Emeka Egbuka,145055,WR,TB,1,10,0,30,0,,0,,,0,0,,0,0.29,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,11.0,0,50.0,0.0,0,1,50.0,1,-0.86,1,0,39.1,60.7,0,18,0.0,0,15,28.6,1,93.3,14,81.3,2,14.3,0,18,0,0.0,18.0,1.29
Marvin Harrison Jr.,145056,WR,ARZ,1,10,0,1,0,-2.0,0,100.0,,0,0,0.0,0,0.05,0,0,78.7,50.5,0,8,0.0,0,9,33.3,1,100.0,9,100.0,1,11.1,0,8,10,10.0,8.0,0.89,20.5,0,100.0,100.0,2,2,0.0,0,0.85,2,0,27.9,51.2,0,18,0.0,0,15,57.1,2,93.3,14,158.3,2,14.3,1,34,0,0.0,17.0,2.43
Michael Pittman Jr.,29049,WR,IND,1,10,0,14,0,-2.0,0,100.0,,0,0,0.0,0,-1.01,0,0,78.7,55.1,0,1,0.0,0,3,0.0,1,66.7,2,79.2,1,50.0,0,1,3,3.0,1.0,0.5,9.0,0,50.0,,0,0,0.0,0,0.5,1,0,73.4,56.8,0,12,0.0,0,9,66.7,1,100.0,9,68.8,2,22.2,0,12,6,6.0,12.0,1.33
Jerry Jeudy,61103,WR,CLV,1,9,0,8,0,,0,,,0,0,,0,0.15,0,0,,49.6,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,11.0,0,0.0,,0,0,,0,-2.08,0,0,36.2,48.8,0,0,0.0,0,2,0.0,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Christian McCaffrey,11763,HB,SF,1,9,0,28,0,-3.5,1,50.0,,0,0,50.0,1,0.2,1,0,24.1,22.4,0,8,0.0,0,3,33.3,1,100.0,3,100.0,2,66.7,1,8,10,10.0,8.0,2.67,,0,,,0,0,,0,0.75,0,0,41.6,46.9,0,0,0.0,0,4,100.0,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Zay Flowers,97268,WR,BLT,1,8,0,3,0,0.0,0,100.0,,0,0,0.0,0,0.71,0,0,78.7,55.3,0,7,0.0,0,5,80.0,1,100.0,5,95.8,1,20.0,0,7,7,7.0,7.0,1.4,5.5,0,75.0,100.0,1,1,0.0,0,0.01,1,0,79.4,67.9,0,17,0.0,0,16,56.3,3,100.0,16,94.8,4,25.0,0,29,9,3.0,9.7,1.81
Romeo Doubs,84329,WR,GB,1,8,0,12,0,,0,,,0,0,,0,0.66,0,0,,45.2,0,0,0.0,0,12,58.3,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.61,0,0,56.7,66.1,0,0,0.0,0,7,33.3,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Troy Franklin,146567,WR,DEN,1,8,0,10,0,-0.5,0,100.0,,0,0,0.0,0,-0.02,2,0,84.5,75.6,0,15,0.0,0,8,50.0,2,100.0,8,110.4,2,25.0,0,21,22,11.0,10.5,2.63,15.2,0,60.0,,0,0,25.0,1,0.16,3,0,26.3,50.1,0,23,0.0,0,22,31.8,3,100.0,22,88.8,5,22.7,0,44,26,8.7,14.7,2.0
Xavier Worthy,144718,WR,KC,1,8,0,16,0,-4.0,0,100.0,,0,0,0.0,0,0.26,0,0,84.5,87.9,0,5,0.0,0,4,66.7,1,75.0,3,87.5,1,33.3,0,5,9,9.0,5.0,1.67,5.3,1,75.0,,0,0,0.0,0,0.06,1,0,77.3,77.4,0,9,0.0,0,9,50.0,3,88.9,8,83.3,4,50.0,0,18,18,6.0,6.0,2.25
Mark Andrews,47436,TE,BLT,1,8,0,3,0,,0,,,0,0,,0,-0.65,0,0,,53.3,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.3,0,100.0,100.0,1,1,0.0,0,-0.29,2,0,79.4,62.0,0,7,0.0,0,16,46.7,4,93.8,15,85.4,4,26.7,0,18,1,0.3,4.5,1.2
Jordan Addison,123000,WR,MIN,1,8,0,18,0,,0,,,0,0,,0,-0.53,0,0,,47.4,0,0,0.0,0,6,20.0,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,15.0,0,0.0,,0,0,100.0,1,-0.73,0,0,28.4,50.3,1,0,0.0,0,14,25.0,0,85.7,12,0.0,2,16.7,0,0,0,,,0.0
