player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,1,14,0,26,8.6,0,100.0,100.0,1,1,0.0,0,1.51,3,0,73.4,92.5,0,31,0.0,0,8,62.5,5,100.0,8,158.3,5,62.5,1,69,26,5.2,13.8,8.63,0,7.4,1,100.0,,0,0,0.0,0,-0.02,4,0,75.6,85.8,0,17,0.0,0,25,52.2,7,92.0,23,113.1,7,30.4,0,78,26,3.7,11.1,3.39
Quentin Johnston,123085,WR,LAC,1,13,0,27,10.3,0,71.4,75.0,3,4,0.0,0,-0.78,2,0,73.4,73.6,0,36,0.0,0,19,23.5,5,89.5,17,139.3,7,41.2,1,64,11,2.2,12.8,3.76,0,4.0,0,66.7,,0,0,33.3,1,0.18,0,0,29.9,48.5,0,8,0.0,0,18,47.1,2,94.4,17,74.3,3,17.6,0,12,9,4.5,6.0,0.71
Justin Jefferson,61398,WR,MIN,1,11,0,18,14.6,0,80.0,,0,0,0.0,0,-0.38,2,0,72.1,73.3,0,17,0.0,0,23,27.3,4,95.7,22,100.8,5,22.7,0,41,7,1.8,10.3,1.86,0,9.8,0,100.0,,0,0,0.0,0,0.11,3,0,75.6,72.0,0,29,0.0,0,31,64.3,6,90.3,28,118.8,6,21.4,0,85,26,4.3,14.2,3.04
George Pickens,99229,WR,DAL,1,11,0,9,,0,,,0,0,,0,-0.18,0,0,,55.6,0,0,0.0,0,5,25.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,16.6,0,80.0,50.0,2,4,0.0,0,0.93,7,0,76.5,90.8,0,28,0.0,0,28,67.9,8,100.0,28,158.3,10,35.7,2,134,28,3.5,16.8,4.79
Chris Godwin,11839,WR,TB,1,10,0,30,15.3,0,33.3,0.0,0,2,0.0,0,-0.57,0,0,64.7,49.1,0,8,0.0,0,12,20.0,1,83.3,10,42.4,3,30.0,0,8,0,0.0,8.0,0.8,0,15.8,0,25.0,0.0,0,1,0.0,0,-0.19,0,0,64.7,52.5,0,7,0.0,0,24,39.1,1,95.8,23,39.6,4,17.4,0,7,3,3.0,7.0,0.3
Drake London,86519,WR,ATL,1,10,0,2,9.0,0,100.0,,0,0,0.0,0,1.71,1,0,64.7,75.4,0,9,0.0,0,2,100.0,1,100.0,2,104.2,1,50.0,0,9,0,0.0,9.0,4.5,0,13.4,0,75.0,100.0,2,2,0.0,0,0.44,2,0,74.6,90.8,1,43,0.0,0,21,60.0,6,95.2,20,75.0,8,40.0,0,96,19,3.2,16.0,4.8
Trey McBride,75916,TE,ARZ,1,10,0,1,,0,,,0,0,,0,0.14,0,0,,51.3,0,0,0.0,0,10,50.0,0,80.0,8,0.0,0,0.0,0,0,0,,,0.0,0,8.3,0,57.1,0.0,0,2,0.0,0,-0.04,2,0,72.1,58.1,0,9,3.6,1,28,39.3,4,96.4,27,64.0,7,25.9,0,24,6,1.5,6.0,0.89
Emeka Egbuka,145055,WR,TB,1,10,0,30,15.5,0,0.0,0.0,0,2,,0,-0.59,0,0,,54.9,0,0,0.0,0,11,22.2,0,81.8,9,39.6,2,22.2,0,0,0,,,0.0,0,14.4,0,50.0,33.3,1,3,20.0,1,-0.07,2,0,42.1,63.4,0,77,0.0,0,26,44.0,4,96.2,25,135.4,8,32.0,1,101,40,10.0,25.3,4.04
Marvin Harrison Jr.,145056,WR,ARZ,1,10,0,1,14.3,0,33.3,100.0,1,1,0.0,0,0.14,1,0,64.7,55.3,1,16,0.0,0,10,50.0,1,80.0,8,12.5,3,37.5,0,16,0,0.0,16.0,2.0,0,9.6,0,80.0,100.0,2,2,20.0,1,-0.07,2,0,29.7,59.7,1,18,0.0,0,29,37.9,4,100.0,29,104.2,5,17.2,1,45,10,2.5,11.3,1.55
Michael Pittman Jr.,29049,WR,IND,1,10,0,14,3.3,0,100.0,,0,0,0.0,0,0.55,2,0,70.5,77.4,0,12,0.0,0,8,80.0,3,62.5,5,127.1,3,60.0,1,15,9,3.0,5.0,3.0,0,19.5,0,25.0,,0,0,0.0,0,-0.07,1,0,64.7,59.6,1,17,0.0,0,22,40.0,1,90.9,20,5.2,4,20.0,0,17,4,4.0,17.0,0.85
Jerry Jeudy,61103,WR,CLV,1,9,0,8,15.6,0,40.0,100.0,1,1,33.3,1,-0.49,1,0,29.9,56.9,1,33,0.0,0,19,27.8,2,94.7,18,26.7,5,27.8,0,37,8,4.0,18.5,2.06,0,17.5,0,25.0,0.0,0,1,0.0,0,-0.69,1,0,64.7,61.9,0,11,0.0,0,16,20.0,1,93.8,15,39.6,4,26.7,0,11,2,2.0,11.0,0.73
Christian McCaffrey,11763,HB,SF,1,9,0,28,11.0,0,100.0,,0,0,0.0,0,0.92,1,0,64.7,90.0,0,29,20.0,1,5,80.0,1,80.0,4,118.8,1,25.0,0,29,18,18.0,29.0,7.25,0,2.5,0,50.0,,0,0,0.0,0,-0.49,2,1,64.7,29.7,0,20,6.7,1,15,40.0,1,93.3,14,95.8,2,14.3,0,31,27,27.0,31.0,2.21
Zay Flowers,97268,WR,BLT,1,8,0,3,4.7,1,100.0,100.0,1,1,0.0,0,-1.31,2,0,70.5,74.7,0,15,0.0,0,10,22.2,3,90.0,9,100.0,3,33.3,0,24,10,3.3,8.0,2.67,0,8.6,0,80.0,100.0,2,2,0.0,0,-0.12,2,0,72.1,65.4,0,21,0.0,0,25,56.0,4,100.0,25,108.3,5,20.0,0,50,9,2.3,12.5,2.0
Romeo Doubs,84329,WR,GB,1,8,0,12,7.7,0,100.0,100.0,3,3,0.0,0,0.66,3,0,70.5,87.6,0,18,0.0,0,7,66.7,3,85.7,6,135.4,3,50.0,2,21,9,3.0,7.0,3.5,0,12.3,0,75.0,100.0,1,1,25.0,1,0.54,2,0,36.2,58.1,0,16,0.0,0,33,60.0,3,90.9,30,142.7,4,13.3,1,37,6,2.0,12.3,1.23
Troy Franklin,146567,WR,DEN,1,8,0,10,5.0,0,50.0,,0,0,0.0,0,-0.04,1,0,64.7,56.0,1,6,0.0,0,6,50.0,1,100.0,6,16.7,2,33.3,0,6,7,7.0,6.0,1.0,0,11.7,0,66.7,,0,0,33.3,1,0.5,2,0,29.9,59.8,0,23,0.0,0,20,50.0,2,100.0,20,109.7,3,15.0,0,38,19,9.5,19.0,1.9
Xavier Worthy,144718,WR,KC,1,8,0,16,20.3,0,50.0,100.0,1,1,0.0,0,0.42,2,0,72.1,74.2,0,37,0.0,0,16,42.9,2,87.5,14,86.5,4,28.6,0,41,6,3.0,20.5,2.93,0,16.7,0,66.7,,0,0,0.0,0,0.56,1,0,68.3,75.1,0,28,0.0,0,9,77.8,2,100.0,9,103.5,3,33.3,0,33,22,11.0,16.5,3.67
Mark Andrews,47436,TE,BLT,1,8,0,3,8.5,0,50.0,0.0,0,1,0.0,0,-1.54,0,0,64.7,55.5,1,2,0.0,0,7,16.7,1,85.7,6,16.7,2,33.3,0,2,0,0.0,2.0,0.33,0,3.6,0,100.0,100.0,1,1,0.0,0,-0.4,2,0,73.4,65.4,0,7,0.0,0,14,50.0,5,100.0,14,85.8,5,35.7,0,23,5,1.0,4.6,1.64
Jordan Addison,123000,WR,MIN,1,8,0,18,18.0,0,50.0,100.0,1,1,50.0,1,-0.38,1,0,28.9,58.4,0,22,0.0,0,23,27.3,1,95.7,22,89.6,2,9.1,0,22,5,5.0,22.0,1.0,0,10.6,0,40.0,,0,0,33.3,1,0.09,0,0,29.9,46.6,1,6,0.0,0,30,63.0,2,90.0,27,8.3,5,18.5,0,11,1,0.5,5.5,0.41
A.J. Brown,48327,WR,PHI,1,8,0,24,15.5,0,50.0,100.0,1,1,0.0,0,1.06,1,0,64.7,68.0,0,9,0.0,0,8,87.5,1,100.0,8,62.5,2,25.0,0,9,3,3.0,9.0,1.13,0,13.5,0,16.7,0.0,0,2,0.0,0,-0.23,0,0,64.7,52.9,0,-2,0.0,0,21,38.1,1,100.0,21,39.6,6,28.6,0,-2,1,1.0,-2.0,-0.1
Cole Kmet,60995,TE,CHI,1,8,0,6,,0,,,0,0,,0,0.79,0,0,,55.6,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,13.0,0,37.5,0.0,0,4,25.0,1,-0.09,2,0,36.2,56.2,0,29,13.5,5,37,40.0,3,83.8,31,57.3,8,25.8,0,46,21,7.0,15.3,1.48
Rome Odunze,73774,WR,CHI,1,8,0,6,9.0,0,100.0,,0,0,0.0,0,0.79,1,0,64.7,74.5,0,10,0.0,0,3,66.7,1,100.0,3,108.3,1,33.3,0,10,1,1.0,10.0,3.33,0,14.4,0,42.9,,0,0,0.0,0,-0.1,3,0,70.5,68.1,1,27,0.0,0,30,37.9,3,96.7,29,72.9,7,24.1,1,59,25,8.3,19.7,2.03
