player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,1,12,0,26,16.8,0,25.0,0.0,0,1,50.0,1,-0.98,0,0,28.8,53.3,0,10,0.0,0,16,13.3,1,93.8,15,39.6,4,26.7,0,10,6,6.0,10.0,0.67,0,11.9,2,62.5,33.3,1,3,0.0,0,0.19,3,0,73.4,87.4,0,37,0.0,0,22,45.5,5,100.0,22,99.5,8,36.4,0,87,25,5.0,17.4,3.95
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,24.0,0,100.0,,0,0,0.0,0,-0.54,1,0,64.7,83.1,0,34,0.0,0,5,40.0,1,100.0,5,118.8,1,20.0,0,34,10,10.0,34.0,6.8,0,7.0,1,77.8,100.0,1,1,12.5,1,-0.02,6,0,52.1,75.1,0,20,0.0,0,36,61.1,7,100.0,36,114.4,9,25.0,0,103,52,7.4,14.7,2.86
Jahmyr Gibbs,122474,HB,DET,1,10,0,11,-2.0,0,0.0,,0,0,,0,-0.21,0,0,,57.4,0,0,0.0,0,3,33.3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,0,6.0,1,66.7,0.0,0,1,14.3,1,0.1,5,0,49.7,69.9,1,23,3.1,1,32,59.4,6,96.9,31,50.5,9,29.0,0,70,51,8.5,11.7,2.26
Tyler Higbee,10744,TE,LA,1,9,0,26,3.0,0,0.0,,0,0,,0,-0.57,0,0,,47.7,0,0,0.0,0,18,29.4,0,94.4,17,39.6,1,5.9,0,0,0,,,0.0,0,1.0,0,80.0,,0,0,20.0,1,0.22,1,0,41.6,52.0,0,20,22.7,5,22,45.5,4,77.3,17,96.7,5,29.4,0,36,36,9.0,9.0,2.12
Nico Collins,61441,WR,HST,1,8,0,13,11.0,0,50.0,0.0,0,2,0.0,0,-0.04,2,0,68.3,70.9,0,14,0.0,0,14,46.2,2,92.9,13,71.9,4,30.8,0,27,3,1.5,13.5,2.08,0,14.0,0,75.0,66.7,2,3,0.0,0,0.44,3,0,70.5,90.3,0,24,0.0,0,18,52.9,3,94.4,17,116.7,4,23.5,0,54,2,0.7,18.0,3.18
Dyami Brown,77986,WR,WAS,1,8,0,32,15.4,0,60.0,33.3,1,3,0.0,0,0.43,2,0,70.5,73.5,0,38,0.0,0,18,47.1,3,94.4,17,93.8,5,29.4,0,50,3,1.0,16.7,2.94,0,11.5,0,100.0,,0,0,0.0,0,1.41,1,1,68.3,47.9,0,42,0.0,0,10,80.0,2,100.0,10,118.8,2,20.0,0,41,18,9.0,20.5,4.1
Travis Kelce,7844,TE,KC,1,8,0,16,5.0,0,100.0,,0,0,0.0,0,0.34,1,0,68.3,84.5,0,18,0.0,0,5,50.0,2,80.0,4,104.2,2,50.0,0,18,8,4.0,9.0,4.5,0,8.8,2,80.0,0.0,0,1,0.0,0,0.03,3,0,72.1,81.4,0,49,11.1,2,18,33.3,4,88.9,16,118.8,5,31.3,0,88,51,12.8,22.0,5.5
Sam LaPorta,101690,TE,DET,1,7,0,11,4.0,0,100.0,,0,0,0.0,0,-0.54,1,0,64.7,73.9,0,14,0.0,0,5,40.0,1,100.0,5,118.8,1,20.0,0,14,10,10.0,14.0,2.8,0,5.8,0,100.0,,0,0,0.0,0,-0.06,1,0,72.1,57.4,0,11,2.9,1,35,60.0,4,97.1,34,103.1,4,11.8,0,35,12,3.0,8.8,1.03
A.J. Brown,48327,WR,PHI,1,7,0,24,21.3,0,0.0,0.0,0,1,100.0,1,0.18,0,0,27.9,43.2,0,0,0.0,0,7,42.9,0,100.0,7,39.6,3,42.9,0,0,0,,,0.0,0,8.8,0,50.0,100.0,1,1,33.3,1,-0.3,2,0,29.9,60.6,0,9,0.0,0,20,60.0,2,100.0,20,58.3,4,20.0,0,14,3,1.5,7.0,0.7
Mark Andrews,47436,TE,BLT,1,7,0,3,5.8,0,60.0,,0,0,25.0,1,-0.56,2,0,26.9,51.2,0,12,0.0,0,15,38.5,3,86.7,13,73.8,5,38.5,0,26,9,3.0,8.7,2.0,0,14.5,0,100.0,,0,0,0.0,0,0.74,1,1,68.3,58.4,0,19,11.1,1,9,77.8,2,88.9,8,118.8,2,25.0,0,35,6,3.0,17.5,4.38
Khalil Shakir,84140,WR,BUF,1,7,0,4,6.0,0,0.0,,0,0,,0,-0.53,0,0,,53.1,0,0,0.0,0,10,33.3,0,90.0,9,39.6,1,11.1,0,0,0,,,0.0,0,7.8,0,100.0,100.0,1,1,0.0,0,0.66,2,0,73.4,85.4,0,34,0.0,0,7,57.1,5,100.0,7,115.0,5,71.4,0,58,19,3.8,11.6,8.29
Demarcus Robinson,10760,WR,LA,1,7,0,26,7.5,0,50.0,0.0,0,1,0.0,0,-0.54,1,0,64.7,60.1,0,11,0.0,0,19,27.8,1,94.7,18,66.7,2,11.1,0,11,3,3.0,11.0,0.61,0,25.3,0,33.3,50.0,1,2,50.0,1,0.14,1,0,28.8,63.7,0,48,0.0,0,22,40.9,1,100.0,22,81.9,3,13.6,0,48,4,4.0,48.0,2.18
