player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Puka Nacua,100632,WR,LA,1,12,0,26,0,,0,,,0,0,,0,-0.33,0,0,,47.5,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,8.0,0,66.7,,0,0,33.3,1,0.0,1,0,38.4,72.9,0,16,0.0,0,13,38.5,2,100.0,13,93.8,3,23.1,0,26,10,5.0,13.0,2.0
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,0,-3.0,0,100.0,,0,0,0.0,0,0.85,1,0,78.7,90.9,0,20,0.0,0,4,75.0,1,100.0,4,118.8,1,25.0,0,20,23,23.0,20.0,5.0,7.4,1,77.8,,0,0,12.5,1,-0.02,6,0,52.8,82.1,0,34,0.0,0,32,53.1,7,100.0,32,118.8,9,28.1,0,117,62,8.9,16.7,3.66
Jahmyr Gibbs,122474,HB,DET,1,10,0,11,0,-4.0,0,100.0,,0,0,0.0,0,0.76,1,0,78.7,90.6,0,11,0.0,0,3,66.7,1,100.0,3,112.5,1,33.3,0,11,15,15.0,11.0,3.67,2.7,0,66.7,,0,0,0.0,0,0.1,1,0,58.9,69.0,0,12,0.0,0,12,50.0,2,100.0,12,86.8,3,25.0,0,21,11,5.5,10.5,1.75
Tyler Higbee,10744,TE,LA,1,9,0,26,0,-3.0,0,100.0,,0,0,0.0,0,-0.33,1,0,78.7,93.7,0,20,0.0,0,3,33.3,1,100.0,3,118.8,1,33.3,0,20,23,23.0,20.0,6.67,,0,,,0,0,,0,-0.59,0,0,41.1,61.7,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Nico Collins,61441,WR,HST,1,8,0,13,0,,0,,,0,0,,0,0.09,0,0,,51.2,0,0,0.0,0,2,100.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,13.5,0,50.0,0.0,0,1,0.0,0,0.05,1,0,73.4,80.3,0,13,0.0,0,5,50.0,1,80.0,4,70.8,2,50.0,0,13,0,0.0,13.0,3.25
Dyami Brown,77986,WR,WAS,1,8,0,32,0,-3.0,0,100.0,,0,0,0.0,0,0.92,0,1,78.7,22.9,0,-1,0.0,0,5,60.0,1,100.0,5,79.2,1,20.0,0,-1,2,2.0,-1.0,-0.2,11.0,0,75.0,50.0,1,2,0.0,0,0.66,1,1,77.3,50.4,0,38,0.0,0,8,50.0,3,100.0,8,110.4,4,50.0,0,44,14,4.7,14.7,5.5
Travis Kelce,7844,TE,KC,1,8,0,16,0,,0,,,0,0,,0,-0.23,0,0,,47.3,0,0,40.0,2,5,40.0,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,6.8,2,80.0,0.0,0,1,0.0,0,0.03,2,0,80.0,90.5,0,49,0.0,0,13,30.8,4,100.0,13,118.8,5,38.5,0,71,44,11.0,17.8,5.46
Sam LaPorta,101690,TE,DET,1,7,0,11,0,,0,,,0,0,,0,0.85,0,0,,50.0,0,0,0.0,0,4,75.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,-0.19,0,0,76.5,57.8,0,11,6.3,1,16,43.8,2,93.8,15,104.2,2,13.3,0,18,4,2.0,9.0,1.2
A.J. Brown,48327,WR,PHI,1,7,0,24,0,,0,,,0,0,,0,0.72,0,0,,53.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,27.0,0,0.0,,0,0,,0,0.08,0,0,25.9,52.4,0,0,0.0,0,3,66.7,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0
Mark Andrews,47436,TE,BLT,1,7,0,3,0,,0,,,0,0,,0,-0.05,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.5,0,50.0,,0,0,33.3,1,0.16,1,0,29.5,58.5,0,9,5.6,1,18,58.8,2,88.9,16,58.3,4,25.0,0,14,4,2.0,7.0,0.88
Khalil Shakir,84140,WR,BUF,1,7,0,4,0,-1.5,0,100.0,,0,0,0.0,0,-0.82,0,0,84.5,59.4,0,4,0.0,0,3,0.0,2,100.0,3,79.2,2,66.7,0,6,9,4.5,3.0,2.0,8.8,1,83.3,100.0,1,1,0.0,0,0.18,2,0,79.4,87.0,0,34,0.0,0,13,45.5,5,84.6,11,110.4,6,54.5,0,63,16,3.2,12.6,5.73
Demarcus Robinson,10760,WR,LA,1,7,0,26,0,,0,,,0,0,,0,-0.01,0,0,,48.5,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.09,0,0,41.6,62.7,0,0,0.0,0,21,47.6,0,100.0,21,0.0,0,0.0,0,0,0,,,0.0
