player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Ja'Marr Chase,84270,WR,CIN,1,18,0,7,0,-3.0,0,100.0,,0,0,0.0,0,-0.28,0,0,84.5,78.4,0,3,0.0,0,7,20.0,2,71.4,5,79.2,2,40.0,0,4,10,5.0,2.0,0.8,2.3,0,75.0,50.0,1,2,25.0,1,-0.14,1,0,55.6,88.8,0,8,0.0,0,14,46.2,3,92.9,13,77.1,4,30.8,0,12,10,3.3,4.0,0.92
Tyreek Hill,10799,WR,MIA,1,14,0,17,0,,0,,,0,0,,0,0.25,0,0,,44.3,0,0,0.0,0,11,50.0,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0,6.8,0,100.0,,0,0,0.0,0,0.57,4,0,64.7,76.8,0,18,0.0,0,19,61.1,4,94.7,18,153.1,4,22.2,1,45,19,4.8,11.3,2.5
Puka Nacua,100632,WR,LA,1,14,0,26,0,-2.4,1,100.0,,0,0,0.0,0,0.95,1,0,90.6,93.2,0,19,0.0,0,5,80.0,5,100.0,5,147.9,5,100.0,1,50,62,12.4,10.0,10.0,7.0,2,87.5,100.0,1,1,0.0,0,0.61,4,0,85.7,94.7,0,19,0.0,0,20,64.7,7,85.0,17,112.0,8,47.1,0,87,46,6.6,12.4,5.12
Amari Cooper,9437,WR,BUF,1,14,0,4,0,,0,,,0,0,,0,2.46,0,0,,50.3,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,1.14,0,0,77.3,74.2,0,0,0.0,0,3,100.0,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0
Jaylen Waddle,84088,WR,MIA,1,12,0,17,0,-4.0,0,100.0,,0,0,0.0,0,0.29,0,0,78.7,70.6,0,10,0.0,0,9,50.0,1,88.9,8,108.3,1,12.5,0,10,14,14.0,10.0,1.25,7.4,0,100.0,,0,0,0.0,0,0.53,3,0,83.2,87.9,0,15,0.0,0,12,75.0,5,100.0,12,107.5,5,41.7,0,49,12,2.4,9.8,4.08
David Njoku,11784,TE,CLV,1,12,0,8,0,,0,,,0,0,,0,-3.27,0,0,,42.0,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,10.8,0,25.0,0.0,0,2,0.0,0,-1.11,0,0,79.4,72.4,0,6,0.0,0,12,9.1,1,91.7,11,39.6,4,36.4,0,6,3,3.0,6.0,0.55
Trey McBride,75916,TE,ARZ,1,11,0,1,0,-3.0,0,50.0,,0,0,50.0,1,0.36,0,0,78.7,52.6,0,7,0.0,0,5,60.0,1,100.0,5,58.3,2,40.0,0,7,8,8.0,7.0,1.4,5.0,0,83.3,0.0,0,1,0.0,0,-0.07,2,0,80.0,75.4,0,12,0.0,0,28,50.0,5,92.9,26,97.9,6,23.1,0,45,23,4.6,9.0,1.73
Calvin Ridley,48262,WR,TEN,1,11,0,31,0,-3.0,1,100.0,,0,0,0.0,0,-0.39,0,0,84.5,59.6,0,6,0.0,0,4,25.0,2,100.0,4,79.2,2,50.0,0,6,12,6.0,3.0,1.5,2.0,1,75.0,0.0,0,1,0.0,0,0.3,0,0,78.7,60.7,0,9,0.0,0,7,57.1,3,100.0,7,80.2,4,57.1,0,15,11,3.7,5.0,2.14
Adam Thielen,8288,WR,CAR,1,11,0,5,0,,0,,,0,0,,0,-1.13,0,0,,49.6,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,10.9,1,88.9,100.0,1,1,0.0,0,0.18,6,0,83.6,90.5,1,24,0.0,0,28,53.8,8,92.9,26,68.3,9,34.6,0,89,12,1.5,11.1,3.42
Brian Thomas Jr.,146760,WR,JAX,1,10,0,15,0,-1.0,1,100.0,,0,0,0.0,0,0.2,1,0,78.7,91.4,0,6,0.0,0,3,66.7,1,100.0,3,91.7,1,33.3,0,6,7,7.0,6.0,2.0,5.5,1,100.0,,0,0,0.0,0,0.49,2,0,78.0,65.2,0,31,0.0,0,8,50.0,4,100.0,8,115.6,4,50.0,0,47,25,6.3,11.8,5.88
Ray-Ray McCloud III,47895,WR,ATL,1,10,0,2,0,-4.3,0,66.7,,0,0,33.3,1,-0.05,1,0,25.7,55.1,0,16,0.0,0,6,50.0,2,100.0,6,96.5,3,50.0,0,28,36,18.0,14.0,4.67,4.7,0,66.7,0.0,0,1,0.0,0,0.43,0,0,33.5,61.7,0,9,0.0,0,16,60.0,2,93.8,15,75.7,3,20.0,0,13,4,2.0,6.5,0.87
Davante Adams,8688,WR,NYJ,1,10,0,22,0,-1.0,2,100.0,,0,0,0.0,0,0.57,2,0,88.7,92.1,0,16,0.0,0,7,85.7,3,100.0,7,106.9,3,42.9,0,29,32,10.7,9.7,4.14,4.8,2,100.0,,0,0,0.0,0,0.42,4,0,78.7,80.4,0,34,0.0,0,19,64.7,5,89.5,17,158.3,5,29.4,1,66,42,8.4,13.2,3.88
Garrett Wilson,97405,WR,NYJ,1,10,0,22,0,-2.5,1,100.0,,0,0,0.0,0,0.57,0,0,84.5,76.5,0,8,0.0,0,7,85.7,2,100.0,7,89.6,2,28.6,0,11,16,8.0,5.5,1.57,3.0,2,75.0,0.0,0,1,0.0,0,0.33,1,0,77.3,78.1,0,35,0.0,0,13,53.8,3,100.0,13,115.6,4,30.8,0,49,43,14.3,16.3,3.77
Jordan Addison,123000,WR,MIN,1,10,0,18,0,-4.5,0,100.0,,0,0,0.0,0,-0.14,0,0,84.5,58.7,0,5,0.0,0,5,50.0,2,80.0,4,79.2,2,50.0,0,0,9,4.5,0.0,0.0,-1.5,0,100.0,,0,0,0.0,0,0.83,1,0,78.0,85.0,0,6,0.0,0,9,44.4,2,100.0,9,118.8,2,22.2,1,1,4,2.0,0.5,0.11
Joshua Palmer,62979,WR,LAC,1,9,0,27,0,,0,,,0,0,,0,-0.74,0,0,,48.5,0,0,0.0,0,4,25.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,16.0,0,75.0,,0,0,14.3,1,0.29,4,0,28.7,61.3,0,38,0.0,0,26,41.7,6,92.3,24,105.2,8,33.3,0,78,9,1.5,13.0,3.25
Wan'Dale Robinson,101735,WR,NYG,1,9,0,21,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,10.3,0,33.3,33.3,1,3,33.3,1,-0.2,1,0,27.9,47.9,0,8,2.1,1,47,42.2,2,93.6,44,42.4,6,13.6,0,16,11,5.5,8.0,0.36
Jakobi Meyers,47468,WR,LV,1,9,0,23,0,0.0,0,100.0,,0,0,0.0,0,0.06,0,0,78.7,56.6,0,9,0.0,0,3,50.0,1,66.7,2,104.2,1,50.0,0,9,9,9.0,9.0,4.5,12.0,1,66.7,100.0,1,1,0.0,0,-0.15,1,0,79.4,68.8,0,20,0.0,0,12,50.0,2,100.0,12,96.5,3,25.0,0,28,16,8.0,14.0,2.33
Michael Mayer,122906,TE,LV,1,9,0,23,0,,0,,,0,0,,0,-0.43,0,0,,46.2,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,9.0,0,100.0,,0,0,0.0,0,-0.3,2,0,58.5,66.4,0,29,8.3,1,12,33.3,4,91.7,11,118.8,4,36.4,0,52,16,4.0,13.0,4.73
Malik Nabers,146759,WR,NYG,1,9,0,21,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,15.7,0,33.3,,0,0,0.0,0,-0.52,0,0,79.4,76.9,0,3,0.0,0,15,15.4,1,86.7,13,42.4,3,23.1,0,3,0,0.0,3.0,0.23
Jameson Williams,101701,WR,DET,1,8,0,11,0,-4.0,0,100.0,,0,0,0.0,0,0.68,0,0,78.7,48.7,0,7,0.0,0,7,100.0,1,85.7,6,95.8,1,16.7,0,7,11,11.0,7.0,1.17,3.0,0,100.0,,0,0,0.0,0,0.34,1,0,76.5,62.4,0,28,0.0,0,15,60.0,3,100.0,15,118.8,3,20.0,0,41,32,10.7,13.7,2.73
DJ Moore,48267,WR,CHI,1,8,0,6,0,-3.5,0,100.0,,0,0,0.0,0,0.47,0,0,84.5,91.2,0,9,0.0,0,3,100.0,2,100.0,3,95.8,2,66.7,0,14,21,10.5,7.0,4.67,-4.0,0,100.0,,0,0,0.0,0,0.4,0,0,35.3,64.3,0,5,0.0,0,8,71.4,1,87.5,7,87.5,1,14.3,0,5,9,9.0,5.0,0.71
Xavier Legette,99197,WR,CAR,1,8,0,5,0,,0,,,0,0,,0,-1.13,0,0,,50.0,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,3.5,0,50.0,0.0,0,1,0.0,0,0.32,0,0,28.6,48.8,0,8,0.0,0,6,33.3,1,100.0,6,60.4,2,33.3,0,8,6,6.0,8.0,1.33
Tyrone Tracy,84226,HB,NYG,1,8,0,21,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,-0.03,0,0,28.7,39.0,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Cooper Kupp,11824,WR,LA,1,8,0,26,0,,0,,,0,0,,0,0.95,0,0,,46.3,0,0,0.0,0,5,80.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,13.1,0,71.4,100.0,2,2,0.0,0,1.11,4,0,80.0,91.5,0,37,4.8,1,21,73.7,5,85.7,18,153.3,7,38.9,1,92,21,4.2,18.4,5.11
