player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Drake London,86519,WR,ATL,1,14,0,2,16.5,0,0.0,,0,0,,0,-1.28,0,0,,57.2,0,0,0.0,0,7,0.0,0,85.7,6,39.6,2,33.3,0,0,0,,,0.0,0,10.2,2,81.8,0.0,0,1,0.0,0,0.25,6,0,77.3,86.7,0,39,0.0,0,28,53.8,9,92.9,26,118.8,11,42.3,0,149,62,6.9,16.6,5.73
Jerry Jeudy,61103,WR,CLV,1,13,0,8,7.0,0,66.7,,0,0,33.3,1,-0.31,2,0,36.2,69.9,0,10,0.0,0,25,28.6,2,84.0,21,81.3,3,14.3,0,17,10,5.0,8.5,0.81,0,12.1,0,28.6,33.3,1,3,33.3,1,-0.27,1,0,29.9,53.4,0,11,0.0,0,26,33.3,2,92.3,24,39.6,7,29.2,0,14,6,3.0,7.0,0.58
Jaxon Smith-Njigba,129758,WR,SEA,1,12,0,29,,0,,,0,0,,0,0.79,0,0,,56.1,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,17.3,0,66.7,0.0,0,2,14.3,1,0.71,5,0,49.2,92.8,0,61,0.0,0,15,53.3,6,100.0,15,146.8,9,60.0,1,142,26,4.3,23.7,9.47
Ja'Marr Chase,84270,WR,CIN,1,12,0,7,10.7,0,66.7,66.7,2,3,0.0,0,0.13,2,0,70.5,85.9,0,19,0.0,0,12,40.0,2,83.3,10,131.9,3,30.0,1,25,3,1.5,12.5,2.5,0,8.8,0,87.5,100.0,1,1,0.0,0,0.07,3,0,75.6,74.7,0,18,0.0,0,27,48.1,7,100.0,27,100.0,8,29.6,0,64,16,2.3,9.1,2.37
George Pickens,99229,WR,DAL,1,11,0,9,10.7,1,83.3,,0,0,0.0,0,1.31,4,0,73.4,92.8,0,45,0.0,0,7,83.3,5,85.7,6,118.8,6,100.0,0,88,37,7.4,17.6,14.67,0,11.2,2,80.0,,0,0,0.0,0,0.62,3,0,72.1,87.3,0,34,0.0,0,14,57.1,4,100.0,14,158.3,5,35.7,1,80,52,13.0,20.0,5.71
Dallas Goedert,47272,TE,PHI,1,11,0,24,2.8,0,75.0,0.0,0,1,0.0,0,-0.62,2,0,70.5,73.7,0,10,0.0,0,13,46.2,3,100.0,13,122.9,4,30.8,1,18,12,4.0,6.0,1.38,0,13.4,0,85.7,0.0,0,1,0.0,0,0.13,4,0,74.6,85.8,0,36,9.5,2,21,55.0,6,85.7,18,118.8,7,38.9,0,92,10,1.7,15.3,5.11
Trey McBride,75916,TE,ARZ,1,11,0,1,14.0,0,100.0,100.0,2,2,0.0,0,0.18,1,0,68.3,66.6,0,26,0.0,0,19,55.6,2,94.7,18,118.8,2,11.1,0,30,2,1.0,15.0,1.67,0,7.7,1,71.4,0.0,0,1,0.0,0,0.2,2,0,73.4,79.3,0,11,8.7,2,23,45.5,5,87.0,20,86.0,7,35.0,0,41,21,4.2,8.2,2.05
Brian Thomas Jr.,146760,WR,JAX,1,10,0,15,,0,,,0,0,,0,0.14,0,0,,59.0,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,10.5,1,80.0,100.0,3,3,11.1,1,0.04,5,0,56.7,78.5,0,22,0.0,0,37,42.9,8,94.6,35,137.5,10,28.6,1,90,22,2.8,11.3,2.57
Harold Fannin Jr.,163104,TE,CLV,1,10,0,8,9.4,2,60.0,100.0,1,1,25.0,1,-0.26,2,0,36.2,72.4,0,24,4.2,1,24,28.6,3,83.3,20,87.1,5,25.0,0,42,23,7.7,14.0,2.1,0,3.8,2,80.0,0.0,0,1,0.0,0,-0.12,1,0,72.1,67.6,0,18,9.5,2,21,30.0,4,85.7,18,99.2,5,27.8,0,39,23,5.8,9.8,2.17
Zay Flowers,97268,WR,BLT,1,10,0,3,15.0,0,0.0,0.0,0,1,,0,-0.93,0,0,,45.3,1,0,0.0,0,4,50.0,0,100.0,4,0.0,1,25.0,0,0,0,,,0.0,0,7.6,3,66.7,66.7,2,3,0.0,0,-0.17,2,1,74.6,60.7,0,18,0.0,0,30,50.0,6,93.3,28,78.9,9,32.1,0,46,29,4.8,7.7,1.64
Chris Olave,84355,WR,NO,1,10,0,20,9.5,0,25.0,0.0,0,1,50.0,1,0.04,1,0,28.8,55.0,0,8,0.0,0,9,37.5,1,88.9,8,39.6,4,50.0,0,8,4,4.0,8.0,1.0,0,7.8,1,80.0,0.0,0,1,0.0,0,-0.12,1,0,73.4,62.8,0,15,0.0,0,23,52.6,4,82.6,19,97.5,5,26.3,0,37,18,4.5,9.3,1.95
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,4.5,0,50.0,,0,0,50.0,1,-0.65,1,0,28.8,54.0,0,4,0.0,0,8,42.9,1,87.5,7,56.3,2,28.6,0,4,1,1.0,4.0,0.57,0,3.3,0,100.0,100.0,1,1,0.0,0,0.63,2,1,74.6,60.4,0,12,0.0,0,18,72.2,6,100.0,18,91.7,6,33.3,0,36,16,2.7,6.0,2.0
A.J. Brown,48327,WR,PHI,1,9,0,24,13.8,0,75.0,100.0,1,1,0.0,0,-0.62,2,0,70.5,90.8,0,30,0.0,0,13,46.2,3,100.0,13,114.6,4,30.8,0,48,5,1.7,16.0,3.69,0,10.0,0,60.0,,0,0,0.0,0,0.17,1,0,70.5,64.6,0,16,0.0,0,24,56.5,3,95.8,23,78.8,5,21.7,0,32,7,2.3,10.7,1.39
Tyler Warren,129798,TE,IND,1,9,0,14,4.0,0,100.0,,0,0,0.0,0,0.64,1,0,64.7,79.1,0,8,16.7,1,6,66.7,1,83.3,5,139.6,1,20.0,1,8,4,4.0,8.0,1.6,0,6.1,1,71.4,50.0,1,2,16.7,1,0.05,3,0,45.8,69.9,0,23,10.0,2,20,55.0,5,90.0,18,94.3,7,38.9,0,55,36,7.2,11.0,3.06
D.K. Metcalf,47864,WR,PIT,1,9,0,25,25.3,0,33.3,100.0,1,1,0.0,0,0.54,1,0,64.7,71.0,0,25,0.0,0,11,54.5,1,100.0,11,64.6,3,27.3,0,25,2,2.0,25.0,2.27,0,10.6,0,40.0,0.0,0,2,0.0,0,0.02,2,0,68.3,72.0,0,25,0.0,0,13,53.8,2,100.0,13,72.9,5,38.5,0,45,31,15.5,22.5,3.46
Kendrick Bourne,12270,WR,SF,1,9,0,28,6.0,0,0.0,0.0,0,2,,0,-0.71,0,0,,54.2,0,0,0.0,0,6,16.7,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,20.8,0,66.7,100.0,2,2,0.0,0,0.11,3,0,72.1,79.6,1,56,0.0,0,30,58.6,4,96.7,29,70.1,6,20.7,0,130,54,13.5,32.5,4.48
Davante Adams,8688,WR,LA,1,9,0,26,13.0,0,0.0,0.0,0,1,,0,-0.26,0,0,,52.3,0,0,0.0,0,10,33.3,0,90.0,9,39.6,2,22.2,0,0,0,,,0.0,0,11.0,0,66.7,,0,0,20.0,1,0.73,3,0,41.6,69.4,0,21,0.0,0,14,78.6,4,100.0,14,84.7,6,42.9,0,39,4,1.0,9.8,2.79
Romeo Doubs,84329,WR,GB,1,9,0,12,6.0,0,0.0,,0,0,,0,-0.45,0,0,,54.9,1,0,0.0,0,7,50.0,0,85.7,6,0.0,1,16.7,0,0,0,,,0.0,0,8.4,0,60.0,33.3,1,3,0.0,0,0.19,2,0,70.5,66.6,0,15,0.0,0,19,57.9,3,100.0,19,70.4,5,26.3,0,22,3,1.0,7.3,1.16
Jaylen Waddle,84088,WR,MIA,1,8,0,17,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,0,14.4,1,75.0,66.7,2,3,14.3,1,-0.03,4,0,49.2,77.5,1,45,0.0,0,27,61.5,6,96.3,26,74.5,8,30.8,0,95,8,1.3,15.8,3.65
Ladd McConkey,124030,WR,LAC,1,8,0,27,7.6,2,80.0,0.0,0,1,0.0,0,0.32,2,0,72.1,85.2,0,42,0.0,0,12,58.3,4,100.0,12,118.8,5,41.7,0,72,43,10.8,18.0,6.0,0,9.5,2,100.0,,0,0,0.0,0,-0.17,1,0,68.3,61.5,0,16,0.0,0,17,47.1,2,100.0,17,114.6,2,11.8,0,23,4,2.0,11.5,1.35
Christian McCaffrey,11763,HB,SF,1,8,0,28,4.0,0,0.0,,0,0,,0,-0.67,0,0,,54.7,0,0,25.0,2,8,12.5,0,75.0,6,39.6,1,16.7,0,0,0,,,0.0,0,2.8,1,100.0,,0,0,0.0,0,0.2,1,0,74.6,86.6,0,23,13.8,4,29,64.3,5,82.8,24,106.7,5,20.8,0,48,34,6.8,9.6,2.0
Oronde Gadsden II,144046,TE,LAC,1,8,0,27,1.0,0,100.0,,0,0,0.0,0,0.37,0,0,64.7,53.0,0,5,10.0,1,10,60.0,1,90.0,9,87.5,1,11.1,0,5,4,4.0,5.0,0.56,0,6.0,0,100.0,,0,0,0.0,0,-0.1,2,1,73.4,64.4,0,21,5.6,1,18,44.4,5,94.4,17,107.5,5,29.4,0,49,19,3.8,9.8,2.88
Tee Higgins,61211,WR,CIN,1,8,0,7,10.7,0,66.7,66.7,2,3,0.0,0,0.59,2,0,68.3,74.4,0,9,0.0,0,9,57.1,2,77.8,7,79.9,3,42.9,0,16,3,1.5,8.0,2.29,0,13.5,0,50.0,0.0,0,1,0.0,0,0.09,2,0,68.3,64.2,0,14,0.0,0,24,50.0,2,100.0,24,71.9,4,16.7,0,27,14,7.0,13.5,1.13
Garrett Wilson,97405,WR,NYJ,1,8,0,22,5.3,0,0.0,0.0,0,3,,0,-0.78,0,0,,46.7,0,0,0.0,0,10,10.0,0,100.0,10,39.6,3,30.0,0,0,0,,,0.0,0,3.6,0,60.0,100.0,1,1,25.0,1,-0.66,0,0,36.2,49.6,0,7,0.0,0,14,21.4,3,100.0,14,64.6,5,35.7,0,13,3,1.0,4.3,0.93
Jameson Williams,101701,WR,DET,1,7,0,11,12.0,0,0.0,,0,0,,0,-0.65,0,0,,54.0,0,0,0.0,0,7,42.9,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0,0,3.3,1,100.0,,0,0,0.0,0,0.76,5,0,74.6,90.4,0,22,0.0,0,16,81.3,6,100.0,16,152.1,6,37.5,1,66,46,7.7,11.0,4.13
