player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Xavier Worthy,144718,WR,KC,1,8,0,16,,0,,,0,0,,0,-1.04,0,0,,58.0,0,0,0.0,0,3,0.0,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,16.0,1,100.0,,0,0,0.0,0,-0.34,4,0,74.6,84.9,0,50,0.0,0,30,50.0,6,100.0,30,158.3,6,20.0,1,126,36,6.0,21.0,4.2
Saquon Barkley,45791,HB,PHI,1,7,0,24,22.0,0,100.0,,0,0,0.0,0,1.05,1,0,64.7,84.2,0,22,0.0,0,5,75.0,1,80.0,4,118.8,1,25.0,0,22,0,0.0,22.0,5.5,0,-4.5,0,83.3,,0,0,0.0,0,0.83,1,0,73.4,73.7,0,11,19.0,4,21,60.0,5,76.2,16,79.2,6,37.5,0,18,43,8.6,3.6,1.13
Travis Kelce,7844,TE,KC,1,6,0,16,,0,,,0,0,,0,-1.04,0,0,,56.8,0,0,0.0,0,3,0.0,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,66.7,,0,0,0.0,0,-0.13,1,0,72.1,64.2,0,13,3.2,1,31,53.3,4,93.5,29,84.7,6,20.7,0,39,17,4.3,9.8,1.34
Marquise Brown,61568,WR,KC,1,6,0,16,12.0,0,0.0,0.0,0,1,,0,-1.04,0,0,64.7,75.9,0,0,0.0,0,3,0.0,0,66.7,2,39.6,1,50.0,0,0,0,,,0.0,0,3.0,0,33.3,,0,0,0.0,0,-0.29,1,0,64.7,52.9,0,6,0.0,0,24,47.8,1,95.8,23,42.4,3,13.0,0,6,3,3.0,6.0,0.26
A.J. Brown,48327,WR,PHI,1,5,0,24,12.5,0,50.0,,0,0,0.0,0,0.53,1,0,68.3,68.1,0,9,0.0,0,7,60.0,1,71.4,5,62.5,2,40.0,0,9,3,3.0,9.0,1.8,0,19.3,0,66.7,100.0,1,1,0.0,0,0.79,2,0,68.3,70.3,1,22,0.0,0,23,63.6,2,95.7,22,104.9,3,13.6,1,34,8,4.0,17.0,1.55
DeAndre Hopkins,7808,WR,KC,1,5,0,16,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,0,13.3,0,25.0,,0,0,50.0,1,-0.7,1,0,28.8,53.2,1,11,0.0,0,14,61.5,1,92.9,13,0.0,4,30.8,0,11,1,1.0,11.0,0.85
DeVonta Smith,61100,WR,PHI,1,5,0,24,,0,,,0,0,,0,0.53,0,0,,53.9,0,0,0.0,0,7,60.0,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,0,20.7,1,100.0,,0,0,0.0,0,0.91,2,0,70.5,71.6,0,46,0.0,0,21,70.0,3,95.2,20,158.3,3,15.0,1,61,3,1.0,20.3,3.05
Jahan Dotson,84375,WR,PHI,1,3,0,24,2.0,0,0.0,,0,0,,0,-0.07,0,0,,53.7,0,0,0.0,0,8,50.0,0,75.0,6,39.6,1,16.7,0,0,0,,,0.0,0,12.5,0,100.0,,0,0,0.0,0,0.68,2,0,68.3,75.2,0,27,0.0,0,16,66.7,2,93.8,15,118.8,2,13.3,0,42,17,8.5,21.0,2.8
JuJu Smith-Schuster,11817,WR,KC,1,2,0,16,,0,,,0,0,,0,-1.04,0,0,,58.1,0,0,0.0,0,3,0.0,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,4.0,1,100.0,,0,0,0.0,0,-0.18,1,0,68.3,64.2,0,11,0.0,0,13,53.8,2,100.0,13,100.0,2,15.4,0,16,8,4.0,8.0,1.23
Dallas Goedert,47272,TE,PHI,1,2,0,24,,0,,,0,0,,0,0.73,0,0,,52.9,0,0,0.0,0,6,75.0,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,0,10.5,0,100.0,,0,0,0.0,0,0.86,1,0,68.3,59.1,0,20,0.0,0,22,66.7,2,95.5,21,118.8,2,9.5,0,27,6,3.0,13.5,1.29
Kareem Hunt,11841,HB,KC,1,1,0,16,,0,,,0,0,,0,0.0,0,0,,,0,0,100.0,1,1,,0,0.0,0,0.0,0,,0,0,0,,,,0,3.0,0,100.0,,0,0,0.0,0,-0.87,0,0,64.7,62.5,0,5,20.0,1,5,60.0,1,80.0,4,87.5,1,25.0,0,5,2,2.0,5.0,1.25
Johnny Wilson,76366,WR,PHI,1,1,0,24,,0,,,0,0,,0,-3.07,0,0,,59.0,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,0.0,,0,0,100.0,1,-0.59,0,0,27.9,40.0,0,0,0.0,0,1,0.0,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0
Isiah Pacheco,83747,HB,KC,1,1,0,16,,0,,,0,0,,0,-0.98,0,0,,60.0,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0.21,1,0,64.7,56.2,0,5,7.1,1,14,64.3,1,92.9,13,87.5,1,7.7,0,5,5,5.0,5.0,0.38
