player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jonah Monheim,86461,C,JAX,1,0,15,60.0,100.0,1,14.3,1,51.4,0,100.0,7,7,51.6,100.0,3,42.9,3
Brian Thomas Jr.,146760,WR,JAX,1,0,15,60.0,100.0,4,66.7,4,59.7,0,100.0,6,6,60.0,100.0,1,16.7,1
Xavier Smith,102585,WR,LA,1,0,26,53.4,100.0,6,100.0,6,53.4,0,100.0,6,6,,,0,0.0,0
Tyler Higbee,10744,TE,LA,1,0,26,59.8,100.0,4,66.7,4,59.8,0,100.0,6,6,60.0,100.0,1,16.7,1
Riley Nowakowski,129928,FB,PIT,1,0,25,53.9,100.0,3,50.0,3,54.3,0,100.0,6,6,,,0,0.0,0
Deebo Samuel,48274,WR,SF,1,0,28,60.0,100.0,1,16.7,1,59.6,0,85.7,6,7,60.3,80.0,4,66.7,5
Jerry Jeudy,61103,WR,CLV,1,0,8,59.8,100.0,3,50.0,3,58.0,0,100.0,6,6,58.0,100.0,3,50.0,3
Corey Bullock,108855,C,CAR,1,0,5,59.4,100.0,4,66.7,4,68.8,0,100.0,6,6,66.5,100.0,2,33.3,2
Cody White,61448,WR,LV,1,0,23,60.0,100.0,3,50.0,3,59.5,0,100.0,6,6,59.4,100.0,3,50.0,3
LaJohntay Wester,123616,WR,BLT,1,0,3,,,0,0.0,0,58.6,0,100.0,6,6,58.6,100.0,6,100.0,6
Makai Lemon,174150,WR,PHI,1,0,24,60.0,100.0,1,16.7,1,74.7,0,100.0,6,6,52.5,100.0,5,83.3,5
Calvin Ridley,48262,WR,TEN,1,0,31,54.2,100.0,5,83.3,5,54.4,0,100.0,6,6,60.0,100.0,1,16.7,1
Stetson Bennett,60387,QB,LA,1,0,26,60.0,100.0,6,100.0,6,60.0,0,100.0,6,6,,,0,0.0,0
Christian Mahogany,98261,G,DET,1,0,11,65.0,100.0,2,33.3,2,72.6,0,100.0,6,6,64.3,100.0,4,66.7,4
Trey Pipkins III,91462,T,LAC,1,0,27,60.0,100.0,1,16.7,1,38.9,0,100.0,6,6,47.5,100.0,5,83.3,5
Troy Franklin,146567,WR,DEN,1,0,10,60.0,100.0,2,33.3,2,60.2,0,85.7,6,7,60.2,100.0,3,50.0,3
Khalil Shakir,84140,WR,BUF,1,0,4,60.0,100.0,1,16.7,1,58.5,0,100.0,6,6,59.9,100.0,3,50.0,3
Wan'Dale Robinson,101735,WR,TEN,1,0,31,53.8,100.0,4,66.7,4,31.6,0,100.0,6,6,60.0,100.0,2,33.3,2
Kayshon Boutte,124087,WR,HST,1,0,13,53.5,100.0,5,83.3,5,52.9,0,100.0,6,6,59.6,100.0,1,16.7,1
Josh Whyle,54037,TE,GB,1,0,12,61.0,100.0,5,83.3,5,61.0,0,100.0,6,6,60.0,100.0,1,16.7,1
Jaylin Noel,125155,WR,HST,1,0,13,60.0,100.0,2,33.3,2,59.1,0,100.0,6,6,59.8,100.0,2,33.3,2
Marlin Klein,162818,TE,HST,1,0,13,54.3,100.0,3,50.0,3,51.7,0,100.0,6,6,55.4,100.0,3,50.0,3
Colbie Young,162739,WR,CIN,1,0,7,55.5,100.0,5,83.3,5,55.4,0,100.0,6,6,,,0,0.0,0
Sam Hecht,144601,C,CAR,1,0,5,58.8,100.0,4,80.0,4,58.4,0,100.0,5,5,60.0,100.0,1,20.0,1
Odell Beckham Jr.,8647,WR,NYG,1,0,21,60.1,100.0,3,60.0,3,60.9,0,100.0,5,5,60.0,100.0,2,40.0,2
Brycen Tremayne,84425,WR,CAR,1,0,5,60.1,100.0,4,80.0,4,60.8,0,100.0,5,5,60.0,100.0,1,20.0,1
Kenny Pickett,60515,QB,CAR,1,0,5,60.0,100.0,4,80.0,4,60.0,0,100.0,5,5,60.0,100.0,1,20.0,1
Sam Roush,157270,TE,CHI,1,0,6,,,0,0.0,0,61.0,0,100.0,5,5,61.2,100.0,4,80.0,4
Konata Mumpfield,145598,WR,LA,1,0,26,60.0,100.0,5,100.0,5,60.0,0,100.0,5,5,,,0,0.0,0
Carson Vinson,142734,T,BLT,1,0,3,68.5,100.0,2,40.0,2,69.0,0,100.0,5,5,60.0,100.0,3,60.0,3
Tez Johnson,123709,WR,TB,1,0,30,60.0,100.0,2,40.0,2,58.5,0,83.3,5,6,57.8,100.0,3,60.0,3
Simi Fehoko,84424,WR,ARZ,1,0,1,,,0,0.0,0,66.7,0,100.0,5,5,78.9,100.0,2,40.0,2
Chris Rodriguez Jr.,83689,HB,JAX,1,0,15,,0.0,0,0.0,4,60.0,0,45.5,5,11,,0.0,0,0.0,2
Luke Schoonmaker,84005,TE,DAL,1,0,9,52.6,100.0,2,40.0,2,39.5,1,100.0,5,5,49.7,100.0,3,60.0,3
Elic Ayomanor,157263,WR,TEN,1,0,31,60.0,100.0,2,40.0,2,60.7,0,100.0,5,5,60.1,100.0,3,60.0,3
Jonathan Mingo,97774,WR,DAL,1,0,9,60.0,100.0,2,50.0,2,60.3,0,100.0,4,4,60.0,100.0,2,50.0,2
Khyiris Tonga,52000,DI,KC,1,0,16,58.1,100.0,4,100.0,4,58.1,0,100.0,4,4,,,0,0.0,0
Nick Muse,61079,TE,ATL,1,0,2,56.5,100.0,2,50.0,2,54.0,0,100.0,4,4,58.6,100.0,2,50.0,2
Chris Myarick,47358,TE,LV,1,0,23,,,0,0.0,0,60.1,0,100.0,4,4,60.0,100.0,1,25.0,1
Mike Gesicki,47153,TE,CIN,1,0,7,,,0,0.0,0,60.5,0,100.0,4,4,60.0,100.0,3,75.0,3
Darius Cooper,136866,WR,PHI,1,0,24,59.8,100.0,2,50.0,2,32.6,0,100.0,4,4,59.8,100.0,2,50.0,2
Drew Ogletree,138351,TE,IND,1,0,14,59.5,100.0,2,50.0,2,56.1,0,100.0,4,4,57.3,100.0,2,50.0,2
Elijah Arroyo,143933,TE,SEA,1,0,29,,,0,0.0,0,60.4,0,100.0,4,4,60.0,100.0,2,50.0,2
Brevyn Spann-Ford,84006,TE,DAL,1,0,9,57.6,100.0,2,50.0,2,57.0,0,100.0,4,4,60.1,100.0,2,50.0,2
Kyler Murray,38334,QB,MIN,1,0,18,60.0,100.0,1,25.0,1,60.0,0,100.0,4,4,60.0,100.0,3,75.0,3
Kenneth Gainwell,77737,HB,TB,1,0,30,,0.0,0,0.0,3,60.0,0,44.4,4,9,60.0,33.3,1,25.0,3
Chase Brown,77787,HB,CIN,1,0,7,,0.0,0,0.0,11,60.0,0,20.0,4,20,,0.0,0,0.0,5
Nick Mullens,12282,QB,JAX,1,0,15,60.0,100.0,1,25.0,1,60.0,0,57.1,4,7,60.0,100.0,3,75.0,3
Payne Durham,84037,TE,TB,1,0,30,60.0,100.0,1,25.0,1,70.3,0,100.0,4,4,60.0,100.0,2,50.0,2
Quinshon Judkins,157128,HB,CLV,1,0,8,59.8,28.6,2,50.0,7,59.7,0,25.0,4,16,60.0,12.5,1,25.0,8
Barion Brown,163779,WR,NO,1,0,20,,,0,0.0,0,59.2,0,80.0,4,5,59.2,100.0,4,100.0,4
Hunter Nourzad,91674,G,KC,1,0,16,67.1,100.0,4,100.0,4,67.1,0,100.0,4,4,,,0,0.0,0
Ashton Dulin,91479,WR,IND,1,0,14,60.0,100.0,1,25.0,1,60.0,0,100.0,4,4,59.7,100.0,3,75.0,3
Darren Waller,9637,TE,CAR,1,0,5,60.0,100.0,2,50.0,2,59.9,0,100.0,4,4,59.9,100.0,2,50.0,2
Kyle Williams,128374,WR,NE,1,0,19,60.0,100.0,3,75.0,3,60.0,0,100.0,4,4,60.0,100.0,1,25.0,1
Kendre Miller,123091,HB,NO,1,0,20,,0.0,0,0.0,1,60.0,0,25.0,3,12,60.0,11.1,1,33.3,9
Joshua Ezeudu,77355,T,KC,1,0,16,66.0,100.0,3,100.0,3,66.0,0,100.0,3,3,,,0,0.0,0
Omar Cooper Jr.,156395,WR,NYJ,1,0,22,60.0,100.0,2,66.7,2,59.9,0,100.0,3,3,60.0,100.0,1,33.3,1
Emmett Johnson,156473,HB,KC,1,0,16,,0.0,0,0.0,4,60.0,0,25.0,3,12,,0.0,0,0.0,5
Braelon Allen,145159,HB,NYJ,1,0,22,,0.0,0,0.0,6,60.0,0,21.4,3,14,,0.0,0,0.0,5
Samaje Perine,11869,HB,CIN,1,0,7,60.0,50.0,1,33.3,2,60.0,0,37.5,3,8,,0.0,0,0.0,4
Ashton Jeanty,157196,HB,LV,1,0,23,60.0,10.0,1,33.3,10,60.0,0,11.5,3,26,,0.0,0,0.0,13
Bam Knight,97432,HB,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
James Cook,83666,HB,BUF,1,0,4,59.1,33.3,2,66.7,6,59.0,0,18.8,3,16,,0.0,0,0.0,9
D'Andre Swift,57212,HB,CHI,1,0,6,,0.0,0,0.0,6,60.0,0,12.5,3,24,,0.0,0,0.0,15
Dylan Laube,88664,HB,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Hayden Conner,144723,G,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Feleipe Franks,40217,TE,CAR,1,0,5,54.7,100.0,3,100.0,3,54.7,0,100.0,3,3,,,0,0.0,0
Marvin Mims Jr.,122937,WR,DEN,1,0,10,58.9,100.0,2,66.7,2,55.7,0,100.0,3,3,60.0,100.0,1,33.3,1
Tai Felton,144886,WR,MIN,1,0,18,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Jordan Mason,62946,HB,MIN,1,0,18,,0.0,0,0.0,6,60.0,0,16.7,3,18,,0.0,0,0.0,9
Myles Price,123155,WR,MIN,1,0,18,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Kameron Johnson,165866,WR,TB,1,0,30,,,0,0.0,0,59.2,0,100.0,3,3,59.2,100.0,3,100.0,3
Oronde Gadsden II,144046,TE,LAC,1,0,27,60.0,100.0,1,33.3,1,40.1,0,100.0,3,3,41.9,100.0,2,66.7,2
Adam Prentice,35639,FB,DEN,1,0,10,,,0,0.0,0,65.8,0,100.0,3,3,65.5,100.0,2,66.7,2
Jayden Williams,146815,T,ARZ,1,0,1,,,0,0.0,0,51.4,0,100.0,3,3,51.4,100.0,3,100.0,3
Drew Shelton,164186,T,DAL,1,0,9,,,0,0.0,0,50.9,0,100.0,3,3,51.6,100.0,2,66.7,2
Jalen Ramsey,10639,S,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Eli Heidenreich,162554,HB,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Josh Cuevas,147570,TE,BLT,1,0,3,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Ben VanSumeren,82523,FB,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Jeremiyah Love,171090,HB,ARZ,1,0,1,,0.0,0,0.0,3,60.0,0,21.4,3,14,60.0,20.0,2,66.7,10
Christian McCaffrey,11763,HB,SF,1,0,28,,0.0,0,0.0,1,32.5,0,23.1,3,13,60.0,10.0,1,33.3,10
Kenneth Walker III,97199,HB,KC,1,0,16,,0.0,0,0.0,13,60.0,0,11.5,3,26,,0.0,0,0.0,10
Treyton Welch,98097,TE,NO,1,0,20,,,0,0.0,0,60.3,0,100.0,3,3,60.3,100.0,3,100.0,3
Jalen Brooks,111284,WR,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Michael Burton,9601,FB,CLV,1,0,8,60.0,100.0,1,33.3,1,54.0,0,100.0,3,3,56.6,100.0,2,66.7,2
Dohnte Meyers,143800,WR,CIN,1,0,7,60.0,100.0,1,33.3,1,60.0,0,75.0,3,4,,,0,0.0,0
Justice Hill,45865,HB,BLT,1,0,3,,0.0,0,0.0,1,60.0,0,33.3,3,9,,0.0,0,0.0,5
Joshua Palmer,62979,WR,BUF,1,0,4,,,0,0.0,0,59.3,0,100.0,2,2,59.3,100.0,2,100.0,2
George Holani,72154,HB,SEA,1,0,29,,0.0,0,0.0,2,60.0,0,20.0,2,10,,0.0,0,0.0,5
Keleki Latu,146291,TE,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Jake Tonges,60864,TE,SF,1,0,28,,,0,0.0,0,60.2,0,100.0,2,2,60.2,100.0,2,100.0,2
Woody Marks,124179,HB,HST,1,0,13,,0.0,0,0.0,6,60.0,0,18.2,2,11,,0.0,0,0.0,2
RJ Harvey,99622,HB,DEN,1,0,10,60.0,100.0,1,50.0,1,60.0,0,33.3,2,6,,0.0,0,0.0,3
Sam Darnold,29048,QB,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Beaux Limmer,99067,G,LA,1,0,26,59.7,100.0,2,100.0,2,59.7,0,100.0,2,2,,,0,0.0,0
Anthony Belton,143985,T,GB,1,0,12,57.5,100.0,2,100.0,2,57.5,0,100.0,2,2,,,0,0.0,0
Hunter Luepke,91319,FB,DAL,1,0,9,,,0,0.0,0,57.0,0,66.7,2,3,57.0,66.7,2,100.0,3
Breece Hall,97636,HB,NYJ,1,0,22,,0.0,0,0.0,12,60.0,0,8.0,2,25,,0.0,0,0.0,11
Ollie Gordon II,157792,HB,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Jonah Coleman,158717,HB,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Kyren Williams,97118,HB,LA,1,0,26,,0.0,0,0.0,8,60.0,0,15.4,2,13,,0.0,0,0.0,3
Mike Jerrell,183057,T,ATL,1,0,2,57.3,100.0,2,100.0,2,57.3,0,100.0,2,2,,,0,0.0,0
Malik Benson,169698,WR,LV,1,0,23,60.0,100.0,1,50.0,1,60.0,0,66.7,2,3,,,0,0.0,0
Tank Bigsby,123974,HB,PHI,1,0,24,,0.0,0,0.0,1,60.0,0,66.7,2,3,,,0,0.0,0
Cooper DeJean,144867,CB,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Tanner Hudson,66924,TE,CIN,1,0,7,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Bo Melton,61610,WR,GB,1,0,12,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Rachaad White,131633,HB,WAS,1,0,32,,0.0,0,0.0,3,60.0,0,12.5,1,8,60.0,20.0,1,100.0,5
Ray Davis,101072,HB,BUF,1,0,4,,0.0,0,0.0,1,60.0,0,50.0,1,2,,,0,0.0,0
Skyy Moore,97116,WR,GB,1,0,12,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Chimere Dike,129918,WR,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Caedan Wallace,98427,G,MIA,1,0,17,,,0,0.0,0,57.5,0,100.0,1,1,57.5,100.0,1,100.0,1
Frank Gore Jr.,121457,HB,BUF,1,0,4,,0.0,0,0.0,1,60.0,0,50.0,1,2,,,0,0.0,0
Kyle Monangai,129891,HB,CHI,1,0,6,,0.0,0,0.0,2,60.0,0,9.1,1,11,,0.0,0,0.0,8
Jacob Cowing,100894,WR,SF,1,0,28,,,0,0.0,0,30.9,0,100.0,1,1,60.0,100.0,1,100.0,1
KaVontae Turpin,47658,WR,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Bijan Robinson,123126,HB,ATL,1,0,2,,0.0,0,0.0,8,60.0,0,4.3,1,23,,0.0,0,0.0,13
Derrick Henry,10679,HB,BLT,1,0,3,60.0,10.0,1,100.0,10,60.0,0,3.8,1,26,,0.0,0,0.0,16
Travis Etienne Jr.,57185,HB,NO,1,0,20,,0.0,0,0.0,1,60.0,0,9.1,1,11,,0.0,0,0.0,7
Brenen Thompson,163865,WR,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
MarShawn Lloyd,124247,HB,GB,1,0,12,,0.0,0,0.0,7,60.0,0,7.1,1,14,,0.0,0,0.0,6
Rhamondre Stevenson,98689,HB,NE,1,0,19,,0.0,0,0.0,12,60.0,0,4.8,1,21,,0.0,0,0.0,5
Javonte Williams,77803,HB,DAL,1,0,9,,0.0,0,0.0,5,60.0,0,7.1,1,14,,0.0,0,0.0,8
Andrew Wylie,12333,G,WAS,1,0,32,56.3,100.0,1,100.0,1,56.3,0,100.0,1,1,,,0,0.0,0
Mike Caliendo,41446,G,KC,1,0,16,59.6,100.0,1,100.0,1,59.6,0,100.0,1,1,,,0,0.0,0
Brian Robinson,57120,HB,ATL,1,0,2,60.0,25.0,1,100.0,4,60.0,0,10.0,1,10,,0.0,0,0.0,6
Jahmyr Gibbs,122474,HB,DET,1,0,11,,0.0,0,0.0,16,60.0,0,2.9,1,34,,0.0,0,0.0,17
Kevin Austin Jr.,84345,WR,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Josh Jones,26634,T,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Jacory Croskey-Merritt,102382,HB,WAS,1,0,32,,0.0,0,0.0,3,60.0,0,5.9,1,17,60.0,7.1,1,100.0,14
Raheim Sanders,146626,HB,CLV,1,0,8,,,0,0.0,0,60.0,0,50.0,1,2,,0.0,0,0.0,1
Tyler Allgeier,83639,HB,ARZ,1,0,1,,0.0,0,0.0,5,60.0,0,5.6,1,18,,0.0,0,0.0,11
Aaron Jones,11937,HB,MIN,1,0,18,,0.0,0,0.0,8,60.0,0,7.7,1,13,,0.0,0,0.0,3
Kaelon Black,138448,HB,SF,1,0,28,,0.0,0,0.0,4,60.0,0,6.7,1,15,,0.0,0,0.0,9
CJ Donaldson,157372,HB,NO,1,0,20,60.0,100.0,1,100.0,1,60.0,0,33.3,1,3,,,0,0.0,0
Pat Surtain II,83119,CB,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Aaron Stinnie,28653,G,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Bhayshul Tuten,150568,HB,JAX,1,0,15,,0.0,0,0.0,9,60.0,0,5.9,1,17,,0.0,0,0.0,7
Jacob Bayer,150349,C,CIN,1,0,7,64.4,100.0,1,100.0,1,64.4,0,100.0,1,1,,,0,0.0,0
Arian Smith,124039,WR,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
