player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kalen King,145096,CB,ARZ,1,1,0,,0,0,1,0,0,65.3,65.8,68.8,,60.0,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,
Cashius Howell,145655,ED,CIN,1,0,0,,0,0,7,0,0,60.0,55.3,75.5,60.8,65.2,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,16,9,0,0,0,0,0,1,0,0,0,
Thomas Incoom,145694,ED,CAR,1,0,0,,0,0,5,0,0,,57.6,68.9,54.9,60.7,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,3,1,0,1,1,0,0,0,0,0,0,
Oluwafemi Oladejo,146302,ED,TEN,1,0,0,,0,0,31,0,0,69.1,89.3,76.9,60.8,78.9,73.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,6,15,0,3,3,1,0,1,0,0,0,
Kaleb Elarms-Orr,146306,LB,BUF,1,0,0,100.0,0,0,4,0,0,30.3,30.2,69.4,55.9,60.0,74.2,0,0,0,0,9,0.0,0,0,0,104.2,2,0,0,5,0,4,8,1,0,0,1,0,0,7,2,2,2,0,2,0,2,0,0,18,7,9.0
Skyler Thomas,146351,S,CHI,1,0,0,,0,0,6,0,0,60.0,63.3,69.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,3,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Carson Schwesinger,146401,LB,CLV,1,4,0,100.0,0,0,8,0,0,51.7,52.2,76.0,55.8,57.5,52.3,1,0,0,0,22,16.7,2,0,0,158.3,2,0,0,52,0,23,57,0,0,0,0,0,0,57,2,32,5,2,6,1,2,1,1,36,27,18.0
Calen Bullock,146424,S,HST,1,1,0,50.0,0,0,13,0,0,64.7,69.0,75.6,,67.0,59.9,0,0,0,0,11,14.3,1,0,0,66.7,1,0,0,5,0,36,55,0,0,0,0,0,50,55,0,19,0,0,5,0,2,0,0,11,0,11.0
Cole Bishop,146454,S,BUF,1,0,0,100.0,0,0,4,0,0,67.6,71.0,74.8,67.4,65.4,58.0,0,1,0,0,18,12.5,1,0,0,92.5,5,0,0,43,0,39,72,2,0,0,2,0,18,70,2,31,9,1,7,0,5,1,0,31,27,6.2
Jonah Elliss,146458,ED,DEN,1,0,0,,0,0,10,0,0,49.6,57.2,77.7,60.2,60.1,28.5,1,1,0,0,,50.0,1,0,0,0.0,0,0,0,1,0,3,40,39,0,0,39,0,0,1,18,19,0,1,1,0,0,2,0,0,0,
Jaden Hicks,146512,S,KC,1,0,0,,0,0,16,0,0,60.4,61.6,76.6,55.7,63.8,80.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,33,51,4,0,0,4,0,26,47,2,16,2,2,3,0,0,1,0,0,0,
Jeffrey Bassa,146552,LB,KC,1,0,0,,0,0,16,0,0,60.0,81.8,69.0,70.1,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,2,0,1,3,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,
Kool-Aid McKinstry,146602,CB,NO,1,4,0,57.1,0,0,20,0,0,60.2,64.4,78.3,,72.8,81.0,0,0,0,0,19,0.0,0,1,0,74.7,4,0,0,10,65,41,77,2,0,0,2,0,0,75,0,36,0,0,4,0,7,0,0,42,15,10.5
Dallas Turner,146604,ED,MIN,1,0,0,,0,1,18,0,0,61.5,89.5,78.7,90.4,64.0,72.4,6,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,5,56,56,0,0,56,0,0,0,33,18,0,2,1,0,0,9,0,0,0,
Lee Hunter,146676,DI,CAR,1,0,0,,0,0,5,0,0,60.0,60.5,77.0,80.7,54.1,43.2,0,2,0,0,,14.3,1,0,0,0.0,0,0,0,1,0,0,34,33,14,19,0,0,0,1,16,18,0,5,6,0,0,2,0,0,0,
Jason Marshall Jr.,146704,CB,MIA,1,2,0,100.0,0,0,17,0,0,60.7,65.6,77.0,,75.4,78.1,0,0,0,0,13,0.0,0,0,0,139.6,3,0,0,10,53,32,64,1,0,0,1,0,0,63,0,32,0,1,2,1,3,0,1,24,10,8.0
Javon Bullard,146726,S,GB,1,0,0,50.0,0,0,12,0,0,64.8,57.9,0.0,59.7,61.5,79.4,0,0,0,0,2,0.0,0,0,2,56.3,2,0,0,5,0,24,35,4,0,0,4,0,0,31,1,10,26,1,1,0,4,0,0,4,9,2.0
Kamari Lassiter,146727,CB,HST,1,0,0,71.4,1,0,13,0,0,34.9,42.8,76.9,,78.7,27.3,0,0,0,0,35,40.0,2,1,2,153.3,5,0,0,9,48,37,57,0,0,0,0,0,0,57,0,20,0,1,3,1,7,0,1,95,33,19.0
Tyrion Ingram-Dawkins,146730,DI,MIN,1,0,0,100.0,0,0,18,0,0,60.0,72.0,78.1,58.7,89.7,69.2,0,2,0,0,10,0.0,0,0,0,108.3,1,0,0,1,0,1,42,41,0,20,12,9,0,1,28,13,0,2,2,2,1,2,0,10,5,10.0
Maxwell Hairston,146746,CB,BUF,1,0,0,50.0,0,0,4,0,0,60.1,55.5,77.4,,42.1,27.4,0,0,0,0,18,50.0,2,0,0,81.3,1,0,0,8,55,40,66,0,0,0,0,0,0,66,0,26,3,0,2,0,2,0,0,18,4,18.0
Maason Smith,146774,DI,ATL,1,0,1,,0,0,2,0,0,,65.8,80.4,85.0,33.5,67.3,0,3,0,0,,,0,0,0,0.0,0,0,0,0,0,0,39,38,4,17,1,16,0,1,26,13,0,0,0,0,0,3,0,0,0,
Sai'vion Jones,146782,DI,DEN,1,0,0,,0,0,10,0,0,,54.0,73.9,57.5,55.6,67.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,6,2,7,0,0,2,13,0,0,1,0,0,0,0,0,0,
Landon Jackson,146784,ED,BUF,1,0,0,,0,0,4,0,0,,33.9,75.7,61.0,34.3,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,0,6,23,0,0,8,21,0,1,2,0,0,0,0,0,0,
Nick Barrett,146926,DI,LAC,1,0,0,,0,0,27,0,0,,27.5,70.9,,29.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,
Byron Young,146932,ED,LA,1,1,0,,0,0,26,0,0,64.5,58.0,77.8,57.4,55.0,28.8,0,2,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,4,47,46,0,0,46,0,0,1,24,19,1,0,0,0,0,2,0,0,0,
Albert Regis,147009,DI,JAX,1,0,0,,0,0,15,0,0,,51.9,73.5,55.7,55.1,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,4,8,0,0,0,0,7,5,0,0,1,0,0,0,0,0,0,
Josaiah Stewart,147092,ED,LA,1,2,0,100.0,0,0,26,0,0,80.6,71.0,75.8,60.3,58.7,76.9,1,0,0,0,6,0.0,0,0,0,79.2,2,0,0,0,0,3,28,26,0,0,25,1,0,2,10,15,2,2,3,0,2,1,0,6,14,3.0
Caleb Ransaw,147264,S,JAX,1,1,0,,0,0,15,0,0,56.4,58.8,74.2,57.3,66.0,85.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,21,33,1,0,0,1,0,21,32,2,10,1,1,5,0,0,1,0,0,0,
Mike Green,151084,ED,BLT,1,0,0,,0,0,3,0,0,60.2,52.6,74.4,49.9,59.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,17,17,0,1,16,0,0,0,9,6,0,0,0,0,0,0,0,0,0,
Jacob Rodriguez,151095,LB,MIA,1,8,0,66.7,0,0,17,0,0,81.0,66.8,77.1,52.3,51.9,76.2,0,0,0,0,5,5.9,1,0,0,70.1,2,0,0,63,0,28,68,3,0,0,3,0,0,65,4,36,2,6,8,0,3,0,0,7,6,3.5
Jonas Sanker,151097,S,NO,1,1,0,85.7,0,0,20,0,0,61.4,65.9,75.7,60.0,76.0,84.2,0,0,0,0,9,0.0,0,0,0,86.9,6,0,0,7,0,33,51,3,0,0,3,0,0,48,1,17,41,4,9,1,7,0,0,34,36,5.7
Eric O'Neill,155869,ED,DET,1,0,0,,0,0,11,0,0,60.0,69.2,71.1,57.3,60.0,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,4,4,0,0,4,0,0,0,2,1,0,1,1,0,0,0,0,0,0,
Dondrea Tillman,156124,ED,DEN,1,0,0,50.0,0,0,10,0,0,44.6,60.6,75.3,58.3,68.5,76.0,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,0,0,2,32,32,0,0,32,0,0,0,12,18,0,3,5,1,2,0,0,5,5,5.0
Azareye'h Thomas,156277,CB,NYJ,1,0,0,87.5,0,0,22,0,0,75.2,74.1,76.9,56.4,61.7,78.7,0,1,0,0,12,0.0,0,0,0,130.2,7,0,0,2,47,38,50,0,0,0,0,0,0,50,2,10,1,3,5,1,8,1,1,46,33,6.6
Rodney Shelley,156300,CB,LAC,1,0,0,,0,0,27,0,0,60.0,60.4,61.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jaishawn Barham,156452,ED,DAL,1,1,0,100.0,0,0,9,0,0,80.6,75.9,0.0,55.9,73.2,45.4,0,0,0,0,-7,16.7,1,0,1,79.2,1,0,0,26,0,13,34,8,0,0,8,0,0,26,2,19,0,2,4,1,1,0,0,-7,2,-7.0
Caden Curry,156488,ED,IND,1,0,0,,0,0,14,0,0,,51.7,68.0,53.4,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,3,2,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,
Hezekiah Masses,156555,CB,LV,1,0,0,0.0,0,0,23,0,0,82.0,69.7,0.0,,,,0,0,0,0,,,0,1,1,39.6,0,0,0,0,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,
Jacob Thomas,156722,S,MIN,1,0,0,,0,0,18,0,0,61.2,61.2,71.0,58.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,4,10,1,0,0,1,0,4,9,1,5,0,0,0,0,0,0,0,0,0,
Benjamin Morrison,156968,CB,TB,1,1,0,83.3,0,0,30,0,0,78.6,78.5,77.3,,66.9,50.5,0,0,0,0,29,16.7,1,0,0,90.3,5,0,0,1,40,25,43,0,0,0,0,0,0,43,0,18,2,3,4,1,6,0,0,34,28,6.8
Jihaad Campbell,157013,LB,PHI,1,3,0,66.7,0,0,24,0,0,49.4,61.5,77.8,68.0,69.6,68.7,0,1,0,0,33,11.1,1,0,0,109.7,2,1,0,52,1,32,67,9,0,0,9,0,1,58,7,28,4,5,5,0,3,2,0,48,7,24.0
Malaki Starks,157069,S,BLT,1,4,0,100.0,0,0,3,0,0,40.7,49.1,82.4,91.1,63.7,60.8,1,0,0,0,25,14.3,1,0,1,118.8,3,1,0,5,0,33,54,2,0,0,2,0,43,52,2,19,4,1,2,0,3,2,0,41,38,13.7
Daylen Everette,157079,CB,PIT,1,0,0,,0,0,25,0,0,,60.9,64.5,,60.0,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Harold Perkins Jr.,157120,LB,ATL,1,0,0,100.0,0,0,2,0,0,75.1,71.3,73.1,49.5,60.0,73.2,0,0,0,0,2,0.0,0,0,0,79.2,1,0,0,20,0,17,24,1,0,0,1,0,0,23,6,1,2,1,1,0,1,0,0,2,2,2.0
Davison Igbinosun,157129,CB,BUF,1,1,0,66.7,0,0,4,0,0,40.0,41.2,70.5,,60.0,75.1,0,0,0,0,21,0.0,0,1,1,99.3,2,0,0,2,9,8,11,0,0,0,0,0,0,11,0,3,0,0,1,0,3,0,0,30,10,15.0
David Bailey,157272,ED,NYJ,1,0,0,,0,0,22,0,0,61.2,51.1,0.0,55.5,63.5,75.8,1,2,0,0,,0.0,0,0,1,0.0,0,1,0,1,0,1,35,34,0,0,34,0,0,1,28,6,0,1,3,0,0,4,0,0,0,
Domonique Orange,157602,DI,MIN,1,0,0,,0,0,18,0,0,,47.6,74.9,55.2,49.9,68.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,4,18,0,0,0,0,10,12,0,1,1,0,0,0,0,0,0,
Jordan Phillips,157619,DI,MIA,1,2,0,,0,0,17,0,0,,70.1,76.8,66.8,65.7,73.1,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,17,24,0,0,0,0,17,24,0,2,3,0,0,2,0,0,0,
Mansoor Delane,157650,CB,KC,1,0,0,0.0,0,0,16,0,0,60.0,97.3,68.1,58.5,60.0,,0,0,0,1,,,0,0,0,0.0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,
Chris McClellan,157743,DI,GB,1,1,0,,0,0,12,0,0,,58.3,0.0,53.2,71.3,66.8,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,28,28,5,14,3,6,0,0,11,17,0,0,0,0,0,0,0,0,0,
Shemar James,157749,LB,DAL,1,0,0,,0,0,9,0,0,,60.2,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jacob Parrish,157777,CB,TB,1,0,0,33.3,0,0,30,0,0,56.2,58.5,74.2,,64.0,75.4,0,0,0,0,12,0.0,0,1,0,46.5,1,0,0,1,19,13,20,0,0,0,0,0,0,20,0,7,0,1,2,0,3,0,0,12,9,12.0
R Mason Thomas,158080,ED,KC,1,0,0,,0,0,16,0,0,61.6,59.9,78.4,62.7,51.9,71.4,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,4,27,27,0,1,25,1,0,0,19,4,0,2,1,0,0,2,0,0,0,
Gabe Jacas,158210,ED,NE,1,0,0,,0,0,19,0,0,,77.3,75.4,70.7,68.9,72.9,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,19,19,0,0,19,0,0,0,11,8,0,3,2,1,0,1,0,0,0,
Zion Young,158404,ED,BLT,1,0,0,,0,0,3,0,0,,46.5,74.4,54.4,50.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,10,2,0,0,4,8,0,0,0,0,0,0,0,0,0,
Mason Graham,158535,DI,CLV,1,0,0,,0,0,8,0,0,62.8,63.0,0.0,59.1,65.9,35.5,0,0,0,0,,25.0,1,0,1,0.0,0,1,0,0,0,0,34,34,1,32,0,1,0,0,15,19,0,3,3,1,0,1,0,0,0,
Will Johnson,158536,CB,ARZ,1,1,0,75.0,0,0,1,1,0,52.3,57.6,76.8,60.0,70.5,78.1,0,1,0,0,23,0.0,0,0,0,110.4,3,0,0,6,47,38,53,0,0,0,0,0,0,53,0,15,0,2,3,0,4,1,0,44,5,14.7
Derrick Moore,158543,ED,DET,1,0,0,100.0,0,0,11,0,0,61.2,53.3,76.1,51.1,59.2,,0,0,0,0,5,,0,0,0,87.5,1,0,0,3,0,3,18,15,0,0,14,1,0,3,11,4,0,0,0,0,1,0,0,5,4,5.0
Walter Nolen,158666,DI,ARZ,1,0,0,,0,0,1,0,0,,51.2,76.7,63.5,41.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,36,36,0,23,1,12,0,0,27,9,0,0,0,0,0,1,0,0,0,
LT Overton,158667,ED,DAL,1,0,1,,0,0,9,0,0,,58.2,73.7,64.0,55.2,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,9,1,8,0,0,7,11,0,0,1,0,0,0,0,0,0,
Tacario Davis,158719,CB,CIN,1,0,0,,0,0,7,0,0,33.9,30.2,66.4,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,2,1,3,4,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,
Chris Johnson,158794,CB,MIA,1,2,0,54.5,0,0,17,0,0,35.2,47.6,75.3,,76.9,63.3,0,0,0,0,15,9.1,1,2,0,111.0,6,0,0,17,33,32,68,1,0,0,1,0,0,67,0,36,17,1,8,1,11,0,2,63,32,10.5
Travis Hunter,160766,WR,JAX,1,0,0,100.0,0,0,15,0,0,69.1,69.1,75.7,,60.4,72.5,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,0,29,21,29,0,0,0,0,0,0,29,0,8,0,1,1,0,1,0,0,4,0,4.0
Jaden Dugger,162137,LB,SF,1,2,0,100.0,0,0,28,0,0,49.9,60.3,73.3,,68.8,78.1,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,21,0,14,34,11,0,0,11,0,0,23,0,20,2,1,2,0,1,0,0,13,14,13.0
Kamari Ramsey,162465,S,HST,1,0,0,,0,0,13,0,0,60.0,60.7,66.7,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Jamaree Caldwell,162505,DI,LAC,1,0,0,,0,0,27,0,0,,65.4,77.2,63.5,62.4,70.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,4,28,0,8,0,0,16,24,0,2,4,0,0,1,0,0,0,
Shavon Revel,162653,CB,DAL,1,0,0,50.0,0,0,9,1,0,64.1,50.9,73.1,,37.0,72.8,0,0,0,0,19,0.0,0,0,0,83.3,1,0,0,3,17,9,20,0,0,0,0,0,0,20,0,11,0,0,1,0,2,0,0,19,5,19.0
Kyle Louis,162770,LB,MIA,1,0,0,,0,0,17,0,0,,58.8,67.2,57.2,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,
Sonny Styles,162876,LB,WAS,1,1,0,66.7,0,0,32,0,0,52.8,48.6,76.2,71.4,41.9,29.2,0,1,0,0,43,40.0,2,0,0,149.3,2,1,0,40,0,24,48,5,0,0,5,0,0,43,8,16,3,3,2,1,3,2,1,55,30,27.5
Emmanuel McNeil-Warren,163155,S,CLV,1,1,0,,0,0,8,0,0,62.4,69.2,68.9,,67.4,79.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,5,14,0,0,0,0,0,8,14,0,9,1,0,2,0,0,0,0,0,0,
Bryce Boettcher,163288,LB,IND,1,3,0,100.0,0,0,14,0,0,50.9,50.5,73.7,57.6,56.5,30.1,0,0,0,0,17,25.0,2,0,0,118.8,1,0,0,18,0,6,23,5,0,0,5,0,0,18,3,14,0,2,3,0,1,0,0,17,5,17.0
A.J. Haulcy,163349,S,IND,1,3,0,66.7,0,0,14,0,0,35.6,32.4,75.3,58.8,51.5,84.0,0,0,0,0,54,0.0,0,0,0,149.3,2,0,0,27,3,31,67,0,0,0,0,0,33,67,1,35,4,1,5,0,3,0,1,64,50,32.0
Keionte Scott,163644,CB,TB,1,0,0,100.0,0,0,30,0,0,69.8,70.4,75.3,53.0,73.7,52.9,0,1,0,0,18,16.7,1,0,0,115.3,3,0,0,6,0,29,47,0,0,0,0,0,0,47,4,14,41,2,5,0,3,1,0,35,16,11.7
Christen Miller,163747,DI,NO,1,1,0,,0,0,20,0,0,,53.9,0.0,61.4,62.5,67.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,25,25,6,19,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,
Joshua Josephs,163768,ED,WAS,1,0,0,,0,0,32,0,0,60.0,50.6,74.8,52.7,56.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,13,13,0,0,13,0,0,0,8,4,0,0,0,0,0,0,0,0,0,
Deone Walker,163783,DI,BUF,1,5,0,,0,0,4,0,0,65.5,68.2,1.4,85.3,48.5,73.0,0,1,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,51,51,8,40,0,3,0,0,29,22,0,4,3,1,0,2,0,0,0,
Abdul Carter,164160,ED,NYG,1,1,0,,0,0,21,0,0,69.1,90.3,80.3,83.7,70.0,72.3,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,53,52,0,2,44,6,0,1,37,16,0,2,2,0,0,4,0,0,0,
Dani Dennis-Sutton,164163,ED,GB,1,0,0,,0,0,12,0,0,60.0,50.4,76.4,51.0,54.5,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,21,21,0,2,18,1,0,0,10,10,0,1,1,1,0,0,0,0,0,
Kevin Winston Jr.,164192,S,TEN,1,5,0,100.0,0,0,31,0,0,48.4,45.1,79.1,56.2,51.9,86.6,0,0,0,0,31,0.0,0,0,0,118.8,2,0,0,25,0,26,67,0,0,0,0,0,36,67,2,39,6,1,5,0,2,0,0,37,12,18.5
Levi Drake Rodriguez,165670,DI,MIN,1,1,0,,0,0,18,0,0,,81.9,77.3,69.6,76.5,69.5,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,34,34,6,28,0,0,0,0,22,12,0,2,1,0,0,3,0,0,0,
C.J. Okoye,169780,DI,NYG,1,0,0,,0,0,21,0,0,,34.3,73.5,54.9,39.7,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,3,10,0,0,0,0,8,5,0,1,1,0,0,0,0,0,0,
Trevor Nowaske,169859,ED,DET,1,0,0,,0,0,11,0,0,64.6,42.7,72.5,57.2,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,6,8,5,0,0,5,0,0,3,1,1,1,0,0,0,0,0,0,0,0,
T.J. Parker,170021,ED,BUF,1,1,0,,0,0,4,0,0,,64.7,72.9,63.9,60.8,68.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,0,12,2,0,0,6,8,0,0,0,0,0,1,0,0,0,
Avieon Terrell,170031,CB,ATL,1,0,0,50.0,0,0,2,0,0,68.1,68.0,73.8,,60.0,73.0,0,0,0,0,4,0.0,0,0,0,56.3,1,0,0,0,0,22,23,0,0,0,0,0,0,23,0,1,23,1,1,0,2,0,0,4,10,4.0
Peter Woods,170034,DI,KC,1,1,1,,0,0,16,0,0,60.0,70.9,76.7,70.5,61.7,68.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,4,25,0,0,0,0,17,12,0,0,1,0,0,1,0,0,0,
Rueben Bain Jr.,170082,ED,TB,1,0,0,,0,0,30,0,0,61.9,40.1,78.6,47.6,41.7,28.1,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,3,41,41,0,0,41,0,0,0,24,14,0,0,1,0,0,0,0,0,0,
Arvell Reese,170264,LB,NYG,1,0,0,100.0,0,0,21,0,0,47.1,54.3,78.4,67.4,66.0,55.0,0,1,0,0,17,16.7,1,0,0,134.0,3,0,0,44,0,36,58,11,0,0,11,0,0,47,5,17,3,1,5,1,3,1,1,20,23,6.7
Brandon Cisse,170368,CB,GB,1,0,1,50.0,0,0,12,0,0,53.2,55.2,76.8,60.0,52.7,33.1,0,0,0,0,39,50.0,1,0,0,135.4,1,0,0,5,44,27,49,0,0,0,0,0,0,49,1,21,0,1,1,0,2,0,1,39,0,39.0
Skyler Gill-Howard,171308,DI,DET,1,0,0,,0,0,11,0,0,61.2,71.6,77.4,59.3,76.8,69.1,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,5,47,45,0,24,1,20,0,2,31,11,0,2,2,0,0,2,0,0,0,
Genesis Smith,171868,S,LAC,1,0,0,50.0,0,0,27,0,0,71.4,77.5,75.7,,67.1,82.1,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,8,0,20,27,0,0,0,0,0,17,27,0,7,2,2,4,0,2,0,0,5,1,5.0
Keith Abney II,171875,CB,DET,1,0,0,100.0,0,0,11,0,0,75.1,63.2,0.0,50.1,62.0,74.6,0,0,0,0,3,0.0,0,0,1,79.2,2,0,0,0,0,17,25,0,0,0,0,0,0,25,4,4,25,1,2,1,2,0,0,1,11,0.5
Caleb Downs,172375,S,DAL,1,1,0,100.0,0,1,9,0,0,59.4,68.9,75.1,81.1,72.9,58.5,0,0,0,0,5,14.3,1,0,0,87.5,1,1,0,18,0,29,61,0,0,0,0,0,9,61,2,30,34,2,5,0,1,1,0,5,2,5.0
Keldric Faulk,172447,ED,TEN,1,1,0,,0,0,31,0,0,,35.3,76.7,51.9,38.7,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,0,0,13,6,0,0,8,11,0,0,0,0,0,0,0,0,0,
Colton Hood,172450,CB,NYG,1,0,0,50.0,0,0,21,0,0,61.1,61.2,70.5,,,23.2,0,0,0,0,17,100.0,1,0,0,79.2,1,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,17,10,17.0
Will Lee III,173110,CB,CAR,1,0,0,66.7,0,0,5,1,0,56.9,44.9,75.7,,28.0,26.5,0,0,0,0,47,37.5,3,1,0,109.7,4,0,0,0,27,19,27,0,0,0,0,0,0,27,0,8,0,1,5,0,6,0,0,90,17,22.5
Anthony Hill Jr.,173158,LB,TEN,1,6,0,50.0,0,0,31,0,0,78.9,78.7,77.7,67.9,64.1,74.3,0,1,0,0,8,6.7,1,2,0,59.7,3,0,0,65,0,26,67,0,0,0,0,0,0,67,2,39,2,4,8,0,6,1,0,23,17,7.7
Malik Muhammad,173165,CB,CHI,1,1,0,55.6,0,0,6,0,0,69.4,65.0,75.1,,47.2,25.3,0,0,0,1,18,50.0,3,1,0,39.8,5,0,0,8,8,39,52,0,0,0,0,0,0,52,0,13,36,0,2,0,9,0,0,67,48,13.4
Josiah Trotter,173191,LB,TB,1,6,0,66.7,0,0,30,0,0,85.6,72.8,77.1,62.3,46.8,61.0,0,0,1,1,25,11.1,1,0,0,60.4,4,1,0,53,0,25,58,1,0,0,1,0,0,57,8,25,4,2,2,1,6,1,0,61,35,15.3
Dillon Thieneman,174971,S,CHI,1,1,0,66.7,0,0,6,0,0,59.9,60.2,77.5,55.6,61.4,62.4,1,0,0,0,11,12.5,1,0,0,88.2,2,0,0,20,1,44,68,3,0,0,3,0,37,65,2,22,7,1,6,0,3,1,0,22,9,11.0
