player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Grady Jarrett,9570,DI,CHI,1,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Alex Singleton,9994,LB,DEN,1,30,0,10,0,,,100.0,,,0,0,,63.7,0,,,0,0,0.0,0,4,13.3,4,0,0,0,0,0,0,0.0,,0,0,1.0,50.0,92.3,12.0,6.0,0,0,0.0,54.8,0,9,0.0,0,0,62.5,1,12,40.0,13,0,1,2,0,9,5,0.8,9.0
Jalen Ramsey,10639,S,PIT,1,27,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.3,33.3,96.0,22.0,7.3,0,1,33.3,69.4,0,7,50.0,1,1,42.4,1,24,88.9,25,0,1,3,0,7,12,0.3,7.0
Kevin Byard,10698,S,NE,1,26,0,19,0,,,80.0,,,0,0,,62.8,0,,,0,0,0.0,0,8,30.8,10,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,15,57.7,15,0,0,0,0,0,0,0.0,
Eric Murray,10740,S,JAX,1,22,0,15,0,,,100.0,,,0,0,,46.7,0,,100.0,1,0,0.0,0,4,18.2,4,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,90.9,10.0,10.0,0,0,0.0,52.9,0,11,100.0,1,0,112.5,1,10,45.5,11,0,0,1,0,11,12,1.1,11.0
Derek Barnett,11769,ED,CLV,1,1,0,8,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,
Malik Hooker,11770,S,DAL,1,6,0,9,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.0,100.0,100.0,6.0,6.0,0,0,0.0,47.7,0,13,0.0,0,0,118.8,1,6,100.0,6,0,1,1,0,13,4,2.2,13.0
Marlon Humphrey,11771,CB,BLT,1,32,0,3,0,11.0,100.0,100.0,6.0,6.0,0,0,0.0,51.8,0,11,0.0,0,0,112.5,1,6,18.8,6,0,1,1,0,11,0,1.8,11.0,0,1,18.3,66.7,95.0,9.0,6.0,0,1,33.3,79.1,0,14,0.0,0,1,82.6,2,19,59.4,20,1,2,3,0,18,1,1.0,9.0
Budda Baker,11791,S,ARZ,1,36,0,1,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,2,5.6,2,0,0,0,0,0,0,0.0,,0,0,11.0,100.0,88.9,21.0,21.0,0,0,0.0,66.6,0,11,0.0,0,0,112.5,1,24,66.7,27,2,2,1,0,11,0,0.5,11.0
Chidobe Awuzie,11815,CB,BLT,1,2,0,3,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Alex Anzalone,11831,LB,TB,1,34,0,30,0,-1.0,100.0,90.0,4.5,4.5,0,0,0.0,29.1,0,14,,0,0,100.0,2,9,26.5,10,0,0,2,0,16,18,1.8,8.0,0,1,0.7,100.0,88.9,7.7,7.7,0,0,0.0,53.3,0,9,25.0,1,0,88.9,3,24,70.6,27,0,2,3,0,16,14,0.7,5.3
Jourdan Lewis,11846,CB,JAX,1,19,0,15,0,22.0,100.0,85.7,5.0,5.0,0,0,0.0,42.1,0,25,0.0,0,0,118.8,1,6,31.6,7,0,1,1,0,25,3,5.0,25.0,0,0,5.0,100.0,87.5,7.0,7.0,0,0,0.0,49.5,0,12,,0,0,116.7,1,7,36.8,8,0,0,1,0,12,7,1.7,12.0
Rasul Douglas,11854,CB,WAS,1,16,0,32,0,26.5,50.0,100.0,4.0,2.0,0,1,50.0,51.7,0,31,0.0,0,0,95.8,1,4,25.0,4,0,1,2,0,31,0,7.8,31.0,0,0,11.0,0.0,100.0,,4.5,0,1,50.0,62.2,0,,,0,1,39.6,0,9,56.3,9,0,0,2,0,0,0,0.0,
Trey Hendrickson,11858,ED,BLT,1,4,0,3,0,,,50.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,50.0,4,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,10.0,2.0,2.0,0,0,0.0,62.6,0,6,0.0,0,0,91.7,1,2,50.0,20,0,1,1,0,6,3,3.0,6.0
Rayshawn Jenkins,11868,S,PIT,1,21,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-4.0,100.0,100.0,17.0,17.0,0,0,0.0,36.4,0,23,0.0,0,0,158.3,1,19,90.5,19,0,1,1,1,23,27,1.4,23.0
Samson Ebukam,11880,ED,ATL,1,6,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,1,9.0,100.0,23.8,5.0,5.0,0,0,0.0,45.6,0,9,0.0,0,0,104.2,1,5,83.3,21,0,0,1,0,9,0,1.8,9.0
Chuck Clark,11941,S,DET,1,25,0,11,0,4.0,0.0,85.7,,5.0,0,0,0.0,72.3,1,,0.0,0,0,0.0,0,6,24.0,7,0,1,1,0,0,0,0.0,,0,0,5.0,100.0,100.0,14.0,14.0,0,0,0.0,53.0,0,16,0.0,0,0,118.8,1,14,56.0,14,0,1,1,0,16,11,1.1,16.0
Al-Quadin Muhammad,11951,ED,TB,1,2,0,30,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,6,0,0,0,0,0,0,0.0,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,7,0,0,0,0,0,0,0.0,
Foyesade Oluokun,24904,LB,JAX,1,22,0,15,0,,,100.0,,,1,0,,61.4,0,,,0,0,0.0,0,4,18.2,4,0,0,0,0,0,0,0.0,,0,0,-0.5,100.0,84.6,5.5,5.5,0,0,0.0,93.0,1,9,0.0,0,0,58.3,2,11,50.0,13,2,3,2,0,15,16,1.4,7.5
Anfernee Jennings,25449,ED,NO,1,4,0,20,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,44.4,,,0,0,,61.9,0,,,0,0,0.0,0,4,100.0,9,0,0,0,0,0,0,0.0,
D.J. Reed,26940,CB,DET,1,66,0,11,0,4.0,100.0,100.0,16.0,16.0,0,0,0.0,61.3,0,11,0.0,0,0,112.5,1,20,30.3,20,0,1,1,0,11,7,0.7,11.0,0,0,25.7,50.0,100.0,13.3,6.7,0,1,16.7,62.7,0,47,0.0,0,1,95.8,3,40,60.6,40,1,6,6,0,104,1,2.6,34.7
Isaiah Rodgers,27069,CB,MIN,1,44,0,18,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.3,1,0,0,0,0,0,0,0.0,,0,0,17.0,66.7,93.9,15.5,10.3,1,0,0.0,76.1,0,8,0.0,0,0,77.1,2,31,70.5,33,1,2,3,0,14,1,0.5,7.0
Montez Sweat,27271,ED,CHI,1,1,0,6,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,1,0,0,0,0,0,,
Devin Bush,27375,LB,CHI,1,36,0,6,0,11.0,0.0,63.6,,13.0,0,0,0.0,67.7,0,,,0,0,39.6,0,14,38.9,22,0,0,1,0,0,0,0.0,,0,0,0.0,100.0,94.7,18.0,18.0,0,0,0.0,66.0,0,3,33.3,1,0,79.2,1,18,50.0,19,0,2,1,0,3,3,0.2,3.0
Joshua Uche,27379,ED,MIA,1,4,0,17,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,1,,,30.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,3,75.0,10,0,1,0,0,0,0,0.0,
Dre'Mont Jones,28075,ED,NE,1,1,0,19,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,
Neville Gallimore,28094,DI,CHI,1,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Troy Dye,28251,LB,LAC,1,5,0,27,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,1,3.0,100.0,100.0,1.5,1.5,0,0,0.0,61.7,0,9,0.0,0,0,93.8,2,3,60.0,3,2,1,2,0,13,7,4.3,6.5
Jack Jones,29050,CB,SF,1,7,0,28,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,61.0,0,5,,0,0,87.5,1,2,28.6,2,0,0,1,0,5,6,2.5,5.0,0,0,16.0,0.0,100.0,,2.0,0,1,50.0,91.6,0,,,0,1,39.6,0,4,57.1,4,0,0,2,0,0,0,0.0,
Andrew Van Ginkel,30267,ED,MIN,1,15,0,18,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.7,1,0,0,0,0,0,0,0.0,,0,0,11.7,66.7,47.8,5.5,3.7,0,0,0.0,35.2,0,42,,0,0,109.7,2,11,73.3,23,2,0,3,0,55,22,5.0,27.5
T.J. Edwards,30737,LB,CHI,1,37,0,6,0,,,59.1,,,0,0,,77.4,0,,,0,0,0.0,0,13,35.1,22,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,100.0,9.5,9.5,0,0,0.0,34.8,0,29,100.0,3,0,118.8,2,19,51.4,19,0,0,2,0,32,32,1.7,16.0
Mike Hughes,34057,CB,ATL,1,46,0,2,0,30.5,0.0,100.0,,4.5,0,0,0.0,43.5,0,,,0,0,39.6,0,11,23.9,11,0,0,2,0,0,0,0.0,,0,1,15.8,75.0,100.0,9.0,6.8,0,1,25.0,64.5,0,28,0.0,0,0,108.3,3,29,63.0,29,0,1,4,0,42,9,1.6,14.0
Zayne Anderson,34622,S,MIA,1,22,0,17,0,,,100.0,,,0,0,,50.2,0,,100.0,1,0,0.0,0,5,22.7,5,0,0,0,0,0,0,0.0,,0,0,9.0,50.0,92.9,13.0,6.5,0,1,50.0,87.2,0,-2,0.0,0,1,56.3,1,13,59.1,14,1,1,2,0,-2,0,-0.2,-2.0
Zack Baun,34632,LB,PHI,1,35,0,24,0,,,75.0,,,0,1,,86.8,0,,,0,1,0.0,0,9,25.7,12,0,0,0,0,0,0,0.0,,0,0,2.8,50.0,86.4,5.3,2.7,0,2,33.3,92.4,0,3,0.0,0,1,56.3,3,19,54.3,22,3,3,6,0,-2,15,-0.1,-0.7
Akeem Davis-Gaither,34788,LB,IND,1,26,0,14,0,-1.0,100.0,86.7,12.0,12.0,0,0,0.0,68.4,0,19,0.0,0,0,118.8,1,13,50.0,15,0,1,1,0,19,20,1.6,19.0,0,0,13.0,100.0,100.0,10.0,10.0,0,0,0.0,28.4,0,17,0.0,0,0,118.8,1,10,38.5,10,1,1,1,0,17,4,1.7,17.0
Jamel Dean,34918,CB,PIT,1,28,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,3.0,100.0,100.0,23.0,23.0,0,0,0.0,70.5,0,8,0.0,0,0,100.0,1,25,89.3,25,0,1,1,0,8,5,0.3,8.0
Trevis Gipson,35241,ED,CAR,1,5,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,9.0,100.0,26.7,4.0,4.0,0,0,0.0,45.9,0,12,50.0,1,0,116.7,1,4,80.0,15,0,1,1,0,12,3,3.0,12.0
Blake Cashman,35413,LB,MIN,1,26,0,18,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,5.0,50.0,50.0,16.0,8.0,0,0,0.0,54.6,0,7,,0,0,58.3,1,16,61.5,32,0,0,2,0,7,2,0.4,7.0
Camryn Bynum,38408,S,IND,1,30,0,14,0,7.7,66.7,84.2,6.5,4.3,0,0,0.0,50.8,0,13,0.0,0,0,88.2,2,16,53.3,19,1,3,3,0,22,8,1.7,11.0,0,0,,,100.0,,,0,0,,63.9,0,,0.0,0,0,0.0,0,10,33.3,10,0,1,0,0,0,0,0.0,
Eric Wilson,38587,LB,MIN,1,23,0,18,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,8.6,40.0,50.0,8.0,3.2,0,0,0.0,27.1,0,16,100.0,1,0,54.6,2,16,69.6,32,0,0,5,0,23,8,1.4,11.5
Divine Deablo,42208,LB,ATL,1,45,0,2,0,,,90.9,,,0,0,,65.7,0,,,0,0,0.0,0,10,22.2,11,0,0,0,0,0,0,0.0,,0,1,6.3,100.0,96.6,6.5,6.5,0,0,0.0,59.3,0,21,33.3,1,0,118.8,4,28,62.2,29,1,1,4,0,58,33,2.2,14.5
Antoine Winfield Jr.,42475,S,TB,1,35,0,30,1,,,80.0,,,0,0,,67.0,0,,0.0,0,0,0.0,0,8,22.9,10,0,2,0,0,0,0,0.0,,0,0,12.0,100.0,96.3,12.5,12.5,0,0,0.0,59.0,0,24,0.0,0,0,118.8,2,26,74.3,27,0,2,2,0,31,7,1.2,15.5
Justin Strnad,42659,LB,DEN,1,21,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,1,-5.0,0.0,100.0,,10.0,0,0,0.0,67.3,0,,0.0,0,0,39.6,0,10,47.6,10,0,0,1,0,0,0,0.0,
Chauncey Golston,42718,ED,NYG,1,1,0,21,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Rashan Gary,42905,ED,DAL,1,2,0,9,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,15.4,,,0,0,,60.9,0,,,0,0,0.0,0,2,100.0,13,0,0,0,0,0,0,0.0,
Charvarius Ward,43034,CB,IND,1,32,0,14,0,23.0,50.0,94.7,15.0,7.5,0,0,0.0,29.0,0,53,,0,0,95.8,1,18,56.3,19,0,0,2,0,53,23,3.5,53.0,0,0,8.5,0.0,100.0,,5.0,0,0,0.0,52.0,0,,,0,0,39.6,0,10,31.3,10,0,0,2,0,0,0,0.0,
Brandon Jones,43049,S,DEN,1,32,0,10,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,4,12.5,4,0,0,0,0,0,0,0.0,,0,0,,,92.3,,,0,0,,63.6,0,,,0,0,0.0,0,12,37.5,13,0,0,0,0,0,0,0.0,
Devin White,43089,LB,DET,1,11,0,11,1,,,80.0,,,0,0,,78.8,0,,0.0,0,0,0.0,0,4,36.4,5,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,44.7,0,,,0,0,0.0,0,6,54.5,9,0,0,0,0,0,0,0.0,
Jeremy Chinn,43179,S,LV,1,40,0,23,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,5,12.5,5,0,0,0,0,0,0,0.0,,0,0,8.0,100.0,100.0,21.0,21.0,0,0,0.0,89.4,0,12,33.3,1,0,116.7,1,23,57.5,23,0,2,1,0,12,4,0.6,12.0
Mack Wilson Sr.,43190,LB,ARZ,1,38,0,1,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,5.3,2,0,0,0,0,0,0,0.0,,0,1,2.5,50.0,96.3,24.0,12.0,0,1,50.0,90.3,0,6,0.0,0,1,56.3,1,26,68.4,27,0,1,2,0,6,8,0.3,6.0
Damar Hamlin,43291,S,BUF,1,22,0,4,0,,,100.0,,,0,0,,31.0,0,,,0,0,0.0,0,4,18.2,4,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,100.0,11.0,11.0,0,0,0.0,65.4,0,8,0.0,0,0,100.0,1,12,54.5,12,0,0,1,0,8,3,0.7,8.0
Josh Metellus,43395,S,MIN,1,40,0,18,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.5,1,0,0,0,0,0,0,0.0,,0,0,12.6,80.0,87.9,7.3,5.8,0,0,0.0,28.1,0,81,25.0,1,0,158.3,4,29,72.5,33,0,3,5,1,161,101,5.6,40.3
Jake Hansen,43645,LB,HST,1,5,0,13,0,,,100.0,,,0,0,,60.1,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
Byron Murphy Jr.,44027,CB,MIN,1,44,0,18,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.3,1,0,0,0,0,0,0,0.0,,0,0,12.8,75.0,96.9,10.3,7.8,0,1,25.0,58.2,0,32,0.0,0,1,114.6,3,31,70.5,32,0,5,4,0,48,1,1.5,16.0
Brian Burns,44522,ED,NYG,1,6,0,21,0,,,20.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,33.3,10,0,0,0,0,0,0,0.0,,0,0,,,19.0,,,0,0,,62.7,0,,,0,0,0.0,0,4,66.7,21,0,0,0,0,0,0,0.0,
D.J. Wonnum,44550,ED,DET,1,5,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,12.1,,,0,0,,61.7,0,,,0,0,0.0,0,4,80.0,33,0,0,0,0,0,0,0.0,
Brandon Stephens,45644,CB,NYJ,1,40,0,22,0,13.5,0.0,100.0,,4.5,0,1,50.0,70.4,0,,,0,0,39.6,0,9,22.5,9,0,0,2,0,0,0,0.0,,0,0,7.0,100.0,100.0,21.0,21.0,0,0,0.0,57.2,0,14,,0,0,118.8,1,22,55.0,22,0,0,1,0,14,7,0.7,14.0
Carl Granderson,48500,ED,NO,1,3,0,20,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,23,1,0,0,0,0,0,0.0,
Bradley Chubb,48526,ED,BUF,1,3,0,4,1,,,12.5,,,0,0,,61.0,0,,0.0,0,0,0.0,0,1,33.3,8,0,0,0,0,0,0,0.0,,0,0,,,8.3,,,0,0,,61.0,0,,,0,0,0.0,0,2,66.7,24,0,0,0,0,0,0,0.0,
Vita Vea,48956,DI,TB,1,1,0,30,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,
Nick Scott,49012,S,CAR,1,37,0,5,0,,,100.0,,,0,0,,45.4,0,,0.0,0,0,0.0,0,3,8.1,3,0,1,0,0,0,0,0.0,,0,0,,,96.6,,,0,0,,64.6,0,,,0,0,0.0,0,28,75.7,29,0,0,0,0,0,0,0.0,
Justin Reid,49048,S,NO,1,41,0,20,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.4,1,0,0,0,0,0,0,0.0,,0,1,2.5,100.0,100.0,8.0,8.0,0,0,0.0,55.7,0,11,20.0,1,0,94.8,4,32,78.0,32,2,3,4,0,27,17,0.8,6.8
Jalen Thompson,49116,S,DAL,1,34,0,9,0,15.0,0.0,100.0,,7.0,0,0,0.0,50.1,0,,,0,0,39.6,0,7,20.6,7,0,0,1,0,0,0,0.0,,0,2,-2.0,100.0,100.0,7.3,7.3,0,0,0.0,53.5,0,13,0.0,0,0,106.9,3,22,64.7,22,0,3,3,0,29,35,1.3,9.7
Jessie Bates III,49162,S,ATL,1,45,0,2,0,-4.0,100.0,90.9,8.0,8.0,0,0,0.0,74.2,0,1,0.0,0,0,79.2,1,10,22.2,11,1,1,1,0,1,5,0.1,1.0,0,2,-5.0,100.0,100.0,27.0,27.0,0,0,0.0,67.8,0,7,0.0,0,0,95.8,1,29,64.4,29,0,2,1,0,7,12,0.3,7.0
Andrew Wingard,49268,S,ARZ,1,39,0,1,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,5.1,2,0,0,0,0,0,0,0.0,,0,0,9.0,100.0,100.0,12.0,12.0,0,0,0.0,76.8,1,26,0.0,0,0,79.2,2,27,69.2,27,1,2,2,0,45,27,1.9,22.5
Carlton Davis III,49335,CB,NE,1,26,0,19,0,10.0,0.0,100.0,,9.0,0,1,100.0,67.0,0,,,0,0,39.6,0,10,38.5,10,0,0,1,0,0,0,0.0,,0,1,4.0,0.0,100.0,,15.0,0,0,0.0,76.7,0,,0.0,0,0,39.6,0,15,57.7,15,0,1,1,0,0,0,0.0,
C.J. Gardner-Johnson,49371,S,BUF,1,48,0,4,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,8,16.7,8,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,72.6,0,,0.0,0,0,0.0,0,30,62.5,30,1,3,0,0,0,0,0.0,
Donte Jackson,49377,CB,LAC,1,36,0,27,0,10.0,100.0,100.0,3.5,3.5,0,0,0.0,28.4,0,12,0.0,0,0,110.4,2,8,22.2,8,0,1,2,0,21,1,3.0,10.5,0,0,19.5,50.0,100.0,11.5,5.8,0,0,0.0,38.5,0,27,0.0,0,0,82.3,2,24,66.7,24,0,1,4,0,37,3,1.6,18.5
Cam Lewis,49395,S,CHI,1,41,0,6,0,11.0,100.0,86.4,17.0,17.0,0,0,0.0,58.9,0,14,0.0,0,0,118.8,1,19,46.3,22,0,1,1,0,14,3,0.8,14.0,0,0,6.0,100.0,94.7,18.0,18.0,0,0,0.0,71.3,0,6,0.0,0,0,91.7,1,18,43.9,19,1,2,1,0,6,0,0.3,6.0
