player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Desjuan Johnson,76850,ED,LA,1,0,7.0,0,0,26,,62.7,75.4,54.0,65.0,69.2,0.0,0,0,10,10,0.0,0,1
Jalen Redmond,76861,DI,MIN,1,1,3.0,0,0,18,59.5,71.2,78.5,53.5,81.4,70.4,0.0,0,0,15,16,6.7,1,2
Greg Rousseau,76889,ED,BUF,1,0,2.0,0,0,4,77.2,84.5,79.1,78.6,58.7,74.2,0.0,0,0,22,22,9.1,2,2
Travis Jones,76914,DI,BLT,1,0,-1.0,0,0,3,62.7,77.4,75.9,63.3,68.9,70.5,0.0,0,0,14,14,21.4,3,3
Logan Hall,76919,DI,HST,1,0,,0,0,13,,52.0,74.5,56.4,53.3,,,0,0,6,6,0.0,0,0
Moro Ojomo,76927,DI,PHI,1,1,2.5,0,0,24,60.0,57.0,77.2,50.5,51.5,27.6,0.0,0,0,17,17,11.8,2,2
Dante Stills,76937,DI,ARZ,1,0,,0,0,1,60.0,50.5,76.8,71.8,39.6,26.6,,0,0,9,9,0.0,0,0
Karl Brooks,76941,DI,GB,1,0,3.5,0,0,12,,73.5,77.1,71.4,65.0,69.2,0.0,0,0,16,16,12.5,2,2
Braden Fiske,76958,DI,LA,1,0,0.5,0,0,26,,68.9,76.6,52.6,77.5,29.2,0.0,0,0,10,10,10.0,1,2
Alim McNeill,76996,DI,DET,1,0,,0,0,11,59.5,62.3,79.7,59.4,64.0,26.3,100.0,1,0,22,22,0.0,0,0
Payton Wilson,77127,LB,PIT,1,3,2.8,0,0,25,30.8,58.4,72.9,,85.9,35.6,0.0,0,0,28,29,7.1,2,4
Zaven Collins,77190,ED,ARZ,1,0,2.0,0,0,1,64.1,65.2,75.7,63.8,59.1,73.9,0.0,0,0,8,8,25.0,2,2
Nik Bonitto,77196,ED,DEN,1,0,2.5,0,0,10,60.0,59.1,75.7,54.8,62.1,72.8,0.0,0,0,16,16,12.5,2,2
Tre'von Moehrig,77847,S,CAR,1,2,,0,0,5,62.7,58.1,76.2,67.6,45.7,42.2,33.3,1,0,32,35,0.0,0,0
Cobie Durant,79126,CB,DAL,1,0,7.0,0,1,9,73.4,70.6,76.9,,58.0,45.2,0.0,0,0,23,24,0.0,0,2
Christian Benford,79181,CB,BUF,1,0,2.0,0,0,4,33.1,32.5,78.4,,40.8,42.2,50.0,1,1,31,31,0.0,0,1
Nick Bolton,81322,LB,KC,1,1,5.3,0,0,16,59.2,76.4,77.7,87.1,68.2,62.0,20.0,1,0,14,16,0.0,0,3
Ernest Jones,81399,LB,SEA,1,1,2.7,0,0,29,50.8,45.1,76.5,51.5,49.4,83.4,0.0,0,0,25,27,8.0,2,3
Brenton Cox Jr.,81957,ED,GB,1,0,3.5,0,0,12,52.0,56.9,0.0,67.7,68.1,74.2,0.0,0,1,9,9,22.2,2,2
Odafe Oweh,82161,ED,WAS,1,1,-1.0,0,0,32,62.5,53.7,77.5,55.2,52.6,73.6,0.0,0,0,15,16,6.7,1,1
Thomas Booker IV,82168,DI,LV,1,1,-1.0,0,0,23,62.3,84.1,74.8,60.1,78.2,70.1,0.0,0,0,6,6,16.7,1,1
Christian Barmore,82198,DI,NE,1,0,4.0,0,0,19,,80.0,76.5,90.0,54.7,67.3,0.0,0,0,11,12,9.1,1,1
Teair Tart,82261,DI,LAC,1,0,1.0,0,0,27,,70.3,76.1,57.0,72.8,68.4,0.0,0,0,12,12,16.7,2,2
Devonte Wyatt,82268,DI,GB,1,0,2.0,0,0,12,,53.3,76.7,58.8,52.6,70.2,0.0,0,0,19,19,10.5,2,3
Aidan Hutchinson,82330,ED,DET,1,2,4.0,0,0,11,63.6,90.2,82.2,87.4,72.5,75.1,0.0,0,0,19,19,5.3,1,1
Eku Leota,82363,ED,ARZ,1,0,,0,0,1,,54.6,71.9,54.3,60.0,,,0,0,2,2,0.0,0,0
Cameron Thomas,82387,ED,ATL,1,0,,0,0,2,88.5,72.1,76.5,60.5,55.5,35.4,100.0,1,0,15,15,0.0,0,0
Kingsley Enagbare,82409,ED,NYJ,1,1,,0,0,22,48.5,61.8,78.1,70.5,56.0,34.9,50.0,1,0,5,5,0.0,0,0
Bobby Brown III,82429,DI,CAR,1,2,0.0,0,0,5,81.2,89.5,77.1,67.6,55.0,69.2,0.0,0,0,16,18,6.3,1,1
Tyree Wilson,82432,ED,NO,1,0,3.0,0,0,20,,40.7,75.2,61.5,34.2,24.7,50.0,1,0,9,9,11.1,1,1
Otito Ogbonnia,82450,DI,DAL,1,0,2.0,0,0,9,,82.7,77.5,72.3,75.8,70.0,0.0,0,0,24,25,12.5,3,3
Tommy Togiai,82501,DI,HST,1,1,3.0,0,0,13,,57.8,75.8,55.0,60.2,68.8,0.0,0,0,18,18,5.6,1,1
Quay Walker,82547,LB,LV,1,1,10.0,0,0,23,50.0,59.3,76.7,58.7,73.2,53.3,0.0,0,1,13,15,0.0,0,1
Pat Surtain II,83119,CB,DEN,1,1,6.0,0,0,10,72.1,65.4,76.4,,46.4,52.0,33.3,1,0,34,35,0.0,0,1
Josh Jobe,83122,CB,SEA,1,0,,0,0,29,82.8,77.0,77.7,,44.6,53.6,100.0,1,1,25,27,0.0,0,0
Jamien Sherwood,83175,LB,NYJ,1,0,5.0,0,0,22,69.7,58.4,73.0,49.0,50.9,50.7,0.0,0,0,10,10,0.0,0,1
Roger McCreary,83176,CB,DET,1,0,1.0,0,0,11,59.1,70.0,75.3,78.7,72.4,56.7,0.0,0,0,11,11,9.1,1,1
Tyson Campbell,83217,CB,CLV,1,1,2.5,0,0,8,54.0,52.0,76.1,,50.1,40.9,40.0,2,0,31,32,3.2,1,2
Quan Martin,83236,S,WAS,1,0,,0,0,32,50.0,39.9,74.3,,54.8,30.0,100.0,1,0,8,8,0.0,0,0
Sydney Brown,83241,S,ATL,1,1,2.3,0,0,2,67.8,72.7,82.3,57.6,74.3,80.2,0.0,0,0,11,11,27.3,3,3
JuJu Brents,83256,CB,MIA,1,1,-8.0,0,0,17,51.3,38.9,0.0,,43.7,78.0,0.0,0,2,12,12,8.3,1,1
Riley Moss,83259,CB,DEN,1,0,11.0,0,0,10,59.9,58.3,76.4,,53.9,26.3,33.3,1,0,34,35,0.0,0,2
Greg Newsome II,83341,CB,NYG,1,0,,0,0,21,40.4,38.2,77.5,,38.8,29.5,,0,1,16,17,0.0,0,0
Jaycee Horn,83375,CB,CAR,1,0,,0,0,5,58.4,57.9,77.3,,55.7,76.9,,0,0,32,35,0.0,0,0
Alontae Taylor,83469,CB,TEN,1,0,3.0,0,0,31,37.4,45.2,76.5,58.6,66.1,54.1,33.3,1,1,37,39,2.7,1,2
Javontae Jean-Baptiste,83514,ED,WAS,1,1,,0,0,32,,53.0,72.5,56.3,56.1,69.9,0.0,0,0,6,6,0.0,0,0
Jevon Holland,83873,S,NYG,1,1,8.0,0,0,21,73.2,70.1,0.0,60.0,59.7,42.8,0.0,0,1,16,17,0.0,0,1
Talanoa Hufanga,83903,S,DEN,1,4,7.0,0,0,10,61.1,57.3,75.5,57.3,53.4,61.3,0.0,0,0,34,35,0.0,0,2
Gracen Halton,85774,DI,SF,1,1,,0,0,28,,30.4,76.3,57.5,29.3,66.8,0.0,0,0,13,13,0.0,0,0
LaCale London,87179,DI,ATL,1,1,1.5,0,0,2,,66.5,76.4,60.4,66.0,69.0,0.0,0,0,11,11,18.2,2,2
Charles Woods,89148,CB,NE,1,0,,0,0,19,,60.0,64.2,,60.0,,,0,0,1,1,0.0,0,0
Daniel Hardy,91336,ED,CHI,1,0,,0,0,6,,54.7,73.0,53.3,60.0,,,0,0,2,2,0.0,0,0
Jordan Davis,94854,DI,PHI,1,1,1.8,0,0,24,60.0,77.1,76.7,69.6,70.8,71.8,0.0,0,0,17,17,23.5,4,6
Mike Sainristil,97180,CB,WAS,1,0,3.7,0,0,32,29.3,30.0,76.5,58.8,55.8,44.7,0.0,0,0,18,19,5.6,1,3
Marcus Harris,97230,CB,TEN,1,1,3.0,0,0,31,66.1,61.7,74.8,53.3,55.7,60.7,25.0,1,0,15,16,13.3,2,2
Dell Pettus,97290,S,NE,1,0,,0,0,19,43.1,38.8,68.6,,47.6,34.5,,0,0,11,11,0.0,0,0
Thomas Harper,97325,S,DET,1,1,,0,0,11,64.1,64.6,75.3,51.2,62.0,61.8,0.0,0,0,9,9,0.0,0,0
Jarrian Jones,97486,CB,JAX,1,0,,0,0,15,62.0,58.9,76.3,60.0,52.5,26.5,,0,0,11,11,0.0,0,0
Nick Cross,97514,S,WAS,1,2,2.5,0,0,32,47.1,48.4,76.7,51.4,65.6,70.7,20.0,1,0,18,19,11.1,2,2
Dax Hill,97519,CB,CIN,1,0,2.0,0,0,7,58.4,66.0,76.7,,84.4,80.8,0.0,0,0,16,18,12.5,2,3
Drake Thomas,97525,LB,SEA,1,2,2.3,0,0,29,32.7,51.2,75.3,78.0,72.5,60.7,0.0,0,0,25,27,8.0,2,3
Quincy Riley,97539,CB,NO,1,0,2.0,0,0,20,54.8,61.3,78.2,,80.8,27.4,0.0,0,0,27,30,3.7,1,1
Tyrique Stevenson,97562,CB,CHI,1,0,5.3,0,0,6,39.1,36.8,78.0,60.0,38.4,30.0,40.0,2,0,15,16,6.7,1,3
Tyler Davis,97610,DI,LA,1,1,5.7,0,0,26,60.0,31.1,0.0,59.7,38.2,70.8,0.0,0,1,17,17,5.9,1,3
Dorian Williams,97694,LB,BUF,1,5,0.7,0,0,4,63.1,76.0,74.1,,77.0,70.3,11.1,1,0,27,27,11.1,3,3
Ronnie Hickman Jr.,97702,S,CLV,1,4,7.7,0,0,8,30.1,41.2,74.4,,75.2,84.8,0.0,0,0,31,32,3.2,1,3
Omar Speights,97723,LB,LA,1,1,4.3,0,0,26,40.8,49.0,69.9,55.9,63.7,77.2,0.0,0,0,15,15,13.3,2,3
Javon Solomon,97821,ED,BUF,1,1,,0,0,4,63.2,65.2,71.8,59.1,62.5,69.9,0.0,0,0,3,3,0.0,0,0
Martin Emerson Jr.,97872,CB,NO,1,0,,0,0,20,67.9,68.3,72.1,,60.5,75.4,,0,0,5,6,0.0,0,0
Tyler Nubin,97895,S,NYG,1,0,6.0,0,0,21,60.3,63.5,76.8,,67.0,81.8,0.0,0,0,16,17,0.0,0,2
Adetomiwa Adebawore,97934,DI,IND,1,0,2.0,0,0,14,,62.9,74.2,76.3,49.1,66.8,0.0,0,0,8,9,12.5,1,1
Marcus Harris,97937,DI,KC,1,0,,0,0,16,59.5,57.2,70.4,60.0,60.3,67.3,,0,0,3,3,0.0,0,0
Derick Hall,98130,ED,SEA,1,1,,0,0,29,61.6,49.6,0.0,55.8,56.8,73.3,0.0,0,1,13,15,0.0,0,0
Jordan Magee,98155,LB,WAS,1,1,,0,0,32,62.6,65.8,70.5,62.2,53.9,73.2,0.0,0,0,2,2,0.0,0,0
DeWayne Carter,98175,DI,BUF,1,0,0.5,0,0,4,,52.7,74.7,55.3,55.0,68.7,0.0,0,0,11,11,9.1,1,2
Derek Stingley Jr.,98253,CB,HST,1,0,9.5,0,1,13,46.1,57.0,74.6,,84.5,79.0,0.0,0,0,20,20,0.0,0,2
Colby Wooden,98312,DI,NO,1,0,3.0,0,0,20,,61.0,74.5,54.8,62.9,68.4,0.0,0,0,9,10,11.1,1,2
George Karlaftis,98319,ED,KC,1,1,,0,0,16,35.2,47.2,79.2,50.2,67.5,29.7,0.0,0,0,12,14,0.0,0,0
Darius Alexander,98333,DI,NYG,1,0,,0,0,21,,41.5,74.7,52.6,46.0,,,0,0,5,5,0.0,0,0
Kayvon Thibodeaux,98444,ED,NYG,1,1,,0,0,21,61.4,41.5,76.5,48.2,43.7,72.3,0.0,0,0,5,6,0.0,0,0
Cor'Dale Flott,98834,CB,TEN,1,0,,0,0,31,58.5,61.0,76.7,,65.6,76.7,,0,0,36,38,0.0,0,0
Jaylen McCollough,98845,S,LA,1,1,9.0,0,0,26,56.5,52.1,80.3,,52.2,81.9,0.0,0,0,13,13,0.0,0,1
Jordan Battle,98857,S,CIN,1,1,,0,0,7,47.6,39.3,74.3,,39.0,57.3,50.0,1,0,16,18,0.0,0,0
Nehemiah Pritchett,98875,CB,SEA,1,0,3.0,0,0,29,81.3,81.0,77.7,,65.8,54.3,0.0,0,0,10,11,10.0,1,1
Byron Young,98923,DI,PHI,1,1,,0,0,24,,61.6,71.2,57.9,61.8,66.8,0.0,0,0,3,3,0.0,0,0
Justin Eboigbe,98925,DI,LAC,1,1,3.0,0,0,27,60.0,50.4,77.6,52.9,53.1,70.5,0.0,0,0,21,21,4.8,1,1
Travon Walker,98940,ED,JAX,1,0,,0,0,15,60.6,69.1,77.8,67.7,59.9,70.8,,0,0,7,7,0.0,0,0
Darius Robinson,98946,DI,ARZ,1,0,,0,0,1,,58.5,74.8,69.5,49.0,,,0,0,7,7,0.0,0,0
Isaiah McGuire,98948,ED,CLV,1,0,2.5,0,0,8,,55.7,79.6,42.0,67.9,29.9,0.0,0,0,20,21,10.0,2,2
Henry To'oTo'o,98982,LB,HST,1,1,,0,0,13,55.9,59.8,74.5,59.4,66.7,77.6,0.0,0,0,18,18,0.0,0,0
Nolan Smith,99014,ED,PHI,1,0,3.5,0,0,24,61.4,57.1,78.3,57.7,55.2,72.0,0.0,0,0,19,19,10.5,2,2
Jermaine Johnson,99015,ED,TEN,1,0,4.0,0,0,31,62.1,66.0,76.9,52.9,70.5,72.8,0.0,0,0,22,23,0.0,0,1
Nakobe Dean,99018,LB,LV,1,1,2.0,0,0,23,62.5,70.3,76.6,73.1,71.2,54.6,0.0,0,0,13,15,15.4,2,2
Sam Williams,99106,ED,CLV,1,2,0.0,0,0,8,60.0,69.1,0.0,51.8,85.3,73.0,0.0,0,1,14,14,7.1,1,1
T'Vondre Sweat,99321,DI,NYJ,1,1,,0,0,22,,52.0,74.2,52.8,57.4,67.3,0.0,0,0,4,4,0.0,0,0
Dee Winters,99376,LB,DAL,1,1,,0,0,9,51.6,43.2,75.9,,40.7,45.8,0.0,0,0,16,17,0.0,0,0
Tykee Smith,99500,S,TB,1,1,6.5,0,0,30,62.9,62.8,0.0,60.0,70.7,80.0,0.0,0,1,24,24,4.2,1,2
Darien Porter,99553,CB,LV,1,1,5.0,0,0,23,50.6,48.7,77.1,,46.1,29.6,0.0,0,0,13,15,0.0,0,1
Demetrius Knight Jr.,99728,LB,CIN,1,1,4.5,0,0,7,66.8,57.2,77.0,54.8,44.9,27.3,40.0,2,0,16,18,6.3,1,2
Jarvis Brownlee Jr.,99734,CB,NYJ,1,0,2.0,0,0,22,82.0,82.4,76.2,51.6,78.2,77.0,0.0,0,0,7,7,14.3,1,1
SirVocea Dennis,99767,LB,TB,1,0,,0,0,30,60.7,63.5,65.7,,60.5,,,0,0,3,3,0.0,0,0
Ruke Orhorhoro,99768,DI,JAX,1,1,,0,0,15,60.0,53.8,74.0,53.7,57.0,67.3,0.0,0,0,8,8,0.0,0,0
Renardo Green,99773,CB,SF,1,0,2.0,0,0,28,65.9,68.9,75.6,,71.1,76.8,0.0,0,1,28,28,3.6,1,1
Calijah Kancey,99822,DI,TB,1,0,,0,0,30,60.0,83.3,76.8,80.4,66.1,23.0,100.0,1,0,13,13,0.0,0,0
Brandon Dorlus,100452,DI,ATL,1,0,2.0,0,0,2,,70.8,78.1,67.0,65.1,37.8,25.0,1,0,16,16,18.8,3,3
Bralen Trice,100550,ED,ATL,1,0,,0,0,2,63.4,60.1,74.3,55.0,59.2,29.3,100.0,1,0,8,8,0.0,0,0
Laiatu Latu,100551,ED,IND,1,1,3.3,0,0,14,43.2,56.4,79.1,56.6,63.4,55.4,0.0,0,0,27,28,7.4,2,4
Craig Woodson,100612,S,NE,1,0,5.0,0,0,19,42.0,44.5,76.9,58.5,62.6,39.8,20.0,1,0,21,22,9.5,2,4
Sauce Gardner,100903,CB,IND,1,0,,0,0,14,51.6,47.9,76.6,,41.6,44.4,,0,0,34,35,0.0,0,0
Ja'Quan McMillian,100931,CB,DEN,1,0,,0,0,10,67.5,54.3,73.9,,30.3,23.7,100.0,3,0,19,19,0.0,0,0
DJ Turner II,101376,CB,CIN,1,0,9.0,0,0,7,62.3,61.2,77.4,,54.5,79.2,0.0,0,0,16,18,0.0,0,1
Deonte Banks,101384,CB,NYG,1,0,,0,0,21,48.9,46.0,77.7,,39.7,49.0,100.0,1,0,15,16,0.0,0,0
Devon Witherspoon,101388,CB,SEA,1,1,7.0,0,0,29,51.6,56.4,76.1,58.7,68.6,83.9,0.0,0,0,25,27,4.0,1,2
Dane Belton,101398,S,NYJ,1,1,,0,0,22,67.7,70.7,73.9,,63.3,83.7,0.0,0,0,10,10,0.0,0,0
Leo Chenal,101463,LB,WAS,1,0,4.5,0,0,32,66.1,55.0,72.0,68.2,40.6,31.5,33.3,1,0,10,10,10.0,1,2
Tommy Eichenberg,101488,LB,LV,1,0,,0,0,23,61.6,68.6,69.1,,64.5,,,0,0,5,5,0.0,0,0
Jack Campbell,101515,LB,DET,1,1,-1.0,0,0,11,57.6,56.2,79.6,47.8,62.3,81.8,0.0,0,0,23,23,4.3,1,1
Keeanu Benton,101536,DI,PIT,1,0,3.0,0,0,25,,75.5,77.2,73.3,66.4,70.1,0.0,0,0,17,17,11.8,2,3
Jaquan Brisker,101665,S,PIT,1,0,17.0,0,0,25,75.3,78.1,77.0,,65.3,66.9,33.3,1,0,31,32,0.0,0,2
Jared Verse,101912,ED,CLV,1,0,4.7,0,0,8,,57.6,0.0,60.4,64.7,28.3,25.0,1,1,20,21,5.0,1,3
Kyle Hamilton,102684,S,BLT,1,0,9.5,0,0,3,66.8,75.2,74.6,84.8,67.4,63.2,0.0,0,0,19,19,0.0,0,2
Cam Hart,102955,CB,LAC,1,0,,0,0,27,66.4,62.2,77.1,,41.9,79.8,,0,0,25,25,0.0,0,0
Branson Combs,105001,LB,JAX,1,2,,0,0,15,68.6,84.3,73.3,73.0,74.6,78.5,0.0,0,0,8,8,0.0,0,0
Jalyx Hunt,105989,ED,PHI,1,1,6.5,0,0,24,63.7,50.5,78.0,61.1,42.2,34.3,25.0,1,0,23,23,4.3,1,2
Truman Jones,106527,ED,TEN,1,0,,0,0,31,,56.3,71.4,55.9,60.0,,,0,0,0,1,,0,0
Rodney Thomas II,108389,S,SEA,1,0,12.0,0,0,29,71.8,74.9,80.2,,62.5,85.7,0.0,0,0,25,27,0.0,0,1
Michael Hoecht,108840,ED,BUF,1,0,6.0,0,0,4,44.7,42.0,76.4,54.3,53.7,37.6,0.0,0,0,9,9,0.0,0,1
Dee Alford,110542,CB,BUF,1,1,,0,0,4,52.4,51.8,75.9,60.0,54.6,79.4,0.0,0,1,9,9,0.0,0,0
Upton Stout,121906,CB,SF,1,0,0.0,0,0,28,73.6,80.4,73.8,69.4,76.4,74.8,0.0,0,0,13,13,7.7,1,1
Tyrice Knight,122025,LB,SEA,1,0,,0,0,29,60.0,63.5,69.2,,61.2,,,0,0,12,13,0.0,0,0
Myles Murphy,122154,ED,CIN,1,0,3.0,0,0,7,60.0,48.5,77.0,60.3,37.4,72.8,0.0,0,0,8,10,12.5,1,1
Trenton Simpson,122157,LB,BLT,1,0,4.7,0,0,3,44.0,48.2,73.6,66.8,54.3,40.0,25.0,1,0,19,19,10.5,2,3
Elijah Roberts,122222,DI,TB,1,0,,0,0,30,,52.1,0.0,63.0,63.8,,,0,1,7,7,0.0,0,0
Jared Ivey,122480,ED,ATL,1,1,1.0,0,0,2,,67.6,76.7,56.1,71.9,71.2,0.0,0,0,5,5,20.0,1,1
Felix Anudike-Uzomah,122582,ED,KC,1,1,,0,0,16,61.9,86.8,77.8,80.2,63.0,70.2,0.0,0,0,11,11,0.0,0,0
Yaya Diaby,122705,ED,TB,1,0,-4.0,0,0,30,60.9,56.1,79.3,51.5,62.4,68.1,0.0,0,0,14,14,7.1,1,1
Rylie Mills,122907,DI,SEA,1,0,3.0,0,0,29,,74.7,74.4,62.7,71.6,68.7,0.0,0,0,6,6,16.7,1,2
Xavier Watts,122914,S,ATL,1,1,11.5,0,0,2,52.5,55.5,78.2,,68.0,50.6,0.0,0,0,21,21,0.0,0,2
Vernon Broughton,123107,DI,NO,1,1,,0,0,20,68.5,91.7,78.2,74.2,50.7,30.8,50.0,1,0,20,23,0.0,0,0
Kitan Crawford,123111,S,ARZ,1,0,8.0,0,0,1,62.2,66.1,68.1,,61.3,75.2,0.0,0,0,3,3,0.0,0,1
Akheem Mesidor,123427,ED,LAC,1,1,4.0,0,0,27,,64.4,78.8,64.5,58.7,71.4,0.0,0,0,13,13,0.0,0,1
Will Anderson Jr.,123903,ED,HST,1,0,2.0,0,0,13,,76.1,79.7,63.8,77.4,38.7,33.3,1,0,19,19,10.5,2,2
Quandarrius Robinson,123932,ED,DEN,1,1,2.0,0,0,10,,66.7,76.7,55.6,70.4,73.3,0.0,0,0,16,17,12.5,2,2
Tim Smith,123935,DI,IND,1,0,3.5,0,0,14,,59.5,72.7,57.5,60.2,69.0,0.0,0,0,9,9,11.1,1,2
Jackson Woodard,123973,LB,MIA,1,0,,0,0,17,,60.0,65.0,,60.0,,,0,0,1,1,0.0,0,0
Romello Height,123988,ED,SF,1,0,,0,0,28,60.0,53.2,79.5,52.2,58.0,,,0,0,11,11,0.0,0,0
Jalen Carter,124019,DI,PHI,1,0,2.0,0,1,24,60.0,42.5,79.3,43.8,50.0,25.3,0.0,0,0,28,28,0.0,0,1
Nazir Stackhouse,124040,DI,TEN,1,0,,0,0,31,60.0,30.1,76.2,55.5,31.1,26.3,100.0,1,0,21,21,0.0,0,0
Dru Phillips,124075,CB,NYG,1,0,0.0,0,0,21,31.2,36.2,76.9,54.6,62.3,25.6,50.0,1,3,13,13,7.7,1,1
Cedric Johnson,124136,ED,CIN,1,0,,0,0,7,,67.6,73.9,52.5,73.5,70.5,,0,0,7,8,0.0,0,0
Tavius Robinson,124147,ED,BLT,1,1,10.0,0,0,3,37.9,53.1,78.8,62.1,59.2,73.1,0.0,0,0,14,14,0.0,0,1
Jaylon Carlies,124196,LB,IND,1,0,,0,0,14,54.4,40.3,77.1,53.9,38.3,,,0,0,20,21,0.0,0,0
Jordan Burch,124227,ED,ARZ,1,0,,0,0,1,60.5,62.5,75.6,59.8,59.5,73.6,,0,0,8,8,0.0,0,0
Tonka Hemingway,124238,DI,LV,1,1,3.0,0,0,23,60.4,60.0,76.4,63.8,52.8,37.2,33.3,1,0,6,8,16.7,1,1
Edgerrin Cooper,124311,LB,GB,1,1,0.7,0,0,12,52.8,56.2,77.1,75.5,53.7,57.4,20.0,1,0,31,31,3.2,1,3
Antonio Johnson,124326,S,JAX,1,2,,0,0,15,52.4,56.9,74.8,56.7,71.1,80.6,0.0,0,0,15,15,0.0,0,0
Gervon Dexter Sr.,124374,DI,ATL,1,1,6.0,0,0,2,60.0,72.1,76.5,67.1,66.5,69.6,0.0,0,0,14,14,0.0,0,2
Princely Umanmielen,124398,ED,CAR,1,0,5.0,0,0,5,62.7,61.4,76.0,65.4,51.8,74.2,0.0,0,0,11,12,0.0,0,1
Marques Sigle,125305,S,SF,1,2,9.3,0,0,28,72.1,80.2,78.4,,74.9,89.0,0.0,0,0,28,28,0.0,0,4
Nohl Williams,128375,CB,KC,1,0,2.0,0,0,16,64.0,60.5,77.1,83.1,30.0,29.7,0.0,0,0,14,16,7.1,1,1
Yahya Black,129460,DI,PIT,1,0,,0,0,25,,49.9,0.0,64.5,59.3,,,0,1,11,12,0.0,0,0
Lukas Van Ness,129482,ED,GB,1,0,0.0,1,0,12,61.6,53.7,0.0,67.1,52.5,36.0,0.0,0,1,21,21,4.8,1,1
Tarheeb Still,129537,CB,LAC,1,0,3.0,0,0,27,61.1,60.0,76.5,56.2,57.5,37.9,0.0,0,0,29,29,3.4,1,1
Kris Jenkins,129584,DI,CIN,1,0,,0,0,7,,63.7,72.3,66.6,58.1,66.8,,0,0,4,4,0.0,0,0
Braiden McGregor,129586,ED,NYJ,1,2,1.0,0,0,22,60.0,75.1,75.3,58.2,77.2,73.3,0.0,0,0,5,5,20.0,1,1
Danny Striggow,129668,ED,JAX,1,1,,0,0,15,44.7,50.3,77.4,63.3,55.0,72.0,50.0,1,0,13,13,0.0,0,0
TeRah Edwards,129723,DI,CAR,1,0,5.5,0,0,5,,53.9,75.5,54.2,56.3,68.9,0.0,0,0,13,14,0.0,0,2
Ji'Ayir Brown,129767,S,SF,1,1,4.0,0,0,28,61.0,61.9,77.2,,61.0,40.1,33.3,1,0,24,24,4.2,1,1
Max Melton,129889,CB,ARZ,1,0,,0,0,1,85.0,68.9,74.4,,29.3,25.9,100.0,2,1,9,9,0.0,0,0
Nick Herbig,129920,ED,PIT,1,1,,0,0,25,65.1,68.0,75.4,72.2,58.7,26.6,66.7,2,0,23,24,0.0,0,0
James Thompson Jr.,129930,DI,SF,1,1,8.0,0,0,28,,29.1,75.3,52.1,29.4,68.7,0.0,0,0,11,11,0.0,0,1
Jordan Turner,129932,LB,DEN,1,0,1.0,0,0,10,,91.5,66.1,,75.5,73.2,0.0,0,0,2,2,50.0,1,1
Shaun Dolac,130406,LB,LA,1,2,5.0,0,0,26,65.4,60.7,69.5,,56.8,44.8,16.7,1,0,12,12,8.3,1,3
Adin Huntington,130493,DI,CLV,1,2,,0,0,8,,34.0,75.9,60.4,32.4,23.0,33.3,1,0,19,19,0.0,0,0
CJ West,130507,DI,SF,1,0,7.5,0,0,28,,33.2,75.1,70.2,29.9,68.4,0.0,0,0,15,15,0.0,0,2
Quinyon Mitchell,130628,CB,PHI,1,0,,0,0,24,70.6,71.0,78.4,,66.0,75.4,,0,0,29,29,0.0,0,0
Byron Murphy II,131252,DI,SEA,1,0,-4.0,0,0,29,60.0,55.0,77.7,55.1,55.9,69.8,0.0,0,0,19,21,5.3,1,1
Treydan Stukes,131596,CB,LV,1,0,7.0,0,0,23,58.1,59.9,75.3,,64.4,53.0,0.0,0,0,13,15,0.0,0,1
Christian Gonzalez,131679,CB,NE,1,0,12.0,0,0,19,86.2,87.3,77.8,78.1,66.3,75.2,0.0,0,0,21,22,0.0,0,1
Tuli Tuipulotu,131840,ED,LAC,1,0,1.7,0,0,27,42.5,51.3,78.6,65.8,50.8,28.1,25.0,1,0,23,23,13.0,3,3
Chau Smith-Wade,131956,CB,CAR,1,1,,0,0,5,62.4,49.0,71.7,,43.6,29.0,50.0,1,0,12,14,0.0,0,0
Jaylen Watson,131960,CB,LA,1,1,,0,0,26,63.4,64.9,77.7,58.7,68.1,78.0,0.0,0,0,28,28,0.0,0,0
Keyon Martin,138344,CB,BLT,1,0,,0,0,3,58.6,58.3,74.3,57.3,60.0,73.2,,0,0,1,1,0.0,0,0
Myles Harden,141857,CB,CLV,1,0,,0,0,8,42.2,37.7,73.6,,39.3,29.0,,0,0,8,9,0.0,0,0
Malik Mustapha,142358,S,SF,1,0,,0,0,28,64.7,67.1,66.8,,60.0,78.2,,0,0,4,4,0.0,0,0
Elijah Ponder,142819,ED,NE,1,0,13.0,0,0,19,60.0,51.9,77.3,59.0,46.9,70.5,0.0,0,0,17,18,0.0,0,1
Donovan Ezeiruaku,143824,ED,DAL,1,1,2.8,0,0,9,92.5,86.5,0.0,64.9,74.5,77.4,0.0,0,1,18,19,16.7,3,6
Aaron Hall,143855,DI,CAR,1,2,,0,0,5,,65.0,76.5,51.9,69.4,69.2,0.0,0,0,16,17,0.0,0,0
Joshua Farmer,143880,DI,NE,1,0,,0,0,19,,59.2,72.4,55.2,61.7,,,0,0,4,4,0.0,0,0
