player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Benjamin Morrison,156968,CB,TB,1,0,8.7,83.3,100.0,4.8,4.0,0,0,0,0.0,30,78.6,78.5,77.3,,66.9,50.5,0,29,20.0,1,0,0,90.3,5,25,25,3,4,6,0,34,28,1.4,6.8
Jihaad Campbell,157013,LB,PHI,1,0,14.7,66.7,82.1,15.0,10.0,0,0,0,0.0,24,49.4,61.5,77.8,68.0,69.6,68.7,0,33,0.0,0,0,0,109.7,2,32,39,3,3,3,0,48,7,1.6,24.0
Malaki Starks,157069,S,BLT,1,1,1.0,100.0,94.3,10.7,10.7,0,0,0,0.0,3,40.7,49.1,82.4,91.1,63.7,60.8,0,25,0.0,0,0,1,118.8,3,33,35,1,0,3,0,41,38,1.3,13.7
Harold Perkins Jr.,157120,LB,ATL,1,0,0.0,100.0,73.9,16.0,16.0,0,0,0,0.0,2,75.1,71.3,73.1,49.5,60.0,73.2,0,2,0.0,0,0,0,79.2,1,17,23,1,1,1,0,2,2,0.1,2.0
Davison Igbinosun,157129,CB,BUF,1,1,8.0,66.7,100.0,3.5,2.3,0,0,1,33.3,4,40.0,41.2,70.5,,60.0,75.1,0,21,0.0,0,1,1,99.3,2,8,8,0,1,3,0,30,10,4.3,15.0
David Bailey,157272,ED,NYJ,1,0,,,3.4,,,0,0,0,,22,61.2,51.1,0.0,55.5,63.5,75.8,0,,0.0,0,0,1,0.0,0,1,29,1,1,0,0,0,0,0.0,
Mansoor Delane,157650,CB,KC,1,0,17.0,0.0,50.0,,1.0,0,0,0,0.0,16,60.0,97.3,68.1,58.5,60.0,,1,,,0,0,0,0.0,0,1,2,0,0,1,0,0,0,0.0,
Jacob Parrish,157777,CB,TB,1,0,20.3,33.3,100.0,13.0,4.3,0,0,1,33.3,30,56.2,58.5,74.2,,64.0,75.4,0,12,0.0,0,1,0,46.5,1,13,13,0,1,3,0,12,9,0.9,12.0
R Mason Thomas,158080,ED,KC,1,0,,,17.4,,,0,0,0,,16,61.6,59.9,78.4,62.7,51.9,71.4,0,,0.0,0,0,0,0.0,0,4,23,2,1,0,0,0,0,0.0,
Will Johnson,158536,CB,ARZ,1,1,14.5,75.0,100.0,11.7,8.8,0,0,0,0.0,1,52.3,57.6,76.8,60.0,70.5,78.1,0,23,0.0,0,0,0,110.4,3,38,38,2,3,4,0,44,5,1.3,14.7
Derrick Moore,158543,ED,DET,1,0,1.0,100.0,21.4,3.0,3.0,0,0,0,0.0,11,61.2,53.3,76.1,51.1,59.2,,0,5,,0,0,0,87.5,1,3,14,0,0,1,0,5,4,1.7,5.0
Tacario Davis,158719,CB,CIN,1,0,,,100.0,,,0,0,0,,7,33.9,30.2,66.4,,60.0,,0,,,0,0,1,0.0,0,3,3,0,0,0,0,0,0,0.0,
Chris Johnson,158794,CB,MIA,1,0,10.5,54.5,100.0,5.2,2.8,0,0,2,18.2,17,35.2,47.6,75.3,,76.9,63.3,0,15,20.0,1,2,0,111.0,6,32,32,0,4,11,2,63,32,2.0,10.5
Travis Hunter,160766,WR,JAX,1,0,4.0,100.0,100.0,19.0,19.0,0,0,0,0.0,15,69.1,69.1,75.7,,60.4,72.5,0,4,0.0,0,0,0,83.3,1,21,21,1,1,1,0,4,0,0.2,4.0
Jaden Dugger,162137,LB,SF,1,1,-1.0,100.0,100.0,12.0,12.0,0,0,0,0.0,28,49.9,60.3,73.3,,68.8,78.1,0,13,0.0,0,0,0,118.8,1,14,14,0,0,1,0,13,14,1.1,13.0
Kamari Ramsey,162465,S,HST,1,0,,,100.0,,,0,0,0,,13,60.0,60.7,66.7,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Shavon Revel,162653,CB,DAL,1,0,19.5,50.0,100.0,9.0,4.5,0,0,0,0.0,9,64.1,50.9,73.1,,37.0,72.8,0,19,0.0,0,0,0,83.3,1,9,9,0,1,2,0,19,5,2.1,19.0
Sonny Styles,162876,LB,WAS,1,1,9.7,66.7,75.0,11.5,7.7,0,0,0,0.0,32,52.8,48.6,76.2,71.4,41.9,29.2,0,43,0.0,0,0,0,149.3,2,24,32,2,1,3,1,55,30,2.4,27.5
Emmanuel McNeil-Warren,163155,S,CLV,1,0,,,100.0,,,0,0,0,,8,62.4,69.2,68.9,,67.4,79.2,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Bryce Boettcher,163288,LB,IND,1,0,12.0,100.0,66.7,6.0,6.0,0,0,0,0.0,14,50.9,50.5,73.7,57.6,56.5,30.1,0,17,0.0,0,0,0,118.8,1,6,9,1,1,1,0,17,5,2.8,17.0
A.J. Haulcy,163349,S,IND,1,2,6.3,66.7,96.9,14.0,9.3,0,0,0,0.0,14,35.6,32.4,75.3,58.8,51.5,84.0,0,54,0.0,0,0,0,149.3,2,31,32,0,1,3,1,64,50,2.3,32.0
Keionte Scott,163644,CB,TB,1,0,6.3,100.0,87.9,9.3,9.3,0,0,0,0.0,30,69.8,70.4,75.3,53.0,73.7,52.9,0,18,20.0,1,0,0,115.3,3,29,33,1,4,3,0,35,16,1.3,11.7
Dani Dennis-Sutton,164163,ED,GB,1,0,,,9.1,,,0,0,0,,12,60.0,50.4,76.4,51.0,54.5,70.5,0,,,0,0,0,0.0,0,1,11,0,0,0,0,0,0,0.0,
Kevin Winston Jr.,164192,S,TEN,1,0,12.5,100.0,92.9,12.0,12.0,0,0,0,0.0,31,48.4,45.1,79.1,56.2,51.9,86.6,0,31,0.0,0,0,0,118.8,2,26,28,0,2,2,0,37,12,1.5,18.5
Trevor Nowaske,169859,ED,DET,1,0,,,85.7,,,0,0,0,,11,64.6,42.7,72.5,57.2,60.0,,0,,,0,0,0,0.0,0,6,7,0,0,0,0,0,0,0.0,
Avieon Terrell,170031,CB,ATL,1,0,6.0,50.0,100.0,20.0,10.0,0,0,0,0.0,2,68.1,68.0,73.8,,60.0,73.0,0,4,0.0,0,0,0,56.3,1,22,22,1,1,2,0,4,10,0.2,4.0
Rueben Bain Jr.,170082,ED,TB,1,0,,,11.1,,,0,0,0,,30,61.9,40.1,78.6,47.6,41.7,28.1,0,,,0,0,0,0.0,0,3,27,0,0,0,0,0,0,0.0,
Arvell Reese,170264,LB,NYG,1,0,-1.0,100.0,87.8,10.7,10.7,0,0,0,0.0,21,47.1,54.3,78.4,67.4,66.0,55.0,0,17,25.0,1,0,0,134.0,3,36,41,1,3,3,1,20,23,0.6,6.7
Brandon Cisse,170368,CB,GB,1,0,29.0,50.0,96.4,26.0,13.0,0,0,0,0.0,12,53.2,55.2,76.8,60.0,52.7,33.1,0,39,0.0,0,0,0,135.4,1,27,28,1,1,2,1,39,0,1.5,39.0
Skyler Gill-Howard,171308,DI,DET,1,0,,,13.9,,,0,0,0,,11,61.2,71.6,77.4,59.3,76.8,69.1,0,,0.0,0,0,0,0.0,0,5,36,1,1,0,0,0,0,0.0,
Genesis Smith,171868,S,LAC,1,0,3.0,50.0,100.0,19.0,9.5,0,0,0,0.0,27,71.4,77.5,75.7,,67.1,82.1,0,5,0.0,0,0,0,56.3,1,20,20,1,1,2,0,5,1,0.3,5.0
Keith Abney II,171875,CB,DET,1,0,-5.0,100.0,81.0,7.5,7.5,0,0,0,0.0,11,75.1,63.2,0.0,50.1,62.0,74.6,0,3,0.0,0,0,1,79.2,2,17,21,1,1,2,0,1,11,0.1,0.5
Caleb Downs,172375,S,DAL,1,0,3.0,100.0,93.5,29.0,29.0,0,0,0,0.0,9,59.4,68.9,75.1,81.1,72.9,58.5,0,5,0.0,0,0,0,87.5,1,29,31,1,3,1,0,5,2,0.2,5.0
Colton Hood,172450,CB,NYG,1,0,18.0,50.0,100.0,6.0,3.0,0,0,1,50.0,21,61.1,61.2,70.5,,,23.2,0,17,100.0,1,0,0,79.2,1,6,6,0,0,2,0,17,10,2.8,17.0
Will Lee III,173110,CB,CAR,1,0,19.0,66.7,100.0,4.5,3.0,0,0,2,33.3,5,56.9,44.9,75.7,,28.0,26.5,0,47,20.0,1,1,0,109.7,4,19,19,1,4,6,0,90,17,5.0,22.5
Anthony Hill Jr.,173158,LB,TEN,1,2,2.2,50.0,92.9,8.0,4.0,0,0,2,33.3,31,78.9,78.7,77.7,67.9,64.1,74.3,0,8,20.0,1,2,0,59.7,3,26,28,1,2,6,0,23,17,1.0,7.7
Malik Muhammad,173165,CB,CHI,1,0,8.1,55.6,100.0,7.4,4.1,0,0,1,11.1,6,69.4,65.0,75.1,,47.2,25.3,1,18,50.0,2,1,0,39.8,5,39,39,0,2,9,0,67,48,1.8,13.4
Josiah Trotter,173191,LB,TB,1,2,4.2,66.7,75.8,6.3,4.2,0,0,0,0.0,30,85.6,72.8,77.1,62.3,46.8,61.0,1,25,25.0,1,0,0,60.4,4,25,33,1,1,6,0,61,35,2.4,15.3
Dillon Thieneman,174971,S,CHI,1,1,7.7,66.7,95.7,20.5,13.7,0,0,1,33.3,6,59.9,60.2,77.5,55.6,61.4,62.4,0,11,0.0,0,0,0,88.2,2,44,46,1,3,3,0,22,9,0.5,11.0
