player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,1,15,0,26,10.5,1,66.7,75.0,3,4,0.0,0,-0.04,3,0,72.1,81.0,0,15,20.0,3,15,33.3,4,80.0,12,83.3,6,50.0,0,37,12,3.0,9.3,3.08,0,6.8,0,83.3,100.0,1,1,0.0,0,-0.5,3,0,73.4,79.2,0,20,0.0,0,13,41.7,5,92.3,12,104.9,6,50.0,0,55,23,4.6,11.0,4.58
Christian McCaffrey,11763,HB,SF,1,14,0,28,0.3,0,66.7,50.0,1,2,0.0,0,-0.13,0,0,68.3,62.3,0,5,11.1,1,9,37.5,2,88.9,8,70.1,3,37.5,0,7,5,2.5,3.5,0.88,0,4.1,2,66.7,,0,0,25.0,2,0.09,1,0,29.7,60.8,0,17,7.7,2,26,61.5,6,92.3,24,83.6,9,37.5,0,56,39,6.5,9.3,2.33
Jake Ferguson,61081,TE,DAL,1,14,0,9,9.3,0,100.0,100.0,1,1,0.0,0,-0.25,2,0,70.5,81.7,0,12,27.3,3,11,45.5,3,72.7,8,108.3,3,37.5,0,30,2,0.7,10.0,3.75,0,0.5,2,100.0,,0,0,0.0,0,-0.32,0,0,76.5,66.8,0,9,0.0,0,15,46.7,8,100.0,15,89.6,8,53.3,0,44,40,5.0,5.5,2.93
Chris Olave,84355,WR,NO,1,13,0,20,7.5,0,50.0,0.0,0,1,0.0,0,-0.45,0,0,64.7,56.7,0,5,0.0,0,5,20.0,1,100.0,5,56.3,2,40.0,0,5,0,0.0,5.0,1.0,0,4.7,2,88.9,100.0,1,1,0.0,0,0.07,4,0,76.5,79.3,0,9,0.0,0,27,57.7,8,96.3,26,89.8,9,34.6,0,50,24,3.0,6.3,1.92
Garrett Wilson,97405,WR,NYJ,1,12,0,22,9.3,1,75.0,100.0,1,1,0.0,0,0.27,3,0,70.5,84.6,0,11,0.0,0,10,50.0,3,100.0,10,131.3,4,40.0,1,26,7,2.3,8.7,2.6,0,5.4,0,87.5,100.0,1,1,0.0,0,-0.23,1,0,75.6,65.8,1,17,0.0,0,34,58.1,7,91.2,31,57.3,8,25.8,0,58,26,3.7,8.3,1.87
Ricky Pearsall,100660,WR,SF,1,11,0,28,20.0,0,100.0,100.0,1,1,0.0,0,-0.22,2,0,68.3,84.0,0,34,0.0,0,10,33.3,2,90.0,9,118.8,2,22.2,0,44,4,2.0,22.0,4.89,0,13.6,0,75.0,100.0,1,1,0.0,0,0.08,4,0,74.6,68.7,0,20,0.0,0,29,60.7,6,96.6,28,102.6,8,28.6,0,73,5,0.8,12.2,2.61
Nico Collins,61441,WR,HST,1,11,0,13,8.0,0,100.0,,0,0,0.0,0,0.17,1,0,64.7,69.2,0,17,0.0,0,7,50.0,1,85.7,6,118.8,1,16.7,0,17,9,9.0,17.0,2.83,0,14.5,0,62.5,50.0,1,2,0.0,0,-0.17,1,1,73.4,59.8,0,50,0.0,0,24,43.5,5,95.8,23,130.2,8,34.8,1,70,25,5.0,14.0,3.04
Keenan Allen,7857,WR,LAC,1,10,0,27,5.3,0,75.0,100.0,1,1,0.0,0,0.01,1,0,36.2,62.5,0,9,0.0,0,16,40.0,3,93.8,15,85.4,4,26.7,0,20,3,1.0,6.7,1.33,0,13.8,0,80.0,100.0,3,3,0.0,0,0.27,3,0,72.1,75.0,0,20,0.0,0,28,52.0,4,89.3,25,143.8,5,20.0,1,45,3,0.8,11.3,1.8
A.J. Brown,48327,WR,PHI,1,10,0,24,9.3,2,66.7,100.0,1,1,0.0,0,0.25,2,0,68.3,80.0,0,25,0.0,0,12,30.0,2,83.3,10,144.4,3,30.0,1,34,14,7.0,17.0,3.4,0,13.6,1,57.1,50.0,2,4,0.0,0,-0.24,2,0,72.1,79.6,0,38,0.0,0,26,36.0,4,96.2,25,94.3,7,28.0,0,75,21,5.3,18.8,3.0
DeVonta Smith,61100,WR,PHI,1,10,0,24,6.8,0,60.0,0.0,0,1,0.0,0,0.25,0,0,70.5,57.8,0,11,0.0,0,11,30.0,3,90.9,10,70.4,5,50.0,0,22,6,2.0,7.3,2.2,0,8.8,2,100.0,,0,0,0.0,0,-0.21,2,0,72.1,61.8,0,16,0.0,0,27,38.5,4,96.3,26,102.1,4,15.4,0,34,-1,-0.3,8.5,1.31
