player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Michael Wilson,84423,WR,ARZ,1,18,0,1,21.7,0,100.0,100.0,2,2,0.0,0,1.18,3,0,70.5,93.7,0,34,0.0,0,6,80.0,3,83.3,5,118.8,3,60.0,0,77,12,4.0,25.7,15.4,0,11.1,0,80.0,75.0,3,4,0.0,0,0.34,6,0,79.4,70.1,0,25,0.0,0,40,56.4,12,97.5,39,96.7,15,38.5,0,108,27,2.3,9.0,2.77
Travis Kelce,7844,TE,KC,1,13,0,16,5.3,1,50.0,0.0,0,2,33.3,1,0.13,2,0,29.9,72.3,0,21,8.3,1,12,27.3,2,83.3,10,115.6,4,40.0,1,31,27,13.5,15.5,3.1,0,6.0,0,71.4,0.0,0,1,0.0,0,0.12,3,0,73.4,79.5,0,17,0.0,0,27,56.5,5,85.2,23,93.2,7,30.4,0,53,29,5.8,10.6,2.3
Jaxon Smith-Njigba,129758,WR,SEA,1,12,0,29,8.0,0,100.0,,0,0,0.0,0,-0.76,2,0,68.3,65.4,0,12,0.0,0,11,55.6,2,81.8,9,110.4,2,22.2,0,21,5,2.5,10.5,2.33,0,11.3,1,62.5,0.0,0,1,0.0,0,0.02,4,0,73.4,87.5,1,28,0.0,0,27,61.5,5,96.3,26,52.1,8,30.8,0,72,25,5.0,14.4,2.77
A.J. Brown,48327,WR,PHI,1,12,0,24,10.0,0,50.0,100.0,1,1,0.0,0,-0.99,0,0,64.7,56.0,0,6,0.0,0,9,12.5,1,88.9,8,56.3,2,25.0,0,6,1,1.0,6.0,0.75,0,13.3,0,62.5,66.7,2,3,0.0,0,-0.09,2,0,74.6,74.2,0,12,0.0,0,23,33.3,5,91.3,21,75.5,8,38.1,0,41,7,1.4,8.2,1.95
Brock Bowers,146715,TE,LV,1,12,0,23,7.3,0,66.7,50.0,1,2,0.0,0,-0.65,1,0,68.3,73.5,0,18,0.0,0,4,25.0,2,100.0,4,88.2,3,75.0,0,22,5,2.5,11.0,5.5,0,10.1,1,55.6,0.0,0,1,16.7,1,-0.14,2,0,45.8,55.1,1,17,0.0,0,44,47.6,5,95.5,42,31.9,9,21.4,0,50,5,1.0,10.0,1.19
Stefon Diggs,9579,WR,NE,1,11,0,19,5.0,0,50.0,0.0,0,1,0.0,0,0.39,1,0,64.7,67.8,0,5,0.0,0,7,50.0,1,85.7,6,56.3,2,33.3,0,5,1,1.0,5.0,0.83,0,10.2,0,88.9,,0,0,11.1,1,0.3,5,0,54.5,76.0,0,22,0.0,0,26,56.0,8,96.2,25,113.0,9,36.0,0,100,32,4.0,12.5,4.0
George Pickens,99229,WR,DAL,1,11,0,9,7.0,2,100.0,,0,0,0.0,0,0.35,3,0,70.5,94.7,0,37,0.0,0,8,57.1,3,87.5,7,158.3,3,42.9,1,69,48,16.0,23.0,9.86,0,16.6,1,71.4,33.3,1,3,0.0,0,0.16,4,0,73.4,80.5,0,19,0.0,0,18,61.1,5,100.0,18,96.1,7,38.9,0,58,13,2.6,11.6,3.22
Trey McBride,75916,TE,ARZ,1,11,0,1,,0,,,0,0,,0,1.18,0,0,,54.0,0,0,0.0,0,6,80.0,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,6.0,1,90.0,100.0,2,2,0.0,0,0.04,4,0,77.3,83.3,0,28,0.0,0,42,53.7,9,97.6,41,110.4,10,24.4,0,105,46,5.1,11.7,2.56
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,10.3,0,25.0,,0,0,0.0,0,-0.89,0,0,64.7,68.0,0,8,0.0,0,7,28.6,1,100.0,7,39.6,4,57.1,0,8,2,2.0,8.0,1.14,0,10.5,0,25.0,0.0,0,1,0.0,0,-0.39,1,0,64.7,66.1,0,34,0.0,0,19,31.6,1,100.0,19,62.5,4,21.1,0,34,15,15.0,34.0,1.79
Tetairoa McMillan,158735,WR,CAR,1,10,0,5,,0,,,0,0,,0,-0.22,0,0,,53.5,0,0,0.0,0,7,33.3,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,0,9.3,2,85.7,0.0,0,1,0.0,0,0.37,5,0,74.6,75.2,0,39,0.0,0,39,57.9,6,97.4,38,118.8,7,18.4,0,111,51,8.5,18.5,2.92
