player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Omar Speights,97723,LB,LA,7,13,6.5,4.3,26,0,70.1,2,3,0,9,1,0.69
Matt Milano,11918,LB,BUF,4,13,6.5,6.5,4,0,100.0,2,2,0,16,19,1.23
Edgerrin Cooper,124311,LB,GB,14,39,6.5,3.9,12,1,32.1,6,10,0,47,61,1.21
Pete Werner,58093,LB,NO,12,39,6.5,6.5,20,0,90.3,6,6,0,34,24,0.87
Kyle Dugger,90621,S,NE,12,51,6.4,4.3,19,0,75.3,8,12,0,51,45,1.0
Justin Strnad,42659,LB,DEN,12,32,6.4,5.3,10,0,102.8,5,6,0,52,28,1.63
Mike Sainristil,97180,CB,WAS,19,89,6.4,5.6,32,0,134.1,14,16,2,107,81,1.2
Stephon Gilmore,7016,CB,MIN,13,38,6.3,3.2,18,0,110.4,6,12,1,112,37,2.95
Anthony Walker Jr.,11916,LB,MIA,9,25,6.3,5.0,17,1,60.4,4,5,0,40,27,1.6
Robert Spillane,50918,LB,LV,12,25,6.3,5.0,23,0,85.0,4,5,0,22,11,0.88
Jonathan Owens,66930,S,CHI,9,19,6.3,6.3,6,0,128.5,3,3,2,16,25,0.84
Jack Sanborn,82566,LB,CHI,11,19,6.3,4.8,6,0,96.9,3,4,0,31,24,1.63
Alontae Taylor,83469,CB,NO,17,221,6.3,4.8,20,0,112.7,35,46,2,361,196,1.63
Kei'Trel Clark,104163,CB,ARZ,3,25,6.3,5.0,1,0,142.1,4,5,1,43,27,1.72
Carlton Davis III,49335,CB,DET,13,37,6.2,6.2,11,0,154.2,6,6,1,69,23,1.86
Michael Carter II,60644,CB,NYJ,12,161,6.2,4.2,22,0,82.7,26,38,0,215,110,1.34
Kevin King,11788,CB,ATL,11,31,6.2,6.2,2,0,118.8,5,5,0,68,31,2.19
Darnay Holmes,56247,CB,LV,9,162,6.2,4.8,23,0,90.2,26,34,0,199,112,1.23
Byron Murphy Jr.,44027,CB,MIN,18,267,6.2,4.5,18,3,84.5,43,60,2,467,218,1.75
Brandon Stephens,45644,CB,BLT,16,62,6.2,4.8,3,0,129.0,10,13,1,116,53,1.87
Troy Dye,28251,LB,LAC,10,18,6.0,6.0,27,0,118.8,3,3,0,43,14,2.39
Dee Alford,110542,CB,ATL,16,416,6.0,4.5,2,0,119.5,69,92,7,652,257,1.57
Cam Hart,102955,CB,LAC,7,12,6.0,4.0,27,0,78.5,2,3,0,15,1,1.25
Nate Wiggins,144143,CB,BLT,13,18,6.0,6.0,3,0,106.9,3,3,0,29,18,1.61
Nick Cross,97514,S,IND,17,119,6.0,4.3,14,1,115.8,20,28,4,198,95,1.66
D'Anthony Bell,111578,S,CLV,2,6,6.0,6.0,8,0,91.7,1,1,0,6,2,1.0
Kyu Blu Kelly,100375,CB,LV,1,6,6.0,3.0,23,0,58.3,1,2,0,7,9,1.17
Troy Reeder,38268,LB,LA,5,12,6.0,3.0,26,0,60.4,2,4,0,16,3,1.33
Tomon Fox,42486,ED,NYG,3,6,6.0,6.0,21,0,118.8,1,1,0,13,19,2.17
Nehemiah Pritchett,98875,CB,SEA,3,6,6.0,6.0,29,0,127.1,1,1,1,5,0,0.83
Troy Pride Jr.,42883,CB,DAL,1,6,6.0,6.0,9,0,118.8,1,1,0,14,12,2.33
Ezekiel Turner,49167,LB,DET,5,12,6.0,6.0,11,0,118.8,2,2,0,41,28,3.42
Jordan Fuller,45326,S,CAR,9,36,6.0,6.0,5,0,158.3,6,6,2,81,43,2.25
C.J. Gardner-Johnson,49371,S,PHI,19,72,6.0,3.8,24,1,94.5,12,19,5,101,33,1.4
DeShon Elliott,28854,S,PIT,16,153,5.9,4.1,25,0,99.7,26,37,1,267,112,1.75
De'Vondre Campbell,10749,LB,SF,13,65,5.9,5.4,28,0,88.9,11,12,0,64,31,0.98
Justin Reid,49048,S,KC,19,130,5.9,5.0,16,0,150.2,22,26,3,281,112,2.16
Devin Lloyd,58238,LB,JAX,14,46,5.8,3.5,15,0,81.3,8,13,0,87,81,1.89
Micah McFadden,81246,LB,NYG,13,29,5.8,4.8,21,0,81.9,5,6,0,22,25,0.76
Oren Burks,50203,LB,PHI,9,29,5.8,5.8,24,0,90.0,5,5,0,28,22,0.97
Christian Roland-Wallace,97374,CB,KC,9,99,5.8,5.2,16,1,104.4,17,19,1,192,86,1.94
Renardo Green,99773,CB,SF,11,23,5.8,4.6,28,0,96.7,4,5,0,36,30,1.57
Trenton Simpson,122157,LB,BLT,14,35,5.8,4.4,3,0,101.6,6,8,0,71,32,2.03
Ugo Amadi,49352,CB,NO,11,266,5.7,4.2,20,0,112.8,47,63,3,494,198,1.86
Nick Scott,49012,S,CAR,6,34,5.7,4.3,5,0,129.7,6,8,1,49,16,1.44
Isaiah McDuffie,57754,LB,GB,16,68,5.7,4.9,12,0,129.8,12,14,1,132,86,1.94
Juan Thornhill,50426,S,CLV,8,17,5.7,5.7,8,0,105.6,3,3,0,28,19,1.65
Jaquan Brisker,101665,S,CHI,4,17,5.7,5.7,6,1,79.2,3,3,0,60,8,3.53
Jalen Reeves-Maybin,11879,LB,DET,9,28,5.6,5.6,11,0,95.8,5,5,0,35,12,1.25
Nick McCloud,49535,CB,SF,6,62,5.6,5.6,28,0,155.5,11,11,2,130,95,2.1
Drue Tranquill,51276,LB,KC,18,50,5.6,4.5,16,0,89.4,9,11,0,60,19,1.2
Christian Izien,83360,S,TB,12,131,5.5,4.7,30,0,100.7,24,28,0,229,162,1.75
Quincy Williams,49779,LB,NYJ,17,71,5.5,4.4,22,0,115.4,13,16,1,107,81,1.51
Quandre Diggs,9633,S,TEN,6,11,5.5,2.8,31,0,56.3,2,4,0,5,6,0.45
Payton Wilson,77127,LB,PIT,12,22,5.5,5.5,25,0,104.2,4,4,0,36,21,1.64
Willie Gay,57987,LB,NO,7,11,5.5,3.7,20,0,82.6,2,3,0,18,29,1.64
Christian Braswell,56207,CB,JAX,2,22,5.5,5.5,15,0,93.8,4,4,0,26,38,1.18
Christian Rozeboom,49862,LB,LA,17,55,5.5,4.2,26,0,116.8,10,13,1,78,40,1.42
P.J. Locke,51189,S,DEN,16,70,5.4,5.0,10,0,116.1,13,14,1,86,24,1.23
Cam Lewis,49395,S,BUF,19,177,5.4,4.8,4,0,107.4,33,37,1,282,152,1.59
Tremaine Edmunds,50905,LB,CHI,15,49,5.4,4.1,6,0,95.8,9,12,0,90,67,1.84
Jordan Hicks,9517,LB,CLV,7,21,5.3,4.2,8,0,101.7,4,5,0,42,39,2.0
Jake Hansen,43645,LB,HST,6,16,5.3,5.3,13,0,102.8,3,3,0,26,18,1.63
Daryl Worley,10711,S,TEN,7,21,5.3,4.2,31,0,90.0,4,5,0,28,23,1.33
Junior Colson,124827,LB,LAC,7,16,5.3,3.2,27,0,67.9,3,5,0,19,9,1.19
Benjamin St-Juste,56061,CB,WAS,10,21,5.3,3.5,32,0,111.8,4,6,1,21,3,1.0
James Pierre,60649,CB,PIT,5,16,5.3,5.3,25,0,129.9,3,3,2,17,1,1.06
Demani Richardson,98852,S,CAR,7,46,5.1,3.5,5,0,97.3,9,13,0,117,56,2.54
Jordyn Brooks,50851,LB,MIA,17,91,5.1,3.4,17,0,89.1,18,27,0,204,120,2.24
Tre Brown,55677,CB,SEA,4,5,5.0,5.0,29,0,118.8,1,1,0,20,25,4.0
SirVocea Dennis,99767,LB,TB,4,5,5.0,5.0,30,0,100.0,1,1,0,8,13,1.6
Trevon Diggs,41817,CB,DAL,11,25,5.0,3.6,9,0,153.3,5,7,3,102,29,4.08
Chazz Surratt,40313,LB,NYJ,4,5,5.0,5.0,22,0,87.5,1,1,0,5,0,1.0
Josh Jobe,83122,CB,SEA,6,10,5.0,5.0,29,0,118.8,2,2,0,26,13,2.6
Otis Reese IV,83219,LB,TEN,1,5,5.0,5.0,31,0,118.8,1,1,0,15,13,3.0
Mike Ford,50535,CB,CLV,3,5,5.0,5.0,8,0,118.8,1,1,0,16,1,3.2
Terell Smith,83302,CB,CHI,4,5,5.0,5.0,6,0,87.5,1,1,0,5,2,1.0
Josh Sweat,50120,ED,PHI,3,5,5.0,5.0,24,0,118.8,1,1,0,13,7,2.6
Byron Young,146932,ED,LA,13,30,5.0,3.0,26,0,64.6,6,10,0,30,23,1.0
Quay Walker,82547,LB,GB,11,50,5.0,3.8,12,0,96.0,10,13,0,93,56,1.86
Deon Bush,10758,S,KC,1,5,5.0,5.0,16,0,100.0,1,1,0,8,4,1.6
Reddy Steward,97289,CB,CHI,1,10,5.0,3.3,6,0,109.7,2,3,0,39,18,3.9
John Johnson III,11847,S,LA,2,10,5.0,5.0,26,0,112.5,2,2,0,22,5,2.2
Jaylon Carlies,124196,LB,IND,6,15,5.0,5.0,14,0,80.6,3,3,0,10,7,0.67
Samuel Womack III,65771,CB,IND,5,5,5.0,1.7,14,0,42.4,1,3,0,6,1,1.2
JD Bertrand,102787,LB,ATL,5,5,5.0,5.0,2,0,95.8,1,1,0,7,2,1.4
Alex Highsmith,43507,ED,PIT,5,5,5.0,5.0,25,0,104.2,1,1,0,9,6,1.8
Jonathon Cooper,43021,ED,DEN,4,5,5.0,5.0,10,0,79.2,1,1,0,0,5,0.0
T.J. Edwards,30737,LB,CHI,15,45,5.0,4.1,6,0,102.3,9,11,0,94,53,2.09
Richie Grant,43196,S,ATL,8,34,4.9,4.3,2,0,125.5,7,8,1,37,52,1.09
Tyrice Knight,122025,LB,SEA,11,34,4.9,3.1,29,0,78.2,7,11,0,61,46,1.79
DJ Turner II,101376,CB,CIN,8,19,4.8,3.8,7,0,101.7,4,5,0,42,16,2.21
Bobby Okereke,50954,LB,NYG,12,43,4.8,4.3,21,0,123.3,9,10,1,56,44,1.3
Eric Wilson,38587,LB,GB,16,57,4.8,4.1,12,1,77.1,12,14,0,135,65,2.37
Antonio Hamilton Sr.,11353,CB,ATL,1,19,4.8,4.8,2,0,147.9,4,4,3,40,16,2.11
Marte Mapu,56159,S,NE,9,41,4.6,3.7,19,0,95.1,9,11,0,75,58,1.83
Akeem Davis-Gaither,34788,LB,CIN,15,32,4.6,4.0,7,0,107.8,7,8,0,79,43,2.47
Riley Moss,83259,CB,DEN,10,18,4.5,3.0,10,0,84.0,4,6,0,38,9,2.11
Kamari Lassiter,146727,CB,HST,7,36,4.5,2.6,13,0,90.8,8,14,1,58,42,1.61
Jarvis Brownlee Jr.,99734,CB,TEN,8,67,4.5,3.5,31,0,120.2,15,19,2,84,69,1.25
Chris Board,29456,LB,BLT,3,9,4.5,4.5,3,0,112.5,2,2,0,22,15,2.44
Michael Hoecht,108840,ED,LA,14,27,4.5,3.9,26,0,107.1,6,7,0,68,60,2.52
Claudin Cherelus,52094,LB,CAR,4,9,4.5,4.5,5,0,100.0,2,2,0,16,9,1.78
Ben Niemann,51099,LB,DET,5,9,4.5,4.5,11,0,81.3,2,2,0,7,8,0.78
Tre'Davious White,11782,CB,BLT,6,9,4.5,3.0,3,0,109.7,2,3,0,44,17,4.89
Charles Snowden,62775,ED,LV,9,13,4.3,4.3,23,0,118.8,3,3,0,45,29,3.46
Paulson Adebo,52280,CB,NO,5,13,4.3,4.3,20,0,118.8,3,3,0,100,48,7.69
Zaire Franklin,49834,LB,IND,16,69,4.3,4.3,14,0,112.8,16,16,0,177,76,2.57
Donte Jackson,49377,CB,PIT,10,17,4.3,3.4,25,0,100.8,4,5,0,41,18,2.41
Shaq Thompson,9458,LB,CAR,4,17,4.3,4.3,5,0,97.9,4,4,0,30,28,1.76
Grant Stuard,55933,LB,IND,8,21,4.2,3.5,14,0,99.3,5,6,0,47,49,2.24
DeMarvion Overshown,76729,LB,DAL,11,38,4.2,4.2,9,0,116.2,9,9,0,107,82,2.82
Josey Jewell,50720,LB,CAR,10,37,4.1,3.4,5,0,98.9,9,11,0,85,42,2.3
Dre Greenlaw,51503,LB,SF,1,4,4.0,4.0,28,0,100.0,1,1,0,8,9,2.0
Marcus Epps,51391,S,LV,3,12,4.0,3.0,23,0,105.2,3,4,0,39,16,3.25
Joshua Williams,156083,CB,KC,4,4,4.0,4.0,16,0,118.8,1,1,0,17,-1,4.25
Ashtyn Davis,49560,S,NYJ,9,32,4.0,3.6,22,0,138.0,8,9,1,74,75,2.31
Amari Burney,83811,LB,LV,4,4,4.0,4.0,23,0,95.8,1,1,0,7,2,1.75
Carrington Valentine,53750,CB,GB,5,8,4.0,4.0,12,1,75.0,2,2,0,23,17,2.88
Demetrius Flannigan-Fowles,49231,LB,SF,3,4,4.0,4.0,28,0,79.2,1,1,0,2,8,0.5
Darrell Baker Jr.,43542,CB,TEN,3,4,4.0,4.0,31,0,79.2,1,1,0,-1,3,-0.25
Christian Harris,98996,LB,HST,3,16,4.0,4.0,13,0,84.4,4,4,0,17,14,1.06
Quinton Bell,37468,ED,MIA,3,4,4.0,4.0,17,0,79.2,1,1,0,3,2,0.75
Andrew Van Ginkel,30267,ED,MIN,14,20,4.0,4.0,18,0,146.3,5,5,1,48,34,2.4
Caelen Carson,123377,CB,DAL,2,4,4.0,2.0,9,0,64.6,1,2,0,10,3,2.5
Devin Bush,27375,LB,CLV,6,16,4.0,4.0,8,0,113.5,4,4,0,45,46,2.81
Damontae Kazee,11904,S,PIT,4,8,4.0,4.0,25,0,118.8,2,2,0,62,3,7.75
Jamal Adams,11761,S,DET,2,4,4.0,4.0,11,0,116.7,1,1,0,12,6,3.0
James Williams,143955,LB,TEN,2,4,4.0,4.0,31,0,87.5,1,1,0,5,5,1.25
Ventrell Miller,57809,LB,JAX,9,27,3.9,2.7,15,0,95.8,7,10,0,85,53,3.15
E.J. Speed,94351,LB,IND,15,63,3.9,3.5,14,0,95.8,16,18,0,126,94,2.0
Tyrel Dodson,51045,LB,MIA,10,23,3.8,3.8,17,0,86.8,6,6,0,29,27,1.26
Malik Harrison,28081,LB,BLT,7,11,3.7,3.7,3,0,158.3,3,3,1,96,97,8.73
Owen Pappoe,99006,LB,ARZ,5,11,3.7,2.8,1,0,88.5,3,4,0,23,21,2.09
Dorian Williams,97694,LB,BUF,14,36,3.6,3.0,4,0,81.6,10,12,0,43,31,1.19
Kenneth Murray Jr.,58099,LB,TEN,13,47,3.6,3.6,31,0,147.3,13,13,2,128,62,2.72
Ronald Darby,9483,CB,JAX,7,14,3.5,2.0,15,0,74.7,4,7,0,42,17,3.0
Jack Jones,29050,CB,LV,14,39,3.5,3.0,23,0,149.2,11,13,3,134,65,3.44
Jamel Dean,34918,CB,TB,7,14,3.5,2.8,30,0,118.8,4,5,0,103,14,7.36
Martin Emerson Jr.,97872,CB,CLV,8,14,3.5,3.5,8,0,158.3,4,4,1,59,15,4.21
Marist Liufau,102789,LB,DAL,12,28,3.5,3.5,9,0,101.0,8,8,0,66,35,2.36
Isaac Yiadom,49355,CB,SF,6,7,3.5,3.5,28,0,118.8,2,2,0,63,7,9.0
Julian Blackmon,49434,S,IND,12,27,3.4,3.4,14,0,158.3,8,8,2,105,65,3.89
Kristian Fulton,42894,CB,LAC,9,13,3.3,2.2,27,0,116.0,4,6,1,27,11,2.08
Shemar Jean-Charles,42496,CB,NO,2,6,3.0,3.0,20,0,118.8,2,2,0,31,8,5.17
Deantre Prince,98888,CB,JAX,3,3,3.0,3.0,15,0,158.3,1,1,1,27,22,9.0
Cam Gill,33560,ED,CAR,2,3,3.0,3.0,5,0,79.2,1,1,0,0,2,0.0
Troy Andersen,57317,LB,ATL,5,9,3.0,3.0,2,0,118.8,3,3,0,41,40,4.56
Trevor Nowaske,169859,ED,DET,4,6,3.0,3.0,11,0,100.0,2,2,0,16,7,2.67
Brian Burns,44522,ED,NYG,5,6,3.0,2.0,21,0,89.6,2,3,0,23,16,3.83
James Smith-Williams,48455,ED,ATL,3,3,3.0,3.0,2,0,83.3,1,1,0,4,10,1.33
Chris Smith II,83220,S,LV,1,3,3.0,3.0,23,0,95.8,1,1,0,7,10,2.33
Jeff Okudah,55674,CB,HST,3,3,3.0,3.0,13,0,158.3,1,1,1,64,56,21.33
Sione Takitaki,12666,LB,NE,4,6,3.0,3.0,19,0,137.5,2,2,1,15,23,2.5
Elijah Campbell,49190,S,MIA,3,3,3.0,3.0,17,0,87.5,1,1,0,5,-2,1.67
Nicholas Morrow,51674,LB,PHI,2,3,3.0,3.0,24,0,118.8,1,1,0,26,4,8.67
Denzel Perryman,9481,LB,LAC,8,15,3.0,3.0,27,0,96.7,5,5,0,36,16,2.4
Sydney Brown,83241,S,PHI,2,3,3.0,3.0,24,0,79.2,1,1,0,3,0,1.0
Luke Gifford,50675,LB,TEN,4,12,3.0,3.0,31,0,91.7,4,4,0,24,23,2.0
Desmond King II,11906,CB,BLT,2,11,2.8,2.2,3,0,133.8,4,5,1,33,22,3.0
Tony Jefferson,8361,S,LAC,6,14,2.8,2.3,27,0,82.6,5,6,0,23,15,1.64
Reed Blankenship,56065,S,PHI,18,28,2.8,2.8,24,0,110.4,10,10,0,105,22,3.75
Anfernee Jennings,25449,ED,NE,6,5,2.5,2.5,19,0,114.6,2,2,0,23,12,4.6
D.J. Reed,26940,CB,NYJ,5,10,2.5,2.0,22,0,144.6,4,5,1,46,14,4.6
Jared Verse,101912,ED,LA,8,7,2.3,2.3,26,0,81.9,3,3,0,11,12,1.57
Del'Shawn Phillips,57868,LB,HST,2,7,2.3,2.3,13,0,112.5,3,3,0,33,20,4.71
Darrick Forrest,55087,S,WAS,1,2,2.0,2.0,32,0,79.2,1,1,0,3,1,1.5
Curtis Jacobs,129785,LB,NE,2,2,2.0,2.0,19,0,104.2,1,1,0,9,0,4.5
D.J. Wonnum,44550,ED,CAR,2,2,2.0,2.0,5,0,83.3,1,1,0,4,0,2.0
Andrew Booth Jr.,99744,CB,DAL,5,6,2.0,2.0,9,0,150.7,3,3,1,32,2,5.33
Jaylon Jones,49374,CB,CHI,1,2,2.0,2.0,6,0,118.8,1,1,0,14,3,7.0
Qwan'tez Stiggers,169764,CB,NYJ,2,2,2.0,2.0,22,0,100.0,1,1,0,8,1,4.0
Cam Smith,98837,CB,MIA,2,4,2.0,2.0,17,0,112.5,2,2,0,22,2,5.5
Jaelan Phillips,56902,ED,MIA,2,2,2.0,2.0,17,0,79.2,1,1,0,3,6,1.5
K'Von Wallace,42467,S,SEA,4,4,2.0,2.0,29,0,158.3,2,2,1,79,61,19.75
Ivan Pace Jr.,53587,LB,MIN,5,6,2.0,2.0,18,0,88.9,3,3,0,16,8,2.67
Joe Tryon-Shoyinka,58272,ED,TB,5,5,1.7,1.7,30,0,79.2,3,3,0,4,14,0.8
Tre Flowers,49059,CB,IND,1,3,1.5,1.5,14,0,100.0,2,2,0,16,10,5.33
Mykal Walker,57834,LB,WAS,4,4,1.3,1.3,32,0,118.8,3,3,0,54,31,13.5
Charles Harris,11777,ED,PHI,5,4,1.3,1.3,24,0,118.8,3,3,0,40,31,10.0
Bryce Huff,27128,ED,PHI,1,1,1.0,1.0,24,0,79.2,1,1,0,1,5,1.0
Brian Asamoah II,77195,LB,MIN,1,2,1.0,1.0,18,0,118.8,2,2,0,28,16,14.0
Kyle Van Noy,8675,ED,BLT,1,1,1.0,1.0,3,0,118.8,1,1,0,26,6,26.0
Anthony Pittman,94372,LB,DET,1,1,1.0,1.0,11,0,118.8,1,1,0,20,13,20.0
Joshua Uche,27379,ED,KC,1,1,1.0,1.0,16,0,116.7,1,1,0,12,7,12.0
Eku Leota,82363,ED,PIT,1,1,1.0,1.0,25,0,79.2,1,1,0,3,6,3.0
