player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Chad Muma,75818,LB,JAX,6,29,29.0,29.0,15,0,87.5,1,1,0,5,1,0.17
Marcus Williams,11797,S,BLT,7,29,29.0,9.7,3,0,75.7,1,3,0,33,20,1.14
Calen Bullock,146424,S,HST,11,26,26.0,13.0,13,0,56.3,1,2,0,4,9,0.15
Levi Wallace,25445,CB,DEN,10,24,24.0,12.0,10,0,56.3,1,2,0,5,0,0.21
Taylor Rapp,51172,S,BUF,15,47,23.5,15.7,4,0,72.9,2,3,0,11,2,0.23
DJ Ivey,76670,CB,CIN,8,22,22.0,7.3,7,0,42.4,1,3,0,8,2,0.36
Azeez Al-Shaair,49792,LB,HST,10,22,22.0,22.0,13,0,104.2,1,1,0,9,6,0.41
Nakobe Dean,99018,LB,PHI,15,44,22.0,8.8,24,1,9.2,2,5,0,16,11,0.36
Leo Chenal,101463,LB,KC,14,20,20.0,20.0,16,0,112.5,1,1,0,11,13,0.55
Percy Butler,83271,S,WAS,14,39,19.5,13.0,32,0,86.8,2,3,0,21,9,0.54
Pat Surtain II,83119,CB,DEN,16,56,18.7,9.3,10,0,135.4,3,6,1,90,40,1.61
Isaiah Rodgers,27069,CB,PHI,12,18,18.0,6.0,24,0,45.1,1,3,0,11,7,0.61
Evan Williams,73864,S,GB,12,53,17.7,8.8,12,0,111.1,3,6,1,40,34,0.75
Elijah Hicks,55584,S,CHI,6,17,17.0,5.7,6,0,42.4,1,3,0,6,0,0.35
Baylon Spector,57782,LB,BUF,6,17,17.0,17.0,4,0,108.3,1,1,0,10,5,0.59
Quan Martin,83236,S,WAS,15,51,17.0,10.2,32,0,79.6,3,5,0,33,27,0.65
Malik Mustapha,142358,S,SF,12,34,17.0,11.3,28,0,82.6,2,3,0,18,10,0.53
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,16,16.0,8.0,8,0,60.4,1,2,0,8,14,0.5
Ronnie Hickman Jr.,97702,S,CLV,9,16,16.0,8.0,8,0,56.3,1,2,0,4,2,0.25
Devon Key,56307,S,DEN,6,16,16.0,5.3,10,0,52.1,1,3,0,16,2,1.0
Josh Blackwell,55589,CB,CHI,5,63,15.8,9.0,6,1,36.3,4,7,0,44,21,0.7
Trevin Wallace,146747,LB,CAR,10,31,15.5,15.5,5,0,118.8,2,2,0,41,9,1.32
Demario Davis,7079,LB,NO,14,30,15.0,15.0,20,0,87.5,2,2,0,10,7,0.33
Tariq Woolen,61790,CB,SEA,9,15,15.0,5.0,29,1,2.8,1,3,0,-1,2,-0.07
Roquan Smith,50892,LB,BLT,16,30,15.0,10.0,3,0,91.0,2,3,0,24,27,0.8
Alex Austin,97683,CB,NE,6,15,15.0,7.5,19,0,64.6,1,2,0,10,3,0.67
Jordan Howden,83305,S,NO,14,59,14.8,8.4,20,1,32.1,4,7,0,37,7,0.63
Kerby Joseph,83239,S,DET,16,73,14.6,10.4,11,0,88.4,5,7,0,45,18,0.62
Elijah Molden,56290,S,LAC,10,29,14.5,14.5,27,1,62.5,2,2,0,17,1,0.59
Christian Elliss,61853,LB,NE,11,29,14.5,9.7,19,0,81.3,2,3,0,17,8,0.59
Ji'Ayir Brown,129767,S,SF,15,86,14.3,8.6,28,0,76.7,6,10,0,59,15,0.69
Jalen Mills,10867,S,NYJ,8,43,14.3,6.1,22,0,53.3,3,7,0,26,18,0.6
Cody Barton,50727,LB,DEN,17,70,14.0,8.8,10,0,78.1,5,8,0,46,6,0.66
Shaquill Griffin,11845,CB,MIN,12,28,14.0,5.6,18,0,47.9,2,5,0,13,4,0.46
Kendall Sheffield,34105,CB,NYJ,3,28,14.0,4.7,22,0,87.5,2,6,1,26,17,0.93
Derrick Barnes,58120,LB,DET,2,14,14.0,7.0,11,0,56.3,1,2,0,1,4,0.07
Israel Mukuamu,83377,S,DAL,11,66,13.2,8.3,9,1,50.5,5,8,0,69,26,1.05
Damar Hamlin,43291,S,BUF,15,79,13.2,8.8,4,0,115.5,6,9,1,45,16,0.57
Avonte Maddox,50543,CB,PHI,15,171,13.2,6.6,24,0,76.4,13,26,1,124,64,0.73
Terrel Bernard,57739,LB,BUF,10,26,13.0,6.5,4,0,56.3,2,4,0,-4,3,-0.15
Johnathan Abram,34646,S,NO,3,13,13.0,6.5,20,0,100.0,1,2,1,8,0,0.62
Nate Landman,57788,LB,ATL,6,13,13.0,13.0,2,0,104.2,1,1,0,9,2,0.69
Jaylinn Hawkins,51423,S,NE,15,38,12.7,9.5,19,0,134.4,3,4,1,29,-1,0.76
Dell Pettus,97290,S,NE,12,63,12.6,7.9,19,0,82.3,5,8,0,54,27,0.86
Justin Simmons,10732,S,ATL,16,63,12.6,10.5,2,0,147.2,5,6,2,59,13,0.94
Ja'Sir Taylor,55426,CB,LAC,14,236,12.4,9.4,27,0,146.7,19,25,4,250,81,1.06
Grant Delpit,60685,S,CLV,16,157,12.1,9.2,8,0,123.7,13,17,1,156,79,0.99
George Odum,31342,S,SF,3,12,12.0,12.0,28,0,158.3,1,1,1,97,45,8.08
Rayshawn Jenkins,11868,S,SEA,13,60,12.0,7.5,29,0,78.1,5,8,0,46,48,0.77
Garrett Williams,99723,CB,ARZ,16,361,12.0,7.2,1,1,73.5,30,50,1,277,157,0.77
Jakorian Bennett,129496,CB,LV,7,12,12.0,3.0,23,0,39.6,1,4,0,6,10,0.5
Josh Newton,84268,CB,CIN,13,59,11.8,5.9,7,0,80.4,5,10,0,88,52,1.49
Kevin Byard,10698,S,CHI,16,59,11.8,9.8,6,0,115.3,5,6,0,70,10,1.19
Jamien Sherwood,83175,LB,NYJ,13,35,11.7,8.8,22,0,84.4,3,4,0,19,15,0.54
Jessie Bates III,49162,S,ATL,17,81,11.6,6.2,2,2,45.5,7,13,1,39,32,0.48
Siran Neal,27130,CB,MIA,7,23,11.5,3.8,17,0,45.1,2,6,0,22,11,0.96
Kaden Elliss,51485,LB,ATL,13,34,11.3,5.7,2,0,61.8,3,6,0,26,12,0.76
Jaylen McCollough,98845,S,LA,17,101,11.2,7.8,26,1,51.4,9,13,0,74,24,0.73
Tre'von Moehrig,77847,S,LV,17,123,11.2,7.2,23,0,117.0,11,17,2,89,34,0.72
Denzel Ward,49558,CB,CLV,7,11,11.0,11.0,8,0,108.3,1,1,0,10,9,0.91
Tarheeb Still,129537,CB,LAC,13,143,11.0,6.5,27,1,79.7,13,22,2,90,35,0.63
Christian Benford,79181,CB,BUF,7,11,11.0,11.0,4,0,112.5,1,1,0,11,0,1.0
Duke Shelley,49569,CB,NYG,1,11,11.0,11.0,21,0,91.7,1,1,0,6,2,0.55
Nazeeh Johnson,42553,CB,KC,10,11,11.0,5.5,16,0,56.3,1,2,0,-2,0,-0.18
Tristin McCollum,66771,S,PHI,4,11,11.0,11.0,24,0,118.8,1,1,0,13,-2,1.18
Tyrann Mathieu,7850,S,NO,13,33,11.0,11.0,20,0,118.8,3,3,0,61,40,1.85
Marlon Humphrey,11771,CB,BLT,17,330,10.6,7.2,3,2,72.8,31,46,1,281,152,0.85
Greg Stroman Jr.,49354,CB,NYG,3,21,10.5,10.5,21,0,118.8,2,2,0,38,28,1.81
Dadrion Taylor-Demerson,97348,S,ARZ,7,21,10.5,7.0,1,0,109.7,2,3,0,53,47,2.52
Marco Wilson,55592,CB,CIN,12,21,10.5,4.2,7,0,62.9,2,5,0,33,10,1.57
Xavier McKinney,55775,S,GB,16,62,10.3,6.2,12,1,28.3,6,10,0,38,21,0.61
Tony Adams,55953,S,NYJ,13,72,10.3,9.0,22,0,158.3,7,8,1,108,32,1.5
Bobby Wagner,7050,LB,WAS,17,41,10.3,8.2,32,0,106.7,4,5,0,48,24,1.17
Nick Bolton,81322,LB,KC,16,41,10.3,8.2,16,0,104.2,4,5,0,45,27,1.1
Chuck Clark,11941,S,NYJ,11,41,10.3,5.9,22,0,101.8,4,7,3,21,1,0.51
Eric Murray,10740,S,HST,19,152,10.1,5.8,13,2,81.3,15,26,3,154,69,1.01
Troy Hill,9881,CB,TB,6,120,10.0,8.6,30,0,95.5,12,14,0,97,52,0.81
Trent McDuffie,72191,CB,KC,15,120,10.0,7.1,16,1,90.1,12,17,1,139,34,1.16
Thomas Harper,97325,S,LV,9,20,10.0,10.0,23,0,118.8,2,2,0,28,17,1.4
Coby Bryant,55088,S,SEA,11,30,10.0,10.0,29,0,95.8,3,3,0,21,9,0.7
Anfernee Orji,98568,LB,NO,4,10,10.0,5.0,20,0,60.4,1,2,0,8,1,0.8
Ennis Rakestraw Jr.,124215,CB,DET,3,10,10.0,5.0,11,0,95.8,1,2,0,28,4,2.8
Deonte Banks,101384,CB,NYG,9,20,10.0,6.7,21,0,99.3,2,3,0,30,21,1.5
Devin White,43089,LB,HST,5,20,10.0,10.0,13,0,81.3,2,2,0,7,5,0.35
Germaine Pratt,29407,LB,CIN,17,60,10.0,6.7,7,0,127.1,6,9,1,70,42,1.17
Isaiah Pola-Mao,60781,S,LV,14,49,9.8,6.1,23,0,127.1,5,8,1,64,9,1.31
Jourdan Lewis,11846,CB,DAL,16,390,9.8,7.0,9,1,94.5,40,56,2,382,281,0.98
Cor'Dale Flott,98834,CB,NYG,10,39,9.8,9.8,21,0,158.3,4,4,1,52,16,1.33
Jalen Thompson,49116,S,ARZ,15,117,9.8,6.9,1,0,106.0,12,17,1,104,35,0.89
Bryan Cook,55940,S,KC,19,98,9.8,6.5,16,0,108.2,10,15,1,102,80,1.04
Andre Cisco,76641,S,JAX,12,39,9.8,6.5,15,0,112.5,4,6,1,22,0,0.56
Jalen Davis,50431,CB,CIN,2,29,9.7,4.8,7,0,63.9,3,6,0,29,5,1.0
Noah Igbinoghene,61155,CB,WAS,19,435,9.7,6.3,32,0,94.7,45,69,2,474,299,1.09
Julian Love,51081,S,SEA,17,86,9.6,5.4,29,0,66.7,9,16,0,68,39,0.79
Marcus Maye,11794,S,LAC,8,19,9.5,6.3,27,0,72.9,2,3,0,11,13,0.58
Dane Jackson,32989,CB,CAR,9,122,9.4,6.4,5,0,123.1,13,19,2,132,64,1.08
Jarrian Jones,97486,CB,JAX,17,389,9.3,6.6,15,1,82.5,42,59,0,398,254,1.02
Brandon Jones,43049,S,DEN,17,83,9.2,5.5,10,0,70.1,9,15,0,65,52,0.78
Greg Newsome II,83341,CB,CLV,13,184,9.2,6.1,8,1,101.3,20,30,2,254,166,1.38
Kader Kohou,156070,CB,MIA,15,294,9.2,6.4,17,2,78.1,32,46,2,239,170,0.81
Jordan Whitehead,49196,S,TB,12,72,9.0,8.0,30,0,142.6,8,9,1,84,34,1.17
Josh Metellus,43395,S,MIN,18,225,9.0,7.5,18,0,93.2,25,30,0,191,114,0.85
Charvarius Ward,43034,CB,SF,6,9,9.0,4.5,28,0,89.6,1,2,0,22,4,2.44
Caleb Farley,61803,CB,CAR,6,45,9.0,7.5,5,0,106.3,5,6,0,57,20,1.27
K.J. Britt,57727,LB,TB,7,9,9.0,9.0,30,0,95.8,1,1,0,7,4,0.78
Chandler Wooten,57726,LB,CAR,3,9,9.0,9.0,5,0,118.8,1,1,0,34,11,3.78
Jaire Alexander,49350,CB,GB,3,9,9.0,4.5,12,0,66.7,1,2,0,11,0,1.22
Dee Winters,99376,LB,SF,12,27,9.0,6.8,28,0,77.1,3,4,0,7,9,0.26
Corey Ballentine,83833,CB,GB,7,18,9.0,4.5,12,0,57.3,2,4,0,13,6,0.72
Dane Belton,101398,S,NYG,12,45,9.0,6.4,21,0,127.4,5,7,1,44,19,0.98
Tuli Tuipulotu,131840,ED,LAC,6,9,9.0,9.0,27,0,79.2,1,1,0,-1,4,-0.11
Zaven Collins,77190,ED,ARZ,8,9,9.0,9.0,1,0,91.7,1,1,0,6,9,0.67
Arthur Maulet,12224,CB,BLT,3,36,9.0,5.1,3,0,66.4,4,7,0,28,19,0.78
Cameron Sutton,11850,CB,PIT,10,135,9.0,5.9,25,0,118.5,15,23,4,124,62,0.92
Mike Edwards,51282,S,TB,6,18,9.0,9.0,30,0,156.3,2,2,1,24,4,1.33
Mack Wilson Sr.,43190,LB,ARZ,15,62,8.9,6.2,1,0,84.6,7,10,0,58,57,0.94
Nate Hobbs,55948,CB,LV,11,210,8.8,6.0,23,1,91.3,24,35,2,209,178,1.0
Quentin Lake,56245,S,LA,19,345,8.8,6.1,26,0,97.8,39,57,2,370,187,1.07
Jalen Ramsey,10639,CB,MIA,16,105,8.8,8.1,17,0,118.8,12,13,0,163,97,1.55
Jerome Baker,28091,LB,TEN,10,35,8.8,5.8,31,0,88.2,4,6,0,44,25,1.26
Daiyan Henley,61500,LB,LAC,16,79,8.8,6.6,27,0,91.0,9,12,0,76,34,0.96
Jordan Battle,98857,S,CIN,11,26,8.7,6.5,7,0,102.1,3,4,0,36,12,1.38
Patrick Queen,57941,LB,PIT,17,78,8.7,6.5,25,0,95.8,9,12,0,90,42,1.15
Donovan Wilson,49408,S,DAL,16,78,8.7,7.1,9,0,134.8,9,11,1,100,55,1.28
Darnell Savage,34247,S,JAX,13,96,8.7,5.6,15,0,93.0,11,17,1,71,38,0.74
Cameron Mitchell,97340,CB,CLV,16,128,8.5,5.8,8,0,112.7,15,22,2,124,74,0.97
Kaevon Merriweather,83257,S,TB,7,17,8.5,8.5,30,0,158.3,2,2,1,41,18,2.41
Jeremy Chinn,43179,S,WAS,20,144,8.5,7.2,32,0,141.5,17,20,3,169,51,1.17
Tyler Nubin,97895,S,NYG,13,51,8.5,5.7,21,0,86.3,6,9,0,62,31,1.22
Xavier Woods,11946,S,CAR,17,93,8.5,6.2,5,1,79.0,11,15,1,77,32,0.83
Antonio Johnson,124326,S,JAX,17,84,8.4,5.6,15,0,114.9,10,15,1,126,55,1.5
Camryn Bynum,38408,S,MIN,18,109,8.4,6.4,18,0,142.5,13,17,2,153,89,1.4
Mike Hilton,10898,CB,CIN,16,367,8.3,6.6,7,1,106.5,44,56,3,395,194,1.08
Kenny Moore II,51596,CB,IND,15,358,8.3,5.9,14,2,100.9,43,61,5,387,258,1.08
Myles Harden,141857,CB,CLV,4,25,8.3,5.0,8,0,75.4,3,5,0,28,6,1.12
Kyler Gordon,83451,CB,CHI,15,283,8.3,6.0,6,0,102.1,34,47,1,368,202,1.3
Jalen Pitre,57737,S,HST,12,267,8.3,6.4,13,1,123.0,32,42,4,359,198,1.34
Tykee Smith,99500,CB,TB,14,380,8.3,5.7,30,1,99.2,46,67,4,421,191,1.11
Devon Witherspoon,101388,CB,SEA,16,345,8.2,5.9,29,0,97.5,42,58,1,408,296,1.18
Beanie Bishop Jr.,83459,CB,PIT,17,309,8.1,5.5,25,4,82.8,38,56,4,405,185,1.31
Derwin James Jr.,51368,S,LAC,17,220,8.1,6.3,27,0,120.3,27,35,2,293,159,1.33
Malik Hooker,11770,S,DAL,15,65,8.1,5.9,9,0,130.5,8,11,1,99,71,1.52
Myles Bryant,43336,CB,HST,7,81,8.1,4.3,13,0,95.7,10,19,1,147,100,1.81
Logan Wilson,29623,LB,CIN,9,32,8.0,6.4,7,0,86.7,4,5,0,24,15,0.75
Matthew Judon,10780,ED,ATL,4,8,8.0,4.0,2,0,64.6,1,2,0,10,5,1.25
Terrell Edmunds,51334,S,PIT,5,16,8.0,8.0,25,0,118.8,2,2,0,32,13,2.0
Vonn Bell,10695,S,CIN,15,56,8.0,7.0,7,1,48.4,7,8,0,41,26,0.73
Darius Muasau,86008,LB,NYG,7,8,8.0,8.0,21,0,100.0,1,1,0,8,3,1.0
Kamren Curl,55800,S,LA,17,56,8.0,4.0,26,0,83.0,7,14,1,52,36,0.93
Rodney McLeod,7271,S,CLV,17,72,8.0,5.5,8,0,98.6,9,13,1,41,7,0.57
Deommodore Lenoir,55686,CB,SF,15,358,8.0,5.3,28,2,69.7,45,67,0,387,238,1.08
Harold Landry III,48600,ED,TEN,9,16,8.0,8.0,31,0,97.9,2,2,0,15,6,0.94
Eddie Jackson,11867,S,LAC,10,24,8.0,8.0,27,0,118.8,3,3,0,50,4,2.08
Jesse Luketa,81361,ED,ARZ,5,8,8.0,8.0,1,0,104.2,1,1,0,9,11,1.13
Minkah Fitzpatrick,51206,S,PIT,13,64,8.0,5.3,25,0,114.6,8,12,1,84,35,1.31
Keisean Nixon,56167,CB,GB,16,240,8.0,5.5,12,0,107.6,30,44,3,274,102,1.14
J.J. Russell,57958,LB,TB,8,16,8.0,8.0,30,0,125.0,2,2,1,9,10,0.56
Cooper DeJean,144867,CB,PHI,18,513,8.0,5.6,24,1,80.3,64,91,0,528,360,1.03
Brandin Echols,98900,CB,NYJ,6,8,8.0,8.0,22,0,112.5,1,1,0,11,11,1.38
Christian Gonzalez,131679,CB,NE,16,95,7.9,4.8,19,0,87.5,12,20,1,90,38,0.95
Jevon Holland,83873,S,MIA,15,87,7.9,5.8,17,0,87.9,11,15,0,89,74,1.02
Marcus Jones,55717,CB,NE,14,186,7.8,4.7,19,1,94.3,24,40,3,265,127,1.42
Eric Kendricks,9478,LB,DAL,14,31,7.8,7.8,9,1,79.2,4,4,0,66,44,2.13
Cobie Durant,79126,CB,LA,10,93,7.8,5.5,26,2,85.5,12,17,1,182,74,1.96
Geno Stone,55967,S,CIN,12,23,7.7,7.7,7,0,100.0,3,3,0,24,11,1.04
Antoine Winfield Jr.,42475,S,TB,9,23,7.7,5.8,30,0,92.7,3,4,0,27,28,1.17
Amani Hooker,51378,S,TEN,14,54,7.7,4.9,31,0,120.6,7,11,1,93,56,1.72
Cole Bishop,146454,S,BUF,10,23,7.7,4.6,4,0,125.0,3,5,1,40,21,1.74
Amik Robertson,55619,CB,DET,17,287,7.6,4.6,11,0,95.0,38,62,2,462,196,1.61
Divine Deablo,42208,LB,LV,14,38,7.6,6.3,23,0,108.3,5,6,0,60,22,1.58
Foyesade Oluokun,24904,LB,JAX,13,76,7.6,6.9,15,1,110.2,10,11,1,135,89,1.78
Jordan Poyer,8000,S,MIA,16,53,7.6,5.9,17,0,137.0,7,9,1,72,49,1.36
Will Harris,51336,S,NO,13,82,7.5,5.1,20,0,111.2,11,16,1,119,53,1.45
David Long Jr.,29367,LB,DET,7,15,7.5,7.5,11,0,104.2,2,2,0,18,13,1.2
Jabrill Peppers,11780,S,NE,6,30,7.5,7.5,19,0,100.0,4,4,0,32,31,1.07
Chau Smith-Wade,131956,CB,CAR,9,142,7.5,5.3,5,1,68.4,19,27,0,150,115,1.06
Kyle Hamilton,102684,S,BLT,19,187,7.5,5.2,3,1,81.0,25,36,1,202,115,1.08
Ja'Marcus Ingram,55738,CB,BUF,11,104,7.4,5.2,4,2,67.1,14,20,1,142,81,1.37
Andru Phillips,124075,CB,NYG,14,274,7.4,6.1,21,1,95.6,37,45,1,333,276,1.22
Joey Porter Jr.,101364,CB,PIT,14,44,7.3,4.9,25,0,88.2,6,9,0,66,6,1.5
Isaiah Oliver,50393,S,NYJ,17,205,7.3,5.9,22,0,118.7,28,35,1,357,228,1.74
Fred Warner,51222,LB,SF,15,66,7.3,6.0,28,0,123.5,9,11,1,70,44,1.06
Ar'Darius Washington,77848,S,BLT,18,117,7.3,4.9,3,0,106.9,16,24,2,124,38,1.06
Isaiah Bolden,76626,CB,NE,5,29,7.3,4.1,19,0,65.8,4,7,0,27,27,0.93
Terrion Arnold,146603,CB,DET,17,58,7.3,4.5,11,0,105.4,8,13,0,171,24,2.95
Roger McCreary,83176,CB,TEN,15,315,7.2,5.7,31,0,97.5,44,55,1,327,262,1.04
Taron Johnson,49511,CB,BUF,15,352,7.2,5.3,4,2,101.0,49,67,3,570,310,1.62
Jaden Hicks,146512,S,KC,11,36,7.2,7.2,16,0,110.8,5,5,0,53,49,1.47
Harrison Smith,7641,S,MIN,14,57,7.1,4.4,18,0,73.6,8,13,0,63,38,1.11
Jonathan Jones,11217,CB,NE,15,113,7.1,5.1,19,0,141.1,16,22,2,254,131,2.25
Michael Davis,12040,CB,WAS,3,7,7.0,7.0,32,0,118.8,1,1,0,14,1,2.0
Isaiah Simmons,42451,LB,NYG,11,49,7.0,4.5,21,0,113.8,7,11,1,75,52,1.53
Raekwon McMillan,11809,LB,TEN,5,7,7.0,7.0,31,0,112.5,1,1,0,11,4,1.57
Marshon Lattimore,11766,CB,WAS,9,14,7.0,4.7,32,0,109.7,2,3,0,41,13,2.93
Montaric Brown,55797,CB,JAX,8,14,7.0,7.0,15,0,114.6,2,2,0,23,7,1.64
Elandon Roberts,10848,LB,PIT,12,21,7.0,7.0,25,0,93.1,3,3,0,19,26,0.9
Kamu Grugier-Hill,10842,LB,MIN,5,7,7.0,7.0,18,0,83.3,1,1,0,4,7,0.57
Lorenzo Carter,50126,ED,ATL,5,7,7.0,7.0,2,0,112.5,1,1,0,11,8,1.57
Mike Brown,56054,S,TEN,7,14,7.0,4.7,31,0,97.9,2,3,0,29,3,2.07
Kamren Kinchens,143946,S,LA,13,35,7.0,7.0,26,0,158.3,5,5,2,73,21,2.09
DaRon Bland,56158,CB,DAL,6,14,7.0,7.0,9,0,158.3,2,2,1,27,0,1.93
Talanoa Hufanga,83903,S,SF,5,7,7.0,7.0,28,0,87.5,1,1,0,5,9,0.71
Tavierre Thomas,66931,S,TB,3,14,7.0,7.0,30,0,118.8,2,2,0,30,11,2.14
L'Jarius Sneed,40588,CB,TEN,3,7,7.0,3.5,31,0,95.8,1,2,0,26,8,3.71
Jimmie Ward,8665,S,HST,10,124,6.9,4.8,13,1,83.8,18,26,2,90,85,0.73
Ernest Jones,81399,LB,SEA,15,62,6.9,5.6,29,0,86.7,9,11,0,53,52,0.85
Budda Baker,11791,S,ARZ,17,96,6.9,5.6,1,0,150.0,14,17,2,180,69,1.88
Lavonte David,7060,LB,TB,17,83,6.9,5.9,30,0,133.6,12,14,2,92,50,1.11
Artie Burns,10659,CB,SEA,2,27,6.8,3.4,29,0,66.7,4,8,0,44,29,1.63
Chris Lammons,49368,CB,IND,5,54,6.8,6.0,14,0,108.8,8,9,0,91,45,1.69
Ja'Quan McMillian,100931,CB,DEN,18,523,6.8,5.1,10,2,93.8,77,102,2,746,399,1.43
Josh Wallace,97676,CB,LA,9,61,6.8,4.7,26,0,106.6,9,13,1,66,50,1.08
Javon Bullard,146726,S,GB,16,223,6.8,5.6,12,0,106.4,33,40,1,301,144,1.35
Natrone Brooks,121449,CB,ATL,3,20,6.7,6.7,2,0,98.6,3,3,0,23,14,1.15
Alex Anzalone,11831,LB,DET,11,74,6.7,4.9,11,0,86.8,11,15,0,85,64,1.15
Zyon McCollum,66769,CB,TB,12,20,6.7,5.0,30,1,116.7,3,4,1,62,8,3.1
Zack Baun,34632,LB,PHI,20,154,6.7,5.3,24,0,102.0,23,29,1,166,106,1.08
Frankie Luvu,51028,LB,WAS,16,33,6.6,4.7,32,0,79.5,5,7,0,30,16,0.91
Jahlani Tavai,51055,LB,NE,13,33,6.6,3.7,19,1,25.9,5,9,0,37,30,1.12
Brian Branch,123907,S,DET,16,199,6.6,4.5,11,1,95.5,30,44,2,326,109,1.64
Chamarri Conner,76662,CB,KC,18,292,6.6,6.0,16,0,106.8,44,49,1,392,279,1.34
Jason Pinnock,56144,S,NYG,15,53,6.6,5.3,21,0,90.0,8,10,0,56,31,1.06
Kyzir White,44485,LB,ARZ,14,33,6.6,6.6,1,0,112.5,5,5,0,55,35,1.67
Kool-Aid McKinstry,146602,CB,NO,9,26,6.5,4.3,20,0,113.2,4,6,1,23,14,0.88
Derek Stingley Jr.,98253,CB,HST,8,13,6.5,1.9,13,2,32.1,2,7,0,75,67,5.77
Nolan Smith,99014,ED,PHI,12,13,6.5,6.5,24,0,118.8,2,2,0,25,7,1.92
Malcolm Rodriguez,60731,LB,DET,8,39,6.5,6.5,11,0,90.3,6,6,0,34,37,0.87
Henry To'oTo'o,98982,LB,HST,17,65,6.5,5.4,13,0,128.1,10,12,1,97,69,1.49
Tyson Campbell,83217,CB,JAX,8,13,6.5,4.3,15,0,109.7,2,3,0,62,35,4.77
