player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Wan'Dale Robinson,101735,WR,NYG,1,13,0,21,9.0,0,50.0,,0,0,0.0,0,-0.12,0,0,64.7,68.3,0,9,0.0,0,7,33.3,1,85.7,6,62.5,2,33.3,0,9,0,0.0,9.0,1.5,0,6.8,2,87.5,50.0,1,2,0.0,0,0.28,4,0,75.6,75.5,0,36,0.0,0,18,66.7,7,100.0,18,107.3,8,44.4,0,78,30,4.3,11.1,4.33
Trey McBride,75916,TE,ARZ,1,13,0,1,11.5,0,50.0,50.0,1,2,0.0,0,-0.71,0,0,68.3,53.7,0,4,0.0,0,17,11.8,2,100.0,17,56.3,4,23.5,0,5,0,0.0,2.5,0.29,0,3.3,1,85.7,100.0,1,1,0.0,0,0.53,3,0,74.6,70.7,0,15,0.0,0,16,53.3,6,93.8,15,92.9,7,46.7,0,44,36,6.0,7.3,2.93
Chris Olave,84355,WR,NO,1,11,0,20,1.0,0,100.0,,0,0,0.0,0,-0.19,1,0,64.7,70.3,0,4,0.0,0,5,40.0,1,100.0,5,83.3,1,20.0,0,4,3,3.0,4.0,0.8,0,11.3,0,70.0,,0,0,0.0,0,0.46,4,0,75.6,89.9,0,60,0.0,0,25,56.5,7,92.0,23,141.7,10,43.5,1,115,51,7.3,16.4,5.0
Jaxon Smith-Njigba,129758,WR,SEA,1,11,0,29,9.0,0,100.0,100.0,1,1,0.0,0,1.04,1,0,68.3,75.3,0,13,0.0,0,3,100.0,2,100.0,3,110.4,2,66.7,0,21,3,1.5,10.5,7.0,0,9.0,0,75.0,,0,0,0.0,0,-0.54,2,0,74.6,67.9,1,18,0.0,0,22,40.9,6,100.0,22,51.6,8,36.4,0,51,12,2.0,8.5,2.32
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,5.3,1,66.7,,0,0,33.3,1,-0.46,2,0,29.9,64.5,0,10,0.0,0,12,25.0,2,100.0,12,81.3,3,25.0,0,17,7,3.5,8.5,1.42,0,9.3,0,66.7,0.0,0,1,0.0,0,-0.1,3,0,72.1,79.1,1,23,0.0,0,15,46.7,4,100.0,15,54.2,6,40.0,0,52,13,3.3,13.0,3.47
Michael Wilson,84423,WR,ARZ,1,10,0,1,11.4,0,20.0,0.0,0,2,0.0,0,-0.7,1,0,64.7,62.1,0,15,0.0,0,16,12.5,1,100.0,16,39.6,5,31.3,0,15,10,10.0,15.0,0.94,0,7.8,2,75.0,,0,0,0.0,0,0.47,2,0,70.5,82.7,0,38,0.0,0,15,50.0,3,93.3,14,156.3,4,28.6,1,65,41,13.7,21.7,4.64
Michael Mayer,122906,TE,LV,1,10,0,23,4.0,0,100.0,,0,0,0.0,0,0.36,1,0,68.3,63.5,0,19,0.0,0,13,50.0,2,92.3,12,106.3,2,16.7,0,19,11,5.5,9.5,1.58,0,2.7,0,100.0,,0,0,0.0,0,-0.42,3,0,75.6,86.5,0,16,10.0,2,20,33.3,7,80.0,16,108.3,7,43.8,0,70,51,7.3,10.0,4.38
Courtland Sutton,48164,WR,DEN,1,10,0,10,,0,,,0,0,,0,-0.44,0,0,,56.4,0,0,0.0,0,5,40.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,37.5,0.0,0,2,25.0,1,0.33,3,0,36.8,64.1,0,23,0.0,0,23,63.6,3,95.7,22,52.1,8,36.4,0,36,7,2.3,12.0,1.64
Parker Washington,129799,WR,JAX,1,10,0,15,13.5,0,100.0,100.0,1,1,0.0,0,0.38,2,0,68.3,82.0,0,21,0.0,0,12,58.3,2,100.0,12,118.8,2,16.7,0,41,14,7.0,20.5,3.42,0,13.1,1,71.4,0.0,0,1,16.7,1,-0.11,2,0,45.8,72.1,1,37,0.0,0,23,43.5,5,100.0,23,64.9,7,30.4,0,72,25,5.0,14.4,3.13
CeeDee Lamb,61570,WR,DAL,1,10,0,9,,0,,,0,0,,0,0.72,0,0,,53.4,0,0,0.0,0,7,60.0,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,0,19.1,0,50.0,0.0,0,2,0.0,0,0.45,2,0,72.1,63.3,0,24,0.0,0,29,48.1,4,93.1,27,65.1,8,29.6,0,41,15,3.8,10.3,1.52
Puka Nacua,100632,WR,LA,1,10,0,26,30.0,0,0.0,0.0,0,1,,0,0.03,0,0,,53.5,0,0,0.0,0,8,37.5,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0,0,7.2,0,66.7,50.0,1,2,20.0,1,0.0,2,0,49.7,88.5,0,11,3.8,1,26,43.5,4,84.6,22,122.2,6,27.3,1,36,20,5.0,9.0,1.64
