player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Chris Olave,84355,WR,NO,1,16,0,20,12.2,1,83.3,0.0,0,1,0.0,0,0.64,4,0,73.4,91.7,0,23,0.0,0,9,66.7,5,100.0,9,158.3,6,66.7,1,75,22,4.4,15.0,8.33,0,17.6,0,50.0,100.0,1,1,0.0,0,0.11,3,0,73.4,64.6,0,38,0.0,0,37,43.2,5,100.0,37,107.5,10,27.0,1,73,10,2.0,14.6,1.97
Puka Nacua,100632,WR,LA,1,16,0,26,6.5,0,75.0,50.0,1,2,0.0,0,0.11,3,0,70.5,86.3,0,7,0.0,0,9,44.4,3,100.0,9,118.8,4,44.4,1,14,3,1.0,4.7,1.56,0,10.8,3,77.8,,0,0,0.0,0,0.64,3,0,75.6,91.8,0,58,0.0,0,30,48.3,7,96.7,29,155.8,9,31.0,1,152,87,12.4,21.7,5.24
Jahmyr Gibbs,122474,HB,DET,1,13,0,11,0.0,0,100.0,,0,0,0.0,0,0.47,2,0,70.5,68.2,0,16,16.7,3,18,50.0,3,77.8,14,143.8,3,21.4,1,27,27,9.0,9.0,1.93,0,1.9,3,66.7,,0,0,14.3,1,0.11,1,0,49.2,63.3,0,13,19.4,6,31,51.7,6,74.2,23,72.9,9,39.1,0,33,21,3.5,5.5,1.43
A.J. Brown,48327,WR,PHI,1,12,0,24,5.3,1,100.0,100.0,1,1,0.0,0,0.57,2,0,70.5,77.1,0,8,0.0,0,7,83.3,3,85.7,6,93.1,3,50.0,0,19,3,1.0,6.3,3.17,0,9.1,1,62.5,50.0,1,2,0.0,0,0.14,3,0,73.4,75.4,0,24,0.0,0,28,53.6,5,100.0,28,91.1,8,28.6,0,71,40,8.0,14.2,2.54
Jaxon Smith-Njigba,129758,WR,SEA,1,12,0,29,10.5,0,50.0,,0,0,0.0,0,-0.79,1,0,64.7,70.4,1,4,0.0,0,6,33.3,1,100.0,6,56.3,2,33.3,1,4,0,0.0,4.0,0.67,0,8.6,1,57.1,0.0,0,1,0.0,0,-0.37,2,0,72.1,63.8,0,20,0.0,0,30,37.9,4,96.7,29,75.9,7,24.1,0,44,22,5.5,11.0,1.52
Ja'Marr Chase,84270,WR,CIN,1,11,0,7,3.0,0,0.0,,0,0,,0,1.05,0,0,,54.8,0,0,0.0,0,8,62.5,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0,0,3.6,0,87.5,0.0,0,1,0.0,0,0.45,4,0,75.6,77.6,0,22,0.0,0,21,66.7,7,100.0,21,96.9,8,38.1,0,58,34,4.9,8.3,2.76
Courtland Sutton,48164,WR,DEN,1,11,0,10,23.0,0,100.0,,0,0,0.0,0,1.06,1,0,64.7,84.1,0,15,0.0,0,4,66.7,1,75.0,3,158.3,1,33.3,1,15,0,0.0,15.0,5.0,0,21.1,0,50.0,75.0,3,4,0.0,0,-0.09,3,0,72.1,69.1,0,21,0.0,0,29,44.8,4,100.0,29,71.9,8,27.6,0,54,7,1.8,13.5,1.86
Stefon Diggs,9579,WR,NE,1,10,0,19,7.7,0,100.0,,0,0,0.0,0,0.73,3,0,70.5,86.7,0,33,0.0,0,12,70.0,3,83.3,10,118.8,3,30.0,0,63,40,13.3,21.0,6.3,0,10.3,4,100.0,100.0,1,1,0.0,0,1.05,4,0,74.6,85.7,0,25,0.0,0,19,89.5,6,100.0,19,118.8,6,31.6,0,75,13,2.2,12.5,3.95
Bijan Robinson,123126,HB,ATL,1,10,0,2,3.7,0,66.7,,0,0,0.0,0,0.42,2,0,68.3,68.3,0,13,0.0,0,10,44.4,2,90.0,9,122.2,3,33.3,1,18,27,13.5,9.0,2.0,0,-1.5,3,83.3,,0,0,0.0,0,0.35,1,0,73.4,71.8,0,41,10.5,2,19,52.6,5,89.5,17,118.1,6,35.3,0,74,82,16.4,14.8,4.35
Tetairoa McMillan,158735,WR,CAR,1,10,0,5,17.3,0,33.3,25.0,1,4,0.0,0,0.23,2,0,68.3,88.6,0,22,0.0,0,11,27.3,2,100.0,11,92.4,6,54.5,1,33,0,0.0,16.5,3.0,0,6.3,1,100.0,,0,0,0.0,0,0.12,2,0,72.1,73.9,0,17,0.0,0,20,60.0,4,100.0,20,108.3,4,20.0,0,40,15,3.8,10.0,2.0
