player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Rashee Rice,97605,WR,KC,1,14,0,16,4.7,1,66.7,,0,0,33.3,1,-0.06,2,0,29.9,65.8,0,13,0.0,0,8,50.0,2,100.0,8,123.6,3,37.5,1,19,8,4.0,9.5,2.38,0,4.7,4,88.9,,0,0,0.0,0,0.12,5,0,76.5,83.3,0,27,0.0,0,19,57.9,8,100.0,19,104.2,9,47.4,0,81,51,6.4,10.1,4.26
Diontae Johnson,33441,WR,CAR,1,13,0,5,8.0,2,57.1,0.0,0,1,0.0,0,0.13,4,0,72.1,78.7,0,35,0.0,0,20,47.4,4,95.0,19,129.2,7,36.8,1,67,40,10.0,16.8,3.53,0,12.7,1,66.7,0.0,0,1,0.0,0,0.16,2,0,72.1,69.6,0,23,0.0,0,17,46.7,4,88.2,15,95.8,6,40.0,0,55,13,3.3,13.8,3.67
Malik Nabers,146759,WR,NYG,1,12,0,21,14.4,0,50.0,40.0,2,5,0.0,0,0.11,3,0,72.1,90.4,0,28,0.0,0,20,40.0,4,100.0,20,109.9,8,40.0,1,51,14,3.5,12.8,2.55,0,4.3,1,100.0,100.0,1,1,0.0,0,0.07,1,0,70.5,62.6,0,14,0.0,0,17,46.7,3,88.2,15,97.2,3,20.0,0,22,9,3.0,7.3,1.47
Jauan Jennings,48027,WR,SF,1,12,0,28,24.0,0,100.0,,0,0,0.0,0,0.17,1,0,64.7,67.8,0,31,0.0,0,10,42.9,1,70.0,7,158.3,1,14.3,1,31,7,7.0,31.0,4.43,0,9.2,0,80.0,50.0,1,2,20.0,1,0.2,2,0,41.6,61.4,0,15,0.0,0,20,44.4,4,90.0,18,139.6,5,27.8,1,40,2,0.5,10.0,2.22
Amari Cooper,9437,WR,CLV,1,12,0,8,12.9,0,57.1,100.0,3,3,0.0,0,-0.53,3,0,72.1,87.6,0,24,0.0,0,24,28.6,4,87.5,21,125.0,7,33.3,2,60,3,0.8,15.0,2.86,0,7.4,0,60.0,,0,0,0.0,0,0.05,1,0,70.5,60.2,0,13,0.0,0,23,45.5,3,95.7,22,73.8,5,22.7,0,26,8,2.7,8.7,1.18
Stefon Diggs,9579,WR,HST,1,11,0,13,6.3,0,66.7,,0,0,33.3,1,0.25,1,0,29.9,54.8,0,7,0.0,0,15,40.0,2,93.3,14,71.5,3,21.4,0,10,3,1.5,5.0,0.71,0,5.6,0,100.0,100.0,1,1,0.0,0,-0.66,4,0,75.6,74.7,0,16,0.0,0,29,32.0,7,86.2,25,105.4,7,28.0,0,65,26,3.7,9.3,2.6
Cole Kmet,60995,TE,CHI,1,11,0,6,5.5,0,100.0,,0,0,0.0,0,0.37,3,0,72.1,87.9,0,10,0.0,0,7,57.1,4,100.0,7,132.3,4,57.1,1,25,3,0.8,6.3,3.57,0,11.0,0,50.0,100.0,1,1,0.0,0,-0.46,1,0,64.7,54.2,0,8,16.1,5,31,35.7,1,74.2,23,60.4,2,8.7,0,8,4,4.0,8.0,0.35
Dallas Goedert,47272,TE,PHI,1,11,0,24,6.0,1,85.7,,0,0,14.3,1,0.19,4,1,49.2,74.5,0,61,0.0,0,17,41.2,6,100.0,17,118.8,7,41.2,0,114,91,15.2,19.0,6.71,0,8.0,0,100.0,,0,0,0.0,0,0.18,1,0,72.1,77.0,0,43,4.5,1,22,52.4,4,90.9,20,118.8,4,20.0,0,56,24,6.0,14.0,2.8
Rome Odunze,73774,WR,CHI,1,11,0,6,26.0,0,33.3,,0,0,0.0,0,0.17,1,0,64.7,66.5,0,1,0.0,0,8,50.0,1,100.0,8,81.9,3,37.5,1,1,0,0.0,1.0,0.13,0,26.0,1,50.0,66.7,2,3,0.0,0,-0.26,3,0,70.5,71.4,1,47,0.0,0,38,41.2,3,89.5,34,56.3,6,17.6,0,91,18,6.0,30.3,2.68
Jake Ferguson,61081,TE,DAL,1,10,0,9,5.5,0,50.0,50.0,1,2,0.0,0,-0.3,1,0,68.3,60.0,0,17,5.6,1,18,43.8,2,88.9,16,67.7,4,25.0,0,23,12,6.0,11.5,1.44,0,13.0,0,100.0,100.0,1,1,0.0,0,0.35,3,0,72.1,85.6,0,26,0.0,0,18,58.8,4,94.4,17,118.8,4,23.5,0,72,20,5.0,18.0,4.24
Brandon Aiyuk,84109,WR,SF,1,10,0,28,12.5,0,0.0,0.0,0,1,,0,0.07,0,0,,54.0,0,0,0.0,0,11,37.5,0,72.7,8,39.6,2,25.0,0,0,0,,,0.0,0,9.0,0,57.1,,0,0,20.0,1,0.25,3,0,45.8,63.3,0,12,0.0,0,22,50.0,4,90.9,20,69.9,7,35.0,0,34,11,2.8,8.5,1.7
DeVonta Smith,61100,WR,PHI,1,10,0,24,12.7,0,66.7,,0,0,0.0,0,-0.08,2,0,68.3,71.4,0,9,0.0,0,11,45.5,2,100.0,11,78.5,3,27.3,0,15,0,0.0,7.5,1.36,0,15.0,1,80.0,0.0,0,1,0.0,0,0.01,2,0,72.1,73.8,0,21,0.0,0,21,52.4,4,100.0,21,115.8,5,23.8,0,59,22,5.5,14.8,2.81
Marvin Harrison Jr.,145056,WR,ARZ,1,10,0,1,15.0,0,60.0,50.0,1,2,0.0,0,-0.47,3,0,70.5,77.3,0,16,0.0,0,15,36.4,3,73.3,11,125.0,5,45.5,1,40,2,0.7,13.3,3.64,0,22.2,0,40.0,0.0,0,1,0.0,0,0.03,2,0,68.3,65.1,1,17,0.0,0,24,60.9,2,95.8,23,15.8,5,21.7,0,24,1,0.5,12.0,1.04
DJ Moore,48267,WR,CHI,1,10,0,6,,0,,,0,0,,0,0.17,0,0,,54.5,0,0,0.0,0,8,50.0,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,77.8,0.0,0,1,0.0,0,-0.21,2,0,54.9,62.2,0,12,0.0,0,37,42.4,7,89.2,33,82.4,9,27.3,0,34,16,2.3,4.9,1.03
Courtland Sutton,48164,WR,DEN,1,10,0,10,5.0,0,50.0,0.0,0,1,0.0,0,-0.25,0,0,64.7,56.4,0,1,0.0,0,6,33.3,1,100.0,6,56.3,2,33.3,0,1,-1,-1.0,1.0,0.17,0,12.1,0,75.0,75.0,3,4,0.0,0,0.46,5,0,74.6,78.7,0,22,0.0,0,25,76.2,6,84.0,21,99.5,8,38.1,0,67,1,0.2,11.2,3.19
Christian Kirk,47546,WR,JAX,1,10,0,15,5.3,0,100.0,,0,0,0.0,0,-0.57,1,0,70.5,67.8,0,8,0.0,0,7,42.9,3,100.0,7,95.8,3,42.9,0,21,5,1.7,7.0,3.0,0,8.0,0,100.0,,0,0,0.0,0,-0.52,1,0,68.3,58.9,0,18,0.0,0,23,39.1,2,100.0,23,106.3,2,8.7,0,19,3,1.5,9.5,0.83
Jakobi Meyers,47468,WR,LV,1,10,0,23,14.0,0,0.0,,0,0,,0,-0.61,0,0,,55.3,0,0,0.0,0,7,40.0,0,71.4,5,39.6,1,20.0,0,0,0,,,0.0,0,9.0,0,77.8,,0,0,0.0,0,-0.13,4,0,76.5,76.1,0,16,0.0,0,31,55.2,7,93.5,29,132.4,9,31.0,1,62,12,1.7,8.9,2.14
Garrett Wilson,97405,WR,NYJ,1,9,0,22,6.8,0,75.0,100.0,1,1,0.0,0,0.41,2,0,70.5,67.0,0,9,0.0,0,18,64.7,3,94.4,17,121.9,4,23.5,1,17,4,1.3,5.7,1.0,0,14.5,0,25.0,,0,0,0.0,0,0.49,0,0,64.7,55.8,0,8,0.0,0,19,70.6,1,89.5,17,39.6,4,23.5,0,8,0,0.0,8.0,0.47
Michael Wilson,84423,WR,ARZ,1,9,0,1,9.0,0,50.0,,0,0,0.0,0,-0.49,0,0,64.7,53.1,0,3,0.0,0,16,33.3,1,75.0,12,56.3,2,16.7,0,3,0,0.0,3.0,0.25,0,7.8,0,100.0,100.0,1,1,0.0,0,0.05,2,0,75.6,81.3,0,28,0.0,0,22,61.9,6,95.5,21,102.8,6,28.6,0,52,5,0.8,8.7,2.48
Nico Collins,61441,WR,HST,1,9,0,13,15.0,0,25.0,0.0,0,1,0.0,0,0.56,1,0,64.7,72.0,0,34,8.3,1,12,50.0,1,91.7,11,62.5,4,36.4,0,34,5,5.0,34.0,3.09,0,11.3,2,66.7,,0,0,0.0,0,-0.49,2,0,70.5,76.2,1,25,0.0,0,31,32.1,2,90.3,28,70.1,3,10.7,0,43,30,15.0,21.5,1.54
Drake London,86519,WR,ATL,1,9,0,2,9.5,0,75.0,,0,0,0.0,0,0.3,2,0,70.5,70.9,0,14,7.1,1,14,50.0,3,78.6,11,136.5,4,36.4,1,31,7,2.3,10.3,2.82,0,11.5,2,50.0,100.0,1,1,0.0,0,-0.08,1,0,68.3,70.5,0,13,0.0,0,16,42.9,2,87.5,14,68.8,4,28.6,0,24,16,8.0,12.0,1.71
Brian Thomas Jr.,146760,WR,JAX,1,9,0,15,14.0,0,0.0,,0,0,100.0,1,-1.1,0,0,27.9,41.1,0,0,0.0,0,5,20.0,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,6.5,3,62.5,0.0,0,2,16.7,1,-0.46,3,0,45.8,64.9,1,16,0.0,0,26,42.3,5,100.0,26,39.6,8,30.8,0,48,30,6.0,9.6,1.85
