player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Rashee Rice,97605,WR,KC,1,14,0,16,0,-2.3,4,100.0,,0,0,0.0,0,-0.02,2,0,90.2,90.7,0,14,0.0,0,8,50.0,4,100.0,8,92.7,4,50.0,0,25,34,8.5,6.3,3.13,4.7,2,85.7,,0,0,14.3,1,0.26,4,0,55.6,75.8,0,17,0.0,0,17,58.8,6,100.0,17,137.2,7,41.2,1,52,22,3.7,8.7,3.06
Diontae Johnson,33441,WR,CAR,1,13,0,5,0,-1.0,0,100.0,,0,0,0.0,0,0.19,0,0,78.7,51.6,0,5,0.0,0,6,66.7,1,100.0,6,87.5,1,16.7,0,5,6,6.0,5.0,0.83,9.0,1,100.0,,0,0,0.0,0,1.03,2,0,78.7,80.7,0,35,0.0,0,4,66.7,2,75.0,3,158.3,2,66.7,1,40,29,14.5,20.0,13.33
Malik Nabers,146759,WR,NYG,1,12,0,21,0,,0,,,0,0,,0,0.69,0,0,,49.3,0,0,0.0,0,4,75.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,16.3,0,33.3,50.0,1,2,0.0,0,-0.18,0,0,81.7,85.2,0,8,0.0,0,14,35.7,1,100.0,14,42.4,3,21.4,0,8,3,3.0,8.0,0.57
Jauan Jennings,48027,WR,SF,1,12,0,28,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,12.2,0,100.0,100.0,1,1,0.0,0,0.4,2,0,47.7,79.5,0,31,0.0,0,22,52.6,5,86.4,19,157.1,5,26.3,2,61,8,1.6,12.2,3.21
Amari Cooper,9437,WR,CLV,1,12,0,8,0,,0,,,0,0,,0,0.46,0,0,,50.8,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,22.0,0,0.0,,0,0,,0,-0.19,0,0,76.5,76.0,0,0,0.0,0,9,33.3,0,100.0,9,39.6,1,11.1,0,0,0,,,0.0
Stefon Diggs,9579,WR,HST,1,11,0,13,0,,0,,,0,0,,0,1.99,0,0,,52.5,0,0,0.0,0,2,100.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,8.2,0,100.0,100.0,1,1,0.0,0,-0.06,4,0,81.1,76.7,0,19,0.0,0,30,37.9,6,93.3,28,114.6,6,21.4,0,69,20,3.3,11.5,2.46
Cole Kmet,60995,TE,CHI,1,11,0,6,0,0.0,0,100.0,,0,0,0.0,0,-0.29,0,0,78.7,46.2,0,2,14.3,1,7,14.3,1,85.7,6,79.2,1,16.7,0,2,2,2.0,2.0,0.33,7.0,1,100.0,100.0,1,1,0.0,0,0.06,5,0,83.2,89.9,0,19,7.4,2,27,53.8,8,88.9,24,144.8,8,33.3,1,74,18,2.3,9.3,3.08
Dallas Goedert,47272,TE,PHI,1,11,0,24,0,-2.0,0,100.0,,0,0,0.0,0,0.14,0,0,84.5,91.9,0,9,0.0,0,4,50.0,2,100.0,4,89.6,2,50.0,0,11,15,7.5,5.5,2.75,18.3,0,100.0,,0,0,0.0,0,-0.17,3,0,51.2,73.5,0,43,0.0,0,22,47.6,3,95.5,21,118.8,3,14.3,0,71,16,5.3,23.7,3.38
Rome Odunze,73774,WR,CHI,1,11,0,6,0,,0,,,0,0,,0,-0.19,0,0,,44.3,0,0,0.0,0,9,22.2,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,23.6,0,42.9,50.0,1,2,0.0,0,-0.15,3,0,78.0,69.6,1,47,0.0,0,25,45.8,3,96.0,24,74.7,7,29.2,1,62,11,3.7,20.7,2.58
Jake Ferguson,61081,TE,DAL,1,10,0,9,0,,0,,,0,0,,0,0.77,0,0,,48.7,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,10.0,0,60.0,66.7,2,3,0.0,0,-0.38,2,0,77.3,66.8,0,26,3.4,1,29,37.5,3,82.8,24,92.1,5,20.8,0,48,13,4.3,16.0,2.0
