player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Pete Werner,58093,LB,NO,1,0,20,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jarvis Landry,8698,WR,CLV,12,1,8,68.1,0,0,1,0.3,0.3,100.0,1,0,0,1,341,,0,0,0,0.0,0.0,,0,0,0,132
Jimmy Garoppolo,8697,QB,SF,18,0,28,60.9,0,0,1,0.2,0.2,100.0,1,0,0,1,588,,0,0,0,0.0,0.0,,0,0,0,240
Allen Robinson II,8696,WR,CHI,12,0,6,62.2,0,0,0,0.0,0.3,,1,0,0,1,386,,0,0,0,0.0,0.0,,0,0,0,178
Demetric Felton Jr.,40568,WR,CLV,15,0,8,75.0,0,0,1,1.2,1.1,100.0,0,0,0,1,90,75.0,0,0,1,4.2,3.8,100.0,0,0,1,26
Christian Kuntz,20035,LS,PIT,1,0,25,62.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
James Winchester,8580,LS,KC,1,0,16,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kene Nwangwu,40547,HB,MIN,4,0,18,69.4,0,0,1,6.7,6.7,100.0,0,0,0,1,15,,0,0,0,0.0,0.0,,0,0,0,6
Stephen Sullivan,40411,TE,CAR,3,0,5,20.7,0,1,1,3.6,3.4,50.0,0,1,0,1,29,,0,0,0,0.0,0.0,,0,0,0,19
Jeff Heath,8396,S,NO,1,0,20,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kenny Stills,7926,WR,NO,13,0,20,68.5,0,0,1,0.6,0.6,100.0,0,0,0,1,168,,0,0,0,0.0,0.0,,0,0,0,87
J.J. Taylor,25512,HB,NE,5,0,19,67.1,0,0,1,3.8,3.8,100.0,0,0,0,1,26,,0,0,0,0.0,0.0,,0,0,0,8
Nick Moore,39090,LS,BLT,1,0,3,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Beau Brinkley,7418,LS,ARZ,1,0,1,29.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cullen Gillaspia,38844,FB,NYG,1,0,21,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Troy Reeder,38268,LB,LA,1,0,26,62.7,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Aaron Brewer,7301,LS,ARZ,1,0,1,60.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tee Higgins,61211,WR,CIN,18,0,7,62.2,0,0,0,0.0,0.1,,1,0,0,1,676,,0,0,0,0.0,0.0,,0,0,0,336
Amari Rodgers,61212,WR,GB,11,0,12,65.9,0,0,1,2.4,2.2,100.0,0,0,0,1,45,,0,0,0,0.0,0.0,,0,0,0,15
Ja'Marcus Bradley,27003,WR,CLV,2,0,8,66.2,0,0,1,2.4,2.1,100.0,0,0,0,1,47,,0,0,0,0.0,0.0,,0,0,0,18
Tylan Wallace,61577,WR,BLT,10,0,3,66.6,0,0,1,1.8,1.7,100.0,0,0,0,1,59,,0,0,0,0.0,0.0,,0,0,0,23
Quez Watkins,61664,WR,PHI,18,0,24,66.2,0,0,1,0.2,0.2,100.0,2,0,0,1,481,,0,0,0,0.0,0.0,,0,0,0,235
Nick Bowers,36271,TE,LV,2,0,23,68.3,0,0,1,12.5,12.5,100.0,0,0,0,1,8,,0,0,0,0.0,0.0,,0,0,0,1
Ryan Tannehill,7014,QB,TEN,18,0,31,60.9,0,0,1,0.2,0.2,100.0,1,0,0,1,663,,0,0,0,0.0,0.0,,0,0,0,270
Matt Overton,6979,LS,LAC,1,0,27,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jake McQuaide,6586,LS,DAL,1,0,9,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tanner Hudson,66924,TE,SF,1,0,28,69.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Dennis Gardeck,66928,ED,ARZ,1,0,1,62.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Joe Burrow,28022,QB,CIN,20,0,7,61.3,0,0,1,0.1,0.1,100.0,1,0,0,1,801,,0,0,0,0.0,0.0,,0,0,0,374
Malik Harrison,28081,LB,BLT,1,0,3,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Blake Ferguson,35517,LS,MIA,1,0,17,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cameron Heyward,6183,DI,PIT,1,0,25,62.0,0,0,1,100.0,100.0,100.0,4,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Bolton,81322,LB,KC,1,0,16,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ernest Jones,81399,LB,LA,1,0,26,62.7,0,0,0,,100.0,,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Sammis Reyes,143769,TE,WAS,5,0,32,69.3,0,0,1,12.5,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,3
Morgan Cox,6020,LS,TEN,1,0,31,60.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
David Wells,34985,TE,ARZ,1,0,1,65.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Michael Pittman Jr.,29049,WR,IND,17,0,14,66.3,0,0,1,0.2,0.2,100.0,3,0,0,1,602,66.3,0,0,1,0.4,0.4,100.0,0,0,1,274
Zack Baun,34632,LB,NO,1,0,20,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
David Sills V,34579,WR,NYG,4,0,21,65.7,0,0,1,2.2,2.1,100.0,0,0,0,1,48,,0,0,0,0.0,0.0,,0,0,0,25
Kendall Hinton,34045,WR,DEN,15,0,10,62.4,0,0,0,0.0,0.6,,0,0,0,1,169,,0,0,0,0.0,0.0,,0,0,0,86
Brandon Aiyuk,84109,WR,SF,20,0,28,66.0,0,0,0,0.0,0.2,,1,0,0,1,593,,0,0,0,0.0,0.0,,0,0,0,252
Elijah Moore,84302,WR,NYJ,11,1,22,65.7,0,0,0,0.0,0.3,,3,0,0,1,329,,0,0,0,0.0,0.0,,0,0,0,150
Kevin Rader,30887,TE,PIT,4,0,25,67.1,0,0,1,6.3,6.3,100.0,0,0,0,1,16,,0,0,0,0.0,0.0,,0,0,0,7
Bryan Edwards,28486,WR,LV,17,0,23,66.2,0,0,1,0.2,0.2,100.0,1,0,0,1,585,,0,0,0,0.0,0.0,,0,0,0,314
Andrew Van Ginkel,30267,ED,MIA,1,0,17,62.7,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
Kyler Fackrell,10722,ED,LAC,1,0,27,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Darian Thompson,10705,S,DAL,1,0,9,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Anthony Levine,6013,S,BLT,1,0,3,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Martin,10684,C,LV,1,0,23,69.6,0,0,1,100.0,100.0,100.0,1,0,0,1,1,69.6,0,0,1,100.0,100.0,100.0,0,0,1,1
Reggie Ragland,10675,LB,NYG,1,0,21,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Sterling Shepard,10674,WR,NYG,7,0,21,62.4,0,0,1,0.5,0.4,100.0,0,0,0,1,236,,0,0,0,0.0,0.0,,0,0,0,118
David Steinmetz,46936,T,WAS,1,0,32,61.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jared Goff,10635,QB,DET,14,0,11,60.9,0,0,1,0.2,0.2,100.0,1,0,0,1,576,,0,0,0,0.0,0.0,,0,0,0,305
Ross Travis,10320,TE,DET,2,0,11,65.9,0,0,1,9.1,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,4
Nick Dzubnar,10127,LB,TEN,1,0,31,61.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jake Kumerow,9883,WR,BUF,16,0,4,65.3,0,0,1,2.0,1.9,100.0,0,0,0,1,53,,0,0,0,0.0,0.0,,0,0,0,9
Matt LaCosse,9840,TE,NE,1,0,19,61.5,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,3
Rashard Higgins,10806,WR,CLV,15,0,8,61.6,0,0,1,0.3,0.3,100.0,0,0,0,1,313,,0,0,0,0.0,0.0,,0,0,0,151
Mike Thomas,10840,WR,CIN,14,0,7,62.3,0,0,1,1.3,1.2,100.0,0,0,0,1,83,,0,0,0,0.0,0.0,,0,0,0,30
Joe Walker,10885,LB,ARZ,1,0,1,60.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jake Brendel,11117,C,SF,1,0,28,69.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,69.0,0,0,1,100.0,100.0,100.0,0,0,1,1
Chris Board,29456,LB,BLT,1,0,3,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Brennan Scarlett,11169,ED,MIA,1,0,17,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Stefon Diggs,9579,WR,BUF,19,0,4,67.2,0,0,0,0.0,0.1,,1,0,0,1,748,,0,0,0,0.0,0.0,,0,0,0,334
Jamil Douglas,9547,G,WAS,1,0,32,70.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Zach Wood,11414,LS,NO,1,0,20,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Corey Davis,11760,WR,NYJ,9,0,22,70.6,0,0,1,0.4,0.3,100.0,0,0,0,1,301,,0,0,0,0.0,0.0,,0,0,0,137
Devine Ozigbo,45903,HB,NE,2,0,19,69.4,0,0,1,11.1,11.1,100.0,0,0,0,1,9,,0,0,0,0.0,0.0,,0,0,0,4
Chris Wormley,11829,DI,PIT,1,0,25,62.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Chris Godwin,11839,WR,TB,14,0,30,69.6,0,0,1,0.2,0.2,100.0,0,0,0,1,584,,0,0,0,0.0,0.0,,0,0,0,252
Van Jefferson,47447,WR,LA,21,0,26,66.8,0,0,1,0.1,0.1,100.0,2,0,0,1,730,,0,0,0,0.0,0.0,,0,0,0,352
Artavis Pierce,45749,HB,CHI,1,0,6,72.0,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Jason Huntley,45693,HB,PHI,1,0,24,67.1,0,0,1,7.1,7.1,100.0,0,0,0,1,14,,0,0,0,0.0,0.0,,0,0,0,7
Marquez Valdes-Scantling,47809,WR,GB,11,0,12,61.6,0,0,1,0.3,0.3,100.0,0,0,0,1,325,,0,0,0,0.0,0.0,,0,0,0,127
Nick Westbrook-Ikhine,47861,WR,TEN,17,0,31,64.5,0,0,1,0.3,0.3,100.0,0,0,0,1,368,,0,0,0,0.0,0.0,,0,0,0,158
D.K. Metcalf,47864,WR,SEA,17,2,29,65.4,0,0,1,0.2,0.2,100.0,6,0,0,1,530,,0,0,0,0.0,0.0,,0,0,0,199
Trent Sherfield,48021,WR,SF,19,0,28,68.1,0,0,1,0.8,0.8,100.0,2,0,0,1,126,,0,0,0,0.0,0.0,,0,0,0,49
Malik Turner,48078,WR,DAL,12,0,9,70.2,0,0,1,1.5,1.4,100.0,0,0,0,1,72,,0,0,0,0.0,0.0,,0,0,0,46
Brandon Stephens,45644,S,BLT,1,0,3,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Mack Hollins,11873,WR,MIA,16,0,17,67.1,0,0,1,0.5,0.4,100.0,1,0,0,1,230,,0,0,0,0.0,0.0,,0,0,0,105
Auden Tate,48192,WR,CIN,7,0,7,62.3,0,1,1,2.6,2.4,50.0,0,1,0,1,42,,0,0,0,0.0,0.0,,0,0,0,17
Darnell Mooney,48236,WR,CHI,17,0,6,65.8,0,0,1,0.2,0.2,100.0,0,0,0,1,651,65.8,0,0,1,0.4,0.3,100.0,0,0,1,289
DJ Moore,48267,WR,CAR,17,0,5,66.8,0,0,1,0.2,0.2,100.0,1,0,0,1,653,,0,0,0,0.0,0.0,,0,0,0,320
Zach Banner,11892,T,PIT,1,0,25,69.6,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Scott,49012,S,LA,1,0,26,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Josh Woods,49023,LB,DET,1,0,11,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Francis Bernard,44722,LB,DAL,1,0,9,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Olasunkanmi Adeniyi,50154,ED,TEN,1,0,31,61.4,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Christian Wilkins,50293,DI,MIA,2,0,17,62.0,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Luke Gifford,50675,LB,DAL,1,0,9,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Leki Fotu,44614,DI,ARZ,1,0,1,63.8,0,0,0,,100.0,,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Travin Howard,50959,LB,LA,1,0,26,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jalen Elliott,51071,S,DET,1,0,11,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Julian Love,51081,S,NYG,1,0,21,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Ben Niemann,51099,LB,KC,1,0,16,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Armani Watts,51264,S,KC,1,0,16,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Drue Tranquill,51276,LB,LAC,1,0,27,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Kristian Welch,51283,LB,BLT,1,0,3,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Dorian O'Daniel,51487,LB,KC,1,0,16,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Keelan Cole Sr.,51593,WR,NYJ,15,0,22,66.1,0,0,1,0.3,0.3,100.0,0,0,0,1,367,,0,0,0,0.0,0.0,,0,0,0,165
Matt Prater,3471,K,ARZ,1,0,1,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jamir Jones,44287,ED,JAX,1,0,15,62.7,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Quincy Roche,43734,ED,NYG,1,0,21,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Niemann,43500,LB,LAC,1,0,27,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tavante Beckett,42663,LB,DET,1,0,11,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Byron Pringle,42345,WR,KC,20,0,16,66.2,0,0,1,0.2,0.2,100.0,2,0,0,1,540,,0,0,0,0.0,0.0,,0,0,0,274
Lil'Jordan Humphrey,42247,WR,NO,10,0,20,67.6,0,0,1,0.7,0.7,100.0,0,0,0,1,143,,0,0,0,0.0,0.0,,0,0,0,80
Geno Stone,55967,S,BLT,1,0,3,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Chris Rumph II,56345,ED,LAC,1,0,27,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Victor Dimukeje,56347,ED,ARZ,1,0,1,37.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Trent Taylor,11932,WR,CIN,4,0,7,66.2,0,0,1,3.8,3.6,100.0,0,0,0,1,28,,0,0,0,0.0,0.0,,0,0,0,11
Zach Kerr,9195,DI,CIN,1,0,7,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Gary Brightwell,57133,HB,NYG,3,0,21,63.8,0,0,1,12.5,11.1,100.0,0,0,0,1,9,,0,0,0,0.0,0.0,,0,0,0,4
Tanner Vallejo,11950,LB,ARZ,1,0,1,61.4,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Casey Kreiter,8959,LS,NYG,1,0,21,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cameron Tom,12227,C,MIA,1,0,17,66.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
