player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,21,230,0,26,11.3,9,74.6,80.0,8,10,4.3,2,0.45,39,0,76.3,94.3,1,59,1.0,2,193,56.1,44,91.7,177,148.8,59,33.3,8,747,259,5.9,17.0,4.22,0,8.2,17,78.0,50.0,6,12,6.1,6,0.17,46,1,73.2,87.2,4,70,1.1,5,466,52.5,92,94.8,442,103.0,118,26.7,3,1190,577,6.3,12.9,2.69
Tyreek Hill,10799,WR,KC,20,182,0,16,11.6,0,68.5,22.2,2,9,9.8,4,0.06,26,1,57.8,81.7,3,64,0.0,0,206,45.7,37,91.3,188,97.6,54,28.7,4,478,155,4.2,12.9,2.54,0,10.7,13,75.0,28.6,2,7,5.1,4,0.28,46,0,77.2,80.7,0,75,0.0,0,410,56.1,75,94.4,387,102.5,100,25.8,1,830,312,4.2,11.1,2.14
Davante Adams,8688,WR,GB,17,177,0,12,10.3,5,70.7,57.1,4,7,2.4,1,0.19,31,0,83.0,91.3,1,50,0.0,0,186,47.7,41,92.5,172,126.1,58,33.7,6,526,152,3.7,12.8,3.06,0,10.5,5,73.3,40.0,6,15,2.9,2,0.21,42,0,85.6,91.2,2,59,0.0,0,318,50.5,66,95.3,303,101.2,90,29.7,2,860,362,5.5,13.0,2.84
Diontae Johnson,33441,WR,PIT,17,176,0,25,8.4,3,67.2,44.4,4,9,2.4,1,-0.12,24,2,75.0,75.8,0,50,0.0,0,214,39.3,41,93.9,201,114.0,61,30.3,4,498,297,7.2,12.1,2.48,0,9.6,13,62.7,33.3,3,9,7.1,4,-0.15,29,0,61.2,70.4,2,45,0.0,0,334,40.3,52,92.8,310,76.8,83,26.8,2,489,172,3.3,9.4,1.58
Stefon Diggs,9579,WR,BUF,19,168,0,4,11.1,5,55.6,28.6,4,14,7.9,3,0.1,22,0,63.6,76.2,1,37,0.4,1,257,47.5,35,91.4,235,83.3,63,26.8,3,388,91,2.6,11.1,1.65,0,12.5,12,70.5,53.8,7,13,3.1,2,0.15,36,0,84.4,78.4,5,61,0.0,0,415,53.0,62,95.9,398,78.6,88,22.1,1,796,224,3.6,12.8,2.0
Justin Jefferson,61398,WR,MIN,17,163,0,18,13.7,0,71.4,57.1,4,7,5.4,2,0.23,32,0,79.9,92.5,0,37,0.0,0,177,47.5,35,91.0,161,140.9,49,30.4,5,532,121,3.5,15.2,3.3,0,13.2,9,67.8,47.4,9,19,7.6,5,0.04,35,1,64.5,82.3,1,56,0.0,0,372,46.4,61,95.4,355,106.1,90,25.4,2,966,344,5.6,15.8,2.72
Ja'Marr Chase,84270,WR,CIN,21,158,0,7,13.1,6,67.5,33.3,3,9,3.6,1,0.2,21,0,76.1,88.2,4,82,0.0,0,177,49.1,27,92.1,163,104.2,40,24.5,4,568,264,9.8,21.0,3.48,0,12.8,14,68.0,45.5,10,22,10.8,8,0.14,42,2,50.3,83.2,1,72,0.0,0,433,49.5,66,95.2,412,121.2,97,23.5,6,1073,497,7.5,16.3,2.6
Travis Kelce,7844,TE,KC,19,158,0,16,8.8,3,56.3,62.5,5,8,10.0,3,0.11,19,0,56.1,76.6,3,69,1.4,3,218,48.5,27,89.4,195,72.6,48,24.6,3,332,155,5.7,12.3,1.7,0,7.1,17,75.9,60.0,3,5,4.8,3,0.25,41,1,71.1,82.9,2,48,2.5,11,432,54.7,60,91.7,396,111.2,79,19.9,3,829,461,7.7,13.8,2.09
DJ Moore,48267,WR,CAR,17,156,0,5,9.8,0,57.4,38.5,5,13,3.6,1,-0.22,18,0,75.5,73.8,3,64,0.0,0,179,39.6,27,94.4,169,59.1,47,27.8,1,323,149,5.5,12.0,1.91,0,11.5,5,61.5,33.3,4,12,11.1,7,-0.2,35,1,44.4,72.4,2,29,0.3,1,396,41.6,56,95.7,379,80.5,91,24.0,1,712,252,4.5,12.7,1.88
Keenan Allen,7857,WR,LAC,16,150,0,27,8.6,0,64.3,30.8,4,13,12.2,5,0.08,24,0,39.2,74.8,2,42,0.0,0,210,45.2,36,88.6,186,72.2,56,30.1,0,422,133,3.7,11.7,2.27,0,9.5,3,72.5,58.3,7,12,6.5,4,0.15,33,1,70.2,72.9,2,41,0.0,0,392,49.3,58,95.4,374,92.2,80,21.4,2,610,196,3.4,10.5,1.63
Mark Andrews,47436,TE,BLT,17,149,0,3,8.4,3,73.3,63.6,7,11,5.7,2,0.02,25,0,71.4,91.6,1,43,0.6,1,172,45.0,33,92.4,159,127.7,45,28.3,5,397,173,5.2,12.0,2.5,0,12.2,6,71.0,55.6,10,18,1.5,1,0.01,45,1,85.7,89.0,7,41,1.5,6,398,45.4,66,93.7,373,70.5,93,24.9,0,906,261,4.0,13.7,2.43
Marquise Brown,61568,WR,BLT,16,139,0,3,8.8,1,53.8,50.0,2,4,6.7,1,-0.23,4,1,66.7,52.0,1,42,0.0,0,156,40.0,14,92.9,145,64.9,26,17.9,1,132,70,5.0,9.4,0.91,0,13.0,5,66.3,40.0,4,10,6.0,4,0.07,28,0,71.8,73.2,1,49,0.0,0,409,49.2,63,96.3,394,95.7,95,24.1,3,735,278,4.4,11.7,1.87
