ftn_game_id,nflverse_game_id,season,week,ftn_play_id,nflverse_play_id,starting_hash,qb_location,n_offense_backfield,n_defense_box,is_no_huddle,is_motion,is_play_action,is_screen_pass,is_rpo,is_trick_play,is_qb_out_of_pocket,is_interception_worthy,is_throw_away,read_thrown,is_catchable_ball,is_contested_ball,is_created_reception,is_drop,is_qb_sneak,n_blitzers,n_pass_rushers,is_qb_fault_sack,date_pulled
6734,2025_01_DAL_PHI,2025,1,1106026,40,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106027,71,R,U,2,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106028,112,L,S,1,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106029,141,R,S,2,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106030,166,R,U,2,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106031,188,R,U,1,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106032,213,R,S,1,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DES,FALSE,TRUE,FALSE,FALSE,FALSE,1,5,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106033,247,R,U,2,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106034,270,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106035,285,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106036,330,L,P,1,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106037,360,L,S,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106038,382,L,U,2,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SD,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,2025-12-11T12:41:10.599765Z
6734,2025_01_DAL_PHI,2025,1,1106039,404,L,U,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2025-12-11T12:41:10.599765Z
