player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Corey Bullock,108855,C,BLT,5,0,3,48.0,100.0,3,25.0,3,58.0,0,100.0,12,12,67.6,100.0,5,41.7,5
Deven Thompkins,84480,WR,ATL,4,0,2,60.0,100.0,1,8.3,1,43.7,1,92.3,12,13,39.8,100.0,7,58.3,7
AJ Dillon,57165,HB,PHI,7,0,24,59.7,25.0,2,16.7,8,60.0,0,52.2,12,23,60.0,16.7,1,8.3,6
Zach Wilson,82096,QB,MIA,3,0,17,60.0,100.0,4,33.3,4,60.0,0,85.7,12,14,60.0,100.0,8,66.7,8
Malik Turner,48078,WR,SF,4,0,28,60.3,100.0,4,33.3,4,57.8,0,100.0,12,12,60.2,100.0,3,25.0,3
Simi Fehoko,84424,WR,ARZ,4,0,1,61.1,100.0,8,66.7,8,61.1,0,100.0,12,12,60.0,100.0,4,33.3,4
Jaylen Wright,146934,HB,MIA,10,0,17,,0.0,0,0.0,31,60.0,0,13.3,11,83,,0.0,0,0.0,40
Kyle Allen,26152,QB,DET,3,0,11,60.0,100.0,3,27.3,3,60.0,0,78.6,11,14,60.0,100.0,8,72.7,8
Sean Tucker,123056,HB,TB,14,0,30,59.9,3.5,2,18.2,57,60.4,0,10.8,11,102,60.0,2.7,1,9.1,37
Brandon Crenshaw-Dickson,101241,T,TEN,2,0,31,70.0,100.0,9,81.8,9,69.7,0,100.0,11,11,60.0,100.0,1,9.1,1
Blake Corum,129574,HB,LA,20,0,26,60.0,1.2,1,9.1,84,45.5,0,5.9,11,186,,0.0,0,0.0,89
Rasheen Ali,121717,HB,BLT,7,0,3,,0.0,0,0.0,2,70.8,0,61.1,11,18,60.0,16.7,1,9.1,6
Marcus Bryant,121917,T,NE,3,0,19,56.3,100.0,4,36.4,4,54.1,0,100.0,11,11,,,0,0.0,0
Hayden Conner,144723,G,ARZ,3,0,1,47.1,100.0,7,63.6,7,62.9,0,100.0,11,11,78.1,100.0,4,36.4,4
Bucky Irving,144970,HB,TB,10,0,30,60.0,2.2,2,18.2,91,60.3,0,6.0,11,184,60.0,2.5,2,18.2,81
Jalen Ramsey,10639,S,PIT,6,1,25,,,0,0.0,0,60.0,3,100.0,10,10,,,0,0.0,0
Trey Benson,131705,HB,ARZ,4,0,1,57.8,16.7,4,40.0,24,57.9,0,25.0,10,40,60.0,16.7,2,20.0,12
E.J. Jenkins,109834,TE,PHI,2,0,24,59.4,100.0,1,10.0,1,56.9,0,100.0,10,10,57.8,100.0,4,40.0,4
Braelon Allen,145159,HB,NYJ,4,0,22,68.5,40.0,2,20.0,5,69.1,0,33.3,10,30,58.7,28.6,6,60.0,21
Xavier Newman,58525,G,NYJ,3,0,22,48.8,100.0,4,40.0,4,53.2,0,100.0,10,10,63.5,100.0,5,50.0,5
Jordan Watkins,122730,WR,SF,4,0,28,,,0,0.0,0,60.3,0,100.0,10,10,59.8,100.0,7,70.0,7
Dalen Cambre,102933,WR,NYG,4,0,21,58.5,100.0,3,30.0,3,60.1,0,100.0,10,10,60.0,100.0,3,30.0,3
Jaret Patterson,77745,HB,LAC,6,0,27,59.9,4.0,1,11.1,25,40.9,0,17.6,9,51,60.0,5.6,1,11.1,18
Jimmy Garoppolo,8697,QB,LA,3,0,26,60.0,100.0,7,77.8,7,60.0,0,50.0,9,18,60.0,100.0,2,22.2,2
Brandon Walton,41533,G,CAR,2,0,5,78.0,100.0,3,33.3,3,78.6,0,100.0,9,9,66.1,100.0,6,66.7,6
Shane Buechele,12659,QB,KC,1,0,16,60.0,100.0,4,44.4,4,60.0,0,100.0,9,9,60.0,100.0,5,55.6,5
Zach Horton,148361,TE,DET,2,0,11,57.1,100.0,3,33.3,3,56.5,0,100.0,9,9,58.4,100.0,6,66.7,6
Nick Chubb,45783,HB,HST,17,0,13,,0.0,0,0.0,81,60.0,0,5.9,9,153,,0.0,0,0.0,60
Mecole Hardman Jr.,42683,WR,BUF,2,0,4,60.8,100.0,6,66.7,6,59.4,0,100.0,9,9,59.1,100.0,2,22.2,2
Cooper DeJean,144867,CB,PHI,5,0,24,,,0,0.0,0,60.0,0,100.0,8,8,,,0,0.0,0
Tahj Brooks,123133,HB,CIN,6,0,7,,0.0,0,0.0,4,60.0,0,33.3,8,24,,0.0,0,0.0,12
Will Mallory,77888,TE,IND,2,0,14,60.2,100.0,5,62.5,5,59.8,0,100.0,8,8,58.9,100.0,2,25.0,2
Calvin Anderson,46247,T,PIT,1,0,25,60.0,100.0,2,25.0,2,62.5,0,100.0,8,8,51.0,100.0,4,50.0,4
Tyson Bagent,169628,QB,CHI,2,0,6,60.0,100.0,1,12.5,1,60.0,0,88.9,8,9,60.0,100.0,6,75.0,6
Charlie Jones,55038,WR,CIN,3,0,7,60.6,100.0,4,50.0,4,34.6,0,100.0,8,8,60.1,100.0,4,50.0,4
Jason Brownlee,121451,WR,KC,4,0,16,60.0,100.0,1,12.5,1,60.3,0,100.0,8,8,59.2,100.0,3,37.5,3
Will Shipley,144138,HB,PHI,12,0,24,60.0,16.7,1,12.5,6,78.2,0,38.1,8,21,60.0,11.1,1,12.5,9
Bryce Oliver,84248,WR,TEN,2,0,31,61.1,100.0,6,75.0,6,60.9,0,100.0,8,8,60.0,100.0,1,12.5,1
Terrell Jennings,102408,HB,NE,5,0,19,,0.0,0,0.0,19,60.0,0,25.8,8,31,,0.0,0,0.0,4
Steven Sims,48341,WR,ARZ,3,0,1,58.0,100.0,5,62.5,5,58.8,0,100.0,8,8,60.2,100.0,3,37.5,3
Luke Newman,143066,G,CHI,2,0,6,59.9,100.0,2,25.0,2,74.6,0,100.0,8,8,66.3,100.0,4,50.0,4
Jacoby Jones,157518,WR,WAS,1,0,32,60.0,100.0,3,37.5,3,86.4,0,100.0,8,8,85.7,100.0,5,62.5,5
Russell Gage,44771,WR,SF,1,0,28,59.7,100.0,2,25.0,2,58.2,0,100.0,8,8,57.9,100.0,4,50.0,4
Ke'Shawn Williams,123406,WR,CIN,4,0,7,59.8,100.0,1,12.5,1,60.4,0,80.0,8,10,60.0,100.0,4,50.0,4
Anthony Richardson,124393,QB,IND,2,0,14,60.0,100.0,6,75.0,6,60.0,0,66.7,8,12,60.0,100.0,2,25.0,2
Evan Hull,97302,HB,NO,6,0,20,60.0,10.0,1,12.5,10,60.3,0,28.6,8,28,60.0,8.3,1,12.5,12
Talanoa Hufanga,83903,S,DEN,4,0,10,,,0,0.0,0,60.0,0,100.0,7,7,,,0,0.0,0
Jaydon Blue,157303,HB,DAL,5,0,9,,0.0,0,0.0,14,60.0,0,14.9,7,47,,0.0,0,0.0,24
Jacob Saylors,87559,HB,DET,4,0,11,,0.0,0,0.0,1,59.8,0,77.8,7,9,,0.0,0,0.0,1
Sal Cannella,60853,TE,CLV,2,0,8,59.2,100.0,2,28.6,2,54.1,0,100.0,7,7,55.0,100.0,3,42.9,3
Jalen Moreno-Cropper,97273,WR,DAL,2,0,9,59.8,100.0,2,28.6,2,60.6,1,100.0,7,7,60.0,100.0,2,28.6,2
Julius Chestnut,109239,HB,TEN,10,0,31,51.8,22.2,2,28.6,9,40.4,0,38.9,7,18,60.0,25.0,1,14.3,4
Michael Niese,108444,C,DET,1,0,11,59.9,100.0,2,28.6,2,65.1,0,100.0,7,7,65.8,100.0,4,57.1,4
Raheim Sanders,146626,HB,CLV,4,0,8,,0.0,0,0.0,10,59.7,0,20.0,7,35,60.0,5.6,1,14.3,18
Tyler Badie,83714,HB,DEN,8,0,10,59.3,66.7,2,28.6,3,58.6,0,43.8,7,16,60.0,12.5,1,14.3,8
Treyton Welch,98097,TE,NO,3,0,20,60.0,100.0,1,14.3,1,57.1,0,100.0,7,7,56.5,100.0,5,71.4,5
Brayden Willis,77917,TE,SF,5,0,28,60.0,100.0,1,14.3,1,60.0,0,100.0,7,7,60.0,100.0,1,14.3,1
Albert Okwuegbunam,41933,TE,LV,1,0,23,60.0,100.0,1,16.7,1,56.0,0,100.0,6,6,57.6,100.0,4,66.7,4
Ronnie Rivers,57208,HB,LA,3,0,26,,0.0,0,0.0,8,60.0,0,37.5,6,16,,0.0,0,0.0,2
Stephen Carlson,94365,TE,CHI,2,0,6,56.5,100.0,2,33.3,2,55.1,0,100.0,6,6,59.4,100.0,3,50.0,3
Chris Blair,84096,WR,ATL,1,0,2,60.0,100.0,1,16.7,1,58.4,1,100.0,6,6,58.2,100.0,5,83.3,5
Caedan Wallace,98427,G,NE,1,0,19,60.0,100.0,1,16.7,1,69.1,0,100.0,6,6,68.4,100.0,3,50.0,3
George Holani,72154,HB,SEA,6,0,29,59.9,14.3,1,16.7,7,60.0,0,18.2,6,33,,0.0,0,0.0,21
Hassan Haskins,83701,HB,LAC,6,0,27,60.0,18.2,2,33.3,11,71.6,0,26.1,6,23,,0.0,0,0.0,8
Raheem Mostert,9783,HB,LV,9,0,23,,0.0,0,0.0,3,60.0,0,21.4,6,28,60.0,5.6,1,16.7,18
Zach Davidson,143780,TE,NYG,1,0,21,63.7,100.0,3,50.0,3,72.8,0,100.0,6,6,,,0,0.0,0
Ryan McCollum,41974,C,PIT,2,0,25,,,0,0.0,0,67.6,0,100.0,6,6,68.1,100.0,3,50.0,3
Kendall Lamm,10017,T,MIA,1,0,17,55.3,100.0,3,50.0,3,51.1,0,100.0,6,6,53.9,100.0,3,50.0,3
Carson Vinson,142734,T,BLT,2,0,3,60.0,100.0,1,16.7,1,74.6,0,100.0,6,6,61.0,100.0,1,16.7,1
Jovaughn Gwyn,81839,G,ATL,4,0,2,,,0,0.0,0,77.6,0,100.0,6,6,77.5,100.0,5,83.3,5
Garrett Dellinger,146770,G,TEN,1,0,31,,,0,0.0,0,62.2,0,100.0,6,6,49.3,100.0,5,83.3,5
Quentin Skinner,122579,WR,NYJ,1,0,22,,,0,0.0,0,48.2,0,100.0,6,6,48.8,100.0,5,83.3,5
Velus Jones Jr.,40573,HB,SEA,5,0,29,58.5,28.6,2,33.3,7,59.8,0,35.3,6,17,60.0,14.3,1,16.7,7
DeeJay Dallas,55632,HB,JAX,3,0,15,,0.0,0,0.0,1,60.0,0,66.7,6,9,,0.0,0,0.0,2
Xavier Restrepo,122220,WR,TEN,2,0,31,59.7,100.0,2,33.3,2,53.5,0,100.0,6,6,60.2,100.0,3,50.0,3
D'Ernest Johnson,45734,HB,NE,5,0,19,,0.0,0,0.0,6,60.0,0,25.0,5,20,60.0,11.1,1,20.0,9
River Cracraft,47417,WR,WAS,1,0,32,,,0,0.0,0,59.7,0,100.0,5,5,59.3,100.0,4,80.0,4
Justin Shorter,84376,WR,LV,3,0,23,,,0,0.0,0,60.0,0,100.0,5,5,60.0,100.0,3,60.0,3
Tahj Washington,97288,WR,MIA,2,0,17,60.0,100.0,2,40.0,2,60.0,0,100.0,5,5,60.0,100.0,1,20.0,1
Brandon Smith,61327,WR,NYJ,1,0,22,60.0,100.0,1,20.0,1,60.6,0,100.0,5,5,60.0,100.0,2,40.0,2
Xavier Gipson,104136,WR,NYG,2,0,21,,,0,0.0,0,60.0,0,100.0,5,5,60.0,100.0,2,40.0,2
Dameon Pierce,83659,HB,KC,3,0,16,,0.0,0,0.0,8,60.0,0,26.3,5,19,60.0,14.3,1,20.0,7
Ameer Abdullah,9487,HB,IND,9,0,14,59.8,50.0,2,40.0,4,56.3,0,26.3,5,19,60.0,14.3,2,40.0,14
Michael Carter,57337,HB,ARZ,13,0,1,60.0,1.6,1,20.0,62,71.3,0,5.0,5,100,60.0,2.9,1,20.0,34
Sam Mustipher,13026,C,DEN,2,0,10,59.1,100.0,2,40.0,2,62.5,0,100.0,5,5,60.0,100.0,1,20.0,1
Jackson Meeks,146714,WR,DET,2,0,11,60.0,100.0,1,20.0,1,60.3,0,100.0,5,5,60.0,100.0,1,20.0,1
Kaleb Johnson,156419,HB,PIT,10,0,25,,0.0,0,0.0,6,60.0,1,12.1,4,33,,0.0,0,0.0,23
Zamir White,83665,HB,LV,5,0,23,,0.0,0,0.0,1,60.0,0,25.0,4,16,,0.0,0,0.0,11
Emari Demercado,77763,HB,ARZ,12,0,1,60.0,3.0,1,25.0,33,29.6,0,8.3,4,48,,0.0,0,0.0,12
Dan Chisena,34061,WR,CAR,1,0,5,60.0,100.0,1,25.0,1,54.3,0,100.0,4,4,60.0,100.0,3,75.0,3
Trayveon Williams,45775,HB,CLV,5,0,8,60.0,33.3,1,25.0,3,60.0,0,28.6,4,14,60.0,11.1,1,25.0,9
Ja'Corey Brooks,146587,WR,WAS,1,0,32,57.1,100.0,3,75.0,3,55.8,0,100.0,4,4,60.0,100.0,1,25.0,1
Jack Nelson,129927,T,ATL,2,0,2,60.2,100.0,3,75.0,3,60.1,0,100.0,4,4,,,0,0.0,0
Tyler Goodson,101659,HB,IND,7,0,14,,0.0,0,0.0,7,60.2,0,30.8,4,13,60.0,50.0,2,50.0,4
Antonio Gibson,78050,HB,NE,5,0,19,60.0,10.0,1,25.0,10,60.0,0,13.8,4,29,,0.0,0,0.0,13
Nick Zakelj,59693,G,SF,1,0,28,60.0,100.0,1,25.0,1,48.6,0,100.0,4,4,48.8,100.0,3,75.0,3
Jordan James,163295,HB,SF,2,0,28,,,0,0.0,0,60.0,0,40.0,4,10,,0.0,0,0.0,5
Kalel Mullings,129590,HB,TEN,3,0,31,,0.0,0,0.0,3,60.0,0,57.1,4,7,,,0,0.0,0
Dalevon Campbell,101711,WR,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,3,3,60.0,100.0,3,100.0,3
Austin McNamara,99363,P,NYJ,3,0,22,,,0,0.0,0,59.7,0,100.0,3,3,,,0,0.0,0
James Conner,11860,HB,ARZ,3,1,1,60.0,6.5,2,66.7,31,60.0,1,7.9,3,38,60.0,16.7,1,33.3,6
Austin Ekeler,12164,HB,WAS,2,0,32,60.0,22.2,2,66.7,9,58.8,0,17.6,3,17,60.0,14.3,1,33.3,7
Sean McKeon,42266,TE,IND,1,0,14,,,0,0.0,0,60.6,0,100.0,3,3,60.6,100.0,3,100.0,3
Josh Sills,41748,G,IND,1,0,14,74.2,100.0,2,66.7,2,77.9,0,100.0,3,3,60.0,100.0,1,33.3,1
Khalil Herbert,41668,HB,NYJ,3,0,22,,0.0,0,0.0,1,60.0,0,15.8,3,19,,0.0,0,0.0,14
Chase Lundt,98515,T,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Nate Carter,147376,HB,ATL,4,0,2,,0.0,0,0.0,2,60.0,0,25.0,3,12,,0.0,0,0.0,7
Najee Harris,57121,HB,LAC,3,0,27,,0.0,0,0.0,7,60.0,0,15.8,3,19,,0.0,0,0.0,8
Eric Gray,99143,HB,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Tejhaun Palmer,145443,WR,ARZ,1,0,1,60.2,100.0,3,100.0,3,60.2,0,100.0,3,3,,,0,0.0,0
Cameron Heyward,6183,DI,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Kedon Slovis,100580,QB,ARZ,2,0,1,60.0,100.0,3,100.0,3,60.0,0,100.0,3,3,,,0,0.0,0
Shedrick Jackson,84136,WR,LV,3,0,23,,,0,0.0,0,59.8,0,75.0,3,4,60.0,66.7,2,66.7,3
Elijah Chatman,97568,DI,NYG,2,0,21,59.2,100.0,1,33.3,1,53.7,0,100.0,3,3,55.6,100.0,2,66.7,2
Bryan Hudson,98241,C,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Aaron Jones,11937,HB,MIN,12,0,18,,0.0,0,0.0,56,87.9,0,2.2,3,136,,0.0,0,0.0,75
Thomas Fidone II,144997,TE,NYG,2,0,21,60.0,100.0,1,50.0,1,60.3,0,100.0,2,2,60.0,100.0,1,50.0,1
Frank Gore Jr.,121457,HB,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Sidy Sow,59675,G,HST,1,0,13,52.4,100.0,2,100.0,2,52.4,0,100.0,2,2,,,0,0.0,0
Dalton Wagner,58493,T,LV,1,0,23,60.0,100.0,1,50.0,1,70.1,0,100.0,2,2,63.4,100.0,1,50.0,1
Mykal Walker,57834,LB,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Trevor Keegan,101544,G,DAL,1,0,9,57.7,100.0,2,100.0,2,57.7,0,100.0,2,2,,,0,0.0,0
Owen Wright,57486,HB,TB,3,0,30,,,0,0.0,0,60.0,0,40.0,2,5,,0.0,0,0.0,3
Clyde Edwards-Helaire,57279,HB,KC,2,0,16,,0.0,0,0.0,4,60.0,0,22.2,2,9,,0.0,0,0.0,3
Vita Vea,48956,DI,TB,2,0,30,58.9,100.0,2,100.0,2,58.9,0,100.0,2,2,,,0,0.0,0
Parris Campbell,47940,WR,DAL,1,0,9,,,0,0.0,0,59.9,0,100.0,2,2,60.0,100.0,1,50.0,1
Jawhar Jordan,99595,HB,HST,4,0,13,,0.0,0,0.0,14,60.0,0,4.4,2,45,,0.0,0,0.0,28
Brett Rypien,46487,QB,MIN,1,0,18,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Tommy Togiai,82501,DI,HST,2,0,13,60.0,100.0,1,50.0,1,60.0,1,100.0,2,2,,,0,0.0,0
Josh Williams,99171,HB,TB,2,0,30,58.6,50.0,2,100.0,4,58.6,0,28.6,2,7,,0.0,0,0.0,3
James Daniels,45576,G,MIA,1,0,17,60.0,100.0,1,50.0,1,59.4,0,100.0,2,2,60.0,100.0,1,50.0,1
Ben Cleveland,41696,G,BLT,2,0,3,51.4,100.0,2,100.0,2,51.4,0,100.0,2,2,,,0,0.0,0
Phil Mafah,144123,HB,DAL,1,0,9,,0.0,0,0.0,3,59.4,0,28.6,2,7,59.4,50.0,2,100.0,4
Miles Sanders,40555,HB,DAL,4,0,9,,0.0,0,0.0,9,60.0,0,8.7,2,23,,0.0,0,0.0,11
Kene Nwangwu,40547,HB,NYJ,3,0,22,,0.0,0,0.0,4,60.0,0,13.3,2,15,,0.0,0,0.0,9
Ty Chandler,62942,HB,MIN,2,0,18,,0.0,0,0.0,4,60.0,0,10.0,2,20,,0.0,0,0.0,14
Kobe King,145097,LB,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jeff Wilson Jr.,29413,HB,MIA,1,0,17,59.7,100.0,2,100.0,2,59.7,0,100.0,2,2,,,0,0.0,0
Michael Bandy,91824,WR,DEN,2,0,10,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
Samori Toure,25276,WR,NO,1,0,20,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Thomas Hennessy,12124,LS,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Donovan Jennings,86861,G,GB,1,0,12,,,0,0.0,0,59.1,0,100.0,2,2,59.1,100.0,2,100.0,2
Dylan Laube,88664,HB,LV,4,0,23,,0.0,0,0.0,2,60.0,0,22.2,2,9,60.0,16.7,1,50.0,6
Adetomiwa Adebawore,97934,DI,IND,1,0,14,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Younghoe Koo,12042,K,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Michael Davis,12040,CB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Trent Sieg,27036,LS,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ty Summers,30242,LB,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jacob Bobenmoyer,30352,LS,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jack Fox,34735,P,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Lawrence Cager,34914,TE,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
AJ Cole,36038,P,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jamal Agnew,11920,WR,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Austin Ajiake,83826,LB,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Brittain Brown,40399,HB,CHI,2,0,6,,0.0,0,0.0,3,60.0,0,16.7,1,6,,0.0,0,0.0,2
Danny Stutsman,144632,LB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kaden Davis,156151,WR,CLV,1,0,8,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Mac McWilliams,121497,CB,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jeremiah Trotter Jr.,144142,LB,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Daniel Thomas,42544,S,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jeffery Simmons,43742,DI,TEN,1,2,31,60.0,100.0,1,100.0,1,60.0,4,100.0,1,1,,,0,0.0,0
Jerome Ford,83601,HB,CLV,9,0,8,,0.0,0,0.0,9,60.0,0,4.0,1,25,,0.0,0,0.0,13
Isaiah Stalbird,83325,LB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Craig Reynolds,94383,HB,DET,2,0,11,,,0,0.0,0,60.0,0,25.0,1,4,,0.0,0,0.0,3
Sydney Brown,83241,S,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Roschon Johnson,99467,HB,CHI,2,0,6,,0.0,0,0.0,1,60.0,0,33.3,1,3,,0.0,0,0.0,1
Bryan Anger,7072,P,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cody Lindenberg,129660,LB,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cam Jones,81244,LB,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Isaac Yiadom,49355,CB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jarius Monroe,103580,S,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Isaiah Oliver,50393,S,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Daniel Hardy,91336,ED,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Sione Vaki,158505,HB,DET,2,0,11,,0.0,0,0.0,1,60.0,0,50.0,1,2,,,0,0.0,0
Zach Wood,11414,LS,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Segun Olubi,128312,LB,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Luke Rhodes,10940,LS,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chris Rumph II,56345,ED,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Patrick Johnson,56460,ED,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
D.J. Davidson,56523,DI,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kai Kroeger,124245,P,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Milton Williams,56682,DI,NE,1,0,19,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kendall Milton,124031,HB,CIN,1,0,7,,0.0,0,0.0,1,60.0,0,25.0,1,4,,0.0,0,0.0,2
Malachi Moore,123928,S,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Trey Sermon,57372,HB,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tommy Eichenberg,101488,LB,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Casey Kreiter,8959,LS,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jon Rhattigan,57718,LB,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jaylan Ford,123114,LB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Pete Werner,58093,LB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Derrick Barnes,58120,LB,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Buddy Johnson,58189,LB,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Qwan'tez Stiggers,169764,CB,NYJ,1,0,22,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Easton Mascarenas-Arnold,71410,LB,CLV,1,0,8,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Trevor Nowaske,169859,ED,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Hogan Hatten,102135,LS,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
C.J. Hanson,102272,G,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tristin McCollum,66771,S,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Charley Hughlett,7336,LS,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Rigoberto Sanchez,12130,P,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Smael Mondon Jr.,146725,LB,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
