player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Nico Collins,61441,WR,HST,1,14,0,13,8.5,0,25.0,0.0,0,1,0.0,0,-0.99,0,0,68.3,74.4,0,8,0.0,0,12,33.3,1,75.0,9,39.6,4,44.4,0,8,4,4.0,8.0,0.89,0,13.4,0,60.0,100.0,1,1,0.0,0,0.45,2,0,70.5,67.0,0,19,0.0,0,21,50.0,3,95.2,20,82.1,5,25.0,0,36,10,3.3,12.0,1.8
Trey McBride,75916,TE,ARZ,1,13,0,1,14.3,0,33.3,0.0,0,2,0.0,0,-0.83,1,0,64.7,69.4,0,16,0.0,0,7,14.3,1,100.0,7,52.1,3,42.9,0,16,0,0.0,16.0,2.29,0,8.2,2,83.3,0.0,0,1,0.0,0,-0.42,5,0,74.6,86.5,0,24,0.0,0,29,42.9,5,96.6,28,158.3,6,21.4,1,89,51,10.2,17.8,3.18
Emeka Egbuka,145055,WR,TB,1,13,0,30,5.3,0,33.3,,0,0,0.0,0,-0.92,1,0,64.7,63.8,0,11,0.0,0,11,37.5,1,72.7,8,45.1,3,37.5,0,11,0,0.0,11.0,1.38,0,12.8,1,62.5,,0,0,0.0,0,0.19,4,0,73.4,80.5,0,31,0.0,0,31,54.8,5,100.0,31,145.8,8,25.8,1,104,39,7.8,20.8,3.35
Marvin Harrison Jr.,145056,WR,ARZ,1,12,0,1,8.5,0,25.0,0.0,0,2,50.0,1,-0.36,1,0,28.8,55.9,0,9,0.0,0,8,25.0,1,100.0,8,79.2,4,50.0,1,9,0,0.0,9.0,1.13,0,15.8,0,16.7,0.0,0,1,50.0,1,-0.44,1,0,29.9,57.3,0,10,0.0,0,33,38.7,1,93.9,31,39.6,6,19.4,0,10,7,7.0,10.0,0.32
Justin Jefferson,61398,WR,MIN,1,12,0,18,37.5,0,0.0,,0,0,,0,-0.74,0,0,,45.6,1,0,0.0,0,12,10.0,0,83.3,10,0.0,2,20.0,0,0,0,,,0.0,0,11.4,0,57.1,100.0,1,1,0.0,0,0.11,3,0,72.1,71.5,1,11,0.0,0,27,56.0,4,88.9,24,32.1,7,29.2,0,37,23,5.8,9.3,1.54
Jerry Jeudy,61103,WR,CLV,1,12,0,8,6.9,0,57.1,,0,0,0.0,0,-0.05,4,0,72.1,76.7,0,15,0.0,0,24,40.9,4,91.7,22,80.1,7,31.8,0,51,27,6.8,12.8,2.32,0,14.4,0,40.0,50.0,1,2,33.3,1,-0.27,1,0,29.9,56.9,0,22,0.0,0,19,16.7,2,94.7,18,97.5,5,27.8,1,27,1,0.5,13.5,1.5
Cade Otton,61071,TE,TB,1,12,0,30,-4.0,0,100.0,,0,0,0.0,0,-0.86,0,0,68.3,64.0,0,7,7.7,1,13,30.0,1,76.9,10,95.8,1,10.0,0,7,11,11.0,7.0,0.7,0,5.1,0,72.7,0.0,0,3,0.0,0,0.23,3,0,76.5,76.6,0,16,20.7,6,29,55.2,8,79.3,23,91.1,11,47.8,0,75,35,4.4,9.4,3.26
Dalton Schultz,47304,TE,HST,1,11,0,13,8.0,0,0.0,,0,0,100.0,1,-0.99,0,0,27.9,34.6,0,0,16.7,2,12,33.3,0,66.7,8,39.6,1,12.5,0,0,0,,,0.0,0,11.7,0,66.7,50.0,1,2,0.0,0,0.42,3,0,72.1,79.5,0,7,4.8,1,21,50.0,4,90.5,19,112.5,6,31.6,1,22,6,1.5,5.5,1.16
Wan'Dale Robinson,101735,WR,NYG,1,10,0,21,8.5,0,50.0,0.0,0,1,0.0,0,-0.72,1,0,64.7,65.1,0,13,0.0,0,11,40.0,1,90.9,10,70.8,2,20.0,0,13,1,1.0,13.0,1.3,0,5.0,1,62.5,50.0,1,2,28.6,2,0.2,3,0,29.8,58.9,0,15,0.0,0,33,46.9,5,97.0,32,79.7,8,25.0,0,49,24,4.8,9.8,1.53
Rome Odunze,73774,WR,CHI,1,10,0,6,11.7,0,66.7,,0,0,0.0,0,-0.57,2,0,68.3,71.1,0,15,0.0,0,12,40.0,2,83.3,10,120.8,3,30.0,1,17,11,5.5,8.5,1.7,0,18.8,1,66.7,,0,0,0.0,0,-0.12,3,0,72.1,72.5,0,27,0.0,0,20,47.4,4,95.0,19,105.6,6,31.6,0,69,19,4.8,17.3,3.63
