player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Nico Collins,61441,WR,HST,1,14,0,13,0,,0,,,0,0,,0,0.52,0,0,,48.7,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,15.5,0,25.0,100.0,1,1,0.0,0,-0.34,1,0,76.5,73.0,0,22,0.0,0,11,45.5,1,100.0,11,50.0,4,36.4,0,22,1,1.0,22.0,2.0
Trey McBride,75916,TE,ARZ,1,13,0,1,0,,0,,,0,0,,0,0.0,0,0,78.7,62.7,0,0,0.0,0,1,,0,0.0,0,0.0,0,,0,0,0,,,,8.9,2,87.5,0.0,0,1,0.0,0,-0.22,4,0,82.2,85.6,0,20,2.8,1,36,42.9,7,97.2,35,150.5,8,22.9,1,85,25,3.6,12.1,2.43
Emeka Egbuka,145055,WR,TB,1,13,0,30,0,,0,,,0,0,,0,-0.35,0,0,,48.9,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7.3,0,66.7,,0,0,0.0,0,-0.12,1,0,38.4,68.4,0,21,0.0,0,17,56.3,2,94.1,16,136.1,3,18.8,1,28,10,5.0,14.0,1.75
Marvin Harrison Jr.,145056,WR,ARZ,1,12,0,1,0,,0,,,0,0,,0,0.0,0,0,,50.4,0,0,0.0,0,1,,0,0.0,0,0.0,0,,0,0,0,,,,11.0,0,0.0,0.0,0,1,100.0,1,-0.51,0,0,25.5,49.5,0,0,0.0,0,9,44.4,0,100.0,9,39.6,2,22.2,0,0,0,,,0.0
Justin Jefferson,61398,WR,MIN,1,12,0,18,0,-1.0,0,100.0,,0,0,0.0,0,-0.25,0,0,78.7,58.1,0,5,0.0,0,4,0.0,1,75.0,3,87.5,1,33.3,0,5,6,6.0,5.0,1.67,8.8,0,25.0,,0,0,0.0,0,0.24,1,0,45.8,54.6,0,10,0.0,0,17,43.8,1,94.1,16,39.6,4,25.0,0,10,5,5.0,10.0,0.63
Jerry Jeudy,61103,WR,CLV,1,12,0,8,0,,0,,,0,0,,0,-0.39,0,0,,50.3,0,0,0.0,0,4,25.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,13.0,0,25.0,0.0,0,1,50.0,1,-0.59,1,0,56.7,71.0,0,15,0.0,0,10,20.0,1,100.0,10,42.7,4,40.0,0,15,9,9.0,15.0,1.5
Cade Otton,61071,TE,TB,1,12,0,30,0,-5.0,0,100.0,,0,0,0.0,0,-0.48,0,0,78.7,54.0,0,3,0.0,0,4,25.0,1,100.0,4,79.2,1,25.0,0,3,8,8.0,3.0,0.75,5.8,0,77.8,0.0,0,2,0.0,0,0.06,3,0,81.7,68.5,0,16,0.0,0,25,54.2,7,96.0,24,99.1,9,37.5,0,70,30,4.3,10.0,2.92
Dalton Schultz,47304,TE,HST,1,11,0,13,0,,0,,,0,0,,0,0.52,0,0,,48.5,0,0,33.3,1,3,66.7,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,9.0,0,50.0,,0,0,50.0,1,0.13,1,0,38.4,69.0,0,20,7.1,1,14,33.3,1,78.6,11,85.4,2,18.2,0,20,10,10.0,20.0,1.82
Wan'Dale Robinson,101735,WR,NYG,1,10,0,21,0,0.0,0,100.0,,0,0,0.0,0,-0.08,0,0,84.5,60.5,0,9,0.0,0,4,33.3,1,75.0,3,104.2,1,33.3,0,9,9,9.0,9.0,3.0,2.2,1,60.0,,0,0,40.0,2,0.07,1,0,41.4,63.9,0,15,0.0,0,22,45.5,3,100.0,22,77.9,5,22.7,0,31,22,7.3,10.3,1.41
Rome Odunze,73774,WR,CHI,1,10,0,6,0,,0,,,0,0,,0,-0.49,0,0,,50.3,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,23.0,0,66.7,,0,0,0.0,0,-0.85,1,0,76.5,69.1,0,18,0.0,0,13,33.3,2,92.3,12,95.1,3,25.0,0,27,4,2.0,13.5,2.25
Mack Hollins,11873,WR,NE,1,10,0,19,0,,0,,,0,0,,0,0.48,0,0,,53.3,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,50.0,,0,0,0.0,0,-0.83,1,0,75.6,76.3,1,15,0.0,0,7,42.9,1,100.0,7,35.4,2,28.6,0,15,3,3.0,15.0,2.14
Jauan Jennings,48027,WR,SF,1,9,0,28,0,,0,,,0,0,,0,1.53,0,0,,50.6,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.4,0,60.0,66.7,2,3,0.0,0,0.2,3,0,75.6,74.3,0,22,0.0,0,10,44.4,3,90.0,9,124.2,5,55.6,1,39,0,0.0,13.0,4.33
George Kittle,11901,TE,SF,1,9,0,28,0,,0,,,0,0,,0,1.53,0,0,,50.6,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,8.7,0,100.0,100.0,2,2,0.0,0,0.13,2,0,78.0,79.4,0,14,5.9,1,17,62.5,3,88.2,15,105.6,3,20.0,0,28,2,0.7,9.3,1.87
Tyler Warren,129798,TE,IND,1,9,0,14,0,-3.0,1,100.0,,0,0,0.0,0,-1.79,1,0,78.7,96.6,0,24,0.0,0,2,50.0,1,100.0,2,118.8,1,50.0,0,24,27,27.0,24.0,12.0,3.0,1,50.0,50.0,1,2,0.0,0,-0.27,1,0,76.5,69.8,0,10,0.0,0,20,35.0,1,100.0,20,64.6,2,10.0,0,10,9,9.0,10.0,0.5
Khalil Shakir,84140,WR,BUF,1,9,0,4,0,-2.0,0,0.0,,0,0,,0,-0.07,0,0,,48.0,0,0,0.0,0,3,66.7,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,7.1,1,75.0,100.0,1,1,0.0,0,0.35,3,0,80.0,74.2,0,24,0.0,0,31,60.0,6,96.8,30,93.2,8,26.7,0,55,13,2.2,9.2,1.83
Christian McCaffrey,11763,HB,SF,1,9,0,28,0,-3.0,0,100.0,,0,0,0.0,0,1.53,1,0,78.7,96.4,0,19,0.0,0,1,100.0,1,100.0,1,118.8,1,100.0,0,19,22,22.0,19.0,19.0,6.0,1,100.0,,0,0,0.0,0,0.03,0,0,78.7,87.8,0,9,0.0,0,3,33.3,1,100.0,3,104.2,1,33.3,0,9,3,3.0,9.0,3.0
Troy Franklin,146567,WR,DEN,1,9,0,10,0,-3.0,0,100.0,,0,0,0.0,0,-0.47,0,0,78.7,58.2,0,2,0.0,0,3,0.0,1,66.7,2,79.2,1,50.0,0,2,5,5.0,2.0,1.0,16.0,0,33.3,,0,0,50.0,1,-1.3,0,0,35.3,55.8,1,2,0.0,0,8,0.0,1,75.0,6,2.8,3,50.0,0,2,5,5.0,2.0,0.33
Quentin Johnston,123085,WR,LAC,1,8,0,27,0,-2.0,0,100.0,,0,0,0.0,0,0.11,0,0,78.7,54.0,0,3,0.0,0,4,25.0,1,100.0,4,79.2,1,25.0,0,3,5,5.0,3.0,0.75,6.5,1,50.0,,0,0,50.0,1,-0.31,0,0,32.6,59.6,0,9,0.0,0,4,50.0,1,100.0,4,62.5,2,50.0,0,9,5,5.0,9.0,2.25
Chris Olave,84355,WR,NO,1,8,0,20,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,21.0,0,75.0,100.0,2,2,0.0,0,0.47,2,0,77.3,86.4,0,18,0.0,0,13,41.7,3,92.3,12,103.1,4,33.3,0,37,4,1.3,12.3,3.08
Davante Adams,8688,WR,LA,1,8,0,26,0,,0,,,0,0,,0,1.13,0,0,,53.6,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,1.2,1,0,54.9,79.9,0,2,0.0,0,2,100.0,1,100.0,2,118.8,1,50.0,1,2,0,0.0,2.0,1.0
Theo Johnson,129787,TE,NYG,1,8,0,21,0,-4.0,0,100.0,,0,0,0.0,0,-0.08,0,0,78.7,55.3,0,-1,0.0,0,4,33.3,1,75.0,3,79.2,1,33.3,0,-1,3,3.0,-1.0,-0.33,17.3,0,75.0,100.0,1,1,0.0,0,0.01,2,0,76.5,84.5,0,25,5.6,1,18,50.0,3,94.4,17,116.7,4,23.5,0,56,6,2.0,18.7,3.29
Tetairoa McMillan,158735,WR,CAR,1,8,0,5,0,,0,,,0,0,,0,-0.37,0,0,,56.3,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.71,0,0,70.5,59.5,0,0,0.0,0,7,20.0,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0
Amon-Ra St. Brown,84470,WR,DET,1,8,0,11,0,,0,,,0,0,,0,0.07,0,0,,49.5,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,10.8,0,40.0,0.0,0,1,33.3,1,0.59,2,0,28.3,67.7,0,15,0.0,0,16,60.0,2,93.8,15,95.0,5,33.3,1,24,12,6.0,12.0,1.6
Keon Coleman,144949,WR,BUF,1,8,0,4,0,,0,,,0,0,,0,0.32,0,0,,48.7,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,0.1,1,0,73.4,56.7,0,5,0.0,0,8,62.5,1,100.0,8,87.5,1,12.5,0,5,1,1.0,5.0,0.63
Darnell Mooney,48236,WR,ATL,1,8,0,2,0,,0,,,0,0,,0,-2.42,0,0,,48.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.56,0,0,28.8,48.7,0,0,0.0,0,14,46.2,0,92.9,13,0.0,0,0.0,0,0,0,,,0.0
Jameson Williams,101701,WR,DET,1,7,0,11,0,,0,,,0,0,,0,0.07,0,0,,49.6,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.93,0,0,41.6,69.1,0,0,0.0,0,4,75.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Calvin Austin III,61418,WR,PIT,1,7,0,25,0,,0,,,0,0,,0,0.49,0,0,,48.7,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,17.3,0,0.0,,0,0,100.0,1,-0.14,0,0,24.8,30.0,0,0,0.0,0,14,35.7,0,100.0,14,39.6,3,21.4,0,0,0,,,0.0
Jaylen Waddle,84088,WR,MIA,1,7,0,17,0,,0,,,0,0,,0,0.05,0,0,,50.3,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.19,0,0,70.5,59.9,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Alec Pierce,78038,WR,IND,1,7,0,14,0,,0,,,0,0,,0,-0.81,0,0,,49.1,0,0,0.0,0,4,66.7,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.56,0,0,76.5,84.1,0,0,0.0,0,6,25.0,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0
Harold Fannin Jr.,163104,TE,CLV,1,7,0,8,0,-4.0,0,50.0,100.0,1,1,0.0,0,-1.19,0,0,78.7,59.1,0,-7,0.0,0,3,0.0,1,100.0,3,56.3,2,66.7,0,-7,0,0.0,-7.0,-2.33,15.0,0,100.0,,0,0,0.0,0,0.11,2,0,74.6,65.4,0,24,0.0,0,18,41.2,2,94.4,17,118.8,2,11.8,0,36,6,3.0,18.0,2.12
Stefon Diggs,9579,WR,NE,1,7,0,19,0,,0,,,0,0,,0,1.03,0,0,,54.0,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,23.5,0,50.0,,0,0,0.0,0,0.11,1,0,72.1,69.5,0,19,0.0,0,15,42.9,1,93.3,14,83.3,2,14.3,0,19,3,3.0,19.0,1.36
D.K. Metcalf,47864,WR,PIT,1,7,0,25,0,,0,,,0,0,,0,0.5,0,0,,47.2,0,0,0.0,0,5,60.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,23.5,0,50.0,,0,0,0.0,0,-2.08,1,0,73.4,60.9,0,11,0.0,0,6,16.7,1,100.0,6,66.7,2,33.3,0,11,1,1.0,11.0,1.83
D'Andre Swift,57212,HB,CHI,1,7,0,6,0,-6.0,0,100.0,,0,0,0.0,0,-0.52,0,0,84.5,65.9,0,3,0.0,0,3,0.0,2,100.0,3,79.2,2,66.7,0,0,12,6.0,0.0,0.0,-4.0,0,100.0,,0,0,0.0,0,-0.03,0,0,28.3,37.2,0,3,0.0,0,2,50.0,1,100.0,2,79.2,1,50.0,0,3,7,7.0,3.0,1.5
Drake London,86519,WR,ATL,1,7,0,2,0,,0,,,0,0,,0,-2.42,0,0,,48.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,100.0,,0,0,0.0,0,-0.27,2,0,80.6,93.0,0,17,0.0,0,9,33.3,2,100.0,9,118.8,2,22.2,0,30,8,4.0,15.0,3.33
Jayden Higgins,150240,WR,HST,1,7,0,13,0,,0,,,0,0,,0,-0.78,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.57,0,0,74.6,86.3,0,0,0.0,0,7,50.0,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Michael Wilson,84423,WR,ARZ,1,7,0,1,0,,0,,,0,0,,0,0.0,0,0,,50.4,0,0,0.0,0,1,,0,0.0,0,0.0,0,,0,0,0,,,,11.0,0,100.0,,0,0,0.0,0,-0.03,1,0,76.5,59.2,0,15,0.0,0,21,38.1,1,100.0,21,118.8,1,4.8,0,15,4,4.0,15.0,0.71
DeVonta Smith,61100,WR,PHI,1,7,0,24,0,-2.0,0,100.0,,0,0,0.0,0,-0.69,0,0,78.7,59.3,0,9,0.0,0,3,0.0,1,100.0,3,104.2,1,33.3,0,9,11,11.0,9.0,3.0,2.0,0,100.0,,0,0,0.0,0,-0.12,1,0,74.6,79.7,0,9,0.0,0,11,54.5,2,100.0,11,102.1,2,18.2,0,17,13,6.5,8.5,1.55
Zay Flowers,97268,WR,BLT,1,6,0,3,0,-4.0,0,33.3,,0,0,50.0,1,-0.42,0,0,24.2,55.1,0,10,0.0,0,4,25.0,1,100.0,4,43.8,3,75.0,0,10,13,13.0,10.0,2.5,-1.3,0,66.7,,0,0,0.0,0,-0.02,1,0,29.3,70.5,0,22,0.0,0,10,40.0,2,100.0,10,102.1,3,30.0,0,32,31,15.5,16.0,3.2
De'Von Achane,124305,HB,MIA,1,6,0,17,0,-3.8,4,100.0,,0,0,0.0,0,-0.22,1,0,90.2,96.6,0,10,0.0,0,7,28.6,4,100.0,7,92.7,4,57.1,0,25,40,10.0,6.3,3.57,-5.0,4,100.0,,0,0,0.0,0,-0.17,1,0,77.3,83.4,0,10,0.0,0,6,16.7,2,100.0,6,93.8,2,33.3,0,13,23,11.5,6.5,2.17
Ladd McConkey,124030,WR,LAC,1,6,0,27,0,,0,,,0,0,,0,0.35,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,13.8,0,75.0,100.0,1,1,0.0,0,0.1,3,0,73.4,75.5,0,58,4.2,1,24,34.8,3,91.7,22,156.3,4,18.2,1,89,57,19.0,29.7,4.05
Jordan Addison,123000,WR,MIN,1,6,0,18,0,,0,,,0,0,,0,-0.25,0,0,,50.3,0,0,0.0,0,4,0.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,2.0,1,100.0,,0,0,0.0,0,-0.51,0,0,72.1,52.9,0,4,0.0,0,9,11.1,1,100.0,9,83.3,1,11.1,0,4,2,2.0,4.0,0.44
Josh Jacobs,45953,HB,GB,1,6,0,12,0,-3.0,1,100.0,,0,0,0.0,0,0.02,0,0,78.7,98.8,0,7,0.0,0,2,50.0,1,100.0,2,95.8,1,50.0,0,7,10,10.0,7.0,3.5,,0,,,0,0,,0,0.0,0,0,75.6,77.3,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Puka Nacua,100632,WR,LA,1,6,0,26,0,-0.5,2,100.0,,0,0,0.0,0,1.73,2,0,84.5,99.9,0,22,33.3,1,3,100.0,2,66.7,2,158.3,2,100.0,1,35,36,18.0,17.5,17.5,7.0,0,100.0,100.0,1,1,0.0,0,0.05,2,0,63.5,93.2,0,15,0.0,0,5,40.0,2,100.0,5,118.8,2,40.0,0,25,11,5.5,12.5,5.0
Dallas Goedert,47272,TE,PHI,1,6,0,24,0,,0,,,0,0,,0,-0.87,0,0,,55.9,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.16,0,0,64.7,56.3,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Tyler Lockett,9502,WR,LV,1,6,0,23,0,-4.0,0,100.0,,0,0,0.0,0,-0.3,0,0,78.7,53.0,0,1,0.0,0,6,33.3,1,100.0,6,79.2,1,16.7,0,1,5,5.0,1.0,0.17,5.0,1,100.0,,0,0,0.0,0,-0.2,1,0,77.3,68.0,0,19,0.0,0,18,38.9,4,100.0,18,106.3,4,22.2,0,38,18,4.5,9.5,2.11
Dontayvion Wicks,99711,WR,GB,1,6,0,12,0,,0,,,0,0,,0,-0.51,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,0.01,1,0,29.7,67.7,0,4,0.0,0,12,50.0,1,100.0,12,83.3,1,8.3,0,4,0,0.0,4.0,0.33
Jaxon Smith-Njigba,129758,WR,SEA,1,6,0,29,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,-0.19,0,0,68.3,75.9,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Jalen Nailor,84292,WR,MIN,1,6,0,18,0,,0,,,0,0,,0,-0.25,0,0,,49.8,0,0,25.0,1,4,0.0,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,17.6,1,80.0,100.0,2,2,0.0,0,0.24,3,0,79.4,92.9,0,62,3.4,1,29,38.5,4,86.2,25,118.8,5,20.0,0,114,41,10.3,28.5,4.56
Oronde Gadsden II,144046,TE,LAC,1,6,0,27,0,,0,,,0,0,,0,0.35,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.0,0,0.0,,0,0,,0,-0.06,0,0,28.0,42.6,0,0,9.1,1,11,40.0,0,81.8,9,39.6,1,11.1,0,0,0,,,0.0
Ja'Tavion Sanders,144717,TE,CAR,1,5,0,5,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,5.0,0,100.0,,0,0,0.0,0,-1.27,0,0,74.6,52.7,0,11,0.0,0,4,0.0,1,75.0,3,112.5,1,33.3,0,11,6,6.0,11.0,3.67
Zach Ertz,7816,TE,WAS,1,5,0,32,0,,0,,,0,0,,0,-0.32,0,0,,48.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,23.3,0,66.7,100.0,1,1,0.0,0,0.41,2,0,73.4,87.8,0,30,0.0,0,10,40.0,2,100.0,10,109.7,3,30.0,0,38,3,1.5,19.0,3.8
Kyle Pitts,83964,TE,ATL,1,5,0,2,0,,0,,,0,0,,0,-2.42,0,0,,50.7,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.0,0,0.0,,0,0,,0,0.89,0,0,29.9,51.2,0,0,0.0,0,8,71.4,0,87.5,7,39.6,1,14.3,0,0,0,,,0.0
Mark Andrews,47436,TE,BLT,1,5,0,3,0,,0,,,0,0,,0,-0.18,0,0,,51.2,0,0,33.3,1,3,33.3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,10.7,0,66.7,,0,0,33.3,1,0.02,1,0,29.7,59.2,0,6,8.7,2,23,50.0,2,78.3,18,109.7,3,16.7,1,8,1,0.5,4.0,0.44
James Cook,83666,HB,BUF,1,5,0,4,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0.0,0,0,75.6,77.6,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Ashton Jeanty,157196,HB,LV,1,5,0,23,0,-5.0,1,66.7,,0,0,33.3,1,-0.3,0,0,25.7,26.9,0,6,33.3,2,6,33.3,2,66.7,4,71.5,3,75.0,0,10,21,10.5,5.0,2.5,,0,,,0,0,,0,0.0,0,0,26.7,22.5,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Evan Engram,11778,TE,DEN,1,5,0,10,0,-1.0,0,100.0,,0,0,0.0,0,-0.11,0,0,78.7,63.4,0,5,0.0,0,2,50.0,1,100.0,2,87.5,1,50.0,0,5,6,6.0,5.0,2.5,11.5,0,50.0,100.0,1,1,0.0,0,-0.67,0,0,70.5,52.0,0,7,0.0,0,8,50.0,1,100.0,8,58.3,2,25.0,0,7,1,1.0,7.0,0.88
Deebo Samuel,48274,WR,WAS,1,5,0,32,0,-4.0,0,100.0,,0,0,0.0,0,0.17,0,0,84.5,62.2,0,5,0.0,0,2,50.0,2,100.0,2,79.2,2,100.0,0,6,14,7.0,3.0,3.0,5.2,0,80.0,50.0,1,2,0.0,0,0.44,2,0,75.6,74.8,0,19,0.0,0,12,45.5,4,91.7,11,130.4,5,45.5,1,29,16,4.0,7.3,2.64
Tez Johnson,123709,WR,TB,1,5,0,30,0,,0,,,0,0,,0,-0.48,0,0,,49.7,0,0,0.0,0,4,25.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,20.0,0,100.0,100.0,1,1,0.0,0,-0.32,1,0,78.0,81.5,0,11,0.0,0,15,40.0,1,100.0,15,152.1,1,6.7,1,11,0,0.0,11.0,0.73
Rachaad White,131633,HB,TB,1,5,0,30,0,-4.0,0,100.0,,0,0,0.0,0,-0.81,0,0,78.7,62.7,0,-1,0.0,0,3,0.0,1,100.0,3,79.2,1,33.3,0,-1,3,3.0,-1.0,-0.33,,0,,,0,0,,0,-0.38,0,0,78.7,68.8,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Aaron Jones,11937,HB,MIN,1,5,0,18,0,-5.5,0,50.0,,0,0,0.0,0,-0.21,0,0,78.7,73.1,0,6,33.3,1,3,0.0,1,66.7,2,56.3,2,100.0,0,6,11,11.0,6.0,3.0,,0,,,0,0,,0,0.0,0,0,28.1,30.4,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Colby Parkinson,52266,TE,LA,1,5,0,26,0,,0,,,0,0,,0,1.01,0,0,,,0,0,100.0,1,1,100.0,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,1.53,0,0,68.3,86.9,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Sam LaPorta,101690,TE,DET,1,5,0,11,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,7.0,0,100.0,100.0,1,1,0.0,0,1.13,1,0,75.6,76.1,0,9,0.0,0,9,77.8,2,100.0,9,102.1,2,22.2,0,17,3,1.5,8.5,1.89
Bam Knight,97432,HB,ARZ,1,4,0,1,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0.0,0,0,68.3,55.3,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Jaylin Noel,125155,WR,HST,1,4,0,13,0,-2.0,0,100.0,,0,0,0.0,0,-0.78,0,0,78.7,63.6,0,-1,0.0,0,1,0.0,1,100.0,1,79.2,1,100.0,0,-1,1,1.0,-1.0,-1.0,7.3,0,100.0,,0,0,0.0,0,0.95,3,0,73.4,78.0,0,27,0.0,0,10,77.8,4,90.0,9,103.1,4,44.4,0,35,6,1.5,8.8,3.89
Christian Watson,66581,WR,GB,1,4,0,12,0,,0,,,0,0,,0,0.35,0,0,,43.5,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,21.0,0,100.0,100.0,1,1,0.0,0,-0.15,1,0,72.1,68.0,0,25,0.0,0,6,33.3,1,100.0,6,118.8,1,16.7,0,25,4,4.0,25.0,4.17
Dawson Knox,35883,TE,BUF,1,4,0,4,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,5.7,0,66.7,,0,0,0.0,0,-0.02,0,0,73.4,56.7,1,11,0.0,0,13,53.8,2,100.0,13,41.7,3,23.1,0,17,7,3.5,8.5,1.31
Terrance Ferguson,146563,TE,LA,1,4,0,26,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,22.0,0,0.0,0.0,0,1,,0,0.39,0,0,,50.2,0,0,0.0,0,6,50.0,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0
Darius Slayton,25578,WR,NYG,1,4,0,21,0,,0,,,0,0,,0,0.34,0,0,,53.3,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.25,0,0,74.6,78.2,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Robbie Chosen,11254,WR,WAS,1,4,0,32,0,,0,,,0,0,,0,0.11,0,0,,50.3,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.0,0,0,,52.6,0,0,0.0,0,1,,0,0.0,0,0.0,0,,0,0,0,,,
Keenan Allen,7857,WR,LAC,1,4,0,27,0,-4.0,0,100.0,,0,0,0.0,0,0.08,0,0,78.7,58.6,0,7,0.0,0,2,50.0,1,100.0,2,95.8,1,50.0,0,7,11,11.0,7.0,3.5,7.0,0,50.0,,0,0,0.0,0,-0.81,1,0,70.5,66.0,0,12,0.0,0,9,12.5,1,88.9,8,68.8,2,25.0,0,12,3,3.0,12.0,1.5
