season,team,hc,hc_prev,hc_changed,oc,dc,dc_prev,dc_source,oc_changed,dc_changed,dc_to_hc,def_staff_changed,coaching_cohort
2022,LA,Sean McVay,Sean McVay,0.0,Liam Coen,Raheem Morris,Raheem Morris,ourlads,1.0,0.0,False,0.0,none
2022,LAC,Brandon Staley,Brandon Staley,0.0,Joe Lombardi,Renaldo Hill,Renaldo Hill,ourlads,0.0,0.0,False,0.0,none
2022,LV,Josh McDaniels,Rich Bisaccia,1.0,Mick Lombardi,Patrick Graham,Gus Bradley,ourlads,1.0,1.0,False,1.0,both
2022,MIA,Mike McDaniel,Brian Flores,1.0,Frank Smith,Josh Boyer,Josh Boyer,ourlads,,0.0,False,1.0,hc_only
2022,MIN,Kevin O'Connell,Mike Zimmer,1.0,Wes Phillips,Ed Donatell,,ourlads,1.0,,False,1.0,unknown
2022,NE,Bill Belichick,Bill Belichick,0.0,Matt Patricia,Steve Belichick & Jerod Mayo,,ourlads,1.0,,False,0.0,unknown
2022,NO,Dennis Allen,Sean Payton,1.0,Pete Carmichael,Ryan Nielsen & Kris Richard,Dennis Allen,ourlads,0.0,1.0,True,1.0,dc_to_hc
2022,NYG,Brian Daboll,Joe Judge,1.0,Mike Kafka,Don Martindale,Patrick Graham,ourlads,1.0,1.0,False,1.0,both
2022,NYJ,Robert Saleh,Robert Saleh,0.0,Mike LaFleur,Jeff Ulbrich,Jeff Ulbrich,ourlads,0.0,0.0,False,0.0,none
2022,PHI,Nick Sirianni,Nick Sirianni,0.0,Shane Steichen,Jonathan Gannon,Jonathan Gannon,ourlads,0.0,0.0,False,0.0,none
2022,PIT,Mike Tomlin,Mike Tomlin,0.0,Matt Canada,Teryl Austin,Keith Butler,ourlads,0.0,1.0,False,1.0,dc_only
2022,SEA,Pete Carroll,Pete Carroll,0.0,Shane Waldron,Clint Hurtt,Ken Norton,ourlads,0.0,1.0,False,1.0,dc_only
2022,SF,Kyle Shanahan,Kyle Shanahan,0.0,Chris Foerster & Bobby Slowik,DeMeco Ryans,DeMeco Ryans,ourlads,1.0,0.0,False,0.0,none
2022,TB,Todd Bowles,Bruce Arians,1.0,Byron Leftwich,Kacy Rodgers & Larry Foote,Todd Bowles,ourlads,0.0,1.0,True,1.0,dc_to_hc
2022,TEN,Mike Vrabel,Mike Vrabel,0.0,Todd Downing,Shane Bowen,Shane Bowen,ourlads,0.0,0.0,False,0.0,none
2022,WAS,Ron Rivera,Ron Rivera,0.0,Scott Turner,Jack Del Rio,Jack Del Rio,ourlads,0.0,0.0,False,0.0,none
2023,ARI,Jonathan Gannon,Kliff Kingsbury,1.0,Drew Petzing,Nick Rallis,Vance Joseph,ourlads,1.0,1.0,False,1.0,both
2023,ATL,Arthur Smith,Arthur Smith,0.0,Dave Ragone,Ryan Nielsen,Dean Pees,ourlads,0.0,1.0,False,1.0,dc_only
2023,BAL,John Harbaugh,John Harbaugh,0.0,Todd Monken,Mike Macdonald,Mike Macdonald,ourlads,1.0,0.0,False,0.0,none
2023,BUF,Sean McDermott,Sean McDermott,0.0,Ken Dorsey,Vacant,Leslie Frazier,ourlads,0.0,1.0,False,1.0,dc_only
2023,CAR,Frank Reich,Steve Wilks,1.0,Thomas Brown,Ejiro Evero,Phil Snow,ourlads,1.0,1.0,False,1.0,both
2023,CHI,Matt Eberflus,Matt Eberflus,0.0,Luke Getsy,Alan Williams,Alan Williams,ourlads,0.0,0.0,False,0.0,none
2023,CIN,Zac Taylor,Zac Taylor,0.0,Brian Callahan,Lou Anarumo,Lou Anarumo,ourlads,0.0,0.0,False,0.0,none
2023,CLE,Kevin Stefanski,Kevin Stefanski,0.0,Alex Van Pelt,Jim Schwartz,Joe Woods,ourlads,0.0,1.0,False,1.0,dc_only
2023,DAL,Mike McCarthy,Mike McCarthy,0.0,Brian Schottenheimer,Dan Quinn,Dan Quinn,ourlads,1.0,0.0,False,0.0,none
2023,DEN,Sean Payton,Nathaniel Hackett,1.0,Joe Lombardi,Vance Joseph,Ejiro Evero,ourlads,1.0,1.0,False,1.0,both
2023,DET,Dan Campbell,Dan Campbell,0.0,Ben Johnson,Aaron Glenn,Aaron Glenn,ourlads,0.0,0.0,False,0.0,none
2023,GB,Matt LaFleur,Matt LaFleur,0.0,Adam Stenavich,Joe Barry,Joe Barry,ourlads,0.0,0.0,False,0.0,none
2023,HOU,DeMeco Ryans,Lovie Smith,1.0,Bobby Slowik,Matt Burke,Lovie Smith,ourlads,1.0,1.0,False,1.0,both
2023,IND,Shane Steichen,Frank Reich,1.0,Jim Bob Cooter,Gus Bradley,Gus Bradley,ourlads,1.0,0.0,False,1.0,hc_only
2023,JAX,Doug Pederson,Doug Pederson,0.0,Press Taylor,Mike Caldwell,Mike Caldwell,ourlads,0.0,0.0,False,0.0,none
2023,KC,Andy Reid,Andy Reid,0.0,Matt Nagy,Steve Spagnuolo,Steve Spagnuolo,ourlads,1.0,0.0,False,0.0,none
2023,LA,Sean McVay,Sean McVay,0.0,Mike LaFleur,Raheem Morris,Raheem Morris,ourlads,1.0,0.0,False,0.0,none
2023,LAC,Brandon Staley,Brandon Staley,0.0,Kellen Moore,Derrick Ansley,Renaldo Hill,ourlads,1.0,1.0,False,1.0,dc_only
2023,LV,Antonio Pierce,Josh McDaniels,1.0,Mick Lombardi,Patrick Graham,Patrick Graham,ourlads,0.0,0.0,False,1.0,hc_only
2023,MIA,Mike McDaniel,Mike McDaniel,0.0,Frank Smith,Vic Fangio,Josh Boyer,ourlads,0.0,1.0,False,1.0,dc_only
2023,MIN,Kevin O'Connell,Kevin O'Connell,0.0,Wes Phillips,Brian Flores,Ed Donatell,ourlads,0.0,1.0,False,1.0,dc_only
2023,NE,Bill Belichick,Bill Belichick,0.0,Bill O'Brien,Steve Belichick & Jerod Mayo,Steve Belichick & Jerod Mayo,ourlads,1.0,0.0,False,0.0,none
2023,NO,Dennis Allen,Dennis Allen,0.0,Pete Carmichael,Joe Woods,Ryan Nielsen & Kris Richard,ourlads,0.0,1.0,False,1.0,dc_only
2023,NYG,Brian Daboll,Brian Daboll,0.0,Mike Kafka,Don Martindale,Don Martindale,ourlads,0.0,0.0,False,0.0,none
2023,NYJ,Robert Saleh,Robert Saleh,0.0,Nathaniel Hackett,Jeff Ulbrich,Jeff Ulbrich,ourlads,1.0,0.0,False,0.0,none
2023,PHI,Nick Sirianni,Nick Sirianni,0.0,Brian Johnson,Sean Desai,Jonathan Gannon,ourlads,1.0,1.0,False,1.0,dc_only
2023,PIT,Mike Tomlin,Mike Tomlin,0.0,Matt Canada,Teryl Austin,Teryl Austin,ourlads,0.0,0.0,False,0.0,none
2023,SEA,Pete Carroll,Pete Carroll,0.0,Shane Waldron,Clint Hurtt,Clint Hurtt,ourlads,0.0,0.0,False,0.0,none
2023,SF,Kyle Shanahan,Kyle Shanahan,0.0,Chris Foerster & Klint Kubiak,Steve Wilks,DeMeco Ryans,ourlads,1.0,1.0,False,1.0,dc_only
2023,TB,Todd Bowles,Todd Bowles,0.0,Dave Canales,Kacy Rodgers & Larry Foote,Kacy Rodgers & Larry Foote,ourlads,1.0,0.0,False,0.0,none
2023,TEN,Mike Vrabel,Mike Vrabel,0.0,Tim Kelly,Shane Bowen,Shane Bowen,ourlads,1.0,0.0,False,0.0,none
2023,WAS,Ron Rivera,Ron Rivera,0.0,Eric Bienemy,Jack Del Rio,Jack Del Rio,ourlads,1.0,0.0,False,0.0,none
2024,ARI,Jonathan Gannon,Jonathan Gannon,0.0,Drew Petzing,Nick Rallis,Nick Rallis,ourlads,0.0,0.0,False,0.0,none
2024,ATL,Raheem Morris,Arthur Smith,1.0,Zac Robinson,Jimmy Lake,Ryan Nielsen,ourlads,1.0,1.0,False,1.0,both
2024,BAL,John Harbaugh,John Harbaugh,0.0,Todd Monken,Zach Orr,Mike Macdonald,ourlads,0.0,1.0,False,1.0,dc_only
2024,BUF,Sean McDermott,Sean McDermott,0.0,Joe Brady,Bobby Babich,Vacant,ourlads,1.0,1.0,False,1.0,dc_only
2024,CAR,Dave Canales,Frank Reich,1.0,Brad Idzik,Ejiro Evero,Ejiro Evero,ourlads,1.0,0.0,False,1.0,hc_only
2024,CHI,Matt Eberflus,Matt Eberflus,0.0,Shane Waldron,Eric Washington,Alan Williams,ourlads,1.0,1.0,False,1.0,dc_only
2024,CIN,Zac Taylor,Zac Taylor,0.0,Dan Pitcher,Lou Anarumo,Lou Anarumo,ourlads,1.0,0.0,False,0.0,none
2024,CLE,Kevin Stefanski,Kevin Stefanski,0.0,Ken Dorsey,Jim Schwartz,Jim Schwartz,ourlads,1.0,0.0,False,0.0,none
2024,DAL,Mike McCarthy,Mike McCarthy,0.0,Brian Schottenheimer,Mike Zimmer,Dan Quinn,ourlads,0.0,1.0,False,1.0,dc_only
2024,DEN,Sean Payton,Sean Payton,0.0,Joe Lombardi,Vance Joseph,Vance Joseph,ourlads,0.0,0.0,False,0.0,none
2024,DET,Dan Campbell,Dan Campbell,0.0,Ben Johnson,Aaron Glenn,Aaron Glenn,ourlads,0.0,0.0,False,0.0,none
2024,GB,Matt LaFleur,Matt LaFleur,0.0,Adam Stenavich,Jeff Hafley,Joe Barry,ourlads,0.0,1.0,False,1.0,dc_only
2024,HOU,DeMeco Ryans,DeMeco Ryans,0.0,Bobby Slowik,Matt Burke,Matt Burke,ourlads,0.0,0.0,False,0.0,none
2024,IND,Shane Steichen,Shane Steichen,0.0,Jim Bob Cooter,Gus Bradley,Gus Bradley,ourlads,0.0,0.0,False,0.0,none
2024,JAX,Doug Pederson,Doug Pederson,0.0,Press Taylor,Ryan Nielsen,Mike Caldwell,ourlads,0.0,1.0,False,1.0,dc_only
2024,KC,Andy Reid,Andy Reid,0.0,Matt Nagy,Steve Spagnuolo,Steve Spagnuolo,ourlads,0.0,0.0,False,0.0,none
2024,LA,Sean McVay,Sean McVay,0.0,Mike LaFleur,Chris Shula,Raheem Morris,ourlads,0.0,1.0,False,1.0,dc_only
2024,LAC,Jim Harbaugh,Brandon Staley,1.0,Greg Roman,Jesse Minter,Derrick Ansley,ourlads,1.0,1.0,False,1.0,both
2024,LV,Antonio Pierce,Antonio Pierce,0.0,Luke Getsy,Patrick Graham,Patrick Graham,ourlads,1.0,0.0,False,0.0,none
2024,MIA,Mike McDaniel,Mike McDaniel,0.0,Frank Smith,Anthony Weaver,Vic Fangio,ourlads,0.0,1.0,False,1.0,dc_only
2024,MIN,Kevin O'Connell,Kevin O'Connell,0.0,Wes Phillips,Brian Flores,Brian Flores,ourlads,0.0,0.0,False,0.0,none
2024,NE,Jerod Mayo,Bill Belichick,1.0,Alex Van Pelt,DeMarcus Covington,Steve Belichick & Jerod Mayo,ourlads,1.0,1.0,False,1.0,both
2024,NO,Dennis Allen,Dennis Allen,0.0,Klint Kubiak,Joe Woods,Joe Woods,ourlads,1.0,0.0,False,0.0,none
2024,NYG,Brian Daboll,Brian Daboll,0.0,Mike Kafka,Shane Bowen,Don Martindale,ourlads,0.0,1.0,False,1.0,dc_only
2024,NYJ,Robert Saleh,Robert Saleh,0.0,Nathaniel Hackett,Jeff Ulbrich,Jeff Ulbrich,ourlads,0.0,0.0,False,0.0,none
2024,PHI,Nick Sirianni,Nick Sirianni,0.0,Kellen Moore,Vic Fangio,Sean Desai,ourlads,1.0,1.0,False,1.0,dc_only
2024,PIT,Mike Tomlin,Mike Tomlin,0.0,Arthur Smith,Teryl Austin,Teryl Austin,ourlads,1.0,0.0,False,0.0,none
2024,SEA,Mike Macdonald,Pete Carroll,1.0,Ryan Grubb,Aden Durde,Clint Hurtt,ourlads,1.0,1.0,False,1.0,both
2024,SF,Kyle Shanahan,Kyle Shanahan,0.0,Chris Foerster,Nick Sorensen,Steve Wilks,ourlads,1.0,1.0,False,1.0,dc_only
2024,TB,Todd Bowles,Todd Bowles,0.0,Liam Coen,Kacy Rodgers & Larry Foote,Kacy Rodgers & Larry Foote,ourlads,1.0,0.0,False,0.0,none
2024,TEN,Brian Callahan,Mike Vrabel,1.0,Nick Holz,Dennard Wilson,Shane Bowen,ourlads,1.0,1.0,False,1.0,both
2024,WAS,Dan Quinn,Ron Rivera,1.0,Kliff Kingsbury,Joe Whitt Jr.,Jack Del Rio,ourlads,1.0,1.0,False,1.0,both
2025,ARI,Jonathan Gannon,Jonathan Gannon,0.0,Drew Petzing,Nick Rallis,Nick Rallis,ourlads,0.0,0.0,False,0.0,none
2025,ATL,Raheem Morris,Raheem Morris,0.0,Zac Robinson,Jeff Ulbrich,Jimmy Lake,ourlads,0.0,1.0,False,1.0,dc_only
2025,BAL,John Harbaugh,John Harbaugh,0.0,Todd Monken,Zach Orr,Zach Orr,ourlads,0.0,0.0,False,0.0,none
2025,BUF,Sean McDermott,Sean McDermott,0.0,Joe Brady,Bobby Babich,Bobby Babich,ourlads,0.0,0.0,False,0.0,none
2025,CAR,Dave Canales,Dave Canales,0.0,Brad Idzik,Ejiro Evero,Ejiro Evero,ourlads,0.0,0.0,False,0.0,none
2025,CHI,Ben Johnson,Matt Eberflus,1.0,Declan Doyle,Dennis Allen,Eric Washington,ourlads,1.0,1.0,False,1.0,both
2025,CIN,Zac Taylor,Zac Taylor,0.0,Dan Pitcher,Al Golden,Lou Anarumo,ourlads,0.0,1.0,False,1.0,dc_only
2025,CLE,Kevin Stefanski,Kevin Stefanski,0.0,Tommy Rees,Jim Schwartz,Jim Schwartz,ourlads,1.0,0.0,False,0.0,none
2025,DAL,Brian Schottenheimer,Mike McCarthy,1.0,Klayton Adams,Matt Eberflus,Mike Zimmer,ourlads,1.0,1.0,False,1.0,both
2025,DEN,Sean Payton,Sean Payton,0.0,Joe Lombardi,Vance Joseph,Vance Joseph,ourlads,0.0,0.0,False,0.0,none
2025,DET,Dan Campbell,Dan Campbell,0.0,John Morton,Kelvin Sheppard,Aaron Glenn,ourlads,1.0,1.0,False,1.0,dc_only
2025,GB,Matt LaFleur,Matt LaFleur,0.0,Adam Stenavich,Jeff Hafley,Jeff Hafley,ourlads,0.0,0.0,False,0.0,none
2025,HOU,DeMeco Ryans,DeMeco Ryans,0.0,Nick Caley,Matt Burke,Matt Burke,ourlads,1.0,0.0,False,0.0,none
2025,IND,Shane Steichen,Shane Steichen,0.0,Jim Bob Cooter,Lou Anarumo,Gus Bradley,ourlads,0.0,1.0,False,1.0,dc_only
2025,JAX,Liam Coen,Doug Pederson,1.0,Grant Udinski,Anthony Campanile,Ryan Nielsen,ourlads,1.0,1.0,False,1.0,both
2025,KC,Andy Reid,Andy Reid,0.0,Matt Nagy,Steve Spagnuolo,Steve Spagnuolo,ourlads,0.0,0.0,False,0.0,none
2025,LA,Sean McVay,Sean McVay,0.0,Mike LaFleur,Chris Shula,Chris Shula,ourlads,0.0,0.0,False,0.0,none
2025,LAC,Jim Harbaugh,Jim Harbaugh,0.0,Greg Roman,Jesse Minter,Jesse Minter,ourlads,0.0,0.0,False,0.0,none
2025,LV,Pete Carroll,Antonio Pierce,1.0,Chip Kelly,Patrick Graham,Patrick Graham,ourlads,1.0,0.0,False,1.0,hc_only
2025,MIA,Mike McDaniel,Mike McDaniel,0.0,Frank Smith,Anthony Weaver,Anthony Weaver,ourlads,0.0,0.0,False,0.0,none
2025,MIN,Kevin O'Connell,Kevin O'Connell,0.0,Wes Phillips,Brian Flores,Brian Flores,ourlads,0.0,0.0,False,0.0,none
2025,NE,Mike Vrabel,Jerod Mayo,1.0,Josh McDaniels,Terrell Williams,DeMarcus Covington,ourlads,1.0,1.0,False,1.0,both
2025,NO,Kellen Moore,Dennis Allen,1.0,Doug Nussmeier,Brandon Staley,Joe Woods,ourlads,1.0,1.0,False,1.0,both
2025,NYG,Brian Daboll,Brian Daboll,0.0,Mike Kafka,Shane Bowen,Shane Bowen,ourlads,0.0,0.0,False,0.0,none
2025,NYJ,Aaron Glenn,Robert Saleh,1.0,Tanner Engstrand,Steve Wilks,Jeff Ulbrich,ourlads,1.0,1.0,False,1.0,both
2025,PHI,Nick Sirianni,Nick Sirianni,0.0,Kevin Patullo,Vic Fangio,Vic Fangio,ourlads,1.0,0.0,False,0.0,none
2025,PIT,Mike Tomlin,Mike Tomlin,0.0,Arthur Smith,Teryl Austin,Teryl Austin,ourlads,0.0,0.0,False,0.0,none
2025,SEA,Mike Macdonald,Mike Macdonald,0.0,Klint Kubiak,Aden Durde,Aden Durde,ourlads,1.0,0.0,False,0.0,none
2025,SF,Kyle Shanahan,Kyle Shanahan,0.0,Klay Kubiak,Robert Saleh,Nick Sorensen,ourlads,1.0,1.0,False,1.0,dc_only
2025,TB,Todd Bowles,Todd Bowles,0.0,Josh Grizzard,Larry Foote,Kacy Rodgers & Larry Foote,ourlads,1.0,1.0,False,1.0,dc_only
2025,TEN,Brian Callahan,Brian Callahan,0.0,Nick Holz,Dennard Wilson,Dennard Wilson,ourlads,0.0,0.0,False,0.0,none
2025,WAS,Dan Quinn,Dan Quinn,0.0,Kliff Kingsbury,Joe Whitt Jr.,Joe Whitt Jr.,ourlads,0.0,0.0,False,0.0,none
