year,week,player,pos,base_proj,var_proj,actual,var_error,perstat_shift,abs_error
2024,16,Cooper Rush,QB,17.38,17.46,15.28,2.18,0.08,2.18
2024,8,C.J. Stroud,QB,14.8,14.58,12.4,2.18,-0.22,2.18
2025,7,Romeo Doubs,WR,11.31,11.02,13.2,-2.18,-0.29,2.18
2024,8,Alvin Kamara,RB,15.47,16.03,18.2,-2.17,0.56,2.17
2024,3,Michael Pittman,WR,9.77,9.77,7.6,2.17,0.0,2.17
2024,12,Elijah Moore,WR,6.89,7.27,5.1,2.17,0.38,2.17
2025,9,Bo Nix,QB,15.91,16.35,18.52,-2.17,0.44,2.17
2025,3,Justice Hill,RB,10.32,9.67,7.5,2.17,-0.65,2.17
2024,15,Tucker Kraft,TE,7.86,7.57,5.4,2.17,-0.29,2.17
2025,17,Chimere Dike,WR,7.85,8.04,10.2,-2.16,0.19,2.16
2025,9,Stefon Diggs,WR,10.64,10.64,12.8,-2.16,0.0,2.16
2025,8,Olamide Zaccheaus,WR,8.04,8.14,10.3,-2.16,0.1,2.16
2025,4,Brian Thomas Jr.,WR,12.56,12.75,10.6,2.15,0.19,2.15
2025,17,Tyrone Tracy Jr.,RB,8.75,8.84,6.7,2.14,0.09,2.14
2024,4,Jaleel McLaughlin,RB,7.37,7.74,5.6,2.14,0.37,2.14
2024,10,Darnell Mooney,WR,12.75,12.46,14.6,-2.14,-0.29,2.14
2024,10,Khalil Shakir,WR,9.96,9.67,11.8,-2.13,-0.29,2.13
2024,7,Jordan Love,QB,19.3,18.93,16.8,2.13,-0.37,2.13
2024,5,Jayden Reed,WR,15.73,15.83,13.7,2.13,0.1,2.13
2025,11,Rachaad White,RB,10.13,10.32,8.2,2.12,0.19,2.12
2024,6,Cade Otton,TE,7.48,7.38,9.5,-2.12,-0.1,2.12
2024,8,Jonathan Taylor,RB,16.49,16.58,18.7,-2.12,0.09,2.12
2025,10,Quentin Johnston,WR,11.4,11.31,9.2,2.11,-0.09,2.11
2024,16,DJ Moore,WR,11.6,11.89,14.0,-2.11,0.29,2.11
2025,13,Jalen Hurts,QB,18.86,18.41,16.3,2.11,-0.45,2.11
2024,11,DK Metcalf,WR,11.89,11.89,14.0,-2.11,0.0,2.11
2024,6,Christian Kirk,WR,9.1,9.0,6.9,2.1,-0.1,2.1
2025,9,George Kittle,TE,9.19,9.0,6.9,2.1,-0.19,2.1
2025,14,A.J. Brown,WR,13.81,13.9,16.0,-2.1,0.09,2.1
2024,4,James Conner,RB,16.39,16.21,18.3,-2.09,-0.18,2.09
2025,18,Terry McLaurin,WR,11.31,11.79,9.7,2.09,0.48,2.09
2024,14,Evan Engram,TE,9.47,9.38,7.3,2.08,-0.09,2.08
2025,12,Javonte Williams,RB,14.09,14.18,12.1,2.08,0.09,2.08
2024,10,Kareem Hunt,RB,15.01,14.92,17.0,-2.08,-0.09,2.08
2025,4,Chuba Hubbard,RB,11.79,11.97,9.9,2.07,0.18,2.07
2025,5,Keon Coleman,WR,8.62,8.23,10.3,-2.07,-0.39,2.07
2024,4,Jayden Daniels,QB,22.25,21.95,24.02,-2.07,-0.3,2.07
2024,7,Evan Engram,TE,6.53,6.43,8.5,-2.07,-0.1,2.07
2025,5,Chris Olave,WR,14.38,14.96,12.9,2.06,0.58,2.06
2024,14,Deebo Samuel Sr.,WR,7.56,7.56,5.5,2.06,0.0,2.06
2025,15,Xavier Worthy,WR,7.66,7.56,5.5,2.06,-0.1,2.06
2024,16,Lamar Jackson,QB,23.06,22.54,20.48,2.06,-0.52,2.06
2024,14,Cade Otton,TE,8.43,7.95,10.0,-2.05,-0.48,2.05
2025,16,Terry McLaurin,WR,9.96,10.35,8.3,2.05,0.39,2.05
2025,6,Bryce Young,QB,16.35,16.42,18.46,-2.04,0.07,2.04
2024,10,Jaylen Warren,RB,7.37,7.46,9.5,-2.04,0.09,2.04
2025,9,Jake Ferguson,TE,10.61,10.04,8.0,2.04,-0.57,2.04
2025,15,Patrick Mahomes,QB,15.24,15.1,13.06,2.04,-0.14,2.04
2025,6,Cooper Kupp,WR,10.16,9.96,12.0,-2.04,-0.2,2.04
2024,15,Rachaad White,RB,11.97,12.07,14.1,-2.03,0.1,2.03
2025,10,Marvin Harrison Jr.,WR,11.98,12.27,14.3,-2.03,0.29,2.03
2025,5,Davante Adams,WR,16.31,15.83,13.8,2.03,-0.48,2.03
2024,14,Alvin Kamara,RB,15.01,14.92,12.9,2.02,-0.09,2.02
2024,11,A.J. Brown,WR,14.0,13.52,11.5,2.02,-0.48,2.02
2024,7,George Kittle,TE,13.56,13.18,15.2,-2.02,-0.38,2.02
2024,16,Garrett Wilson,WR,13.33,13.42,11.4,2.02,0.09,2.02
2024,5,Chris Godwin Jr.,WR,13.52,13.62,11.6,2.02,0.1,2.02
2024,15,Jordan Love,QB,15.83,15.54,17.56,-2.02,-0.29,2.02
2025,6,Baker Mayfield,QB,22.02,21.66,19.64,2.02,-0.36,2.02
2025,18,Baker Mayfield,QB,15.39,15.24,13.22,2.02,-0.15,2.02
2025,17,Jaxon Smith-Njigba,WR,14.58,14.19,16.2,-2.01,-0.39,2.01
2024,17,Saquon Barkley,RB,21.0,20.91,18.9,2.01,-0.09,2.01
2025,9,Rashee Rice,WR,17.17,16.59,18.6,-2.01,-0.58,2.01
2024,3,Courtland Sutton,WR,10.92,11.79,13.8,-2.01,0.87,2.01
2025,8,Cam Ward,QB,10.31,10.75,12.76,-2.01,0.44,2.01
2025,6,Isiah Pacheco,RB,8.29,8.11,6.1,2.01,-0.18,2.01
2024,15,Dalton Kincaid,TE,7.76,7.29,9.3,-2.01,-0.47,2.01
2025,18,Bucky Irving,RB,12.89,12.8,10.8,2.0,-0.09,2.0
2024,4,Zach Ertz,TE,9.47,9.19,7.2,1.99,-0.28,1.99
2025,13,Jaylen Warren,RB,10.32,10.41,12.4,-1.99,0.09,1.99
2024,5,Amari Cooper,WR,12.27,11.98,10.0,1.98,-0.29,1.98
2025,18,Jahmyr Gibbs,RB,19.8,18.33,20.3,-1.97,-1.47,1.97
2024,11,Hunter Henry,TE,9.66,10.33,12.3,-1.97,0.67,1.97
2024,8,Romeo Doubs,WR,12.65,12.17,10.2,1.97,-0.48,1.97
2025,6,Chase Brown,RB,10.13,10.87,8.9,1.97,0.74,1.97
2024,18,Aaron Jones,RB,14.83,14.46,12.5,1.96,-0.37,1.96
2025,14,Alec Pierce,WR,14.96,14.96,13.0,1.96,0.0,1.96
2024,16,CeeDee Lamb,WR,15.44,15.54,17.5,-1.96,0.1,1.96
2025,5,Michael Pittman,WR,13.42,12.94,14.9,-1.96,-0.48,1.96
2025,12,Rome Odunze,WR,10.35,10.25,8.3,1.95,-0.1,1.95
2025,15,Rhamondre Stevenson,RB,8.84,8.75,10.7,-1.95,-0.09,1.95
2025,18,Josh Downs,WR,7.08,7.66,9.6,-1.94,0.58,1.94
2025,13,Jordan Addison,WR,9.87,10.54,8.6,1.94,0.67,1.94
2024,5,Josh Jacobs,RB,14.55,14.46,16.4,-1.94,-0.09,1.94
2025,5,Jared Goff,QB,19.0,18.19,20.12,-1.93,-0.81,1.93
2024,16,Tua Tagovailoa,QB,14.29,14.43,12.5,1.93,0.14,1.93
2024,14,Marvin Harrison Jr.,WR,10.92,10.83,8.9,1.93,-0.09,1.93
2024,12,Mike Evans,WR,9.96,9.87,11.8,-1.93,-0.09,1.93
2024,16,Tucker Kraft,TE,8.24,7.57,9.5,-1.93,-0.67,1.93
2024,13,Jaylen Warren,RB,8.38,8.47,10.4,-1.93,0.09,1.93
2024,16,Baker Mayfield,QB,20.85,20.4,22.32,-1.92,-0.45,1.92
2025,5,George Pickens,WR,11.89,11.79,13.7,-1.91,-0.1,1.91
2024,10,Xavier Legette,WR,8.62,8.91,7.0,1.91,0.29,1.91
2024,13,Khalil Shakir,WR,9.19,8.91,7.0,1.91,-0.28,1.91
2025,12,Kenneth Walker III,RB,15.38,15.01,13.1,1.91,-0.37,1.91
2025,11,T.J. Hockenson,TE,9.19,8.81,6.9,1.91,-0.38,1.91
2024,4,Deshaun Watson,QB,13.92,14.14,12.24,1.9,0.22,1.9
2025,14,Zach Charbonnet,RB,10.5,10.5,8.6,1.9,0.0,1.9
2025,15,T.J. Hockenson,TE,8.71,8.71,10.6,-1.89,0.0,1.89
2025,12,Juwan Johnson,TE,8.62,8.71,10.6,-1.89,0.09,1.89
2024,17,Tucker Kraft,TE,9.57,9.19,7.3,1.89,-0.38,1.89
2024,5,Dalton Kincaid,TE,7.48,7.29,5.4,1.89,-0.19,1.89
2025,16,Nico Collins,WR,12.17,11.79,9.9,1.89,-0.38,1.89
2025,6,Bo Nix,QB,15.54,15.24,13.36,1.88,-0.3,1.88
2024,7,Justin Herbert,QB,16.72,16.64,14.76,1.88,-0.08,1.88
2025,5,Nick Chubb,RB,10.22,10.22,12.1,-1.88,0.0,1.88
2025,12,T.J. Hockenson,TE,7.1,7.76,5.9,1.86,0.66,1.86
2025,11,Rico Dowdle,RB,16.58,16.86,15.0,1.86,0.28,1.86
2024,7,Dalton Kincaid,TE,6.62,6.34,8.2,-1.86,-0.28,1.86
2025,17,Dallas Goedert,TE,7.86,7.95,9.8,-1.85,0.09,1.85
2025,18,Devin Singletary,RB,8.84,8.75,10.6,-1.85,-0.09,1.85
2025,13,Derrick Henry,RB,19.62,19.25,17.4,1.85,-0.37,1.85
2024,4,Rhamondre Stevenson,RB,9.76,10.04,8.2,1.84,0.28,1.84
2024,3,Jahmyr Gibbs,RB,18.79,18.14,16.3,1.84,-0.65,1.84
2025,12,Tetairoa McMillan,WR,13.04,13.33,11.5,1.83,0.29,1.83
2024,14,Elijah Moore,WR,7.85,8.23,6.4,1.83,0.38,1.83
2024,14,Jalen Hurts,QB,23.35,22.39,24.22,-1.83,-0.96,1.83
2024,14,De'Von Achane,RB,21.09,20.72,18.9,1.82,-0.37,1.82
2024,12,Josh Palmer,WR,8.71,8.62,6.8,1.82,-0.09,1.82
2025,13,Tyjae Spears,RB,9.86,10.22,8.4,1.82,0.36,1.82
2024,9,James Cook,RB,13.91,13.72,11.9,1.82,-0.19,1.82
2024,15,Anthony Richardson,QB,15.83,16.2,14.38,1.82,0.37,1.82
2025,9,Amon-Ra St. Brown,WR,16.79,16.88,18.7,-1.82,0.09,1.82
2024,14,Derek Carr,QB,13.84,13.77,11.96,1.81,-0.07,1.81
2025,11,Colston Loveland,TE,8.81,8.81,7.0,1.81,0.0,1.81
2024,9,Justin Jefferson,WR,19.77,19.77,21.58,-1.81,0.0,1.81
2025,7,Jauan Jennings,WR,9.1,8.91,7.1,1.81,-0.19,1.81
2025,18,Bryce Young,QB,14.58,14.73,16.54,-1.81,0.15,1.81
2024,7,Ladd McConkey,WR,11.4,11.4,9.6,1.8,0.0,1.8
2024,11,Jayden Daniels,QB,15.24,15.24,13.44,1.8,0.0,1.8
2024,15,Joe Burrow,QB,19.0,18.63,16.84,1.79,-0.37,1.79
2024,7,Jared Goff,QB,17.23,17.01,18.8,-1.79,-0.22,1.79
2025,8,Josh Jacobs,RB,15.38,15.29,13.5,1.79,-0.09,1.79
2024,3,Will Levis,QB,15.17,15.39,13.6,1.79,0.22,1.79
2025,5,Courtland Sutton,WR,15.92,16.11,17.9,-1.79,0.19,1.79
2025,6,Michael Penix Jr.,QB,12.81,12.81,14.6,-1.79,0.0,1.79
2024,10,Dallas Goedert,TE,9.19,8.71,10.5,-1.79,-0.48,1.79
2024,18,Aidan O'Connell,QB,13.7,14.07,15.86,-1.79,0.37,1.79
2024,5,Christian Kirk,WR,11.21,11.02,12.8,-1.78,-0.19,1.78
2024,10,Najee Harris,RB,12.99,13.08,11.3,1.78,0.09,1.78
2025,9,Tyler Higbee,TE,9.0,8.52,10.3,-1.78,-0.48,1.78
2024,12,Gardner Minshew,QB,13.03,13.48,11.7,1.78,0.45,1.78
2025,10,D'Andre Swift,RB,16.86,16.58,14.8,1.78,-0.28,1.78
2024,7,Josh Palmer,WR,8.52,8.52,10.3,-1.78,0.0,1.78
2024,14,Tony Pollard,RB,12.53,12.62,14.4,-1.78,0.09,1.78
2024,17,Bijan Robinson,RB,22.93,23.03,24.8,-1.77,0.1,1.77
2025,6,Romeo Doubs,WR,12.75,12.27,10.5,1.77,-0.48,1.77
2024,17,Noah Fant,TE,6.53,6.53,8.3,-1.77,0.0,1.77
2025,5,Saquon Barkley,RB,16.21,16.03,17.8,-1.77,-0.18,1.77
2024,8,Dak Prescott,QB,15.24,15.39,13.62,1.77,0.15,1.77
2025,9,Derrick Henry,RB,11.42,11.33,13.1,-1.77,-0.09,1.77
2025,3,Chris Olave,WR,16.5,17.46,15.7,1.76,0.96,1.76
2024,4,Jaxon Smith-Njigba,WR,14.86,14.86,13.1,1.76,0.0,1.76
2024,16,Davante Adams,WR,17.94,18.04,19.8,-1.76,0.1,1.76
2025,16,Philip Rivers,QB,15.17,15.32,17.08,-1.76,0.15,1.76
2024,18,Jerry Jeudy,WR,9.77,10.54,12.3,-1.76,0.77,1.76
2025,4,Zay Flowers,WR,13.04,12.65,14.4,-1.75,-0.39,1.75
2025,12,Emeka Egbuka,WR,7.75,7.95,6.2,1.75,0.2,1.75
2024,4,Dalton Kincaid,TE,8.05,7.95,9.7,-1.75,-0.1,1.75
2025,10,Rachaad White,RB,8.75,8.66,10.4,-1.74,-0.09,1.74
2025,4,Trey McBride,TE,13.65,13.94,12.2,1.74,0.29,1.74
2025,4,Saquon Barkley,RB,15.75,15.66,17.4,-1.74,-0.09,1.74
2024,3,Brian Robinson,RB,12.25,12.43,10.7,1.73,0.18,1.73
2025,14,Deebo Samuel Sr.,WR,8.52,8.43,6.7,1.73,-0.09,1.73
2024,5,Patrick Mahomes,QB,15.39,15.17,13.44,1.73,-0.22,1.73
2025,4,Sam LaPorta,TE,8.81,8.62,6.9,1.72,-0.19,1.72
2025,16,Keenan Allen,WR,11.4,11.12,9.4,1.72,-0.28,1.72
2025,4,Jalen Nailor,WR,10.92,10.92,9.2,1.72,0.0,1.72
2024,6,Jahmyr Gibbs,RB,14.0,13.82,12.1,1.72,-0.18,1.72
2024,18,Isaiah Likely,TE,9.38,8.52,6.8,1.72,-0.86,1.72
2024,7,Kyler Murray,QB,18.34,18.49,20.2,-1.71,0.15,1.71
2024,7,Patrick Mahomes,QB,13.77,13.77,12.06,1.71,0.0,1.71
2025,10,Zay Flowers,WR,13.52,13.81,12.1,1.71,0.29,1.71
2024,10,Mike Gesicki,TE,8.9,8.71,7.0,1.71,-0.19,1.71
2025,17,Kyle Monangai,RB,9.4,9.4,7.7,1.7,0.0,1.7
2024,13,Sam Darnold,QB,18.12,17.9,19.6,-1.7,-0.22,1.7
2024,15,Patrick Mahomes,QB,17.53,17.46,15.76,1.7,-0.07,1.7
2025,3,Sam LaPorta,TE,9.19,9.0,7.3,1.7,-0.19,1.7
2025,15,Emeka Egbuka,WR,8.91,8.71,10.4,-1.69,-0.2,1.69
2024,10,Josh Allen,QB,20.26,19.89,18.2,1.69,-0.37,1.69
2024,7,Trevor Lawrence,QB,13.48,13.33,15.02,-1.69,-0.15,1.69
2024,12,Tank Dell,WR,8.71,8.52,10.2,-1.68,-0.19,1.68
2025,11,Tyler Allgeier,RB,7.92,7.92,9.6,-1.68,0.0,1.68
2025,7,Chase Brown,RB,10.32,10.32,12.0,-1.68,0.0,1.68
2024,7,Geno Smith,QB,19.74,19.45,17.78,1.67,-0.29,1.67
2025,3,Rashid Shaheed,WR,9.96,9.87,8.2,1.67,-0.09,1.67
2024,15,DeMario Douglas,WR,8.33,8.43,10.1,-1.67,0.1,1.67
2024,6,Rico Dowdle,RB,12.43,12.16,10.5,1.66,-0.27,1.66
2025,6,Justice Hill,RB,7.55,7.74,9.4,-1.66,0.19,1.66
2025,15,CeeDee Lamb,WR,15.34,15.44,17.1,-1.66,0.1,1.66
2025,12,Tre Tucker,WR,7.37,7.46,5.8,1.66,0.09,1.66
2025,8,Mark Andrews,TE,8.14,8.05,6.4,1.65,-0.09,1.65
2024,9,Tyreek Hill,WR,10.16,10.35,12.0,-1.65,0.19,1.65
2025,13,DK Metcalf,WR,7.66,7.85,6.2,1.65,0.19,1.65
2025,10,Cooper Kupp,WR,7.95,7.75,9.4,-1.65,-0.2,1.65
2025,8,De'Von Achane,RB,21.46,21.74,20.1,1.64,0.28,1.64
2024,11,Isaiah Likely,TE,8.14,7.86,9.5,-1.64,-0.28,1.64
2024,17,Austin Hooper,TE,6.15,6.53,4.9,1.63,0.38,1.63
2025,13,Tetairoa McMillan,WR,9.19,9.67,11.3,-1.63,0.48,1.63
2024,10,Josh Oliver,TE,7.76,7.57,9.2,-1.63,-0.19,1.63
2025,16,Jameson Williams,WR,14.48,13.62,12.0,1.62,-0.86,1.62
2024,13,Jared Goff,QB,15.83,15.32,16.94,-1.62,-0.51,1.62
2024,18,Tyrone Tracy Jr.,RB,10.04,10.22,8.6,1.62,0.18,1.62
2024,9,Jalen Tolbert,WR,9.48,9.29,10.9,-1.61,-0.19,1.61
2025,15,Deebo Samuel Sr.,WR,8.91,8.91,7.3,1.61,0.0,1.61
2024,9,Bijan Robinson,RB,20.63,19.89,21.5,-1.61,-0.74,1.61
2024,11,Davante Adams,WR,11.6,11.6,13.2,-1.6,0.0,1.6
2025,13,Dak Prescott,QB,19.3,19.0,20.6,-1.6,-0.3,1.6
2024,3,Mike Gesicki,TE,7.67,7.1,8.7,-1.6,-0.57,1.6
2025,16,Kirk Cousins,QB,16.35,15.98,17.58,-1.6,-0.37,1.6
2024,17,Mason Rudolph,QB,13.48,13.62,12.02,1.6,0.14,1.6
2025,3,Bo Nix,QB,14.88,15.02,13.42,1.6,0.14,1.6
2024,3,Amon-Ra St. Brown,WR,19.67,18.9,20.5,-1.6,-0.77,1.6
2024,13,Rhamondre Stevenson,RB,13.82,14.0,12.4,1.6,0.18,1.6
2025,6,Jake Ferguson,TE,11.09,10.71,12.3,-1.59,-0.38,1.59
2024,16,DeMario Douglas,WR,8.62,9.48,7.9,1.58,0.86,1.58
2024,13,David Montgomery,RB,14.64,13.82,15.4,-1.58,-0.82,1.58
2024,18,Zach Charbonnet,RB,10.78,10.68,9.1,1.58,-0.1,1.58
2024,3,Jared Goff,QB,16.64,16.13,14.56,1.57,-0.51,1.57
2024,3,Marvin Harrison Jr.,WR,16.02,15.83,17.4,-1.57,-0.19,1.57
2024,17,Russell Wilson,QB,15.98,16.13,17.7,-1.57,0.15,1.57
2024,5,James Conner,RB,12.34,12.43,14.0,-1.57,0.09,1.57
2024,12,Roschon Johnson,RB,6.54,6.63,8.2,-1.57,0.09,1.57
2025,7,Darnell Mooney,WR,8.23,8.23,9.8,-1.57,0.0,1.57
2024,12,Rashod Bateman,WR,11.12,10.73,12.3,-1.57,-0.39,1.57
2025,7,Rico Dowdle,RB,11.88,12.16,10.6,1.56,0.28,1.56
2025,18,Trey McBride,TE,11.18,11.94,13.5,-1.56,0.76,1.56
2025,16,Xavier Worthy,WR,7.46,7.66,6.1,1.56,0.2,1.56
2025,16,Ladd McConkey,WR,12.94,12.75,14.3,-1.55,-0.19,1.55
2024,3,Jaleel McLaughlin,RB,9.4,9.95,8.4,1.55,0.55,1.55
2024,13,Jerome Ford,RB,8.38,8.75,7.2,1.55,0.37,1.55
2024,11,Zay Flowers,WR,10.54,10.35,11.9,-1.55,-0.19,1.55
2024,9,James Conner,RB,13.36,13.36,14.9,-1.54,0.0,1.54
2025,16,Deebo Samuel Sr.,WR,7.66,8.04,6.5,1.54,0.38,1.54
2024,9,Drake Maye,QB,13.7,14.21,15.74,-1.53,0.51,1.53
2025,11,Zay Flowers,WR,9.87,9.77,11.3,-1.53,-0.1,1.53
2025,3,Justin Herbert,QB,16.28,16.13,14.6,1.53,-0.15,1.53
2024,9,Trey McBride,TE,11.28,11.18,12.7,-1.52,-0.1,1.52
2025,3,Baker Mayfield,QB,16.5,16.2,17.72,-1.52,-0.3,1.52
2025,9,David Montgomery,RB,9.58,9.49,11.0,-1.51,-0.09,1.51
2025,15,Jaylen Warren,RB,9.3,9.3,7.8,1.5,0.0,1.5
2025,11,Zach Charbonnet,RB,8.2,8.2,6.7,1.5,0.0,1.5
2024,14,Calvin Ridley,WR,11.31,11.4,12.9,-1.5,0.09,1.5
2024,8,Jaxon Smith-Njigba,WR,11.31,11.4,12.9,-1.5,0.09,1.5
2024,13,Michael Wilson,WR,8.91,9.0,10.5,-1.5,0.09,1.5
2024,10,Brock Purdy,QB,23.2,22.32,23.82,-1.5,-0.88,1.5
2025,8,Xavier Worthy,WR,9.1,8.81,10.3,-1.49,-0.29,1.49
2025,5,J.K. Dobbins,RB,13.82,13.91,15.4,-1.49,0.09,1.49
2025,3,Dallas Goedert,TE,9.09,8.81,10.3,-1.49,-0.28,1.49
2025,4,Drake Maye,QB,22.02,21.73,23.22,-1.49,-0.29,1.49
2024,11,Aaron Rodgers,QB,14.65,14.58,16.06,-1.48,-0.07,1.48
2025,18,Jared Goff,QB,16.94,16.72,15.24,1.48,-0.22,1.48
2024,5,Michael Pittman,WR,13.23,13.23,14.7,-1.47,0.0,1.47
2025,3,DK Metcalf,WR,10.83,10.73,12.2,-1.47,-0.1,1.47
2024,15,George Kittle,TE,12.04,11.56,10.1,1.46,-0.48,1.46
2024,17,Jonnu Smith,TE,9.47,10.14,11.6,-1.46,0.67,1.46
2025,9,Brian Thomas Jr.,WR,9.96,9.96,8.5,1.46,0.0,1.46
2025,11,Kyren Williams,RB,18.24,18.05,16.6,1.45,-0.19,1.45
2024,12,Zay Flowers,WR,13.13,12.65,11.2,1.45,-0.48,1.45
2024,11,Geno Smith,QB,14.14,14.29,15.74,-1.45,0.15,1.45
2024,11,Travis Etienne,RB,8.11,7.74,6.3,1.44,-0.37,1.44
2025,18,Tyjae Spears,RB,10.96,11.14,9.7,1.44,0.18,1.44
2024,6,Joe Flacco,QB,14.88,15.1,13.66,1.44,0.22,1.44
2025,8,Chris Olave,WR,14.58,15.44,14.0,1.44,0.86,1.44
2025,6,Tee Higgins,WR,9.19,9.77,11.2,-1.43,0.58,1.43
2024,13,Jaylen Waddle,WR,9.77,9.87,11.3,-1.43,0.1,1.43
2025,5,Dallas Goedert,TE,9.66,9.47,10.9,-1.43,-0.19,1.43
2024,16,Javonte Williams,RB,10.59,10.87,12.3,-1.43,0.28,1.43
2025,15,Rashee Rice,WR,13.71,13.52,12.1,1.42,-0.19,1.42
2025,5,Chig Okonkwo,TE,6.72,7.38,8.8,-1.42,0.66,1.42
2025,13,Woody Marks,RB,9.03,9.12,7.7,1.42,0.09,1.42
2025,3,Tyreek Hill,WR,13.9,14.48,15.9,-1.42,0.58,1.42
2024,17,Justin Jefferson,WR,18.9,18.61,17.2,1.41,-0.29,1.41
2024,9,Kenneth Walker III,RB,15.2,15.11,13.7,1.41,-0.09,1.41
2024,11,Tank Dell,WR,11.4,11.21,9.8,1.41,-0.19,1.41
2025,10,Justice Hill,RB,6.91,6.91,8.3,-1.39,0.0,1.39
2024,13,Matthew Stafford,QB,17.38,17.01,15.62,1.39,-0.37,1.39
2025,3,Breece Hall,RB,10.22,10.59,9.2,1.39,0.37,1.39
2025,16,Pat Freiermuth,TE,7.38,7.38,6.0,1.38,0.0,1.38
2025,4,Sam Darnold,QB,17.46,17.46,16.08,1.38,0.0,1.38
2025,5,Spencer Rattler,QB,14.65,14.73,16.1,-1.37,0.08,1.37
2024,11,Kenneth Walker III,RB,12.43,12.53,13.9,-1.37,0.1,1.37
2024,15,Ja'Marr Chase,WR,20.34,19.77,18.4,1.37,-0.57,1.37
2025,9,Xavier Worthy,WR,7.56,7.37,6.0,1.37,-0.19,1.37
2024,6,Jayden Daniels,QB,19.59,19.59,20.96,-1.37,0.0,1.37
2025,5,Zay Flowers,WR,10.44,10.83,12.2,-1.37,0.39,1.37
2024,16,DK Metcalf,WR,13.04,13.33,14.7,-1.37,0.29,1.37
2024,9,Rachaad White,RB,10.68,11.14,12.5,-1.36,0.46,1.36
2025,17,Bo Nix,QB,18.56,18.12,19.48,-1.36,-0.44,1.36
2025,12,Jalen Coker,WR,7.37,7.56,6.2,1.36,0.19,1.36
2025,11,Breece Hall,RB,9.21,9.76,8.4,1.36,0.55,1.36
2024,8,Hunter Henry,TE,7.48,8.14,9.5,-1.36,0.66,1.36
2024,5,Cade Otton,TE,5.96,6.05,7.4,-1.35,0.09,1.35
2024,9,Ladd McConkey,WR,12.75,12.75,11.4,1.35,0.0,1.35
2025,16,Kyle Monangai,RB,11.05,10.96,12.3,-1.34,-0.09,1.34
2025,12,Davis Mills,QB,12.81,13.18,14.52,-1.34,0.37,1.34
2024,10,Trey McBride,TE,9.66,9.76,11.1,-1.34,0.1,1.34
2025,9,Zay Flowers,WR,10.44,10.06,11.4,-1.34,-0.38,1.34
2025,7,Marquise Brown,WR,11.31,10.73,9.4,1.33,-0.58,1.33
2024,13,Patrick Mahomes,QB,18.56,17.97,16.64,1.33,-0.59,1.33
2025,5,Khalil Shakir,WR,10.06,9.67,11.0,-1.33,-0.39,1.33
2024,8,Lamar Jackson,QB,26.15,25.49,24.16,1.33,-0.66,1.33
2024,18,Michael Pittman,WR,11.69,11.89,13.2,-1.31,0.2,1.31
2025,4,Brenton Strange,TE,9.0,9.19,10.5,-1.31,0.19,1.31
2025,6,Jared Goff,QB,18.34,18.12,16.82,1.3,-0.22,1.3
2025,6,Jonnu Smith,TE,6.91,7.1,5.8,1.3,0.19,1.3
2025,10,Harold Fannin Jr.,TE,6.72,7.1,8.4,-1.3,0.38,1.3
2025,15,Josh Downs,WR,8.23,9.0,10.3,-1.3,0.77,1.3
2024,15,T.J. Hockenson,TE,9.28,8.9,10.2,-1.3,-0.38,1.3
2024,16,Joe Burrow,QB,24.24,23.28,21.98,1.3,-0.96,1.3
2025,6,AJ Barner,TE,9.0,8.81,10.1,-1.29,-0.19,1.29
2024,11,Caleb Williams,QB,14.36,14.95,16.24,-1.29,0.59,1.29
2025,17,Jakobi Meyers,WR,9.58,9.19,7.9,1.29,-0.39,1.29
2024,14,Russell Wilson,QB,17.53,17.31,16.02,1.29,-0.22,1.29
2024,8,Tyreek Hill,WR,14.29,14.48,13.2,1.28,0.19,1.28
2025,5,Puka Nacua,WR,24.09,23.22,24.5,-1.28,-0.87,1.28
2024,11,Alvin Kamara,RB,14.09,14.18,12.9,1.28,0.09,1.28
2024,11,Rhamondre Stevenson,RB,14.0,14.18,12.9,1.28,0.18,1.28
2024,12,Xavier Legette,WR,7.95,8.33,9.6,-1.27,0.38,1.27
2025,5,Brian Thomas Jr.,WR,10.64,10.73,12.0,-1.27,0.09,1.27
2025,4,Jahmyr Gibbs,RB,19.16,18.97,17.7,1.27,-0.19,1.27
2024,14,Sam LaPorta,TE,12.32,11.66,10.4,1.26,-0.66,1.26
2025,15,Chase Brown,RB,15.01,14.74,16.0,-1.26,-0.27,1.26
2025,6,Mark Andrews,TE,7.38,7.86,6.6,1.26,0.48,1.26
2024,14,T.J. Hockenson,TE,10.23,9.76,8.5,1.26,-0.47,1.26
2025,4,Kenneth Walker III,RB,13.36,13.26,12.0,1.26,-0.1,1.26
2024,8,Sam Darnold,QB,19.81,19.45,18.2,1.25,-0.36,1.25
2024,16,Aaron Jones,RB,13.54,13.54,12.3,1.24,0.0,1.24
2025,13,George Pickens,WR,18.71,18.04,16.8,1.24,-0.67,1.24
2025,11,Jauan Jennings,WR,10.92,10.64,9.4,1.24,-0.28,1.24
2025,14,Devaughn Vele,WR,7.85,8.23,7.0,1.23,0.38,1.23
2025,13,Keenan Allen,WR,8.43,8.23,7.0,1.23,-0.2,1.23
2025,18,Chase Brown,RB,19.43,17.78,19.0,-1.22,-1.65,1.22
2025,14,David Montgomery,RB,13.91,13.08,14.3,-1.22,-0.83,1.22
