player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Drake London,86519,WR,ATL,1,16,0,2,20.0,0,50.0,0.0,0,1,0.0,0,-0.53,1,0,64.7,73.9,0,11,0.0,0,4,50.0,1,100.0,4,66.7,2,50.0,0,11,0,0.0,11.0,2.75,0,14.6,3,60.0,66.7,2,3,25.0,2,0.13,4,0,29.7,85.3,0,39,0.0,0,27,46.2,6,96.3,26,135.4,10,38.5,1,120,30,5.0,20.0,4.62
Mike Evans,8642,WR,TB,1,14,0,30,11.4,0,62.5,50.0,1,2,0.0,0,0.44,2,0,73.4,77.1,0,12,0.0,0,15,60.0,5,100.0,15,80.2,8,53.3,0,50,6,1.2,10.0,3.33,0,10.8,0,75.0,,0,0,0.0,0,0.42,1,0,70.5,68.2,1,14,0.0,0,18,55.6,3,100.0,18,56.3,4,22.2,0,30,3,1.0,10.0,1.67
Quentin Johnston,123085,WR,LAC,1,14,0,27,18.5,0,100.0,100.0,1,1,0.0,0,0.6,2,0,68.3,88.6,0,39,0.0,0,7,66.7,2,85.7,6,118.8,2,33.3,0,53,16,8.0,26.5,8.83,0,8.0,2,91.7,100.0,1,1,0.0,0,0.56,4,0,78.7,77.0,0,37,0.0,0,28,74.1,11,96.4,27,112.8,12,44.4,0,133,40,3.6,12.1,4.93
Ja'Marr Chase,84270,WR,CIN,1,13,0,7,8.8,0,80.0,50.0,1,2,0.0,0,0.17,2,0,72.1,77.8,0,19,0.0,0,14,53.8,4,92.9,13,143.8,5,38.5,1,45,5,1.3,11.3,3.46,0,5.0,0,85.7,50.0,1,2,0.0,0,0.11,2,0,74.6,73.9,1,15,0.0,0,26,61.5,6,100.0,26,57.4,7,26.9,0,51,22,3.7,8.5,1.96
Jerry Jeudy,61103,WR,CLV,1,13,0,8,11.1,1,28.6,0.0,0,1,33.3,1,-0.51,1,0,29.9,52.6,0,10,0.0,0,17,33.3,2,88.2,15,39.6,7,46.7,0,14,13,6.5,7.0,0.93,0,6.8,2,66.7,0.0,0,1,20.0,1,-0.48,2,0,41.6,70.4,0,30,0.0,0,23,33.3,4,91.3,21,91.7,6,28.6,0,49,39,9.8,12.3,2.33
Davante Adams,8688,WR,NYJ,1,12,0,22,18.7,0,66.7,100.0,1,1,0.0,0,0.78,1,0,68.3,90.7,0,29,0.0,0,9,66.7,2,100.0,9,109.7,3,33.3,0,39,0,0.0,19.5,4.33,0,7.0,1,50.0,0.0,0,3,0.0,0,-0.14,2,0,70.5,70.3,1,30,0.0,0,23,36.4,3,95.7,22,35.4,6,27.3,0,45,27,9.0,15.0,2.05
Terry McLaurin,48229,WR,WAS,1,12,0,32,10.0,0,75.0,100.0,3,3,0.0,0,0.21,2,0,70.5,81.2,0,13,0.0,0,16,56.3,3,100.0,16,129.2,4,25.0,1,24,0,0.0,8.0,1.5,0,8.3,0,71.4,,0,0,0.0,0,0.15,2,0,73.4,68.1,0,10,5.0,1,20,52.6,5,90.0,18,84.2,7,38.9,0,38,14,2.8,7.6,2.11
Jonnu Smith,11855,TE,MIA,1,12,0,17,0.5,0,75.0,50.0,1,2,0.0,0,0.45,1,0,70.5,76.8,0,9,0.0,0,10,50.0,3,100.0,10,116.7,4,40.0,1,11,8,2.7,3.7,1.1,0,6.9,0,75.0,,0,0,0.0,0,-0.28,3,1,74.6,50.2,0,15,4.0,1,25,50.0,6,92.0,23,89.1,8,34.8,0,47,25,4.2,7.8,2.04
Josh Downs,122832,WR,IND,1,12,0,14,8.0,0,50.0,0.0,0,1,33.3,1,-0.52,2,0,29.9,61.9,0,18,0.0,0,14,30.8,2,92.9,13,71.9,4,30.8,0,27,19,9.5,13.5,2.08,0,3.5,1,100.0,100.0,1,1,0.0,0,0.15,3,0,74.6,73.6,0,13,0.0,0,21,47.6,6,100.0,21,101.4,6,28.6,0,50,29,4.8,8.3,2.38
Trey McBride,75916,TE,ARZ,1,11,0,1,5.7,0,66.7,50.0,1,2,0.0,0,0.32,2,0,68.3,74.6,0,2,0.0,0,10,60.0,2,100.0,10,109.7,3,30.0,1,4,0,0.0,2.0,0.4,0,11.0,1,50.0,0.0,0,1,25.0,1,0.34,3,0,36.8,64.1,0,28,0.0,0,26,65.2,3,88.5,23,81.3,6,26.1,0,54,26,8.7,18.0,2.35
