player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ja'Marr Chase,84270,WR,CIN,1,17,0,7,4.0,0,100.0,,0,0,0.0,0,1.15,1,0,64.7,69.4,0,4,0.0,0,7,57.1,1,100.0,7,122.9,1,14.3,1,4,0,0.0,4.0,0.57,0,6.6,2,75.0,50.0,1,2,0.0,0,-0.34,4,0,74.6,76.7,0,25,0.0,0,24,47.8,6,95.8,23,97.9,8,34.8,0,64,50,8.3,10.7,2.78
Malik Nabers,146759,WR,NYG,1,13,0,21,,0,,,0,0,,0,-0.34,0,0,,58.3,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,20.3,1,75.0,100.0,2,2,10.0,1,0.78,6,0,57.0,88.7,0,48,0.0,0,37,64.9,9,100.0,37,156.3,12,32.4,2,167,19,2.1,18.6,4.51
Davante Adams,8688,WR,LA,1,12,0,26,11.7,0,50.0,25.0,1,4,0.0,0,0.5,3,0,70.5,90.1,0,26,0.0,0,17,60.0,3,88.2,15,125.7,6,40.0,1,61,14,4.7,20.3,4.07,0,13.5,0,50.0,,0,0,33.3,1,-0.18,0,0,29.9,47.5,0,6,0.0,0,13,38.5,2,100.0,13,56.3,4,30.8,0,12,4,2.0,6.0,0.92
Jake Ferguson,61081,TE,DAL,1,12,0,9,3.0,0,66.7,50.0,1,2,20.0,1,-0.13,1,0,42.1,53.3,0,17,0.0,0,26,40.9,4,84.6,22,70.1,6,27.3,0,18,5,1.3,4.5,0.82,0,9.7,0,83.3,0.0,0,1,16.7,1,0.63,3,0,45.8,71.5,0,19,14.3,3,21,81.0,5,85.7,18,108.3,6,33.3,0,60,20,4.0,12.0,3.33
Mike Evans,8642,WR,TB,1,11,0,30,7.5,0,50.0,0.0,0,1,0.0,0,0.28,1,0,64.7,69.2,0,8,0.0,0,7,57.1,1,100.0,7,60.4,2,28.6,0,8,0,0.0,8.0,1.14,0,16.0,0,44.4,0.0,0,2,0.0,0,0.04,2,0,73.4,67.4,0,22,0.0,0,32,51.7,4,90.6,29,61.3,9,31.0,0,48,7,1.8,12.0,1.66
CeeDee Lamb,61570,WR,DAL,1,11,0,9,15.0,0,60.0,60.0,3,5,25.0,1,-0.03,2,0,36.2,66.4,1,25,0.0,0,30,38.5,3,86.7,26,52.5,5,19.2,0,48,0,0.0,16.0,1.85,0,8.4,0,100.0,100.0,1,1,0.0,0,0.46,2,0,73.4,70.1,0,33,0.0,0,25,72.0,5,100.0,25,114.2,5,20.0,0,57,15,3.0,11.4,2.28
Brian Thomas Jr.,146760,WR,JAX,1,11,0,15,20.5,0,50.0,,0,0,0.0,0,0.67,1,0,64.7,66.7,0,17,0.0,0,8,62.5,1,100.0,8,79.2,2,25.0,0,17,0,0.0,17.0,2.13,0,11.5,0,37.5,33.3,1,3,25.0,1,-0.07,2,0,36.2,53.7,1,18,0.0,0,26,50.0,3,100.0,26,10.4,8,30.8,0,32,2,0.7,10.7,1.23
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,6.5,0,100.0,,0,0,0.0,0,1.52,3,0,72.1,90.7,0,34,0.0,0,7,100.0,4,100.0,7,152.1,4,57.1,2,44,20,5.0,11.0,6.29,0,8.2,1,80.0,50.0,1,2,0.0,0,0.7,3,0,72.1,83.3,0,32,0.0,0,19,68.4,4,100.0,19,118.8,5,26.3,0,63,26,6.5,15.8,3.32
Jakobi Meyers,47468,WR,LV,1,11,0,23,12.0,0,50.0,,0,0,0.0,0,0.43,1,0,64.7,65.9,0,25,0.0,0,8,28.6,1,87.5,7,95.8,2,28.6,0,25,18,18.0,25.0,3.57,0,10.1,3,50.0,0.0,0,2,0.0,0,-0.55,2,0,72.1,60.7,1,20,0.0,0,39,31.4,4,89.7,35,21.9,8,22.9,0,34,23,5.8,8.5,0.97
Chris Olave,84355,WR,NO,1,10,0,20,23.0,0,50.0,50.0,1,2,0.0,0,0.93,1,0,64.7,64.9,0,14,0.0,0,11,66.7,1,81.8,9,72.9,2,22.2,0,14,2,2.0,14.0,1.56,0,10.0,0,62.5,,0,0,0.0,0,-0.2,3,0,74.6,75.2,0,12,0.0,0,27,44.0,5,92.6,25,75.0,8,32.0,0,40,5,1.0,8.0,1.6
