player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Amon-Ra St. Brown,84470,WR,DET,1,18,0,11,0,,0,,,0,0,,0,-0.6,0,0,,46.3,0,0,0.0,0,6,0.0,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,7.7,2,66.7,0.0,0,3,0.0,0,-0.13,3,0,81.7,77.3,0,17,0.0,0,32,48.4,6,96.9,31,86.3,9,29.0,0,62,19,3.2,10.3,2.0
Malik Nabers,146759,WR,NYG,1,17,0,21,0,-2.0,0,0.0,,0,0,,0,-0.77,0,0,,51.2,0,0,0.0,0,2,0.0,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,-0.42,0,0,51.2,90.9,0,8,0.0,0,5,66.7,2,60.0,3,91.7,2,66.7,0,12,4,2.0,6.0,4.0
Jaxon Smith-Njigba,129758,WR,SEA,1,16,0,29,0,,0,,,0,0,,0,-0.1,0,0,78.7,88.3,0,0,0.0,0,5,75.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,10.6,1,71.4,33.3,1,3,9.1,1,0.31,4,0,51.6,74.5,0,24,0.0,0,38,62.9,10,92.1,35,90.2,14,40.0,0,96,42,4.2,9.6,2.74
D.K. Metcalf,47864,WR,SEA,1,13,0,29,0,1.0,1,100.0,,0,0,0.0,0,-0.09,0,0,88.7,81.9,0,15,0.0,0,6,60.0,3,83.3,5,105.6,3,60.0,0,28,25,8.3,9.3,5.6,11.0,0,100.0,,0,0,0.0,0,0.36,1,0,54.5,74.7,0,56,0.0,0,10,50.0,3,100.0,10,158.3,3,30.0,1,59,26,8.7,19.7,5.9
Davante Adams,8688,WR,LV,1,12,0,23,0,,0,,,0,0,,0,-0.31,0,0,,45.7,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,-0.08,0,0,47.7,78.2,0,4,0.0,0,12,41.7,1,100.0,12,83.3,1,8.3,0,4,0,0.0,4.0,0.33
Jameson Williams,101701,WR,DET,1,11,0,11,0,,0,,,0,0,,0,-0.7,0,0,,48.4,0,0,0.0,0,4,0.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,21.0,0,66.7,,0,0,0.0,0,-0.3,1,0,76.5,59.9,1,50,0.0,0,16,43.8,2,100.0,16,70.1,3,18.8,0,56,7,3.5,28.0,3.5
Nico Collins,61441,WR,HST,1,10,0,13,0,-3.0,0,100.0,,0,0,0.0,0,-0.47,0,0,78.7,53.6,0,7,0.0,0,5,20.0,1,100.0,5,95.8,1,20.0,0,7,10,10.0,7.0,1.4,5.0,0,100.0,,0,0,0.0,0,0.43,1,0,78.7,85.6,0,18,0.0,0,6,50.0,2,100.0,6,118.8,2,33.3,0,25,15,7.5,12.5,4.17
Deebo Samuel,48274,WR,SF,1,10,0,28,0,-4.0,0,100.0,,0,0,0.0,0,-0.1,0,0,78.7,53.2,0,1,0.0,0,4,25.0,1,100.0,4,79.2,1,25.0,0,1,5,5.0,1.0,0.25,6.0,0,66.7,,0,0,0.0,0,-0.5,1,0,79.4,82.1,0,17,0.0,0,16,43.8,2,100.0,16,82.6,3,18.8,0,18,5,2.5,9.0,1.13
DJ Moore,48267,WR,CHI,1,10,0,6,0,-5.5,0,100.0,,0,0,0.0,0,-0.49,0,0,84.5,54.5,0,1,0.0,0,7,14.3,2,100.0,7,79.2,2,28.6,0,1,12,6.0,0.5,0.14,5.3,0,66.7,0.0,0,1,0.0,0,-0.36,1,0,76.5,59.9,0,19,0.0,0,12,36.4,2,91.7,11,84.0,3,27.3,0,19,16,8.0,9.5,1.73
DeVonta Smith,61100,WR,PHI,1,10,0,24,0,,0,,,0,0,,0,0.03,0,0,,45.5,0,0,0.0,0,4,33.3,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,7.3,0,50.0,0.0,0,2,0.0,0,0.0,1,0,78.7,69.2,0,8,0.0,0,15,50.0,2,93.3,14,99.0,4,28.6,1,15,4,2.0,7.5,1.07
Hunter Henry,10669,TE,NE,1,10,0,19,0,-4.0,0,100.0,,0,0,0.0,0,0.29,1,0,78.7,93.9,0,35,0.0,0,3,33.3,1,100.0,3,118.8,1,33.3,0,35,39,39.0,35.0,11.67,7.3,0,71.4,66.7,2,3,16.7,1,-0.13,4,0,53.3,87.3,0,17,0.0,0,19,42.1,5,100.0,19,92.0,7,36.8,0,51,14,2.8,10.2,2.68
Zay Flowers,97268,WR,BLT,1,10,0,3,0,-3.0,1,100.0,,0,0,0.0,0,0.36,0,0,78.7,92.4,0,10,0.0,0,3,66.7,1,100.0,3,108.3,1,33.3,0,10,13,13.0,10.0,3.33,11.6,1,80.0,100.0,1,1,0.0,0,-0.03,3,0,80.0,73.7,0,21,0.0,0,16,53.3,4,93.8,15,154.6,5,33.3,1,58,18,4.5,14.5,3.87
Brock Bowers,146715,TE,LV,1,9,0,23,0,-3.5,0,100.0,,0,0,0.0,0,-0.39,0,0,84.5,56.6,0,1,0.0,0,4,25.0,2,100.0,4,79.2,2,50.0,0,0,7,3.5,0.0,0.0,4.7,0,100.0,100.0,1,1,0.0,0,0.05,3,0,81.7,91.5,0,27,0.0,0,15,42.9,6,93.3,14,109.0,6,42.9,0,61,33,5.5,10.2,4.36
