player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Marquise Brown,61568,WR,KC,1,14,0,16,0,-4.0,1,100.0,,0,0,0.0,0,-0.76,0,0,84.5,58.1,0,2,0.0,0,4,0.0,2,100.0,4,79.2,2,50.0,0,2,10,5.0,1.0,0.5,8.0,1,100.0,,0,0,0.0,0,0.35,4,0,61.3,67.8,0,49,0.0,0,25,50.0,7,96.0,24,117.9,7,29.2,0,86,30,4.3,12.3,3.58
Drake London,86519,WR,ATL,1,14,0,2,0,-3.0,0,100.0,,0,0,0.0,0,-0.95,0,0,78.7,56.9,0,-2,0.0,0,3,0.0,1,100.0,3,79.2,1,33.3,0,-2,1,1.0,-2.0,-0.67,3.5,0,50.0,0.0,0,1,0.0,0,0.17,0,0,80.6,73.4,0,-1,0.0,0,10,20.0,1,100.0,10,56.3,2,20.0,0,-1,0,0.0,-1.0,-0.1
Chris Olave,84355,WR,NO,1,13,0,20,0,-4.0,0,50.0,0.0,0,1,0.0,0,-0.24,0,0,78.7,54.2,0,8,0.0,0,5,20.0,1,100.0,5,60.4,2,40.0,0,8,10,10.0,8.0,1.6,6.8,0,50.0,25.0,1,4,0.0,0,0.03,0,0,78.7,61.8,0,9,0.0,0,17,37.5,3,94.1,16,56.3,6,37.5,0,18,3,1.0,6.0,1.13
CeeDee Lamb,61570,WR,DAL,1,13,0,9,0,-8.0,0,100.0,,0,0,0.0,0,-1.06,0,0,78.7,61.9,0,-3,0.0,0,1,0.0,1,100.0,1,79.2,1,100.0,0,-3,5,5.0,-3.0,-3.0,12.7,0,33.3,,0,0,66.7,2,-0.63,0,0,25.9,64.7,0,-3,0.0,0,10,20.0,1,100.0,10,42.4,3,30.0,0,-3,5,5.0,-3.0,-0.3
Jaxon Smith-Njigba,129758,WR,SEA,1,13,0,29,0,-3.3,0,100.0,,0,0,0.0,0,-1.3,0,2,88.7,21.6,0,2,0.0,0,5,20.0,3,100.0,5,79.2,3,60.0,0,-4,6,2.0,-1.3,-0.8,8.4,0,80.0,,0,0,0.0,0,-0.61,2,1,81.1,64.7,0,21,0.0,0,8,37.5,4,100.0,8,94.2,5,62.5,0,33,11,2.8,8.3,4.13
Keon Coleman,144949,WR,BUF,1,11,0,4,0,-3.0,0,0.0,,0,0,100.0,1,0.05,0,0,21.6,27.1,0,0,0.0,0,6,50.0,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,16.5,0,50.0,,0,0,0.0,0,1.21,1,0,35.8,78.2,0,10,0.0,0,4,50.0,1,100.0,4,104.2,2,50.0,1,10,0,0.0,10.0,2.5
Juwan Johnson,28305,TE,NO,1,11,0,20,0,,0,,,0,0,,0,-0.09,0,0,,44.8,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,11.7,1,66.7,0.0,0,2,20.0,1,0.01,3,0,50.1,66.5,0,21,0.0,0,32,46.7,4,93.8,30,92.4,6,20.0,0,50,16,4.0,12.5,1.67
Puka Nacua,100632,WR,LA,1,11,0,26,0,-4.0,0,100.0,,0,0,0.0,0,-0.52,0,0,78.7,61.2,0,-3,0.0,0,2,0.0,1,100.0,2,79.2,1,50.0,0,-3,1,1.0,-3.0,-1.5,8.5,2,87.5,100.0,1,1,0.0,0,0.39,4,0,81.1,93.1,0,25,0.0,0,15,60.0,7,100.0,15,109.9,8,53.3,0,83,24,3.4,11.9,5.53
Jahmyr Gibbs,122474,HB,DET,1,10,0,11,0,-6.0,0,100.0,,0,0,0.0,0,0.09,0,0,78.7,71.9,0,2,33.3,1,3,66.7,1,66.7,2,79.2,1,50.0,0,2,8,8.0,2.0,1.0,,0,,,0,0,,0,0.0,0,0,81.7,67.0,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Jakobi Meyers,47468,WR,LV,1,10,0,23,0,-1.5,0,100.0,,0,0,0.0,0,-0.66,0,0,84.5,62.7,0,4,0.0,0,2,0.0,2,100.0,2,83.3,2,100.0,0,8,11,5.5,4.0,4.0,6.8,3,80.0,,0,0,20.0,1,0.25,2,0,60.2,73.1,0,24,0.0,0,23,56.5,4,100.0,23,105.8,5,21.7,0,47,23,5.8,11.8,2.04
Deebo Samuel,48274,WR,WAS,1,10,0,32,0,-3.0,0,100.0,,0,0,0.0,0,-0.02,0,0,84.5,87.3,0,9,0.0,0,5,40.0,2,100.0,5,102.1,2,40.0,0,17,23,11.5,8.5,3.4,6.5,0,66.7,100.0,1,1,20.0,1,0.27,1,0,48.3,73.1,0,21,0.0,0,23,45.5,4,95.7,22,86.8,6,27.3,0,42,32,8.0,10.5,1.91
Christian McCaffrey,11763,HB,SF,1,10,0,28,0,-2.5,1,100.0,,0,0,0.0,0,0.16,1,0,84.5,93.5,0,11,0.0,0,4,50.0,2,100.0,4,104.2,2,50.0,0,18,23,11.5,9.0,4.5,3.3,0,100.0,100.0,1,1,0.0,0,0.2,1,0,79.4,90.4,0,6,0.0,0,6,33.3,3,100.0,6,87.5,3,50.0,0,15,5,1.7,5.0,2.5
Keenan Allen,7857,WR,LAC,1,10,0,27,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,5.3,1,100.0,,0,0,0.0,0,0.47,3,0,46.0,72.5,0,15,0.0,0,15,78.6,4,93.3,14,105.2,4,28.6,0,37,16,4.0,9.3,2.64
Zay Flowers,97268,WR,BLT,1,9,0,3,0,-1.3,0,100.0,,0,0,0.0,0,0.25,1,0,88.7,89.1,0,23,0.0,0,4,25.0,3,100.0,4,152.1,3,75.0,1,33,37,12.3,11.0,8.25,8.3,0,75.0,,0,0,0.0,0,0.39,1,0,76.5,78.7,0,39,0.0,0,9,44.4,3,100.0,9,115.6,4,44.4,0,49,33,11.0,16.3,5.44
Courtland Sutton,48164,WR,DEN,1,9,0,10,0,,0,,,0,0,,0,0.56,0,0,,47.6,0,0,0.0,0,7,80.0,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,4.5,0,100.0,100.0,1,1,0.0,0,0.29,1,0,79.4,76.4,0,6,0.0,0,8,75.0,2,100.0,8,89.6,2,25.0,0,11,2,1.0,5.5,1.38
Ladd McConkey,124030,WR,LAC,1,9,0,27,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,5.0,0,66.7,,0,0,0.0,0,0.49,1,0,76.5,69.8,0,9,0.0,0,21,63.2,2,90.5,19,81.3,3,15.8,0,17,6,3.0,8.5,0.89
Harold Fannin Jr.,163104,TE,CLV,1,9,0,8,0,-3.0,1,100.0,,0,0,0.0,0,-0.05,0,0,78.7,51.8,0,1,0.0,0,6,60.0,1,83.3,5,79.2,1,20.0,0,1,4,4.0,1.0,0.2,7.8,1,66.7,100.0,1,1,20.0,1,0.41,2,0,41.1,52.5,0,22,0.0,0,15,57.1,4,93.3,14,90.3,6,42.9,0,47,22,5.5,11.8,3.36
Tyler Warren,129798,TE,IND,1,9,0,14,0,-3.0,0,0.0,0.0,0,1,,0,-0.53,0,0,78.7,56.1,0,0,0.0,0,3,0.0,0,66.7,2,39.6,1,50.0,0,0,0,,,0.0,12.0,0,50.0,50.0,1,2,0.0,0,0.1,0,0,78.0,55.0,0,8,9.1,1,11,60.0,1,81.8,9,60.4,2,22.2,0,8,0,0.0,8.0,0.89
Rashid Shaheed,63707,WR,NO,1,9,0,20,0,-4.0,0,100.0,,0,0,0.0,0,-0.21,0,0,78.7,54.9,0,2,0.0,0,5,20.0,1,100.0,5,79.2,1,20.0,0,2,6,6.0,2.0,0.4,-1.5,0,100.0,,0,0,0.0,0,-0.15,0,0,78.7,57.2,0,2,0.0,0,15,26.7,2,100.0,15,79.2,2,13.3,0,3,6,3.0,1.5,0.2
