player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Amon-Ra St. Brown,84470,WR,DET,1,17,0,11,0,,0,,,0,0,,0,0.46,0,0,,49.6,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,10.7,1,57.1,0.0,0,1,0.0,0,0.55,2,0,85.3,83.9,0,66,0.0,0,33,53.1,4,97.0,32,141.4,7,21.9,1,101,57,14.3,25.3,3.16
Malik Nabers,146759,WR,NYG,1,14,0,21,0,-3.4,1,100.0,,0,0,0.0,0,-0.14,0,0,90.6,58.0,0,9,0.0,0,11,27.3,5,100.0,11,83.3,5,45.5,0,20,37,7.4,4.0,1.82,6.5,1,80.0,0.0,0,1,0.0,0,-0.07,2,0,82.7,75.6,1,23,0.0,0,18,50.0,8,88.9,16,86.7,10,62.5,1,63,37,4.6,7.9,3.94
Jerry Jeudy,61103,WR,CLV,1,14,0,8,0,,0,,,0,0,,0,0.29,0,0,,48.1,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,5.8,0,77.8,,0,0,0.0,0,-0.28,5,0,83.2,86.5,0,20,0.0,0,21,40.0,7,95.2,20,100.5,9,45.0,0,73,27,3.9,10.4,3.65
Keenan Allen,7857,WR,CHI,1,14,0,6,0,-8.0,0,100.0,,0,0,0.0,0,0.08,0,0,78.7,51.4,0,5,0.0,0,7,28.6,1,100.0,7,87.5,1,14.3,0,5,13,13.0,5.0,0.71,7.3,0,50.0,,0,0,33.3,1,-0.19,1,0,27.0,64.2,0,26,0.0,0,16,40.0,2,93.8,15,76.0,4,26.7,0,31,17,8.5,15.5,2.07
Brian Thomas Jr.,146760,WR,JAX,1,14,0,15,0,-2.2,0,100.0,,0,0,0.0,0,0.14,1,0,90.6,80.6,0,8,0.0,0,7,66.7,5,85.7,6,90.8,5,83.3,0,29,40,8.0,5.8,4.83,2.8,0,83.3,,0,0,0.0,0,0.01,2,0,84.5,70.7,0,19,0.0,0,17,42.9,5,82.4,14,131.9,6,42.9,2,37,36,7.2,7.4,2.64
CeeDee Lamb,61570,WR,DAL,1,13,0,9,0,-3.3,0,100.0,,0,0,0.0,0,0.47,2,0,88.7,84.7,0,20,0.0,0,5,60.0,3,100.0,5,113.9,3,60.0,0,34,44,14.7,11.3,6.8,6.0,0,62.5,0.0,0,1,28.6,2,0.05,4,0,42.1,80.2,0,28,0.0,0,14,42.9,5,100.0,14,128.6,8,57.1,1,67,32,6.4,13.4,4.79
Justin Jefferson,61398,WR,MIN,1,13,0,18,0,-2.0,2,100.0,,0,0,0.0,0,1.02,1,0,84.5,97.0,0,21,0.0,0,4,75.0,2,100.0,4,118.8,2,50.0,0,28,32,16.0,14.0,7.0,13.0,2,50.0,,0,0,0.0,0,-0.11,1,0,77.3,71.8,0,21,0.0,0,15,50.0,2,93.3,14,72.9,4,28.6,0,28,32,16.0,14.0,2.0
Davante Adams,8688,WR,NYJ,1,12,0,22,0,-5.5,1,100.0,,0,0,0.0,0,-0.15,0,0,84.5,80.9,0,3,0.0,0,3,66.7,2,100.0,3,79.2,2,66.7,0,3,14,7.0,1.5,1.0,11.2,0,66.7,,0,0,0.0,0,0.13,2,0,63.2,92.5,0,43,0.0,0,23,35.0,4,87.0,20,109.7,6,30.0,0,88,74,18.5,22.0,4.4
Brenton Strange,101694,TE,JAX,1,12,0,15,0,-2.0,0,100.0,,0,0,0.0,0,0.16,0,0,78.7,53.1,0,7,16.7,1,6,60.0,1,66.7,4,95.8,1,25.0,0,7,9,9.0,7.0,1.75,3.0,1,100.0,100.0,2,2,0.0,0,0.24,1,0,84.9,64.6,0,8,0.0,0,26,64.0,7,96.2,25,91.7,7,28.0,0,42,21,3.0,6.0,1.68
Jaxon Smith-Njigba,129758,WR,SEA,1,12,0,29,0,-2.7,0,100.0,,0,0,0.0,0,-0.7,0,0,88.7,67.8,0,2,0.0,0,4,0.0,3,100.0,4,79.2,3,75.0,0,1,9,3.0,0.3,0.25,5.4,1,100.0,,0,0,0.0,0,-0.41,3,0,82.7,79.0,0,25,0.0,0,34,28.1,7,94.1,32,107.1,7,21.9,0,68,30,4.3,9.7,2.13
