player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jerry Jeudy,61103,WR,CLV,1,18,0,8,0,-3.7,0,66.7,,0,0,33.3,1,-0.41,0,0,25.7,33.3,0,4,0.0,0,9,22.2,2,100.0,9,70.1,3,33.3,0,3,9,4.5,1.5,0.33,1.3,0,100.0,,0,0,0.0,0,-0.45,1,0,46.6,68.4,0,15,0.0,0,15,21.4,3,93.3,14,98.6,3,21.4,0,23,19,6.3,7.7,1.64
Trey McBride,75916,TE,ARZ,1,16,0,1,0,-0.8,1,100.0,,0,0,0.0,0,0.33,2,0,90.2,95.2,0,13,0.0,0,5,80.0,4,100.0,5,132.3,4,80.0,1,25,28,7.0,6.3,5.0,5.5,0,87.5,100.0,1,1,0.0,0,-0.2,3,0,84.9,92.1,1,17,0.0,0,28,53.8,7,92.9,26,62.0,8,30.8,0,67,28,4.0,9.6,2.58
Ja'Marr Chase,84270,WR,CIN,1,15,0,7,0,,0,,,0,0,,0,-0.42,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6.2,0,60.0,,0,0,25.0,1,0.5,1,0,52.8,59.3,0,11,0.0,0,29,65.4,3,89.7,26,71.3,5,19.2,0,23,5,1.7,7.7,0.88
Puka Nacua,100632,WR,LA,1,13,0,26,0,-1.3,1,100.0,,0,0,0.0,0,0.45,1,0,88.7,99.1,0,21,0.0,0,3,66.7,3,100.0,3,118.8,3,100.0,0,39,43,14.3,13.0,13.0,9.5,0,50.0,,0,0,0.0,0,-0.28,0,0,82.2,92.4,0,9,0.0,0,7,40.0,1,71.4,5,62.5,2,40.0,0,9,0,0.0,9.0,1.8
Drake London,86519,WR,ATL,1,13,0,2,0,,0,,,0,0,,0,0.14,0,0,,50.5,0,0,50.0,1,2,50.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,14.7,0,50.0,,0,0,0.0,0,-0.19,3,0,78.7,78.0,0,14,0.0,0,19,50.0,3,94.7,18,72.2,6,33.3,0,41,14,4.7,13.7,2.28
Mike Gesicki,47153,TE,CIN,1,12,0,7,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,4.9,1,100.0,,0,0,0.0,0,0.39,4,0,83.2,78.9,0,12,0.0,0,33,66.7,7,90.9,30,103.0,7,23.3,0,61,27,3.9,8.7,2.03
Tee Higgins,61211,WR,CIN,1,12,0,7,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,13.0,0,100.0,,0,0,0.0,0,0.37,1,0,82.7,84.1,0,13,0.0,0,8,62.5,1,100.0,8,118.8,1,12.5,0,13,0,0.0,13.0,1.63
Ricky Pearsall,100660,WR,SF,1,10,0,28,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,14.2,0,100.0,100.0,1,1,0.0,0,0.73,4,0,80.6,89.1,0,40,0.0,0,20,78.9,5,95.0,19,158.3,5,26.3,1,82,11,2.2,16.4,4.32
Travis Kelce,7844,TE,KC,1,10,0,16,0,-2.0,0,100.0,,0,0,0.0,0,0.26,0,0,78.7,55.0,0,7,0.0,0,3,100.0,1,100.0,3,95.8,1,33.3,0,7,9,9.0,7.0,2.33,9.5,0,66.7,,0,0,0.0,0,0.21,3,0,80.0,77.0,0,20,6.3,1,16,37.5,4,93.8,15,135.4,6,40.0,1,55,32,8.0,13.8,3.67
Michael Pittman Jr.,29049,WR,IND,1,10,0,14,0,-2.5,0,100.0,,0,0,0.0,0,0.3,2,0,88.7,82.2,0,13,0.0,0,5,50.0,2,80.0,4,97.9,2,50.0,0,15,20,10.0,7.5,3.75,2.5,0,100.0,,0,0,0.0,0,-0.13,0,0,80.0,77.6,0,9,0.0,0,12,58.3,2,100.0,12,102.1,2,16.7,0,17,12,6.0,8.5,1.42
Brian Thomas Jr.,146760,WR,JAX,1,10,0,15,0,-3.5,0,100.0,,0,0,0.0,0,0.17,1,0,84.5,89.9,0,17,0.0,0,4,50.0,2,100.0,4,114.6,2,50.0,0,23,30,15.0,11.5,5.75,6.8,0,75.0,100.0,1,1,0.0,0,0.66,2,0,80.6,92.8,0,11,0.0,0,8,75.0,3,100.0,8,133.3,4,50.0,1,28,16,5.3,9.3,3.5
Jauan Jennings,48027,WR,SF,1,10,0,28,0,,0,,,0,0,,0,0.08,0,0,,54.0,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.0,0,66.7,,0,0,0.0,0,1.06,0,0,78.0,61.6,0,9,7.1,1,14,75.0,2,78.6,11,81.3,3,27.3,0,17,8,4.0,8.5,1.55
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,0,-2.0,0,100.0,,0,0,0.0,0,-0.41,0,0,78.7,59.4,0,5,0.0,0,3,33.3,1,100.0,3,87.5,1,33.3,0,5,7,7.0,5.0,1.67,3.0,0,100.0,,0,0,0.0,0,0.57,1,0,77.3,62.0,0,4,6.7,1,15,60.0,1,93.3,14,122.9,1,7.1,1,4,1,1.0,4.0,0.29
Marvin Harrison Jr.,145056,WR,ARZ,1,10,0,1,0,,0,,,0,0,,0,0.06,0,0,,46.9,0,0,0.0,0,5,60.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,10.0,0,0.0,,0,0,,0,0.2,0,0,44.2,68.2,0,0,0.0,0,11,54.5,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0
Justin Jefferson,61398,WR,MIN,1,10,0,18,0,-3.0,0,100.0,,0,0,0.0,0,0.31,1,0,88.7,79.2,0,15,0.0,0,7,57.1,3,100.0,7,104.2,3,42.9,0,27,36,12.0,9.0,3.86,8.0,0,33.3,,0,0,0.0,0,0.45,0,0,79.4,77.5,0,6,0.0,0,12,63.6,1,91.7,11,42.4,3,27.3,0,6,9,9.0,6.0,0.55
Ladd McConkey,124030,WR,LAC,1,10,0,27,0,-3.0,1,100.0,,0,0,0.0,0,0.25,0,0,78.7,52.2,0,4,0.0,0,5,80.0,1,100.0,5,83.3,1,20.0,0,4,7,7.0,4.0,0.8,15.3,0,71.4,,0,0,16.7,1,0.08,3,0,39.1,63.5,0,40,0.0,0,22,45.0,5,90.9,20,148.2,7,35.0,1,79,11,2.2,15.8,3.95
Romeo Doubs,84329,WR,GB,1,10,0,12,0,,0,,,0,0,,0,0.72,0,0,,48.9,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-1.05,0,0,81.1,83.4,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Juwan Johnson,28305,TE,NO,1,10,0,20,0,-4.0,0,100.0,,0,0,0.0,0,-0.32,0,1,78.7,20.0,0,4,0.0,0,3,0.0,1,100.0,3,83.3,1,33.3,0,4,8,8.0,4.0,1.33,7.4,0,71.4,50.0,1,2,0.0,0,-0.21,2,1,81.7,77.5,1,16,0.0,0,24,52.4,5,87.5,21,46.4,7,33.3,0,41,23,4.6,8.2,1.95
Xavier Legette,99197,WR,CAR,1,9,0,5,0,,0,,,0,0,,0,-1.03,0,0,,57.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,16.0,0,66.7,,0,0,0.0,0,0.88,0,0,78.0,63.3,0,5,0.0,0,7,57.1,2,100.0,7,70.1,3,42.9,0,8,1,0.5,4.0,1.14
