player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Amon-Ra St. Brown,84470,WR,DET,1,17,0,11,0,-4.0,1,100.0,,0,0,0.0,0,0.5,1,0,78.7,91.7,0,8,0.0,0,3,33.3,1,100.0,3,139.6,1,33.3,1,8,12,12.0,8.0,2.67,4.6,1,75.0,100.0,1,1,0.0,0,0.18,3,0,82.7,84.4,0,11,0.0,0,25,36.0,6,100.0,25,128.6,8,32.0,1,47,15,2.5,7.8,1.88
Ja'Marr Chase,84270,WR,CIN,1,15,0,7,0,,0,,,0,0,,0,-0.79,0,0,,57.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.3,1,100.0,,0,0,0.0,0,-0.08,1,0,41.6,74.9,0,34,0.0,0,9,42.9,3,77.8,7,118.8,3,42.9,0,40,18,6.0,13.3,5.71
Trey McBride,75916,TE,ARZ,1,13,0,1,0,-4.0,2,100.0,,0,0,0.0,0,0.49,3,0,88.7,99.9,0,21,0.0,0,6,66.7,3,100.0,6,118.8,3,50.0,0,42,54,18.0,14.0,7.0,2.4,3,100.0,100.0,1,1,0.0,0,0.11,5,0,82.7,90.5,0,21,0.0,0,30,46.4,9,93.3,28,155.1,9,32.1,1,111,89,9.9,12.3,3.96
Harold Fannin Jr.,163104,TE,CLV,1,13,0,8,0,,0,,,0,0,,0,-0.7,0,0,,43.6,0,0,0.0,0,3,0.0,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7.0,0,33.3,0.0,0,1,0.0,0,-1.04,0,0,74.6,44.9,1,7,0.0,0,11,9.1,1,100.0,11,2.8,3,27.3,0,7,3,3.0,7.0,0.64
Kyle Pitts,83964,TE,ATL,1,12,0,2,0,,0,,,0,0,,0,0.39,0,0,,53.2,0,0,50.0,1,2,100.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,11.2,0,100.0,100.0,1,1,0.0,0,0.69,5,0,82.7,94.1,0,26,0.0,0,23,65.0,5,87.0,20,158.3,5,25.0,2,78,29,5.8,15.6,3.9
Bijan Robinson,123126,HB,ATL,1,11,0,2,0,-7.0,1,100.0,,0,0,0.0,0,0.39,0,0,78.7,94.8,0,9,0.0,0,2,100.0,1,100.0,2,104.2,1,50.0,0,9,16,16.0,9.0,4.5,5.0,0,50.0,,0,0,0.0,0,-1.0,0,1,79.4,50.2,0,7,0.0,0,7,33.3,1,85.7,6,58.3,2,33.3,0,7,1,1.0,7.0,1.17
Puka Nacua,100632,WR,LA,1,11,0,26,0,,0,,,0,0,,0,-9.14,0,0,,54.0,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,10.6,2,60.0,50.0,1,2,25.0,1,0.75,3,0,51.2,95.3,0,39,0.0,0,10,60.0,3,100.0,10,102.9,5,50.0,0,61,29,9.7,20.3,6.1
Rashee Rice,97605,WR,KC,1,11,0,16,0,-2.4,1,80.0,,0,0,20.0,1,-0.24,0,0,28.1,81.4,0,9,0.0,0,6,50.0,4,100.0,6,88.3,5,83.3,0,26,35,8.8,6.5,4.33,0.8,1,50.0,0.0,0,2,25.0,1,-0.11,0,0,41.1,60.7,0,8,0.0,0,19,47.4,3,100.0,19,56.3,6,31.6,0,18,18,6.0,6.0,0.95
Michael Wilson,84423,WR,ARZ,1,11,0,1,0,,0,,,0,0,,0,-0.31,0,0,,49.5,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.12,0,0,52.5,63.7,0,0,0.0,0,7,57.1,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Mike Evans,8642,WR,TB,1,10,0,30,0,,0,,,0,0,,0,0.04,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,17.5,0,50.0,,0,0,0.0,0,-0.05,1,0,36.0,77.8,0,12,0.0,0,8,57.1,1,87.5,7,68.8,2,28.6,0,12,1,1.0,12.0,1.71
