player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Amon-Ra St. Brown,84470,WR,DET,1,17,0,11,3.5,1,50.0,,0,0,0.0,0,0.28,2,0,68.3,76.6,0,10,0.0,0,9,44.4,2,100.0,9,102.1,4,44.4,1,18,13,6.5,9.0,2.0,0,9.7,0,90.9,100.0,1,1,0.0,0,0.39,6,0,78.0,88.0,0,52,0.0,0,31,41.9,10,100.0,31,147.3,11,35.5,1,133,53,5.3,13.3,4.29
Ja'Marr Chase,84270,WR,CIN,1,15,0,7,12.8,0,25.0,,0,0,50.0,1,-2.68,0,0,28.8,44.9,1,2,0.0,0,8,0.0,1,87.5,7,0.0,4,57.1,0,2,0,0.0,2.0,0.29,0,9.4,1,80.0,33.3,1,3,11.1,1,0.1,5,0,54.5,80.7,0,34,0.0,0,34,54.8,8,91.2,31,118.3,10,32.3,0,124,52,6.5,15.5,4.0
Trey McBride,75916,TE,ARZ,1,13,0,1,2.0,0,100.0,,0,0,0.0,0,-0.38,0,0,64.7,54.2,0,2,0.0,0,8,33.3,1,75.0,6,79.2,1,16.7,0,2,0,0.0,2.0,0.33,0,3.2,3,100.0,100.0,1,1,0.0,0,0.09,7,0,77.3,93.2,0,21,3.4,1,29,51.7,9,96.6,28,155.8,9,32.1,1,126,97,10.8,14.0,4.5
Harold Fannin Jr.,163104,TE,CLV,1,13,0,8,,0,,,0,0,,0,0.93,0,0,,55.1,0,0,20.0,1,5,60.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.8,1,50.0,50.0,1,2,0.0,0,-0.64,1,0,74.6,61.9,2,13,3.0,1,33,27.3,6,97.0,32,18.4,12,37.5,0,41,19,3.2,6.8,1.28
Kyle Pitts,83964,TE,ATL,1,12,0,2,6.7,0,100.0,100.0,1,1,0.0,0,0.27,3,0,70.5,90.0,0,26,0.0,0,13,45.5,3,84.6,11,158.3,3,27.3,1,44,24,8.0,14.7,4.0,0,8.0,1,87.5,0.0,0,1,0.0,0,0.28,4,0,75.6,89.9,0,36,3.3,1,30,62.1,7,93.3,28,158.3,8,28.6,1,115,55,7.9,16.4,4.11
Bijan Robinson,123126,HB,ATL,1,11,0,2,1.0,0,50.0,,0,0,0.0,0,0.37,1,0,64.7,62.9,0,9,33.3,4,12,50.0,1,58.3,7,62.5,2,28.6,0,9,13,13.0,9.0,1.29,0,3.0,5,77.8,,0,0,0.0,0,0.19,3,1,75.6,64.1,0,21,15.4,4,26,60.0,7,84.6,22,100.5,9,40.9,0,73,80,11.4,10.4,3.32
Puka Nacua,100632,WR,LA,1,11,0,26,12.6,0,80.0,100.0,1,1,20.0,1,0.65,4,0,41.6,89.9,0,37,0.0,0,13,54.5,4,84.6,11,118.8,5,45.5,0,69,18,4.5,17.3,6.27,0,13.5,3,83.3,0.0,0,1,0.0,0,-0.11,4,0,73.4,95.1,0,39,0.0,0,14,57.1,5,100.0,14,118.8,6,42.9,0,112,40,8.0,22.4,8.0
Rashee Rice,97605,WR,KC,1,11,0,16,-2.0,0,100.0,,0,0,0.0,0,-0.36,0,0,64.7,55.3,0,3,0.0,0,9,22.2,1,100.0,9,79.2,1,11.1,0,3,5,5.0,3.0,0.33,0,0.6,2,80.0,,0,0,20.0,1,0.16,1,0,41.6,70.9,0,11,0.0,0,16,62.5,4,100.0,16,94.2,5,31.3,0,33,27,6.8,8.3,2.06
Michael Wilson,84423,WR,ARZ,1,11,0,1,9.5,0,100.0,,0,0,0.0,0,-0.38,1,0,68.3,67.5,0,17,0.0,0,8,33.3,2,75.0,6,114.6,2,33.3,0,23,4,2.0,11.5,3.83,0,15.0,0,28.6,0.0,0,1,33.3,1,-0.06,1,0,30.0,53.0,1,14,0.0,0,23,47.8,2,100.0,23,0.0,7,30.4,0,20,2,1.0,10.0,0.87
Mike Evans,8642,WR,TB,1,10,0,30,13.8,0,75.0,100.0,1,1,0.0,0,-0.01,3,0,70.5,79.6,0,12,0.0,0,13,54.5,3,84.6,11,100.0,4,36.4,0,34,3,1.0,11.3,3.09,0,27.0,0,75.0,100.0,2,2,0.0,0,0.06,3,0,70.5,90.3,1,45,0.0,0,14,54.5,3,78.6,11,77.1,4,36.4,0,98,5,1.7,32.7,8.91
Courtland Sutton,48164,WR,DEN,1,10,0,10,26.5,0,50.0,0.0,0,1,0.0,0,0.36,1,0,64.7,79.5,0,26,0.0,0,6,33.3,1,100.0,6,95.8,2,33.3,0,26,1,1.0,26.0,4.33,0,11.6,1,71.4,66.7,2,3,0.0,0,0.49,3,0,73.4,78.6,0,42,0.0,0,26,56.0,5,96.2,25,149.4,7,28.0,1,81,17,3.4,16.2,3.24
