player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tee Higgins,61211,WR,CIN,1,11,0,7,15.4,0,80.0,100.0,2,2,0.0,0,0.18,3,0,72.1,90.6,1,27,0.0,0,12,58.3,4,100.0,12,118.8,5,41.7,1,64,4,1.0,16.0,5.33,0,13.5,1,50.0,,0,0,0.0,0,-0.33,1,0,64.7,59.0,0,10,0.0,0,24,31.8,1,91.7,22,64.6,2,9.1,0,10,5,5.0,10.0,0.45
Travis Kelce,7844,TE,KC,1,9,0,16,5.0,0,66.7,100.0,1,1,0.0,0,0.33,1,0,68.3,67.9,0,14,10.5,2,19,41.2,2,78.9,15,125.0,3,20.0,1,20,7,3.5,10.0,1.33,0,11.3,0,75.0,,0,0,0.0,0,0.23,3,1,70.5,64.0,0,16,0.0,0,25,52.0,3,100.0,25,106.3,4,16.0,0,40,17,5.7,13.3,1.6
Marquez Valdes-Scantling,47809,WR,KC,1,8,0,16,19.8,0,66.7,100.0,1,1,0.0,0,0.52,4,0,72.1,90.7,0,29,0.0,0,17,46.7,4,88.2,15,149.3,6,40.0,1,80,9,2.3,20.0,5.33,0,2.5,1,100.0,,0,0,0.0,0,0.07,2,0,68.3,72.6,0,25,0.0,0,22,54.5,2,100.0,22,118.8,2,9.1,0,36,31,15.5,18.0,1.64
Ja'Marr Chase,84270,WR,CIN,1,8,0,7,,0,,,0,0,,0,0.18,0,0,,53.8,0,0,0.0,0,12,58.3,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,0,11.8,1,60.0,0.0,0,1,0.0,0,-0.36,2,0,72.1,76.0,0,17,0.0,0,26,29.2,3,92.3,24,80.4,5,20.8,0,34,17,5.7,11.3,1.42
A.J. Brown,48327,WR,PHI,1,8,0,24,8.0,0,100.0,,0,0,0.0,0,0.47,1,0,68.3,67.7,0,10,0.0,0,8,50.0,2,75.0,6,100.0,2,33.3,0,16,0,0.0,8.0,2.67,0,12.0,0,33.3,,0,0,33.3,1,-0.12,1,0,29.9,54.0,0,11,0.0,0,20,42.1,2,95.0,19,42.4,6,31.6,0,12,17,8.5,6.0,0.63
Skyy Moore,97116,WR,KC,1,6,0,16,8.0,0,0.0,,0,0,,0,0.08,0,0,,52.8,0,0,0.0,0,14,33.3,0,85.7,12,39.6,2,16.7,0,0,0,,,0.0,0,2.5,0,75.0,,0,0,0.0,0,0.0,0,0,70.5,56.7,0,8,0.0,0,17,41.2,3,100.0,17,78.1,4,23.5,0,13,16,5.3,4.3,0.76
Dallas Goedert,47272,TE,PHI,1,6,0,24,,0,,,0,0,,0,0.47,0,0,,53.0,0,0,0.0,0,8,50.0,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,4.6,0,80.0,100.0,1,1,0.0,0,-0.18,0,0,72.1,54.6,0,7,0.0,0,18,35.3,4,94.4,17,81.7,5,29.4,0,18,1,0.3,4.5,1.06
Isiah Pacheco,83747,HB,KC,1,6,0,16,-1.0,0,100.0,,0,0,0.0,0,0.48,0,0,64.7,59.9,0,2,22.2,2,9,37.5,1,77.8,7,79.2,1,14.3,0,2,3,3.0,2.0,0.29,0,-3.6,2,80.0,,0,0,0.0,0,0.02,3,0,72.1,78.7,0,18,5.0,1,20,60.0,4,95.0,19,114.2,5,26.3,0,57,79,19.8,14.3,3.0
Hayden Hurst,47294,TE,CIN,1,5,0,7,1.0,0,100.0,,0,0,0.0,0,0.01,0,0,64.7,55.7,0,6,11.1,1,9,55.6,1,88.9,8,91.7,1,12.5,0,6,5,5.0,6.0,0.75,0,0.5,0,100.0,,0,0,0.0,0,-0.4,0,0,68.3,49.8,0,6,0.0,0,19,29.4,2,89.5,17,83.3,2,11.8,0,8,7,3.5,4.0,0.47
Deebo Samuel,48274,WR,SF,1,4,0,28,4.5,1,50.0,,0,0,0.0,0,-0.48,1,0,64.7,71.3,0,11,0.0,0,6,33.3,1,100.0,6,66.7,2,33.3,0,11,4,4.0,11.0,1.83,0,2.5,1,100.0,,0,0,0.0,0,-0.43,1,0,68.3,74.3,0,13,0.0,0,14,28.6,2,100.0,14,112.5,2,14.3,0,22,17,8.5,11.0,1.57
Jerick McKinnon,8731,HB,KC,1,4,0,16,,0,,,0,0,,0,-0.26,0,0,,54.9,0,0,22.2,2,9,37.5,0,66.7,6,0.0,0,0.0,0,0,0,,,0.0,0,3.3,0,66.7,,0,0,33.3,1,0.11,1,0,30.0,43.5,0,13,20.0,2,10,40.0,2,80.0,8,81.3,3,37.5,0,17,5,2.5,8.5,2.13
Christian McCaffrey,11763,HB,SF,1,4,0,28,,0,,,0,0,,0,-0.48,0,0,,55.9,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,-2.5,1,100.0,,0,0,0.0,0,-0.36,0,0,72.1,75.6,0,9,0.0,0,15,33.3,4,93.3,14,89.6,4,28.6,0,22,32,8.0,5.5,1.57
Samaje Perine,11869,HB,CIN,1,4,0,7,-5.0,1,100.0,,0,0,0.0,0,0.0,0,0,68.3,61.5,0,4,9.1,1,11,54.5,2,90.9,10,79.2,2,20.0,0,5,15,7.5,2.5,0.5,0,-2.5,0,50.0,,0,0,0.0,0,-0.53,0,0,64.7,56.6,0,-1,12.5,2,16,21.4,1,75.0,12,56.3,2,16.7,0,-1,5,5.0,-1.0,-0.08
George Kittle,11901,TE,SF,1,3,0,28,5.0,0,100.0,,0,0,0.0,0,-0.48,0,0,64.7,75.0,0,9,16.7,1,6,33.3,1,83.3,5,104.2,1,20.0,0,9,4,4.0,9.0,1.8,0,5.5,0,100.0,,0,0,0.0,0,-0.36,1,0,68.3,79.0,0,22,13.3,2,15,33.3,2,86.7,13,114.6,2,15.4,0,23,12,6.0,11.5,1.77
Mecole Hardman Jr.,42683,WR,KC,1,3,0,16,-4.0,0,100.0,,0,0,0.0,0,-0.78,0,0,64.7,60.4,0,-1,0.0,0,1,0.0,1,100.0,1,79.2,1,100.0,0,-1,3,3.0,-1.0,-1.0,0,9.5,0,50.0,0.0,0,1,0.0,0,-0.18,1,0,64.7,70.4,0,11,0.0,0,6,33.3,1,100.0,6,66.7,2,33.3,0,11,0,0.0,11.0,1.83
Joe Mixon,11803,HB,CIN,1,3,0,7,,0,,,0,0,,0,2.09,0,0,,59.7,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.5,0,100.0,,0,0,0.0,0,-0.12,0,0,68.3,61.6,0,6,30.0,3,10,40.0,2,70.0,7,89.6,2,28.6,0,11,18,9.0,5.5,1.57
DeVonta Smith,61100,WR,PHI,1,3,0,24,32.0,0,50.0,50.0,1,2,0.0,0,0.47,1,0,64.7,56.0,0,29,0.0,0,8,50.0,1,75.0,6,95.8,2,33.3,0,29,0,0.0,29.0,4.83,0,7.0,0,100.0,,0,0,0.0,0,-0.11,1,0,64.7,59.3,0,7,0.0,0,20,42.1,1,95.0,19,95.8,1,5.3,0,7,0,0.0,7.0,0.37
Kenneth Gainwell,77737,HB,PHI,1,3,0,24,1.0,0,0.0,,0,0,,0,1.66,0,0,,55.6,0,0,0.0,0,4,66.7,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0,0,0.5,4,100.0,,0,0,0.0,0,0.0,1,0,68.3,79.4,0,17,10.0,1,10,44.4,2,80.0,8,118.8,2,25.0,0,26,25,12.5,13.0,3.25
Tyler Boyd,10689,WR,CIN,1,2,0,7,19.0,0,100.0,,0,0,0.0,0,2.09,1,0,64.7,91.0,0,24,0.0,0,1,100.0,1,100.0,1,118.8,1,100.0,0,24,5,5.0,24.0,24.0,0,,0,,,0,0,,0,-0.69,0,0,,53.9,0,0,0.0,0,9,22.2,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Kadarius Toney,61245,WR,KC,1,2,0,16,22.0,0,0.0,0.0,0,1,,0,-1.45,0,0,,52.0,0,0,0.0,0,1,0.0,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,0,5.0,1,100.0,,0,0,0.0,0,0.67,0,0,64.7,76.0,0,9,0.0,0,2,100.0,1,100.0,2,104.2,1,50.0,0,9,4,4.0,9.0,4.5
Trenton Irwin,48080,WR,CIN,1,2,0,7,6.0,0,0.0,,0,0,,0,0.0,0,0,,52.9,0,0,0.0,0,11,54.5,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0,0,4.0,0,100.0,,0,0,0.0,0,-0.38,0,0,64.7,53.5,0,6,0.0,0,16,21.4,1,87.5,14,91.7,1,7.1,0,6,2,2.0,6.0,0.43
Zach Pascal,12303,WR,PHI,1,1,0,24,,0,,,0,0,,0,1.87,0,0,,57.0,0,0,0.0,0,2,100.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,9.0,0,0.0,0.0,0,1,,0,-0.28,0,0,,53.4,0,0,0.0,0,9,22.2,0,100.0,9,39.6,1,11.1,0,0,0,,,0.0
Jack Stoll,42058,TE,PHI,1,1,0,24,,0,,,0,0,,0,0.2,0,0,,59.8,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,100.0,1,1,0.0,0,-0.01,0,0,64.7,55.1,0,5,16.7,1,6,50.0,1,83.3,5,87.5,1,20.0,0,5,0,0.0,5.0,1.0
Mitchell Wilcox,47234,TE,CIN,1,1,0,7,,0,,,0,0,,0,0.67,0,0,,55.9,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,0.08,1,0,64.7,76.4,0,10,14.3,1,7,42.9,1,85.7,6,108.3,1,16.7,0,10,12,12.0,10.0,1.67
Marcus Kemp,12137,WR,KC,1,1,0,16,,0,,,0,0,,0,-0.39,0,0,,56.0,0,0,0.0,0,4,33.3,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,11.0,0,100.0,,0,0,0.0,0,-0.57,1,0,64.7,66.1,0,13,0.0,0,12,41.7,1,100.0,12,118.8,1,8.3,0,13,2,2.0,13.0,1.08
Miles Sanders,40555,HB,PHI,1,1,0,24,,0,,,0,0,,0,-0.21,0,0,,58.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,100.0,,0,0,0.0,0,-0.49,0,0,64.7,60.6,0,3,0.0,0,6,16.7,1,100.0,6,79.2,1,16.7,0,3,-1,-1.0,3.0,0.5
JuJu Smith-Schuster,11817,WR,KC,1,1,0,16,,0,,,0,0,,0,0.26,0,0,,52.9,0,0,0.0,0,8,37.5,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,-0.04,1,0,64.7,55.3,0,7,0.0,0,12,41.7,1,100.0,12,95.8,1,8.3,0,7,2,2.0,7.0,0.58
Quez Watkins,61664,WR,PHI,1,1,0,24,33.0,0,0.0,0.0,0,1,,0,0.19,0,0,,56.2,0,0,0.0,0,5,25.0,0,80.0,4,39.6,1,25.0,0,0,0,,,0.0,0,,0,,,0,0,,0,-0.01,0,0,,53.4,0,0,0.0,0,10,55.6,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0
Brandon Aiyuk,84109,WR,SF,1,1,0,28,,0,,,0,0,,0,-0.48,0,0,,57.0,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,-0.36,1,0,64.7,63.6,0,10,0.0,0,15,33.3,1,100.0,15,108.3,1,6.7,0,10,4,4.0,10.0,0.67
Noah Gray,60878,TE,KC,1,1,0,16,,0,,,0,0,,0,0.88,0,0,,50.5,0,0,30.0,3,10,55.6,0,70.0,7,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,100.0,,0,0,0.0,0,0.28,0,0,64.7,48.6,0,4,16.7,3,18,72.2,1,83.3,15,83.3,1,6.7,0,4,2,2.0,4.0,0.27
