player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Justin Jefferson,61398,WR,MIN,1,13,0,18,0,-1.0,0,100.0,,0,0,0.0,0,0.59,1,0,78.7,81.1,0,10,0.0,0,6,83.3,1,83.3,5,108.3,1,20.0,0,10,11,11.0,10.0,2.0,5.8,0,100.0,,0,0,0.0,0,1.01,2,0,82.2,91.0,0,31,0.0,0,13,100.0,4,92.3,12,118.8,4,33.3,0,57,34,8.5,14.3,4.75
Mike Williams,11762,WR,LAC,1,13,0,27,0,0.0,0,100.0,,0,0,0.0,0,0.9,0,0,78.7,55.6,0,5,0.0,0,4,66.7,1,75.0,3,87.5,1,33.3,0,5,5,5.0,5.0,1.67,,0,,,0,0,,0,-0.42,0,0,81.1,86.2,0,0,0.0,0,6,16.7,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Diontae Johnson,33441,WR,PIT,1,12,0,25,0,,0,,,0,0,,0,-0.52,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,0.0,0.0,0,1,100.0,1,-1.07,0,0,28.6,46.1,0,0,0.0,0,3,33.3,0,100.0,3,39.6,2,66.7,0,0,0,,,0.0
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,-3.0,1,100.0,,0,0,0.0,0,-2.72,0,0,84.5,60.6,0,3,0.0,0,3,0.0,2,100.0,3,79.2,2,66.7,0,-1,5,2.5,-0.5,-0.33,3.7,0,100.0,,0,0,0.0,0,1.2,2,0,80.0,81.6,0,41,0.0,0,10,70.0,3,100.0,10,118.8,3,30.0,0,62,51,17.0,20.7,6.2
Amari Cooper,9437,WR,CLV,1,11,0,8,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,8.0,0,100.0,,0,0,0.0,0,0.49,1,0,77.3,78.7,0,10,0.0,0,8,62.5,1,100.0,8,108.3,1,12.5,0,10,2,2.0,10.0,1.25
Marvin Jones Jr.,7158,WR,JAX,1,11,0,15,0,-3.0,0,100.0,,0,0,0.0,0,-0.06,0,0,78.7,53.4,0,2,0.0,0,4,25.0,1,100.0,4,79.2,1,25.0,0,2,5,5.0,2.0,0.5,,0,,,0,0,,0,-0.39,0,0,80.0,73.7,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Christian McCaffrey,11763,HB,CAR,1,11,0,5,0,-2.0,0,50.0,0.0,0,1,0.0,0,-0.1,0,0,78.7,57.3,0,11,0.0,0,6,66.7,1,100.0,6,66.7,2,33.3,0,11,11,11.0,11.0,1.83,2.0,1,100.0,,0,0,0.0,0,0.34,0,0,61.8,57.8,0,11,0.0,0,5,80.0,2,100.0,5,102.1,2,40.0,0,17,13,6.5,8.5,3.4
Randall Cobb,6216,WR,GB,1,11,0,12,0,-1.0,1,100.0,,0,0,0.0,0,0.85,1,0,88.7,97.1,0,9,0.0,0,6,100.0,3,100.0,6,104.2,3,50.0,0,27,30,10.0,9.0,4.5,10.1,1,70.0,0.0,0,1,0.0,0,-0.01,4,0,79.4,88.9,0,35,3.8,1,26,48.0,7,92.3,24,101.7,10,41.7,0,99,61,8.7,14.1,4.13
DeVonta Smith,61100,WR,PHI,1,11,0,24,0,-2.8,1,100.0,,0,0,0.0,0,0.14,1,0,90.9,71.5,0,12,0.0,0,13,61.5,6,100.0,13,87.5,6,46.2,0,30,47,7.8,5.0,2.31,4.5,1,100.0,,0,0,0.0,0,0.22,2,0,51.2,67.1,0,20,0.0,0,10,60.0,2,100.0,10,118.8,2,20.0,0,30,21,10.5,15.0,3.0
Evan Engram,11778,TE,JAX,1,10,0,15,0,,0,,,0,0,,0,-0.01,0,0,,48.5,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,15.8,0,20.0,,0,0,50.0,1,-0.18,0,0,31.8,52.6,0,5,0.0,0,25,48.0,1,100.0,25,39.6,5,20.0,0,5,2,2.0,5.0,0.2
