player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Christian Kirk,47546,WR,JAX,1,14,0,15,9.2,0,40.0,100.0,1,1,0.0,0,-0.6,2,0,68.3,70.0,1,17,0.0,0,14,33.3,2,85.7,12,17.5,5,41.7,0,26,4,2.0,13.0,2.17,0,6.6,1,57.1,0.0,0,1,0.0,0,-0.35,3,0,72.1,68.1,0,12,0.0,0,29,44.8,4,100.0,29,72.3,7,24.1,0,38,17,4.3,9.5,1.31
Tyreek Hill,10799,WR,MIA,1,14,0,17,17.0,0,0.0,,0,0,,0,-0.63,0,0,,54.5,0,0,0.0,0,12,16.7,0,100.0,12,39.6,1,8.3,0,0,0,,,0.0,0,8.1,0,66.7,,0,0,14.3,1,-0.32,3,0,49.2,70.8,1,19,0.0,0,25,32.0,6,100.0,25,49.1,9,36.0,0,67,32,5.3,11.2,2.68
Zay Jones,11792,WR,JAX,1,13,0,15,8.0,0,0.0,0.0,0,2,,0,-0.15,0,0,28.0,43.7,0,0,0.0,0,13,36.4,0,84.6,11,39.6,3,27.3,0,0,0,,,0.0,0,7.4,1,77.8,50.0,1,2,0.0,0,-0.35,1,0,75.6,60.0,1,8,0.0,0,29,44.8,7,100.0,29,43.3,9,31.0,0,35,4,0.6,5.0,1.21
Chris Godwin,11839,WR,TB,1,13,0,30,1.0,0,0.0,0.0,0,1,,0,-1.1,0,0,,52.3,0,0,0.0,0,9,28.6,0,77.8,7,39.6,1,14.3,0,0,0,,,0.0,0,1.8,0,100.0,100.0,1,1,0.0,0,0.19,4,0,77.3,74.9,0,11,0.0,0,37,54.1,9,100.0,37,98.6,9,24.3,0,69,53,5.9,7.7,1.86
D.K. Metcalf,47864,WR,SEA,1,13,0,29,13.8,0,100.0,100.0,2,2,0.0,0,1.07,3,0,72.1,89.9,0,50,0.0,0,8,57.1,4,87.5,7,158.3,4,57.1,2,70,16,4.0,17.5,10.0,0,14.9,1,62.5,66.7,2,3,0.0,0,0.2,4,0,73.4,72.4,0,25,0.0,0,29,55.6,5,93.1,27,87.0,8,29.6,0,63,30,6.0,12.6,2.33
Ja'Marr Chase,84270,WR,CIN,1,12,0,7,,0,,,0,0,,0,-0.97,0,0,,54.9,0,0,0.0,0,5,0.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,8.3,1,71.4,,0,0,0.0,0,-0.16,2,0,73.4,66.2,0,19,0.0,0,24,41.7,5,100.0,24,92.6,7,29.2,0,52,16,3.2,10.4,2.17
Evan Engram,11778,TE,JAX,1,11,0,15,7.0,0,50.0,,0,0,0.0,0,-0.6,1,0,64.7,62.3,0,7,7.1,1,14,33.3,1,78.6,11,58.3,2,18.2,0,7,8,8.0,7.0,0.64,0,6.0,1,50.0,0.0,0,2,0.0,0,-0.36,1,0,68.3,57.5,2,24,0.0,0,27,44.4,2,100.0,27,36.5,4,14.8,0,31,27,13.5,15.5,1.15
T.J. Hockenson,40912,TE,MIN,1,10,0,18,5.5,0,100.0,100.0,1,1,0.0,0,0.07,1,0,68.3,67.2,0,19,0.0,0,9,50.0,2,88.9,8,112.5,2,25.0,0,22,11,5.5,11.0,2.75,0,9.0,0,100.0,100.0,3,3,0.0,0,0.11,4,0,74.6,90.7,0,28,13.6,3,22,50.0,6,86.4,19,118.8,6,31.6,0,100,46,7.7,16.7,5.26
Deebo Samuel,48274,WR,SF,1,10,0,28,6.8,2,75.0,,0,0,0.0,0,0.22,3,0,70.5,90.4,0,21,8.3,1,12,41.7,3,91.7,11,116.7,4,36.4,0,50,32,10.7,16.7,4.55,0,13.5,0,50.0,0.0,0,1,0.0,0,0.78,1,0,70.5,80.5,0,74,0.0,0,15,53.3,3,100.0,15,135.4,6,40.0,1,83,78,26.0,27.7,5.53
Mike Evans,8642,WR,TB,1,10,0,30,10.7,2,66.7,,0,0,0.0,0,-1.1,2,0,70.5,83.4,0,18,0.0,0,9,28.6,2,77.8,7,99.3,3,42.9,0,30,17,8.5,15.0,4.29,0,16.0,0,66.7,50.0,1,2,0.0,0,0.33,2,0,72.1,62.6,0,20,0.0,0,41,56.1,4,100.0,41,88.2,6,14.6,0,44,0,0.0,11.0,1.07
