player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeVonta Smith,61100,WR,PHI,1,9,0,24,14.5,0,50.0,0.0,0,1,0.0,0,0.51,0,0,64.7,54.5,0,4,0.0,0,10,60.0,1,100.0,10,56.3,2,20.0,0,4,6,6.0,4.0,0.4,0,9.8,2,100.0,,0,0,0.0,0,0.21,3,0,74.6,72.6,0,45,0.0,0,30,44.8,6,96.7,29,118.8,6,20.7,0,96,37,6.2,16.0,3.31
JuJu Smith-Schuster,11817,WR,KC,1,9,0,16,5.7,0,66.7,100.0,1,1,0.0,0,0.55,0,0,68.3,55.1,0,5,0.0,0,13,66.7,2,92.3,12,70.1,3,25.0,0,8,0,0.0,4.0,0.67,0,6.2,0,83.3,,0,0,0.0,0,0.33,4,0,73.4,87.6,0,14,0.0,0,12,66.7,5,100.0,12,97.9,6,50.0,0,45,18,3.6,9.0,3.75
A.J. Brown,48327,WR,PHI,1,8,0,24,5.0,1,100.0,,0,0,0.0,0,0.51,3,0,70.5,89.2,0,22,0.0,0,10,60.0,3,100.0,10,118.8,3,30.0,0,40,25,8.3,13.3,4.0,0,19.0,1,50.0,0.0,0,1,0.0,0,0.13,0,0,68.3,53.2,0,7,0.0,0,26,36.0,2,96.2,25,56.3,4,16.0,0,11,4,2.0,5.5,0.44
Dallas Goedert,47272,TE,PHI,1,7,0,24,9.0,0,100.0,100.0,1,1,0.0,0,0.51,1,0,68.3,65.5,0,17,10.0,1,10,60.0,2,90.0,9,108.3,2,22.2,0,20,2,1.0,10.0,2.22,0,6.6,0,80.0,100.0,3,3,0.0,0,0.21,2,0,72.1,75.7,0,17,0.0,0,30,44.8,4,96.7,29,100.0,5,17.2,0,40,10,2.5,10.0,1.38
Travis Kelce,7844,TE,KC,1,6,0,16,10.3,0,100.0,,0,0,0.0,0,0.62,2,0,70.5,79.6,0,18,6.7,1,15,64.3,3,86.7,13,156.3,3,23.1,1,36,5,1.7,12.0,2.77,0,9.7,0,100.0,,0,0,0.0,0,0.4,2,0,70.5,74.0,0,22,0.0,0,13,61.5,3,100.0,13,118.8,3,23.1,0,45,16,5.3,15.0,3.46
Kenneth Gainwell,77737,HB,PHI,1,4,0,24,,0,,,0,0,,0,1.03,0,0,,55.0,0,0,16.7,1,6,83.3,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,0.4,0,0,73.4,71.8,0,9,0.0,0,17,43.8,4,94.1,16,87.5,4,25.0,0,20,16,4.0,5.0,1.25
Quez Watkins,61664,WR,PHI,1,3,0,24,17.5,0,50.0,0.0,0,1,50.0,1,0.31,0,0,28.8,44.6,0,8,0.0,0,8,50.0,1,100.0,8,60.4,2,25.0,0,8,6,6.0,8.0,1.0,0,,0,,,0,0,,0,0.14,0,0,,52.4,0,0,0.0,0,18,44.4,0,100.0,18,0.0,0,0.0,0,0,0,,,0.0
Jerick McKinnon,8731,HB,KC,1,3,0,16,-3.0,0,100.0,,0,0,0.0,0,0.48,0,0,68.3,59.4,0,5,7.7,1,13,66.7,2,84.6,11,83.3,2,18.2,0,8,14,7.0,4.0,0.73,0,-3.0,0,100.0,,0,0,0.0,0,0.11,0,0,64.7,58.2,0,7,25.0,2,8,50.0,1,75.0,6,95.8,1,16.7,0,7,10,10.0,7.0,1.17
Justin Watson,66915,WR,KC,1,2,0,16,8.0,0,100.0,,0,0,0.0,0,0.36,2,0,68.3,66.5,0,12,0.0,0,9,62.5,2,88.9,8,104.2,2,25.0,0,18,2,1.0,9.0,2.25,0,,0,,,0,0,,0,0.23,0,0,,54.3,0,0,0.0,0,9,55.6,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Zach Pascal,12303,WR,PHI,1,2,0,24,,0,,,0,0,,0,1.32,0,0,,57.8,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,5.5,0,100.0,100.0,1,1,0.0,0,0.84,1,0,68.3,67.3,0,9,0.0,0,8,57.1,2,87.5,7,89.6,2,28.6,0,11,0,0.0,5.5,1.57
