player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Garrett Wilson,97405,WR,NYJ,1,17,0,22,12.3,0,33.3,0.0,0,3,0.0,0,-0.17,1,0,68.3,72.5,0,12,0.0,0,14,30.8,2,92.9,13,42.4,6,46.2,0,17,4,2.0,8.5,1.31,0,12.1,4,62.5,33.3,1,3,0.0,0,0.09,3,0,74.6,90.8,0,36,0.0,0,16,33.3,5,93.8,15,92.7,8,53.3,0,74,28,5.6,14.8,4.93
Ja'Marr Chase,84270,WR,CIN,1,12,0,7,4.0,0,100.0,,0,0,0.0,0,-0.96,1,0,64.7,75.6,0,17,0.0,0,3,33.3,1,100.0,3,118.8,1,33.3,0,17,13,13.0,17.0,5.67,0,14.3,1,33.3,0.0,0,3,33.3,1,-0.19,1,0,30.0,52.0,0,10,0.0,0,29,28.6,2,96.6,28,42.4,6,21.4,0,8,-1,-0.5,4.0,0.29
Isaiah Likely,83955,TE,BLT,1,12,0,3,6.8,0,25.0,0.0,0,1,0.0,0,-0.12,1,0,64.7,63.3,0,12,0.0,0,12,36.4,1,91.7,11,39.6,4,36.4,0,12,9,9.0,12.0,1.09,0,11.3,0,85.7,100.0,2,2,0.0,0,-0.71,2,0,75.6,72.3,1,28,0.0,0,27,23.1,6,96.3,26,74.1,7,26.9,0,79,20,3.3,13.2,3.04
Keenan Allen,7857,WR,LAC,1,11,0,27,7.0,0,83.3,100.0,1,1,0.0,0,0.62,4,0,73.4,91.0,0,30,0.0,0,10,60.0,5,100.0,10,150.7,6,60.0,1,64,28,5.6,12.8,6.4,0,13.0,0,50.0,,0,0,0.0,0,-0.22,1,0,64.7,59.9,0,14,0.0,0,16,40.0,1,93.8,15,112.5,2,13.3,1,14,9,9.0,14.0,0.93
Chris Olave,84355,WR,NO,1,11,0,20,5.0,0,0.0,,0,0,100.0,1,-1.62,0,0,27.9,39.3,0,0,0.0,0,1,0.0,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,0,16.8,0,44.4,0.0,0,1,0.0,0,-0.17,2,1,72.1,60.0,0,25,0.0,0,21,45.0,4,95.2,20,99.8,9,45.0,1,51,28,7.0,12.8,2.55
Gabe Davis,55410,WR,BUF,1,10,0,4,31.3,0,33.3,50.0,1,2,50.0,1,-0.12,1,0,28.8,57.1,1,19,0.0,0,9,44.4,1,100.0,9,16.7,3,33.3,0,19,0,0.0,19.0,2.11,0,11.7,0,33.3,100.0,1,1,33.3,1,0.23,1,0,29.9,60.5,0,11,0.0,0,19,50.0,2,94.7,18,43.8,6,33.3,0,20,0,0.0,10.0,1.11
Stefon Diggs,9579,WR,BUF,1,10,0,4,20.5,0,50.0,50.0,1,2,0.0,0,0.08,2,0,68.3,76.9,0,16,0.0,0,10,50.0,2,100.0,10,66.7,4,40.0,0,22,5,2.5,11.0,2.2,0,18.5,0,75.0,100.0,1,1,0.0,0,0.54,2,0,70.5,75.5,0,49,0.0,0,17,52.9,3,100.0,17,156.3,4,23.5,1,71,1,0.3,23.7,4.18
Amon-Ra St. Brown,84470,WR,DET,1,9,0,11,6.0,0,100.0,,0,0,0.0,0,0.04,2,0,68.3,85.5,0,14,0.0,0,4,75.0,2,100.0,4,108.3,2,50.0,0,20,8,4.0,10.0,5.0,0,7.1,0,57.1,,0,0,0.0,0,0.18,2,0,73.4,69.1,0,11,0.0,0,26,52.0,4,96.2,25,67.0,7,28.0,0,29,18,4.5,7.3,1.16
Deven Thompkins,84480,WR,TB,1,9,0,30,15.0,0,0.0,0.0,0,1,,0,0.05,0,0,,54.1,0,0,0.0,0,10,40.0,0,100.0,10,39.6,3,30.0,0,0,0,,,0.0,0,4.7,2,66.7,0.0,0,1,0.0,0,-0.23,1,0,72.1,61.5,0,13,0.0,0,17,35.3,4,100.0,17,75.0,6,35.3,0,25,30,7.5,6.3,1.47
A.J. Brown,48327,WR,PHI,1,9,0,24,16.7,0,0.0,0.0,0,1,100.0,1,-0.89,0,0,28.0,43.0,0,0,0.0,0,9,12.5,0,88.9,8,39.6,3,37.5,0,0,0,,,0.0,0,17.2,2,66.7,100.0,1,1,0.0,0,0.27,4,0,72.1,83.7,0,37,0.0,0,25,48.0,4,100.0,25,109.7,6,24.0,0,95,38,9.5,23.8,3.8
