player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Tee Higgins,61211,WR,CIN,1,11,0,7,0,,0,,,0,0,,0,0.11,0,0,,47.3,0,0,0.0,0,5,40.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,17.0,0,0.0,,0,0,,0,-0.98,0,0,76.5,76.3,1,0,0.0,0,3,33.3,0,100.0,3,0.0,1,33.3,0,0,0,,,0.0
Travis Kelce,7844,TE,KC,1,9,0,16,0,,0,,,0,0,,0,0.08,0,0,,44.2,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,10.8,0,80.0,100.0,1,1,0.0,0,0.23,3,0,78.0,68.9,0,16,0.0,0,26,44.0,4,96.2,25,145.4,5,20.0,1,47,20,5.0,11.8,1.88
Marquez Valdes-Scantling,47809,WR,KC,1,8,0,16,0,,0,,,0,0,,0,-1.56,0,0,,49.6,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,15.4,1,80.0,100.0,1,1,0.0,0,0.42,4,0,76.5,86.6,0,29,0.0,0,17,50.0,4,94.1,16,158.3,5,31.3,1,98,33,8.3,24.5,6.13
Ja'Marr Chase,84270,WR,CIN,1,8,0,7,0,-2.7,1,100.0,,0,0,0.0,0,-0.12,0,0,88.7,79.2,0,8,0.0,0,7,28.6,3,100.0,7,86.1,3,42.9,0,14,22,7.3,4.7,2.0,4.8,0,75.0,,0,0,0.0,0,-0.18,1,0,78.0,74.5,0,9,0.0,0,12,41.7,3,100.0,12,80.2,4,33.3,0,15,11,3.7,5.0,1.25
A.J. Brown,48327,WR,PHI,1,8,0,24,0,-2.5,0,100.0,,0,0,0.0,0,-0.1,1,0,84.5,87.9,0,11,0.0,0,4,25.0,2,100.0,4,91.7,2,50.0,0,12,17,8.5,6.0,3.0,-2.0,0,100.0,,0,0,0.0,0,0.47,1,0,29.2,52.0,0,11,0.0,0,5,66.7,1,60.0,3,112.5,1,33.3,0,11,13,13.0,11.0,3.67
Skyy Moore,97116,WR,KC,1,6,0,16,0,-4.0,0,100.0,,0,0,0.0,0,-0.25,0,0,78.7,63.6,0,3,0.0,0,1,0.0,1,100.0,1,79.2,1,100.0,0,3,7,7.0,3.0,3.0,1.5,0,50.0,,0,0,0.0,0,-0.1,0,0,72.1,51.6,0,3,0.0,0,12,36.4,1,91.7,11,56.3,2,18.2,0,3,7,7.0,3.0,0.27
Dallas Goedert,47272,TE,PHI,1,6,0,24,0,-2.0,0,100.0,,0,0,0.0,0,-0.33,1,0,78.7,93.3,0,5,0.0,0,2,0.0,1,100.0,2,87.5,1,50.0,0,5,7,7.0,5.0,2.5,3.7,0,66.7,100.0,1,1,0.0,0,0.0,1,0,76.5,60.5,0,7,0.0,0,13,41.7,2,92.3,12,74.3,3,25.0,0,12,7,3.5,6.0,1.0
Isiah Pacheco,83747,HB,KC,1,6,0,16,0,-5.0,0,100.0,,0,0,0.0,0,-1.74,1,0,78.7,93.1,0,18,0.0,0,3,33.3,1,100.0,3,118.8,1,33.3,0,18,23,23.0,18.0,6.0,,0,,,0,0,,0,-0.17,0,0,75.6,68.1,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Hayden Hurst,47294,TE,CIN,1,5,0,7,0,,0,,,0,0,,0,0.03,0,0,,35.9,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,18.5,0,50.0,0.0,0,1,0.0,0,-0.36,1,0,73.4,59.3,0,23,0.0,0,8,42.9,1,87.5,7,91.7,2,28.6,0,23,4,4.0,23.0,3.29
Deebo Samuel,48274,WR,SF,1,4,0,28,0,-3.0,1,100.0,,0,0,0.0,0,-0.54,1,0,78.7,92.2,0,13,0.0,0,3,0.0,1,100.0,3,118.8,1,33.3,0,13,16,16.0,13.0,4.33,2.0,0,0.0,,0,0,,0,-0.81,0,0,73.4,82.1,0,0,0.0,0,6,33.3,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0
Jerick McKinnon,8731,HB,KC,1,4,0,16,0,-3.0,0,0.0,,0,0,100.0,1,-0.35,0,0,21.6,14.3,0,0,0.0,0,2,0.0,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,-2.0,0,0.0,,0,0,100.0,1,-0.77,0,0,25.5,26.3,0,0,0.0,0,1,0.0,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0
Christian McCaffrey,11763,HB,SF,1,4,0,28,0,-4.5,1,100.0,,0,0,0.0,0,-0.26,0,0,84.5,91.2,0,9,0.0,0,4,25.0,2,100.0,4,91.7,2,50.0,0,12,21,10.5,6.0,3.0,,0,,,0,0,,0,-0.65,0,0,74.6,72.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
