player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Travis Kelce,7844,TE,KC,1,17,0,16,0.8,0,100.0,100.0,1,1,0.0,0,0.8,3,0,72.1,78.7,0,6,0.0,0,11,80.0,4,90.9,10,118.8,4,40.0,1,9,6,1.5,2.3,0.9,0,7.3,1,72.7,100.0,1,1,0.0,0,0.21,3,0,76.5,77.7,0,15,0.0,0,22,63.6,8,100.0,22,91.1,11,50.0,0,75,42,5.3,9.4,3.41
Christian Kirk,47546,WR,JAX,1,13,0,15,9.5,0,50.0,100.0,1,1,0.0,0,0.15,1,0,68.3,51.9,0,10,0.0,0,9,44.4,2,100.0,9,97.9,4,44.4,1,14,1,0.5,7.0,1.56,0,13.5,0,50.0,0.0,0,1,20.0,1,-0.04,1,0,41.6,54.3,0,15,0.0,0,22,52.4,4,95.5,21,59.9,8,38.1,0,31,7,1.8,7.8,1.48
CeeDee Lamb,61570,WR,DAL,1,13,0,9,,0,,,0,0,,0,0.74,0,0,,55.8,0,0,0.0,0,4,66.7,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,8.5,1,76.9,33.3,1,3,0.0,0,-0.16,5,0,78.0,79.9,1,46,0.0,0,31,38.7,10,100.0,31,71.6,13,41.9,0,117,40,4.0,11.7,3.77
Richie James,28991,WR,NYG,1,10,0,21,3.8,0,80.0,,0,0,0.0,0,-0.45,3,0,72.1,72.2,0,12,0.0,0,13,38.5,4,100.0,13,92.5,5,38.5,0,31,16,4.0,7.8,2.38,0,7.8,0,60.0,0.0,0,1,0.0,0,-0.86,1,0,70.5,62.0,0,9,0.0,0,17,23.5,3,100.0,17,68.8,5,29.4,0,20,12,4.0,6.7,1.18
DeVonta Smith,61100,WR,PHI,1,10,0,24,-4.0,0,100.0,,0,0,0.0,0,0.45,1,0,64.7,65.4,0,6,0.0,0,9,55.6,1,100.0,9,91.7,1,11.1,0,6,10,10.0,6.0,0.67,0,5.3,1,50.0,,0,0,25.0,1,-0.1,0,0,41.6,50.4,0,9,0.0,0,15,42.9,3,93.3,14,56.3,6,42.9,0,6,6,2.0,2.0,0.43
Dalton Schultz,47304,TE,DAL,1,10,0,9,,0,,,0,0,,0,0.74,0,0,,54.2,0,0,0.0,0,4,66.7,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,6.8,0,50.0,,0,0,25.0,1,-0.16,1,0,36.2,42.8,0,9,9.7,3,31,38.7,3,90.3,28,57.6,6,21.4,0,20,5,1.7,6.7,0.71
Stefon Diggs,9579,WR,BUF,1,8,0,4,35.0,0,0.0,,0,0,,0,-0.74,0,0,,55.2,0,0,0.0,0,6,16.7,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,16.0,0,50.0,,0,0,0.0,0,0.11,1,0,68.3,52.3,0,8,0.0,0,31,43.3,2,96.8,30,56.3,4,13.3,0,12,1,0.5,6.0,0.4
Ja'Marr Chase,84270,WR,CIN,1,8,0,7,6.8,3,75.0,,0,0,0.0,0,-0.26,2,0,70.5,80.9,0,11,0.0,0,12,33.3,3,75.0,9,92.7,4,44.4,0,27,33,11.0,9.0,3.0,0,17.0,0,50.0,,0,0,0.0,0,0.59,1,0,64.7,62.9,0,28,0.0,0,14,71.4,1,100.0,14,135.4,2,14.3,1,28,8,8.0,28.0,2.0
Christian McCaffrey,11763,HB,SF,1,8,0,28,-3.0,0,100.0,,0,0,0.0,0,0.23,0,0,64.7,58.6,0,-1,20.0,1,5,50.0,1,80.0,4,79.2,1,25.0,0,-1,2,2.0,-1.0,-0.25,0,6.0,1,66.7,100.0,1,1,0.0,0,0.14,2,0,72.1,69.4,0,8,0.0,0,20,50.0,4,100.0,20,72.2,6,30.0,0,21,9,2.3,5.3,1.05
Dawson Knox,35883,TE,BUF,1,7,0,4,9.0,0,100.0,,0,0,0.0,0,-0.69,1,0,64.7,73.4,0,9,0.0,0,4,25.0,1,100.0,4,104.2,1,25.0,0,9,0,0.0,9.0,2.25,0,10.0,0,75.0,0.0,0,1,0.0,0,0.09,2,0,70.5,72.6,0,32,0.0,0,23,43.5,3,100.0,23,109.4,4,17.4,0,43,7,2.3,14.3,1.87
