player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Xavier McKinney,55775,S,NYG,4,56,11.2,9.3,21,0,93.8,5,6,0,39,28,0.7
Ross Cockrell,8744,CB,TB,9,146,11.2,7.7,30,0,99.0,13,19,1,102,47,0.7
Khari Willis,51304,S,IND,15,67,11.2,7.4,14,0,82.6,6,9,0,54,12,0.81
Marquis Haynes Sr.,50244,ED,CAR,6,11,11.0,5.5,5,0,56.3,1,2,0,4,7,0.36
Jaylen Watkins,8736,S,LAC,3,11,11.0,11.0,27,0,79.2,1,1,0,3,8,0.27
Preston Smith,9471,ED,GB,8,11,11.0,5.5,12,0,62.5,1,2,0,9,7,0.82
Rashaan Evans,50213,LB,TEN,11,22,11.0,5.5,31,0,76.0,2,4,0,31,16,1.41
Tre Herndon,50380,CB,JAX,15,154,11.0,6.7,15,0,93.4,14,23,1,144,87,0.94
A.J. Klein,7930,LB,BUF,13,33,11.0,3.7,4,0,43.3,3,9,0,29,29,0.88
Anfernee Jennings,25449,LB,NE,4,11,11.0,11.0,19,0,100.0,1,1,0,8,4,0.73
Bryce Hager,9657,LB,NYJ,2,11,11.0,11.0,22,0,108.3,1,1,0,10,4,0.91
Tevaughn Campbell,91247,CB,LAC,5,88,11.0,8.0,27,1,95.8,8,11,2,83,45,0.94
William Jackson III,10658,CB,CIN,13,44,11.0,6.3,7,0,76.5,4,7,0,45,17,1.02
Jason Pierre-Paul,5540,ED,TB,11,11,11.0,5.5,30,0,56.3,1,2,0,5,10,0.45
Sheldrick Redwine,50458,S,CLV,6,11,11.0,11.0,8,0,79.2,1,1,0,1,2,0.09
Tyrann Mathieu,7850,S,KC,18,238,10.8,7.2,16,3,67.1,22,33,1,295,127,1.24
Lavonte David,7060,LB,TB,20,108,10.8,5.7,30,0,58.4,10,19,0,41,30,0.38
Jamal Perry,12259,CB,MIA,7,54,10.8,9.0,17,0,99.3,5,6,0,47,37,0.87
Kareem Jackson,5545,S,DEN,16,107,10.7,7.6,10,0,104.8,10,14,1,65,38,0.61
Malcolm Jenkins,4937,S,NO,17,118,10.7,5.9,20,0,81.5,11,20,1,81,29,0.69
Chandon Sullivan,49349,CB,GB,18,418,10.7,6.5,12,1,87.7,39,64,2,475,233,1.14
Lonnie Johnson Jr.,55615,S,HST,13,73,10.4,8.1,13,0,91.7,7,9,0,54,37,0.74
Desmond King II,11906,CB,TEN,16,359,10.3,8.2,31,0,114.6,35,44,2,346,220,0.96
K'Waun Williams,9332,CB,SF,8,162,10.1,6.8,28,0,80.0,16,24,0,129,86,0.8
Phillip Gaines,8722,CB,HST,5,10,10.0,10.0,13,0,158.3,1,1,1,13,0,1.3
Joejuan Williams,29113,CB,NE,9,40,10.0,5.7,19,0,101.8,4,7,0,90,45,2.25
Devin Bush,27375,LB,PIT,4,20,10.0,6.7,25,0,77.1,2,3,0,14,3,0.7
Deionte Thompson,25444,S,ARZ,6,20,10.0,4.0,1,0,87.5,2,5,2,7,3,0.35
Josh Jackson,50417,CB,GB,5,10,10.0,10.0,12,0,104.2,1,1,0,9,1,0.9
Terrance Mitchell,8888,CB,CLV,8,10,10.0,5.0,8,0,95.8,1,2,0,33,30,3.3
Michael Thomas,7279,S,HST,5,10,10.0,10.0,13,0,79.2,1,1,0,-3,4,-0.3
L.J. Fort,7292,LB,BLT,11,20,10.0,10.0,3,0,87.5,2,2,0,10,2,0.5
Marcus Allen,49263,S,PIT,6,20,10.0,10.0,25,0,91.7,2,2,0,12,3,0.6
Deion Jones,10686,LB,ATL,16,80,10.0,10.0,2,0,128.1,8,8,2,42,42,0.53
Isaac Yiadom,49355,CB,NYG,10,20,10.0,5.0,21,0,103.1,2,4,1,19,6,0.95
Josey Jewell,50720,LB,DEN,16,117,9.8,7.3,10,0,132.0,12,16,2,107,68,0.91
Juston Burris,10752,S,CAR,13,117,9.8,7.8,5,1,64.7,12,15,0,93,64,0.79
Corn Elder,11907,CB,CAR,16,232,9.7,7.0,5,0,108.5,24,33,2,203,100,0.88
Stephon Gilmore,7016,CB,NE,11,58,9.7,5.8,19,0,136.3,6,10,2,107,34,1.84
Jamie Collins Sr.,7833,LB,DET,9,29,9.7,5.8,11,0,82.1,3,5,0,36,22,1.24
Rashad Fenton,49329,CB,KC,13,175,9.7,6.3,16,1,82.7,18,28,1,202,84,1.15
Quandre Diggs,9633,S,SEA,12,29,9.7,5.8,29,0,112.5,3,5,1,25,4,0.86
Landon Collins,9466,S,WAS,7,29,9.7,9.7,32,0,158.3,3,3,1,92,30,3.17
Joe Schobert,10733,LB,JAX,15,58,9.7,6.4,15,0,88.2,6,9,0,66,13,1.14
Tashaun Gipson Sr.,7288,S,CHI,17,87,9.7,7.3,6,0,121.5,9,12,1,84,39,0.97
Brian Poole,11052,CB,NYJ,9,212,9.6,6.6,22,0,90.0,22,32,0,235,124,1.11
Foyesade Oluokun,24904,LB,ATL,14,77,9.6,5.9,2,0,108.2,8,13,1,91,10,1.18
Eric Wilson,38587,LB,MIN,16,48,9.6,6.9,18,0,81.8,5,7,0,34,36,0.71
Duke Shelley,49569,CB,CHI,7,115,9.6,7.2,6,0,94.0,12,16,0,113,64,0.98
Bobby Wagner,7050,LB,SEA,15,57,9.5,7.1,29,0,88.5,6,8,0,46,24,0.81
Tyrell Adams,10140,LB,HST,9,19,9.5,9.5,13,0,141.7,2,2,1,17,10,0.89
Jason McCourty,5127,CB,NE,16,75,9.4,7.5,19,0,147.1,8,10,1,113,26,1.51
Lamarcus Joyner,8676,CB,LV,14,367,9.4,6.6,23,0,92.3,39,56,0,433,239,1.18
Essang Bassey,45258,CB,DEN,10,226,9.4,8.1,10,1,99.7,24,28,1,242,102,1.07
Amani Hooker,51378,S,TEN,13,56,9.3,8.0,31,0,89.9,6,7,0,39,17,0.7
Troy Hill,9881,CB,LA,18,408,9.3,6.8,26,3,75.4,44,60,1,396,216,0.97
Haason Reddick,11768,ED,ARZ,10,28,9.3,9.3,1,0,118.8,3,3,0,51,15,1.82
Adoree' Jackson,11773,CB,TEN,4,28,9.3,5.6,31,0,87.1,3,5,0,42,7,1.5
Jaire Alexander,49350,CB,GB,10,28,9.3,4.0,12,0,51.5,3,7,0,23,8,0.82
Patrick Peterson,6157,CB,ARZ,14,74,9.3,6.2,1,0,138.5,8,12,4,119,55,1.61
Tae Crowder,35774,LB,NYG,8,28,9.3,7.0,21,0,116.7,3,4,0,64,36,2.29
Ugo Amadi,49352,CB,SEA,14,368,9.2,6.8,29,0,92.8,40,54,0,376,189,1.02
Vonn Bell,10695,S,CIN,16,120,9.2,7.1,7,0,139.7,13,17,3,140,92,1.17
Jeff Gladney,50471,CB,MIN,16,356,9.1,5.8,18,0,114.4,39,61,5,464,206,1.3
Roquan Smith,50892,LB,CHI,16,73,9.1,4.9,6,0,63.2,8,15,0,60,41,0.82
Kyle Dugger,90621,S,NE,12,72,9.0,8.0,19,0,111.6,8,9,0,97,38,1.35
DeAndre Houston-Carson,10819,S,CHI,10,27,9.0,4.5,6,1,24.3,3,6,0,29,7,1.07
Kenny Moore II,51596,CB,IND,17,450,9.0,6.8,14,3,80.5,50,66,1,462,258,1.03
Cassius Marsh,8743,ED,PIT,5,9,9.0,9.0,25,0,91.7,1,1,0,6,2,0.67
Steven Nelson,9531,CB,PIT,9,36,9.0,6.0,25,0,70.1,4,6,0,13,3,0.36
Noah Igbinoghene,61155,CB,MIA,5,18,9.0,3.0,17,0,90.3,2,6,1,30,12,1.67
Bradley McDougald,8220,S,NYJ,5,18,9.0,9.0,22,0,118.8,2,2,0,50,24,2.78
Alijah Holder,38567,S,DEN,6,18,9.0,9.0,10,0,118.8,2,2,0,37,20,2.06
Jabrill Peppers,11780,S,NYG,15,180,9.0,5.8,21,0,82.6,20,31,0,199,114,1.11
Brennan Scarlett,11169,LB,HST,5,9,9.0,3.0,13,0,42.4,1,3,0,8,4,0.89
Ben Niemann,51099,LB,KC,12,45,9.0,7.5,16,0,103.5,5,6,0,53,16,1.18
Patrick Robinson,5557,CB,NO,4,9,9.0,9.0,20,0,104.2,1,1,0,9,0,1.0
Myles Hartsfield,49159,CB,CAR,6,71,8.9,7.1,5,0,97.9,8,10,0,75,49,1.06
L'Jarius Sneed,40588,CB,KC,12,170,8.9,5.5,16,1,72.4,19,31,1,163,90,0.96
Dontae Johnson,8764,CB,SF,3,71,8.9,5.9,28,0,75.7,8,12,0,52,34,0.73
Marshon Lattimore,11766,CB,NO,15,53,8.8,5.9,20,0,113.9,6,9,2,36,13,0.68
Kevin Byard,10698,S,TEN,17,114,8.8,6.7,31,0,121.0,13,17,1,145,67,1.27
Chris Banjo,8419,S,ARZ,10,35,8.8,8.8,1,0,118.8,4,4,0,61,39,1.74
John Reid,49381,CB,HST,7,70,8.8,7.0,13,0,142.9,8,10,1,103,66,1.47
Jalen Thompson,49116,S,ARZ,4,26,8.7,5.2,1,0,64.6,3,5,0,14,0,0.54
Kwon Alexander,9557,LB,NO,11,60,8.6,5.5,20,0,114.2,7,11,1,76,46,1.27
Jon Bostic,7831,LB,WAS,11,43,8.6,6.1,32,0,128.6,5,7,1,46,5,1.07
Julian Love,51081,S,NYG,11,43,8.6,7.2,21,0,158.3,5,6,1,81,47,1.88
Byron Jones,9460,CB,MIA,12,43,8.6,6.1,17,0,153.3,5,7,1,138,104,3.21
Alexander Johnson,15267,LB,DEN,16,43,8.6,6.1,10,0,80.7,5,7,0,32,18,0.74
Xavien Howard,10672,CB,MIA,14,69,8.6,4.3,17,3,46.6,8,16,1,83,60,1.2
Adrian Amos,9575,S,GB,18,68,8.5,6.2,12,0,111.9,8,11,1,50,33,0.74
Tramon Williams,3558,CB,GB,6,110,8.5,6.5,12,0,116.3,13,17,1,126,60,1.15
Terrence Brooks,8714,S,NE,9,17,8.5,5.7,19,0,82.6,2,3,0,18,8,1.06
Keanu Neal,10651,S,ATL,15,101,8.4,6.3,2,0,87.5,12,16,0,88,48,0.87
Eric Rowe,9480,S,MIA,16,126,8.4,5.5,17,0,85.2,15,23,0,159,67,1.26
Justin Simmons,10732,S,DEN,16,92,8.4,6.6,10,0,131.8,11,14,2,86,42,0.93
Jourdan Lewis,11846,CB,DAL,15,371,8.4,5.7,9,0,96.9,44,65,2,439,257,1.18
Cameron Sutton,11850,CB,PIT,17,202,8.4,5.3,25,1,79.7,24,38,1,248,93,1.23
Marlon Humphrey,11771,CB,BLT,17,386,8.4,5.4,3,0,82.6,46,72,1,392,167,1.02
DeShon Elliott,28854,S,BLT,16,58,8.3,4.8,3,0,72.9,7,12,0,64,32,1.1
Justin Reid,49048,S,HST,12,58,8.3,6.4,13,0,94.4,7,9,0,60,30,1.03
Blake Martinez,10765,LB,NYG,16,41,8.2,6.8,21,0,100.7,5,6,0,49,12,1.2
Mike Hughes,34057,CB,MIN,2,41,8.2,6.8,18,0,118.1,5,6,0,74,43,1.8
Nik Needham,50356,CB,MIA,14,339,8.1,5.7,17,2,90.6,42,60,2,475,244,1.4
Jamar Taylor,7835,CB,SF,7,113,8.1,5.9,28,2,64.5,14,19,0,185,101,1.64
Bradley Roby,8666,CB,HST,7,32,8.0,6.4,13,0,126.3,4,5,1,24,1,0.75
Khalil Mack,8640,ED,CHI,8,8,8.0,8.0,6,0,118.8,1,1,0,15,9,1.88
Julian Blackmon,49434,S,IND,9,16,8.0,5.3,14,0,88.2,2,3,0,22,26,1.38
Sharrod Neasman,11050,S,ATL,5,8,8.0,8.0,2,0,112.5,1,1,0,11,11,1.38
M.J. Stewart,49397,CB,CLV,10,201,8.0,6.1,8,3,92.1,25,33,3,273,131,1.36
Steven Parker,51220,S,DAL,4,8,8.0,4.0,9,0,62.5,1,2,0,9,7,1.13
Johnathan Joseph,2969,CB,ARZ,9,16,8.0,8.0,1,0,158.3,2,2,1,95,38,5.94
Anthony Averett,50365,CB,BLT,9,24,8.0,6.0,3,0,116.7,3,4,0,71,46,2.96
Jaylinn Hawkins,51423,S,ATL,4,8,8.0,4.0,2,0,95.8,1,2,0,27,11,3.38
Holton Hill,50414,CB,MIN,3,8,8.0,8.0,18,0,118.8,1,1,1,1,0,0.13
Malcolm Smith,6394,LB,CLV,15,56,8.0,5.6,8,0,98.3,7,10,0,91,61,1.63
Javelin Guidry,56262,CB,NYJ,6,80,8.0,6.2,22,0,92.1,10,13,0,81,30,1.01
Dakota Allen,30076,LB,JAX,3,8,8.0,4.0,15,0,56.3,1,2,0,-2,0,-0.25
Quincy Williams,49779,LB,JAX,1,8,8.0,8.0,15,0,87.5,1,1,0,5,0,0.63
Jeremy Chinn,43179,S,CAR,15,143,7.9,6.5,5,0,123.7,18,22,2,141,110,0.99
C.J. Gardner-Johnson,49371,CB,NO,17,442,7.9,5.1,20,0,87.4,56,87,2,502,280,1.14
Nickell Robey-Coleman,8483,CB,PHI,14,278,7.9,6.6,24,0,129.9,35,42,3,397,217,1.43
Will Parks,10853,CB,DEN,9,141,7.8,6.1,10,0,118.7,18,23,1,207,88,1.47
Kevin Johnson,9449,CB,CLV,13,219,7.8,6.3,8,0,101.9,28,35,0,296,207,1.35
Budda Baker,11791,S,ARZ,14,78,7.8,5.6,1,0,128.3,10,14,2,91,48,1.17
Taron Johnson,49511,CB,BUF,19,528,7.8,5.6,4,2,91.0,68,94,1,765,361,1.45
Myles Bryant,43336,S,NE,8,23,7.7,3.8,19,1,28.5,3,6,0,35,29,1.52
Mike Hilton,10898,CB,PIT,13,200,7.7,5.1,25,3,75.4,26,39,2,306,210,1.53
Devin McCourty,5552,S,NE,15,46,7.7,7.7,19,0,147.2,6,6,1,59,25,1.28
Deon Bush,10758,S,CHI,7,23,7.7,7.7,6,0,118.8,3,3,0,94,84,4.09
Rasul Douglas,11854,CB,CAR,9,23,7.7,4.6,5,0,104.2,3,5,0,75,40,3.26
Jimmy Moreland,28704,CB,WAS,17,355,7.7,5.5,32,0,85.4,46,64,0,359,201,1.01
Byron Murphy Jr.,44027,CB,ARZ,15,364,7.7,5.6,1,0,97.2,47,65,1,464,278,1.27
Shaq Thompson,9458,LB,CAR,15,61,7.6,6.1,5,0,95.8,8,10,0,70,22,1.15
Kenny Young,51029,LB,LA,18,99,7.6,6.6,26,1,111.8,13,15,2,120,71,1.21
Darryl Roberts,9680,CB,DET,9,157,7.5,5.2,11,1,101.9,21,30,2,239,46,1.52
Mackensie Alexander,10688,CB,CIN,13,314,7.5,5.5,7,0,99.2,42,57,1,408,206,1.3
Rayshawn Jenkins,11868,S,LAC,14,90,7.5,5.6,27,0,112.5,12,16,1,104,64,1.16
Anthony Hitchens,8754,LB,KC,11,15,7.5,7.5,16,0,91.7,2,2,0,12,17,0.8
D.J. Reed,26940,CB,SEA,9,81,7.4,5.8,29,1,103.6,11,14,1,144,83,1.78
Nevin Lawson,8768,CB,LV,13,104,7.4,5.5,23,0,112.4,14,19,1,143,62,1.38
Kendall Fuller,10718,CB,WAS,13,37,7.4,4.1,32,0,74.3,5,9,0,56,28,1.51
Darnay Holmes,56247,CB,NYG,12,268,7.4,5.7,21,0,97.0,36,47,0,351,215,1.31
Cole Holcomb,49753,LB,WAS,10,59,7.4,4.9,32,0,78.1,8,12,0,59,26,1.0
LeShaun Sims,10791,CB,CIN,11,37,7.4,5.3,7,0,141.7,5,7,1,68,23,1.84
John Johnson III,11847,S,LA,18,184,7.4,5.8,26,0,89.6,25,32,0,176,87,0.96
Sean Murphy-Bunting,25891,CB,TB,19,387,7.3,5.6,30,4,103.3,53,69,5,616,337,1.59
Vince Williams,7988,LB,PIT,14,66,7.3,5.1,25,0,112.3,9,13,1,84,16,1.27
Karl Joseph,10648,S,CLV,14,88,7.3,5.5,8,0,142.7,12,16,3,148,48,1.68
Alex Singleton,9994,LB,PHI,10,22,7.3,7.3,24,0,88.9,3,3,0,16,11,0.73
Emmanuel Moseley,50430,CB,SF,5,36,7.2,4.0,28,0,77.5,5,9,0,63,41,1.75
D.J. Hayden,7793,CB,JAX,5,123,7.2,6.2,15,0,128.8,17,20,1,218,137,1.77
Isaiah Oliver,50393,CB,ATL,16,298,7.1,5.5,2,0,119.4,42,54,3,443,209,1.49
Daniel Sorensen,9253,S,KC,18,121,7.1,5.3,16,1,107.7,17,23,2,183,64,1.51
Denzel Perryman,9481,LB,LAC,6,14,7.0,4.7,27,0,72.9,2,3,0,11,0,0.79
