player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Tim Settle,48966,DI,WAS,17,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,58,3,0,0,0,0,0,,,0,0,,,0.8,,,0,0,,62.3,0,,,0,0,0.0,0,1,100.0,124,2,0,0,0,0,0,0.0,
Kevin Strong,48981,DI,DET,6,1,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,45,1,0,0,0,0,0,,,0,0,,,2.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,51,0,0,0,0,0,0,0.0,
Khalil Davis,48988,DI,TB,4,1,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,3.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,27,0,0,0,0,0,0,0.0,
Nick Scott,49012,S,LA,11,181,0,26,0,11.6,60.0,85.7,8.0,4.8,0,1,20.0,56.6,0,6,0.0,0,1,104.2,3,24,13.3,28,1,3,5,1,11,2,0.5,3.7,0,1,14.8,45.5,98.7,29.2,13.3,0,1,9.1,55.5,0,18,0.0,0,1,60.8,5,153,84.5,155,2,7,11,0,55,31,0.4,11.0
Josh Woods,49023,LB,CHI,5,33,0,6,0,,,100.0,,,0,0,,47.5,0,,,0,0,0.0,0,5,15.2,5,0,0,0,0,0,0,0.0,,0,1,8.0,85.7,96.6,4.7,4.0,0,1,14.3,46.7,0,14,25.0,1,1,140.8,6,28,84.8,29,0,2,7,1,58,26,2.1,9.7
Justin Reid,49048,S,HST,13,465,0,13,2,10.2,66.7,88.9,23.5,15.7,0,1,11.1,66.6,0,14,12.5,2,1,73.8,6,152,32.7,171,3,12,9,0,35,12,0.2,5.8,0,4,3.0,69.0,94.4,14.3,9.8,1,2,6.9,66.6,0,15,6.5,2,2,80.5,20,289,62.2,306,8,25,29,0,146,110,0.5,7.3
Tre Flowers,49059,CB,SEA,12,415,0,29,1,10.9,81.3,100.0,6.2,5.1,0,1,6.3,34.2,0,28,15.4,2,0,106.8,13,86,20.7,86,0,10,16,0,154,50,1.9,11.8,0,1,10.3,71.9,98.7,12.9,9.3,1,1,3.1,57.5,0,43,3.3,1,1,105.1,23,307,74.0,311,5,28,32,1,251,64,0.8,10.9
Khaleke Hudson,49073,LB,WAS,4,17,0,32,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,2,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,100.0,4.7,4.7,0,0,0.0,52.5,0,9,50.0,1,0,91.7,3,15,88.2,15,1,1,3,0,18,9,1.3,6.0
Jalen Thompson,49116,S,ARZ,5,155,0,1,1,9.3,50.0,93.0,20.7,10.3,0,0,0.0,65.3,0,5,0.0,0,0,56.3,3,66,42.6,71,1,6,6,0,15,3,0.2,5.0,0,1,5.3,100.0,100.0,19.5,19.5,0,0,0.0,67.1,0,38,14.3,1,0,115.6,4,85,54.8,85,1,5,4,0,47,26,0.6,11.8
Dallin Leavitt,49120,S,LV,3,43,0,23,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,10,23.3,10,0,0,0,0,0,0,0.0,,0,0,15.5,50.0,100.0,28.0,14.0,1,1,50.0,47.9,0,18,0.0,0,1,81.3,1,29,67.4,29,0,1,2,0,18,3,0.6,18.0
Ryan Neal,49132,S,SEA,13,261,0,29,0,11.0,60.0,90.7,12.3,7.4,0,1,20.0,64.3,0,25,0.0,0,1,86.3,3,39,14.9,43,2,3,5,0,41,4,1.1,13.7,0,3,6.8,80.0,93.7,8.3,6.7,0,2,6.7,52.0,2,44,13.6,3,2,78.8,24,208,79.7,222,2,16,30,0,287,128,1.4,12.0
Trey Marshall,49154,S,DEN,5,14,0,10,0,,,100.0,,,0,0,,66.3,0,,,0,0,0.0,0,5,35.7,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,5,35.7,5,0,0,0,0,0,0,0.0,
Myles Hartsfield,49159,CB,CAR,8,97,0,5,1,17.5,50.0,94.7,14.0,7.0,0,0,0.0,65.3,0,22,0.0,0,0,89.6,1,18,18.6,19,0,0,2,0,22,17,1.6,22.0,0,2,7.4,77.8,94.9,10.6,8.2,0,0,0.0,57.1,0,17,12.5,1,0,91.2,7,74,76.3,78,2,5,9,0,53,32,0.7,7.6
Jessie Bates III,49162,S,CIN,16,608,0,7,2,8.4,44.4,97.1,55.0,24.4,2,6,66.7,87.6,2,15,20.8,5,5,54.6,4,237,39.0,244,0,17,9,1,39,24,0.2,9.8,0,3,9.7,60.9,99.7,22.9,13.9,2,6,26.1,78.4,1,20,12.1,4,6,58.4,14,332,54.6,333,4,26,23,0,131,42,0.4,9.4
Ezekiel Turner,49167,LB,ARZ,2,1,0,1,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,1,1,1,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,
Tarvarius Moore,49178,S,SF,12,338,0,28,0,9.3,100.0,100.0,31.0,31.0,0,1,33.3,66.8,0,23,0.0,0,1,150.7,3,104,30.8,104,3,5,3,2,32,12,0.3,10.7,0,2,16.7,69.2,97.3,23.3,16.2,1,0,0.0,50.9,0,35,15.0,3,0,134.8,9,214,63.3,220,5,15,13,1,154,39,0.7,17.1
Elijah Campbell,49190,CB,NYJ,1,2,0,22,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Jordan Whitehead,49196,S,TB,20,698,0,30,1,8.3,75.0,91.1,16.8,12.6,0,0,0.0,52.5,0,30,16.7,2,0,133.7,9,164,23.5,180,2,9,12,1,119,63,0.8,13.2,0,5,10.1,63.2,95.8,38.7,24.4,2,2,10.5,73.3,1,53,16.2,6,2,84.3,12,483,69.2,504,4,26,19,1,155,56,0.3,12.9
Ronnie Harrison,49206,S,CLV,12,235,0,8,0,6.0,75.0,88.0,14.0,10.5,1,1,25.0,67.2,0,14,0.0,0,1,99.0,3,44,18.7,50,0,2,4,0,33,12,0.8,11.0,0,2,13.1,61.1,94.8,15.8,9.7,2,4,22.2,73.1,1,34,4.8,1,4,85.9,11,181,77.0,191,7,18,18,1,162,51,0.9,14.7
Demetrius Flannigan-Fowles,49231,LB,SF,4,39,0,28,0,-1.0,100.0,100.0,8.0,8.0,0,0,0.0,38.3,0,15,,0,0,118.8,1,8,20.5,8,0,0,1,0,15,16,1.9,15.0,0,0,-4.0,0.0,96.8,,30.0,0,0,0.0,69.9,0,,0.0,0,0,39.6,0,30,76.9,31,1,2,1,0,0,0,0.0,
Tony Brown,49255,CB,CIN,3,57,0,7,0,15.0,60.0,100.0,4.3,2.6,0,0,0.0,33.4,0,16,50.0,1,0,127.5,3,16,28.1,16,0,1,5,1,43,25,3.3,14.3,0,3,16.0,28.6,100.0,16.5,4.7,0,1,14.3,51.1,0,24,0.0,0,1,47.9,2,35,61.4,35,1,3,7,0,35,8,1.1,17.5
Troy Apke,49260,S,WAS,10,265,0,32,1,,,100.0,,,0,0,,58.8,0,,0.0,0,0,0.0,0,64,24.2,64,0,3,0,0,0,0,0.0,,0,1,21.3,55.6,97.9,36.2,20.1,1,2,22.2,57.8,0,25,7.7,1,2,107.2,5,188,70.9,192,4,11,9,1,47,20,0.3,9.4
Marcus Allen,49263,S,PIT,9,115,0,25,0,0.0,100.0,81.6,12.7,12.7,0,0,0.0,82.1,0,6,0.0,0,0,79.2,3,40,34.8,49,2,3,3,0,7,7,0.2,2.3,0,0,4.6,85.7,91.3,10.3,8.9,0,0,0.0,42.6,0,14,40.0,4,0,100.6,6,63,54.8,69,3,6,7,0,57,28,0.9,9.5
Andrew Wingard,49268,S,JAX,12,225,0,15,0,15.8,100.0,91.1,18.5,18.5,0,0,0.0,44.6,0,23,0.0,0,0,158.3,4,82,36.4,90,0,3,4,2,72,14,1.0,18.0,0,6,7.9,61.5,97.7,15.0,9.2,0,2,15.4,81.3,2,16,6.7,1,2,32.4,8,128,56.9,131,0,8,13,0,58,43,0.5,7.3
Jamal Carter,49282,LB,ATL,1,16,0,2,0,12.0,100.0,77.8,3.0,3.0,0,0,0.0,23.6,0,21,,0,0,158.3,2,7,43.8,9,0,0,2,1,41,17,6.8,20.5,0,0,10.0,100.0,88.9,3.5,3.5,0,0,0.0,38.4,0,23,0.0,0,0,118.8,2,8,50.0,9,0,2,2,0,32,12,4.6,16.0
Rashad Fenton,49329,CB,KC,15,365,0,16,0,11.2,45.0,96.2,15.4,7.0,0,5,25.0,76.9,0,22,0.0,0,3,58.3,9,152,41.6,158,2,9,20,0,90,29,0.6,10.0,0,3,9.9,72.7,96.4,9.8,7.1,0,2,9.1,68.0,1,46,0.0,0,2,93.2,16,161,44.1,167,3,14,22,1,181,97,1.2,11.3
Carlton Davis III,49335,CB,TB,18,807,0,30,2,10.8,58.7,100.0,6.8,4.0,0,8,17.4,53.8,2,56,16.0,4,6,114.6,27,199,24.7,199,2,19,46,6,465,185,2.5,17.2,0,7,12.9,64.6,99.5,12.4,8.0,2,10,15.4,71.2,2,75,15.9,10,10,82.4,42,545,67.5,548,11,46,65,1,533,129,1.0,12.7
Chris Payton-Jones,49339,CB,MIN,9,179,0,18,0,10.9,78.6,100.0,3.5,2.8,0,0,0.0,30.0,0,35,25.0,2,0,128.0,11,40,22.3,40,1,6,14,1,126,44,3.2,11.5,0,0,9.8,87.5,100.0,8.5,7.4,0,1,6.3,58.9,0,48,15.4,2,1,135.4,14,123,68.7,123,5,11,16,1,184,73,1.5,13.1
Kindle Vildor,49346,CB,CHI,6,136,0,6,0,10.6,80.0,100.0,5.3,4.2,0,1,20.0,44.5,0,16,0.0,0,0,94.2,4,23,16.9,23,0,3,5,0,33,1,1.6,8.3,0,1,8.0,78.6,100.0,8.9,7.0,1,1,7.1,53.4,0,20,0.0,0,1,119.9,11,101,74.3,101,3,14,14,1,99,29,1.0,9.0
Kevin Toliver II,49348,CB,DEN,1,8,0,10,0,0.0,100.0,100.0,4.0,4.0,0,0,0.0,76.3,0,3,0.0,0,0,79.2,1,4,50.0,4,1,1,1,0,3,3,0.8,3.0,0,0,21.0,100.0,100.0,3.0,3.0,0,0,0.0,46.2,0,21,0.0,0,0,118.8,1,3,37.5,3,0,1,1,0,21,0,7.0,21.0
Chandon Sullivan,49349,CB,GB,18,544,0,12,0,9.4,58.3,99.4,6.9,4.0,0,3,8.3,34.8,0,27,6.3,1,2,77.8,21,157,28.9,158,2,15,36,0,234,62,1.6,11.1,0,0,6.6,70.3,94.8,13.0,9.1,1,3,8.1,71.3,1,50,27.8,5,2,105.5,26,348,64.0,367,2,13,37,2,338,188,1.0,13.0
Jaire Alexander,49350,CB,GB,17,634,0,12,0,11.0,39.1,100.0,16.0,6.3,0,5,21.7,78.4,1,25,0.0,0,4,35.1,9,155,24.4,155,1,9,23,0,102,44,0.7,11.3,0,3,11.4,52.1,99.3,16.2,8.5,1,10,20.8,90.4,2,32,6.5,2,9,62.7,25,425,67.0,428,11,26,48,2,238,56,0.6,9.5
Ugo Amadi,49352,CB,SEA,14,447,0,29,0,9.4,71.4,98.9,8.8,6.3,0,0,0.0,54.9,0,30,0.0,0,0,94.0,10,91,20.4,92,2,11,14,0,109,29,1.2,10.9,0,2,5.3,75.0,94.6,9.8,7.4,1,7,15.9,67.6,0,34,15.6,5,6,93.5,33,334,74.7,353,9,25,44,0,305,189,0.9,9.2
Greg Stroman Jr.,49354,CB,WAS,1,1,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Isaac Yiadom,49355,CB,NYG,13,392,0,21,0,12.4,58.3,100.0,12.4,7.3,0,2,16.7,38.8,0,33,0.0,0,2,115.6,7,92,23.5,92,0,3,12,3,73,39,0.8,10.4,0,1,11.5,65.7,99.6,11.0,7.2,0,3,8.6,57.9,0,68,18.5,5,3,108.7,23,259,66.1,260,3,21,35,1,356,116,1.4,15.5
C.J. Gardner-Johnson,49371,CB,NO,17,596,0,20,1,10.5,46.5,94.5,10.2,4.7,1,8,18.6,68.6,1,26,5.3,1,8,57.9,20,223,37.4,236,5,17,43,1,196,74,1.0,9.8,0,3,4.9,79.6,93.2,7.9,6.3,0,2,4.1,54.6,0,39,22.2,8,2,102.6,39,327,54.9,351,13,25,49,1,342,232,1.1,8.8
Donte Jackson,49377,CB,CAR,14,391,0,5,0,11.7,58.3,100.0,9.1,5.3,0,0,0.0,31.9,1,26,0.0,0,0,81.6,7,76,19.4,76,1,2,12,3,75,12,1.2,10.7,0,1,13.0,55.8,100.0,11.8,6.6,0,9,20.9,84.0,2,28,22.7,5,6,63.9,24,286,73.1,286,4,16,43,1,278,104,1.0,11.6
John Reid,49381,CB,HST,7,86,0,13,0,11.8,80.0,97.7,10.0,8.0,0,0,0.0,54.3,0,20,25.0,1,0,150.4,4,43,50.0,44,0,3,5,1,53,11,1.3,13.3,0,0,0.8,75.0,83.3,13.0,9.8,0,1,25.0,59.7,0,28,0.0,0,1,112.5,3,40,46.5,48,0,4,4,0,46,48,1.2,15.3
Montre Hartage,49390,S,NYG,1,15,0,21,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,13.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,9,60.0,9,0,0,0,0,0,0,0.0,
Mark Fields,49394,CB,HST,1,15,0,13,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,3,20.0,3,0,0,0,0,0,0,0.0,,0,0,17.5,50.0,100.0,10.0,5.0,0,0,0.0,64.6,0,12,0.0,0,0,68.8,1,11,73.3,11,0,1,2,0,12,1,1.2,12.0
Cam Lewis,49395,CB,BUF,2,38,0,4,0,2.5,50.0,94.4,16.0,8.0,0,0,0.0,61.7,0,12,0.0,0,0,68.8,1,17,44.7,18,0,1,2,0,12,2,0.8,12.0,0,0,1.7,100.0,100.0,5.7,5.7,0,0,0.0,47.7,0,8,66.7,2,0,94.4,3,18,47.4,18,0,1,3,0,20,15,1.2,6.7
M.J. Stewart,49397,CB,CLV,13,242,0,8,0,7.1,58.3,96.5,6.9,4.0,0,2,16.7,49.4,1,26,0.0,0,1,78.1,7,55,22.7,57,1,2,12,2,65,46,1.4,9.3,0,3,6.7,87.0,86.6,8.2,7.1,0,0,0.0,49.5,2,39,16.7,4,0,85.0,20,168,69.4,194,8,17,23,1,221,90,1.3,11.1
Chris Westry,49401,CB,DAL,1,6,0,9,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,16.0,100.0,100.0,4.0,4.0,0,0,0.0,38.3,0,16,0.0,0,0,118.8,1,4,66.7,4,1,1,1,0,16,0,4.0,16.0
Donovan Wilson,49408,S,DAL,11,357,0,9,0,2.0,100.0,97.9,27.0,27.0,0,0,0.0,71.6,1,6,0.0,0,0,41.0,3,92,25.8,94,4,7,3,0,10,4,0.1,3.3,0,1,13.9,70.0,98.3,32.4,22.7,2,1,10.0,64.1,1,43,0.0,0,1,95.4,7,238,66.7,242,9,16,10,1,99,23,0.4,14.1
Julian Blackmon,49434,S,IND,16,636,0,14,0,10.3,33.3,100.0,91.0,30.3,0,0,0.0,54.3,0,13,25.0,1,0,47.9,1,101,15.9,101,0,3,3,0,13,3,0.1,13.0,0,3,15.5,53.8,99.8,67.4,36.3,0,4,30.8,57.0,2,29,18.5,5,4,39.7,7,484,76.1,485,1,19,13,0,101,17,0.2,14.4
Ka'dar Hollman,49446,CB,GB,7,81,0,12,0,8.5,25.0,100.0,23.0,5.8,0,1,25.0,56.4,0,41,0.0,0,0,109.4,1,24,29.6,24,1,1,4,1,41,18,1.8,41.0,0,1,8.9,62.5,100.0,9.2,5.8,0,0,0.0,48.9,0,18,16.7,1,0,84.9,5,47,58.0,47,1,4,8,0,59,27,1.3,11.8
Keion Crossen,49454,CB,HST,7,179,0,13,0,16.4,33.3,100.0,13.4,4.5,0,4,26.7,63.9,0,33,12.5,1,3,50.1,5,73,40.8,73,2,7,15,0,73,11,1.1,14.6,0,3,12.2,84.6,100.0,9.3,7.8,0,1,7.7,58.6,0,52,5.9,1,1,115.4,11,102,57.0,102,2,13,13,0,152,28,1.5,13.8
Darius Phillips,49507,CB,CIN,12,351,0,7,1,12.7,48.3,97.3,9.7,4.7,1,7,24.1,62.0,0,37,9.1,1,7,90.3,14,145,41.3,149,1,9,29,2,174,20,1.3,12.4,0,1,15.1,66.7,97.8,14.3,9.5,1,3,16.7,71.1,1,30,14.3,2,1,67.4,12,179,51.0,183,2,11,18,0,142,38,0.8,11.8
Taron Johnson,49511,CB,BUF,19,615,0,4,1,8.4,65.5,92.1,9.2,6.0,1,2,6.9,41.0,0,71,11.1,2,2,111.6,19,186,30.2,202,3,15,29,1,302,144,1.7,15.9,0,7,4.6,79.5,89.2,6.0,4.8,1,3,4.1,58.9,1,31,6.7,4,3,97.4,58,363,59.0,407,14,49,73,1,559,293,1.6,9.6
Madre Harper,49537,S,NYG,4,28,0,21,0,3.0,100.0,100.0,12.0,12.0,0,0,0.0,58.6,0,3,0.0,0,0,118.8,1,14,50.0,14,0,1,1,1,3,0,0.3,3.0,0,0,20.0,100.0,100.0,6.0,6.0,0,0,0.0,39.4,0,30,0.0,0,0,118.8,1,6,21.4,6,0,1,1,0,30,10,5.0,30.0
JuJu Hughes,49545,S,LA,2,5,0,26,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,3.0,3.0,0,0,0.0,61.2,0,2,,0,0,79.2,1,3,60.0,3,0,0,1,0,2,-3,0.7,2.0
Denzel Ward,49558,CB,CLV,13,514,0,8,0,12.3,52.4,100.0,9.1,4.8,0,5,23.8,73.5,1,27,0.0,0,5,88.8,11,104,20.2,104,0,13,21,2,157,52,1.6,14.3,0,1,12.2,57.7,99.7,12.2,7.1,0,9,17.3,65.6,0,28,7.7,2,5,102.5,30,382,74.3,383,4,23,52,4,333,66,0.9,11.1
Ashtyn Davis,49560,S,NYJ,8,208,0,22,1,8.9,55.6,71.8,15.0,8.3,0,1,11.1,65.0,0,19,12.5,1,0,109.0,5,84,40.4,117,2,6,9,1,51,21,0.7,10.2,0,3,14.0,76.9,87.4,10.1,7.8,0,1,7.7,38.6,0,36,0.0,0,1,141.8,10,104,50.0,119,2,15,13,1,156,35,1.5,15.6
Rock Ya-Sin,49564,CB,IND,13,382,0,14,1,10.1,78.6,100.0,4.7,3.7,0,1,7.1,28.2,0,69,0.0,0,1,142.6,11,55,14.4,55,0,7,14,1,188,94,3.6,17.1,0,0,11.8,67.4,100.0,9.3,6.3,0,5,10.9,57.4,1,67,7.1,2,3,96.6,31,295,77.2,295,6,26,46,1,443,127,1.5,14.3
Duke Shelley,49569,CB,CHI,7,153,0,6,0,9.7,100.0,92.6,7.3,7.3,0,0,0.0,40.6,0,13,0.0,0,0,141.0,3,25,16.3,27,0,2,3,1,25,4,1.1,8.3,0,4,7.1,78.9,94.3,7.5,5.9,0,1,5.3,66.2,0,26,7.7,1,1,97.8,15,115,75.2,122,2,8,19,0,142,80,1.3,9.5
Nate Brooks,49572,CB,BLT,1,4,0,3,0,6.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,25.0,1,0,0,1,0,0,0,0.0,,0,0,22.0,0.0,100.0,,2.0,0,0,0.0,62.3,0,,,0,0,39.6,0,2,50.0,2,0,0,1,0,0,0,0.0,
Zach Allen,49605,ED,ARZ,13,4,0,1,1,,,1.3,,,0,0,,66.4,0,,0.0,0,0,0.0,0,2,50.0,153,0,0,0,0,0,0,0.0,,0,1,-5.0,100.0,1.5,2.0,2.0,0,0,0.0,67.0,0,3,0.0,0,0,79.2,1,2,50.0,134,4,2,1,0,3,8,1.5,3.0
Andrew Brown,49636,DI,HST,5,1,0,13,0,2.0,100.0,0.0,0.0,0.0,0,0,0.0,60.0,0,21,,0,0,118.8,1,0,0.0,8,0,0,1,0,21,19,,21.0,0,0,,,9.1,,,0,0,,56.3,0,,100.0,1,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Markus Bailey,49681,LB,CIN,4,15,0,7,0,3.0,100.0,85.7,6.0,6.0,0,1,100.0,69.3,0,2,,0,1,118.8,1,6,40.0,7,0,0,1,1,2,0,0.3,2.0,0,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,7,46.7,7,0,0,0,0,0,0,0.0,
Shaquille Leonard,49684,LB,IND,15,512,0,14,1,-0.2,100.0,77.2,10.8,10.8,0,0,0.0,66.8,0,16,0.0,0,0,131.9,6,71,13.9,92,3,7,6,1,37,38,0.6,6.2,0,12,5.4,85.7,90.3,7.9,6.8,2,5,8.9,62.8,0,31,5.8,4,4,101.7,48,393,76.8,435,20,53,56,0,471,245,1.2,9.8
Genard Avery,49699,ED,PHI,8,2,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,1,0,0,0,0,0,,,0,0,,,4.5,,,0,0,,61.1,0,,0.0,0,0,0.0,0,2,100.0,44,1,1,0,0,0,0,0.0,
Shaun Dion Hamilton,49706,LB,WAS,13,43,0,32,0,-4.0,100.0,71.4,4.0,4.0,0,0,0.0,62.9,0,-4,,0,0,79.2,1,5,11.6,7,0,0,1,0,-4,0,-1.0,-4.0,0,1,3.3,100.0,97.0,4.3,4.3,0,0,0.0,28.8,0,23,14.3,1,0,112.5,7,32,74.4,33,2,5,7,0,77,54,2.6,11.0
Josh Watson,49722,LB,DEN,1,1,0,10,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Antoine Brooks Jr.,49751,CB,PIT,2,22,0,25,0,11.0,0.0,87.5,,7.0,0,0,0.0,52.2,0,,,0,0,39.6,0,7,31.8,8,0,0,1,0,0,0,0.0,,0,1,-1.0,100.0,100.0,11.0,11.0,0,0,0.0,66.2,0,5,0.0,0,0,87.5,1,11,50.0,11,0,0,1,0,5,6,0.5,5.0
Cole Holcomb,49753,LB,WAS,11,329,0,32,0,4.9,55.6,81.1,16.8,9.3,0,0,0.0,61.4,0,7,18.2,2,0,97.9,5,90,27.4,111,4,9,9,1,10,12,0.1,2.0,0,5,4.4,75.0,88.5,11.9,8.9,0,0,0.0,59.0,0,24,11.5,3,0,90.1,18,223,67.8,252,8,18,24,0,147,84,0.7,8.2
Quincy Williams,49779,LB,JAX,2,44,0,15,0,-4.0,0.0,76.2,,16.0,0,0,0.0,67.8,0,,,0,0,39.6,0,16,36.4,21,0,0,1,0,0,0,0.0,,0,1,4.2,80.0,100.0,7.0,5.6,0,1,20.0,36.0,0,9,33.3,2,0,92.5,4,28,63.6,28,0,3,5,0,31,27,1.1,7.8
Azeez Al-Shaair,49792,LB,SF,12,144,0,28,0,2.8,75.0,48.5,5.0,3.8,0,1,25.0,28.6,0,29,50.0,1,0,116.7,3,16,11.1,33,0,1,4,0,70,68,4.7,23.3,0,4,2.5,80.0,92.9,7.4,5.9,0,0,0.0,59.5,1,20,12.5,2,0,78.5,16,118,81.9,127,3,10,20,0,157,128,1.3,9.8
Zaire Franklin,49834,LB,IND,7,30,0,14,0,,,100.0,,,0,0,,64.7,0,,,0,0,0.0,0,7,23.3,7,0,0,0,0,0,0,0.0,,0,1,4.0,100.0,91.3,10.0,10.0,0,0,0.0,54.6,0,12,0.0,0,0,110.4,2,21,70.0,23,0,1,2,0,21,13,1.1,10.5
Devante Downs,49842,LB,NYG,13,108,0,21,0,6.0,0.0,57.1,,8.0,0,1,100.0,86.2,0,,,0,1,39.6,0,8,7.4,14,0,0,1,0,0,0,0.0,,0,1,2.5,78.9,90.0,5.8,4.6,0,0,0.0,59.6,0,18,6.7,1,0,95.2,15,90,83.3,100,6,13,19,0,130,81,1.5,8.7
B.J. Hill,49894,DI,NYG,16,5,0,21,1,,,2.9,,,0,0,,59.0,0,,0.0,0,0,0.0,0,2,40.0,68,0,0,0,0,0,0,0.0,,0,2,,,1.3,,,0,0,,60.5,0,,0.0,0,0,0.0,0,2,40.0,156,3,5,0,0,0,0,0.0,
Jerry Tillery,49949,ED,LAC,16,4,0,27,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,104,0,0,0,0,0,0,,,0,0,,,0.3,,,0,0,,63.4,0,,50.0,2,0,0.0,0,1,25.0,321,5,2,0,0,0,0,0.0,
Derrick Nnadi,49970,DI,KC,18,8,0,16,0,,,1.1,,,0,0,,59.5,0,,,0,0,0.0,0,1,12.5,89,0,0,0,0,0,0,0.0,,0,1,,,3.9,,,0,0,,53.3,0,,16.7,1,0,0.0,0,7,87.5,178,1,4,0,0,0,0,0.0,
Uchenna Nwosu,50084,ED,LAC,13,17,0,27,0,12.0,0.0,6.7,,3.0,0,1,100.0,86.1,0,,0.0,0,1,39.6,0,3,17.6,45,3,1,1,0,0,0,0.0,,0,1,6.5,50.0,6.6,10.0,5.0,0,1,50.0,72.3,0,12,33.3,1,0,68.8,1,10,58.8,151,1,1,2,0,12,1,1.2,12.0
John Franklin-Myers,50088,DI,NYJ,15,4,0,22,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,126,1,0,0,0,0,0,,,0,1,,,1.9,,,0,0,,59.4,0,,0.0,0,0,0.0,0,4,100.0,206,3,1,0,0,0,0,0.0,
Peter Kalambayi,50089,ED,HST,2,1,0,13,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,
Wyatt Ray,50115,ED,TEN,5,5,0,31,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,32,1,0,0,0,0,0,,,0,0,5.0,100.0,13.8,3.0,3.0,0,0,0.0,76.6,0,4,,0,0,83.3,1,4,80.0,29,0,0,1,0,4,-1,1.3,4.0
