player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Fred Warner,51222,LB,SF,18,55,18.3,18.3,28,0,93.1,3,3,0,19,25,0.35
Cole Holcomb,49753,LB,WAS,7,18,18.0,18.0,32,0,116.7,1,1,0,12,7,0.67
Steven Nelson,9531,CB,HST,6,18,18.0,9.0,13,0,60.4,1,2,0,8,1,0.44
Christian Kirksey,8706,LB,HST,14,71,17.8,10.1,13,1,37.5,4,7,0,46,21,0.65
Minkah Fitzpatrick,51206,S,PIT,13,71,17.8,11.8,25,2,65.3,4,6,0,68,20,0.96
Chuck Clark,11941,S,BLT,18,124,17.7,8.9,3,0,56.3,7,14,0,38,26,0.31
Devin McCourty,5552,S,NE,17,70,17.5,8.8,19,1,87.5,4,8,2,84,5,1.2
Ja'Sir Taylor,55426,CB,LAC,6,52,17.3,8.7,27,0,66.7,3,6,0,33,14,0.63
E.J. Speed,94351,LB,IND,8,16,16.0,16.0,14,0,118.8,1,1,0,21,17,1.31
Israel Mukuamu,83377,S,DAL,8,64,16.0,7.1,9,0,54.9,4,9,0,34,28,0.53
Andrew Wingard,49268,S,JAX,5,16,16.0,8.0,15,1,16.7,1,2,0,2,7,0.13
Jessie Bates III,49162,S,CIN,17,64,16.0,10.7,7,0,133.3,4,6,1,52,18,0.81
Essang Bassey,45258,CB,DEN,10,126,15.8,7.9,10,0,62.8,8,16,0,73,53,0.58
Tre'von Moehrig,77847,S,LV,15,105,15.0,9.5,23,0,107.4,7,11,1,58,15,0.55
Duke Riley,11830,LB,MIA,9,15,15.0,7.5,17,0,66.7,1,2,0,11,7,0.73
Donovan Wilson,49408,S,DAL,19,90,15.0,10.0,9,0,127.3,6,9,2,65,19,0.72
Amani Hooker,51378,S,TEN,9,165,15.0,11.0,31,1,66.8,11,15,0,113,42,0.68
Malcolm Rodriguez,60731,LB,DET,7,15,15.0,15.0,11,0,158.3,1,1,1,20,1,1.33
Jason Pinnock,56144,S,NYG,10,15,15.0,15.0,21,0,91.7,1,1,0,6,7,0.4
Tavierre Thomas,66931,CB,HST,10,210,15.0,7.8,13,0,59.0,14,27,0,89,51,0.42
Xavier Woods,11946,S,CAR,14,59,14.8,11.8,5,0,111.7,4,5,0,54,34,0.92
Jordan Poyer,8000,S,BUF,14,73,14.6,9.1,4,2,75.0,5,8,2,40,27,0.55
DeShon Elliott,28854,S,DET,14,73,14.6,10.4,11,0,89.6,5,7,0,47,9,0.64
Ryan Neal,49132,S,SEA,12,72,14.4,5.5,29,0,72.3,5,13,1,29,18,0.4
Rachad Wildgoose,83111,CB,WAS,6,114,14.3,6.7,32,0,56.5,8,17,0,62,54,0.54
Kerby Joseph,83239,S,DET,14,71,14.2,5.9,11,0,98.3,5,12,1,97,29,1.37
Cory Littleton,11190,LB,CAR,12,28,14.0,9.3,5,0,131.9,2,3,1,25,10,0.89
Isaiah McDuffie,57754,LB,GB,4,14,14.0,7.0,12,0,112.5,1,2,1,14,5,1.0
Tyrann Mathieu,7850,S,NO,17,125,13.9,7.4,20,0,81.0,9,17,1,62,34,0.5
Budda Baker,11791,S,ARZ,15,95,13.6,9.5,1,0,114.2,7,10,1,49,35,0.52
Tyler Hall,43958,CB,LV,7,122,13.6,7.2,23,0,58.7,9,17,0,43,31,0.35
Camryn Bynum,38408,S,MIN,16,81,13.5,9.0,18,0,120.6,6,9,1,56,26,0.69
Marco Wilson,55592,CB,ARZ,13,27,13.5,5.4,1,0,87.5,2,5,1,7,0,0.26
Malik Hooker,11770,S,DAL,16,54,13.5,13.5,9,0,87.5,4,4,0,20,7,0.37
Terrell Edmunds,51334,S,PIT,15,121,13.4,8.1,25,0,142.8,9,15,3,184,51,1.52
Adoree' Jackson,11773,CB,NYG,10,40,13.3,5.0,21,0,45.8,3,8,0,10,9,0.25
Akeem Davis-Gaither,34788,LB,CIN,8,13,13.0,4.3,7,1,2.8,1,3,0,4,1,0.31
Keith Taylor Jr.,56289,CB,CAR,7,13,13.0,6.5,5,0,75.0,1,2,0,15,0,1.15
Travon Walker,98940,ED,JAX,7,13,13.0,6.5,15,0,56.3,1,2,0,5,1,0.38
Richie Grant,43196,S,ATL,17,141,12.8,7.4,2,1,43.5,11,19,0,69,49,0.49
Grant Delpit,60685,S,CLV,16,77,12.8,7.0,8,0,112.7,6,11,1,92,31,1.19
Adrian Phillips,9177,S,NE,16,98,12.3,6.1,19,0,95.8,8,16,1,120,38,1.22
Jalen Davis,50431,CB,CIN,1,24,12.0,6.0,7,0,67.7,2,4,0,23,14,0.96
Jeremy Reaves,50406,S,WAS,4,12,12.0,3.0,32,0,39.6,1,4,0,1,0,0.08
Bradley Roby,8666,CB,NO,11,189,11.8,5.7,20,0,61.6,16,33,0,151,76,0.8
Rayshawn Jenkins,11868,S,JAX,19,142,11.8,8.4,15,1,60.4,12,17,0,98,56,0.69
Josh Jones,11816,S,SEA,10,35,11.7,5.8,29,0,118.8,3,6,1,51,40,1.46
Leighton Vander Esch,50950,LB,DAL,13,35,11.7,11.7,9,0,90.3,3,3,0,17,24,0.49
Cobie Durant,79126,CB,LA,7,104,11.6,6.5,26,3,48.7,9,16,1,71,59,0.68
Zaire Franklin,49834,LB,IND,14,58,11.6,9.7,14,0,111.8,5,6,0,65,31,1.12
Sam Franklin Jr.,43580,S,CAR,4,23,11.5,7.7,5,0,70.1,2,3,0,2,1,0.09
Josh Blackwell,55589,CB,CHI,4,57,11.4,5.7,6,0,70.4,5,10,0,64,40,1.12
Roger McCreary,83176,CB,TEN,17,294,11.3,7.5,31,0,93.6,26,39,1,257,94,0.87
Desmond King II,11906,CB,HST,15,191,11.2,8.3,13,1,86.5,17,23,0,226,125,1.18
Vonn Bell,10695,S,CIN,18,100,11.1,7.1,7,0,82.4,9,14,0,90,36,0.9
Tre Herndon,50380,CB,JAX,11,200,11.1,7.7,15,0,102.1,18,26,1,184,60,0.92
Antoine Winfield Jr.,42475,S,TB,14,285,11.0,8.1,30,1,100.7,26,35,2,248,111,0.87
K'Waun Williams,9332,CB,DEN,14,342,11.0,7.4,10,1,74.4,31,46,0,278,193,0.81
Cody Barton,50727,LB,SEA,16,33,11.0,6.6,29,0,64.6,3,5,0,15,9,0.45
George Odum,31342,S,SF,4,11,11.0,11.0,28,0,116.7,1,1,0,12,7,1.09
Teez Tabor,11808,S,SEA,4,11,11.0,11.0,29,0,118.8,1,1,0,27,12,2.45
Kyle Van Noy,8675,ED,LAC,10,11,11.0,5.5,27,0,56.3,1,2,0,6,8,0.55
Eric Murray,10740,S,HST,7,11,11.0,5.5,13,0,81.3,1,2,0,18,0,1.64
Ar'Darius Washington,77848,CB,BLT,3,11,11.0,5.5,3,0,66.7,1,2,0,11,0,1.0
Will Parks,10853,S,NYJ,8,33,11.0,11.0,22,0,118.8,3,3,0,40,34,1.21
Alex Highsmith,43507,ED,PIT,5,11,11.0,11.0,25,0,79.2,1,1,0,2,7,0.18
Alohi Gilman,41662,S,LAC,14,44,11.0,8.8,27,1,115.0,4,5,1,58,28,1.32
Kyle Dugger,90621,S,NE,15,120,10.9,7.1,19,1,93.0,11,17,2,91,35,0.76
Nick McCloud,49535,CB,NYG,14,86,10.8,8.6,21,0,156.7,8,10,2,121,56,1.41
Andrew Adams,11240,S,TEN,13,65,10.8,7.2,31,1,79.9,6,9,2,48,15,0.74
Deion Jones,10686,LB,CLV,10,32,10.7,6.4,8,0,77.1,3,5,0,30,18,0.94
Nicholas Morrow,51674,LB,CHI,17,53,10.6,8.8,6,0,100.0,5,6,0,48,28,0.91
Marlon Humphrey,11771,CB,BLT,16,127,10.6,7.5,3,1,60.4,12,17,0,98,41,0.77
Jalen Ramsey,10639,CB,LA,17,136,10.5,6.2,26,1,79.7,13,22,1,170,77,1.25
Jake Hansen,43645,LB,HST,7,21,10.5,10.5,13,0,110.4,2,2,0,21,9,1.0
Tony Fields II,57698,LB,CLV,5,21,10.5,10.5,8,0,108.3,2,2,0,20,13,0.95
Tre Flowers,49059,CB,CIN,15,62,10.3,7.8,7,1,75.0,6,8,0,96,44,1.55
Troy Hill,9881,CB,LA,8,134,10.3,6.4,26,1,86.8,13,21,2,107,72,0.8
Jalen Pitre,57737,S,HST,15,62,10.3,8.9,13,1,103.0,6,7,1,61,29,0.98
Jourdan Lewis,11846,CB,DAL,6,172,10.1,7.8,9,1,90.3,17,22,1,146,122,0.85
Benjamin St-Juste,56061,CB,WAS,12,111,10.1,6.2,32,0,114.8,11,18,1,187,100,1.68
Khalil Mack,8640,ED,LAC,8,10,10.0,10.0,27,0,79.2,1,1,0,3,-1,0.3
Sidney Jones IV,11798,CB,LV,3,10,10.0,5.0,23,0,75.0,1,2,0,15,5,1.5
Monty Rice,57839,LB,TEN,6,10,10.0,10.0,31,0,79.2,1,1,0,1,4,0.1
Jalen Mills,10867,CB,NE,10,30,10.0,5.0,19,0,106.9,3,6,1,34,38,1.13
Patrick Queen,57941,LB,BLT,15,40,10.0,8.0,3,0,84.2,4,5,0,21,3,0.53
Shaquill Griffin,11845,CB,JAX,5,20,10.0,6.7,15,0,78.5,2,3,0,15,11,0.75
Dicaprio Bootle,42913,CB,KC,1,10,10.0,3.3,16,0,57.6,1,3,0,20,3,2.0
Drue Tranquill,51276,LB,LAC,17,70,10.0,7.8,27,0,99.5,7,9,0,71,69,1.01
Nik Needham,50356,CB,MIA,6,30,10.0,7.5,17,0,114.6,3,4,0,48,26,1.6
Jack Jones,29050,CB,NE,10,30,10.0,5.0,19,0,77.8,3,6,0,49,20,1.63
Greg Newsome II,83341,CB,CLV,15,257,9.9,6.9,8,0,93.1,26,37,1,208,154,0.81
Darnell Savage,34247,S,GB,15,138,9.9,6.0,12,1,79.1,14,23,1,165,56,1.2
Amik Robertson,55619,CB,LV,13,195,9.8,6.3,23,1,114.0,20,31,3,293,110,1.5
Kenny Moore II,51596,CB,IND,12,310,9.7,7.2,14,0,121.1,32,43,3,348,196,1.12
Rodney Thomas II,108389,S,IND,12,29,9.7,4.8,14,0,68.8,3,6,0,36,28,1.24
A.J. Terrell,55586,CB,ATL,12,29,9.7,5.8,2,0,123.3,3,5,1,38,15,1.31
Tashaun Gipson Sr.,7288,S,SF,19,77,9.6,6.4,28,0,96.9,8,12,0,113,32,1.47
Jordan Whitehead,49196,S,NYJ,17,86,9.6,8.6,22,0,118.8,9,10,0,155,82,1.8
Myles Bryant,43336,CB,NE,17,355,9.6,7.1,19,1,107.0,37,50,3,379,121,1.07
Roquan Smith,50892,LB,BLT,17,48,9.6,6.9,3,1,85.4,5,7,1,40,42,0.83
Julian Love,51081,S,NYG,18,114,9.5,5.4,21,1,90.1,12,21,3,104,60,0.91
Rodney McLeod,7271,S,IND,16,104,9.5,7.4,14,0,86.0,11,14,0,65,53,0.63
Caden Sterns,76725,S,DEN,5,19,9.5,9.5,10,0,118.8,2,2,0,28,15,1.47
Jonathan Owens,66930,S,HST,15,75,9.4,6.3,13,0,93.1,8,12,0,102,52,1.36
Dax Hill,97519,S,CIN,10,56,9.3,5.6,7,0,105.4,6,10,1,48,13,0.86
Darious Williams,55724,CB,JAX,17,326,9.3,6.0,15,0,100.7,35,54,2,418,243,1.28
Jevon Holland,83873,S,MIA,18,74,9.3,9.3,17,0,95.8,8,8,0,56,48,0.76
Avonte Maddox,50543,CB,PHI,11,296,9.3,7.6,24,1,100.3,32,39,1,335,214,1.13
Bobby McCain,9578,S,WAS,17,251,9.3,7.8,32,0,100.7,27,32,1,181,124,0.72
Kareem Jackson,5545,S,DEN,16,110,9.2,6.5,10,0,123.9,12,17,2,97,31,0.88
Arthur Maulet,12224,CB,PIT,17,257,9.2,6.4,25,0,119.1,28,40,2,403,180,1.57
Juan Thornhill,50426,S,KC,19,128,9.1,7.1,16,0,129.4,14,18,2,111,54,0.87
Kyzir White,44485,LB,PHI,19,91,9.1,6.1,24,0,80.1,10,15,0,81,48,0.89
Nick Bolton,81322,LB,KC,15,27,9.0,6.8,16,1,51.0,3,4,0,25,8,0.93
Geno Stone,55967,S,BLT,10,36,9.0,7.2,3,0,90.0,4,5,0,28,12,0.78
Marshon Lattimore,11766,CB,NO,6,9,9.0,4.5,20,0,58.3,1,2,0,7,4,0.78
Coby Bryant,55088,CB,SEA,18,423,9.0,6.9,29,0,110.2,47,61,2,483,219,1.14
Jaquan Johnson,51433,S,BUF,7,27,9.0,5.4,4,0,74.6,3,5,0,27,19,1.0
Tremaine Edmunds,50905,LB,BUF,10,18,9.0,9.0,4,0,95.8,2,2,0,14,6,0.78
Bryce Callahan,10000,CB,LAC,16,388,9.0,6.6,27,3,104.1,43,59,5,485,195,1.25
Mike Ford,50535,CB,ATL,6,36,9.0,7.2,2,0,106.7,4,5,0,48,44,1.33
Eric Wilson,38587,LB,GB,2,9,9.0,9.0,12,0,91.7,1,1,0,6,8,0.67
Jordan Hicks,9517,LB,MIN,15,90,9.0,5.3,18,0,76.6,10,17,0,104,69,1.16
Percy Butler,83271,S,WAS,9,9,9.0,9.0,32,0,118.8,1,1,0,13,8,1.44
Eric Kendricks,9478,LB,MIN,16,54,9.0,6.8,18,0,101.6,6,8,0,71,33,1.31
Derek Stingley Jr.,98253,CB,HST,5,9,9.0,4.5,13,0,70.8,1,2,0,13,5,1.44
Cor'Dale Flott,98834,CB,NYG,7,9,9.0,9.0,21,0,79.2,1,1,0,0,4,0.0
Leo Chenal,101463,LB,KC,6,9,9.0,9.0,16,0,91.7,1,1,0,6,0,0.67
Zaven Collins,77190,LB,ARZ,14,35,8.8,5.8,1,0,73.6,4,6,0,23,26,0.66
Byron Murphy Jr.,44027,CB,ARZ,9,105,8.8,6.2,1,0,128.8,12,17,2,117,64,1.11
Danny Johnson,49379,CB,WAS,5,35,8.8,5.8,32,1,49.3,4,6,0,45,8,1.29
Mike Hilton,10898,CB,CIN,17,473,8.8,6.3,7,1,99.3,54,75,2,610,268,1.29
Damar Hamlin,43291,S,BUF,14,97,8.8,8.1,4,0,87.5,11,12,0,60,35,0.62
Rasul Douglas,11854,CB,GB,10,114,8.8,6.7,12,1,75.9,13,17,0,141,42,1.24
Kaden Elliss,51485,LB,NO,9,26,8.7,6.5,20,0,78.1,3,4,0,13,4,0.5
Trent McDuffie,72191,CB,KC,10,165,8.7,5.9,16,0,94.3,19,28,1,160,88,0.97
Robert Spillane,50918,LB,PIT,16,61,8.7,6.1,25,0,95.8,7,10,0,85,29,1.39
Ronnie Harrison,49206,S,CLV,14,78,8.7,6.0,8,0,79.3,9,13,0,61,35,0.78
Sam Webb,134606,CB,LV,8,43,8.6,6.1,23,0,106.3,5,7,0,75,30,1.74
Noah Igbinoghene,61155,CB,MIA,5,17,8.5,3.4,17,0,98.3,2,5,1,28,17,1.65
Demetrius Flannigan-Fowles,49231,LB,SF,6,17,8.5,4.3,28,0,62.5,2,4,0,18,7,1.06
Chris Board,29456,LB,DET,11,17,8.5,5.7,11,0,91.0,2,3,0,24,4,1.41
Germaine Pratt,29407,LB,CIN,8,17,8.5,8.5,7,0,97.9,2,2,0,15,4,0.88
Taron Johnson,49511,CB,BUF,18,552,8.5,5.9,4,1,105.6,65,94,6,656,303,1.19
Keion Crossen,49454,CB,MIA,12,34,8.5,5.7,17,0,81.9,4,6,0,35,11,1.03
Dane Belton,101398,S,NYG,9,51,8.5,6.4,21,1,49.5,6,8,0,47,25,0.92
Ugo Amadi,49352,CB,KC,2,17,8.5,5.7,16,0,75.7,2,3,0,13,8,0.76
Ben Niemann,51099,LB,ARZ,10,17,8.5,5.7,1,0,70.1,2,3,0,8,9,0.47
Chandon Sullivan,49349,CB,MIN,18,570,8.4,6.7,18,0,109.6,68,85,1,796,476,1.4
Jerome Baker,28091,LB,MIA,17,42,8.4,8.4,17,0,137.1,5,5,1,37,31,0.88
Joshua Kalu,51203,S,TEN,13,126,8.4,7.0,31,0,89.6,15,18,0,99,67,0.79
Dee Alford,110542,CB,ATL,16,165,8.3,5.7,2,0,105.5,20,29,1,240,80,1.45
Justin Bethel,7654,CB,MIA,3,50,8.3,5.6,17,1,71.3,6,9,1,35,16,0.7
Will Harris,51336,CB,DET,13,269,8.2,5.7,11,0,114.8,33,47,3,371,97,1.38
Kader Kohou,156070,CB,MIA,16,378,8.2,5.3,17,1,83.2,46,72,2,422,201,1.12
Michael Carter II,60644,CB,NYJ,17,432,8.2,5.8,22,2,81.9,53,75,1,497,401,1.15
Justin Reid,49048,S,KC,19,164,8.2,5.9,16,0,121.7,20,28,3,164,39,1.0
Marcus Williams,11797,S,BLT,11,49,8.2,6.1,3,0,87.5,6,8,0,44,31,0.9
Isaiah Simmons,42451,CB,ARZ,17,269,8.2,6.3,1,1,82.8,33,43,0,273,200,1.01
Jamin Davis,57905,LB,WAS,16,49,8.2,6.1,32,0,97.4,6,8,0,63,38,1.29
Brandon Stephens,45644,CB,BLT,7,57,8.1,4.8,3,0,91.0,7,12,1,36,25,0.63
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,24,8.0,4.0,8,0,103.5,3,6,1,29,16,1.21
Sean Murphy-Bunting,25891,CB,TB,9,80,8.0,6.7,30,0,139.2,10,12,2,95,36,1.19
Dean Marlowe,9966,S,BUF,6,24,8.0,6.0,4,0,100.0,3,4,0,34,2,1.42
Julian Blackmon,49434,S,IND,14,176,8.0,7.0,14,1,115.4,22,25,1,315,193,1.79
T.J. Edwards,30737,LB,PHI,14,24,8.0,4.8,24,0,81.3,3,5,0,35,25,1.46
Tyler Coyle,42631,S,DAL,1,8,8.0,8.0,9,0,118.8,1,1,0,20,14,2.5
Josh Hines-Allen,50235,ED,JAX,8,8,8.0,8.0,15,0,158.3,1,1,1,20,0,2.5
Raekwon McMillan,11809,LB,NE,3,8,8.0,8.0,19,0,118.8,1,1,0,14,15,1.75
Baron Browning,58095,ED,DEN,10,8,8.0,8.0,10,0,118.8,1,1,0,13,5,1.63
Tre Norwood,55675,S,PIT,7,24,8.0,4.8,25,0,64.6,3,5,0,15,13,0.63
Brian Asamoah II,77195,LB,MIN,7,8,8.0,8.0,18,0,100.0,1,1,0,8,1,1.0
Justin Coleman,9892,CB,SEA,2,40,8.0,5.7,29,0,92.6,5,7,0,52,34,1.3
Jayron Kearse,10878,S,DAL,16,143,7.9,6.2,9,2,61.2,18,23,0,170,116,1.19
Marcus Epps,51391,S,PHI,20,79,7.9,6.1,24,0,155.8,10,13,2,156,88,1.97
Andre Cisco,76641,S,JAX,14,47,7.8,6.7,15,0,133.0,6,7,1,45,38,0.96
Siran Neal,27130,CB,BUF,7,31,7.8,3.1,4,0,55.8,4,10,0,49,16,1.58
Xavier McKinney,55775,S,NYG,11,31,7.8,3.9,21,0,101.0,4,8,1,34,23,1.1
Darnay Holmes,56247,CB,NYG,17,330,7.7,5.0,21,0,85.8,43,66,1,386,235,1.17
Sione Takitaki,12666,LB,CLV,11,23,7.7,5.8,8,0,108.3,3,4,0,42,28,1.83
Logan Ryan,7864,S,TB,8,23,7.7,5.8,30,0,110.4,3,4,0,44,17,1.91
Myles Hartsfield,49159,S,CAR,15,205,7.6,5.9,5,0,114.0,27,35,2,240,144,1.17
Azeez Al-Shaair,49792,LB,SF,12,38,7.6,7.6,28,0,114.2,5,5,0,57,38,1.5
Nick Scott,49012,S,LA,15,61,7.6,4.7,26,0,99.2,8,13,1,63,19,1.03
Dre Greenlaw,51503,LB,SF,18,76,7.6,5.8,28,0,91.2,10,13,0,78,35,1.03
Talanoa Hufanga,83903,S,SF,20,84,7.6,5.3,28,1,108.3,11,16,3,136,78,1.62
Harrison Smith,7641,S,MIN,14,97,7.5,5.7,18,1,129.0,13,17,2,198,82,2.04
Tony Jefferson,8361,S,NYG,7,15,7.5,7.5,21,0,95.8,2,2,0,14,9,0.93
Matthew Adams,38526,LB,CHI,8,15,7.5,7.5,6,0,118.8,2,2,0,42,17,2.8
Devin Bush,27375,LB,PIT,13,45,7.5,6.4,25,0,99.4,6,7,0,55,36,1.22
Dee Delaney,31078,CB,TB,7,60,7.5,7.5,30,0,136.5,8,8,1,58,34,0.97
Josh Metellus,43395,S,MIN,8,30,7.5,6.0,18,0,92.5,4,5,0,31,14,1.03
Taylor Rapp,51172,S,LA,16,125,7.4,5.7,26,1,99.1,17,22,2,112,75,0.9
L'Jarius Sneed,40588,CB,KC,19,378,7.4,5.9,16,1,97.7,51,64,2,417,273,1.1
Zyon Gilbert,55891,CB,NYG,3,37,7.4,7.4,21,0,158.3,5,5,1,70,40,1.89
Cameron Sutton,11850,CB,PIT,15,141,7.4,5.0,25,2,82.1,19,28,2,198,95,1.4
Mike Edwards,51282,S,TB,14,74,7.4,5.7,30,0,144.6,10,13,3,121,58,1.64
Divine Deablo,42208,LB,LV,7,22,7.3,7.3,23,0,104.2,3,3,0,27,5,1.23
Jamel Dean,34918,CB,TB,11,22,7.3,7.3,30,0,128.5,3,3,2,16,6,0.73
Keisean Nixon,56167,CB,GB,11,145,7.3,5.8,12,1,100.8,20,25,1,225,115,1.55
C.J. Mosley,8652,LB,NYJ,11,22,7.3,7.3,22,0,106.9,3,3,0,29,31,1.32
Tony Adams,55953,S,NYJ,6,22,7.3,5.5,22,0,96.9,3,4,0,31,6,1.41
Darius Harris,29188,LB,KC,12,22,7.3,3.7,16,0,72.2,3,6,0,41,33,1.86
Josiah Scott,55634,CB,PHI,12,217,7.2,5.7,24,2,121.2,30,38,4,377,162,1.74
Tyson Campbell,83217,CB,JAX,16,43,7.2,7.2,15,0,134.0,6,6,1,40,36,0.93
Jordyn Brooks,50851,LB,SEA,13,36,7.2,5.1,29,0,79.5,5,7,0,30,23,0.83
Matt Milano,11918,LB,BUF,16,93,7.2,6.6,4,1,67.9,13,14,0,104,78,1.12
Nate Hobbs,55948,CB,LV,10,78,7.1,4.6,23,0,111.4,11,17,1,146,62,1.87
Jaquan Brisker,101665,S,CHI,13,57,7.1,4.4,6,0,95.4,8,13,1,51,46,0.89
Tariq Woolen,61790,CB,SEA,4,7,7.0,2.3,29,0,66.0,1,3,0,26,11,3.71
Melvin Ingram III,7024,ED,MIA,8,14,7.0,7.0,17,0,106.3,2,2,0,19,10,1.36
Elijah Hicks,55584,S,CHI,4,7,7.0,7.0,6,0,122.9,1,1,1,4,0,0.57
Joe Thomas,9272,LB,CHI,8,14,7.0,7.0,6,0,118.8,2,2,0,37,1,2.64
John Reid,49381,CB,TEN,3,28,7.0,7.0,31,0,94.8,4,4,0,27,11,0.96
Cam Lewis,49395,S,BUF,3,7,7.0,7.0,4,0,118.8,1,1,0,21,1,3.0
Charvarius Ward,43034,CB,SF,6,7,7.0,7.0,28,0,118.8,1,1,0,25,8,3.57
Leonard Floyd,10643,ED,LA,10,14,7.0,7.0,26,0,114.6,2,2,0,23,28,1.64
Asante Samuel Jr.,76625,CB,LAC,6,7,7.0,7.0,27,0,116.7,1,1,0,12,8,1.71
Mackensie Alexander,10688,CB,DAL,1,7,7.0,7.0,9,0,116.7,1,1,0,12,3,1.71
Anthony Brown,10823,CB,DAL,10,28,7.0,4.7,9,0,120.1,4,6,1,33,13,1.18
