player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Patrick Peterson,6157,CB,MIN,18,741,0,18,0,14.9,25.0,100.0,38.7,9.7,0,3,25.0,66.0,0,15,0.0,0,1,67.4,3,124,16.7,124,1,3,12,1,36,9,0.3,12.0,0,0,13.5,59.0,99.7,15.5,9.2,0,4,10.3,75.4,5,29,6.5,2,4,54.2,23,376,50.7,377,3,29,39,1,318,99,0.9,13.8
J.J. Watt,6163,DI,ARZ,16,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,82,5,0,0,0,0,0,,,0,1,-1.0,100.0,0.6,2.0,2.0,0,0,0.0,64.6,0,5,33.3,1,0,87.5,1,2,66.7,358,9,1,1,0,5,6,2.5,5.0
Robert Quinn,6166,ED,PHI,16,9,0,24,0,,,4.3,,,0,0,,60.7,0,,,0,0,0.0,0,3,33.3,70,0,0,0,0,0,0,0.0,,0,1,0.5,100.0,3.2,2.5,2.5,0,0,0.0,66.4,0,13,0.0,0,0,104.2,2,5,55.6,154,2,1,2,0,18,17,3.6,9.0
Cameron Jordan,6176,ED,NO,16,13,0,20,0,0.0,0.0,5.3,,7.0,0,1,100.0,84.1,0,,0.0,0,1,39.6,0,8,61.5,151,1,3,1,0,0,0,0.0,,0,0,,,1.1,,,0,0,,78.4,0,,50.0,2,0,0.0,0,3,23.1,275,8,2,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,15,24,0,3,0,,,13.6,,,0,0,,66.4,0,,100.0,2,0,0.0,0,11,45.8,81,1,0,0,0,0,0,0.0,,0,1,,,5.7,,,0,0,,54.5,0,,40.0,2,0,0.0,0,10,41.7,175,7,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,10,226,0,20,0,8.9,57.1,90.9,13.8,7.9,0,1,14.3,54.9,0,15,0.0,0,1,75.3,4,60,26.5,66,0,2,7,0,43,26,0.8,10.8,0,1,6.6,83.3,91.3,5.2,4.3,0,0,0.0,38.6,0,62,12.5,2,0,116.7,25,137,60.6,150,4,13,30,1,280,107,2.2,11.2
Josh Bynes,6503,LB,BLT,7,124,0,3,1,1.0,100.0,66.0,15.0,15.0,0,1,50.0,69.9,0,22,0.0,0,1,118.8,2,31,25.0,47,1,4,2,0,26,24,0.9,13.0,0,1,4.5,50.0,91.5,14.4,7.2,0,0,0.0,64.2,1,19,25.0,2,0,61.2,5,75,60.5,82,2,5,10,1,57,32,0.8,11.4
Mario Addison,6558,ED,HST,12,1,0,13,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,37,1,0,0,0,0,0,,,0,0,-3.0,0.0,0.7,,1.0,0,0,0.0,64.1,0,,0.0,0,0,39.6,0,1,100.0,150,0,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,16,599,0,14,1,12.7,50.0,100.0,9.5,4.8,0,5,20.8,78.6,1,53,11.1,1,4,75.0,12,126,21.0,126,2,7,24,1,200,75,1.8,16.7,0,1,8.5,71.2,100.0,10.6,7.5,0,6,11.5,74.2,1,33,5.1,2,3,83.1,37,402,67.1,402,7,36,52,0,371,147,0.9,10.0
Bruce Irvin,7021,ED,SEA,12,28,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,2,0,0,0,0,0,,,0,0,-3.0,100.0,18.5,11.5,11.5,0,0,0.0,50.8,0,6,50.0,3,0,89.6,2,23,82.1,124,4,3,2,0,11,17,0.5,5.5
Melvin Ingram III,7024,ED,MIA,18,64,0,17,0,0.5,100.0,4.7,3.0,3.0,0,0,0.0,49.0,0,18,100.0,1,0,118.8,2,8,12.5,171,5,0,2,0,25,24,4.2,12.5,0,1,2.4,85.7,26.2,8.0,6.9,0,0,0.0,49.9,0,19,25.0,1,0,94.0,6,51,79.7,195,4,2,7,0,46,32,1.0,7.7
Chandler Jones,7027,ED,LV,15,35,0,23,1,,,2.1,,,0,0,,78.2,0,,33.3,1,0,0.0,0,4,11.4,189,3,1,0,0,0,0,0.0,,0,2,3.5,100.0,11.1,4.7,4.7,0,1,16.7,51.9,0,14,12.5,1,0,102.1,6,29,82.9,261,3,5,6,0,51,30,1.8,8.5
Janoris Jenkins,7043,CB,SF,3,39,0,28,0,7.0,100.0,100.0,5.0,5.0,0,0,0.0,52.5,0,9,0.0,0,0,104.2,1,6,15.4,6,0,1,1,0,9,2,1.8,9.0,0,0,11.5,100.0,100.0,13.0,13.0,0,0,0.0,57.6,0,18,33.3,1,0,118.8,2,27,69.2,27,0,2,2,0,31,8,1.2,15.5
Bobby Wagner,7050,LB,LA,17,529,0,26,0,-3.4,80.0,75.0,11.8,9.4,0,0,0.0,57.2,0,13,20.0,1,0,95.0,4,54,10.2,72,1,4,5,0,34,48,0.7,8.5,0,9,1.5,72.7,78.6,14.0,10.2,0,2,6.1,80.3,2,49,2.9,1,2,69.4,24,341,64.5,434,13,24,33,0,253,204,0.8,10.5
Lavonte David,7060,LB,TB,18,638,0,30,1,3.5,50.0,84.7,36.0,18.0,1,1,16.7,80.5,0,8,25.0,1,1,56.3,3,116,18.2,137,3,2,6,0,8,5,0.1,2.7,0,9,4.6,83.6,93.0,8.0,6.7,0,4,6.6,74.9,0,38,7.4,4,4,101.3,51,428,67.1,460,21,41,61,1,427,209,1.0,8.4
Casey Hayward Jr.,7064,CB,ATL,6,236,0,2,0,13.5,50.0,100.0,9.1,4.6,0,3,21.4,55.2,0,40,0.0,0,2,100.0,7,69,29.2,69,0,4,14,1,109,32,1.7,15.6,0,1,11.9,72.7,100.0,17.4,12.6,0,0,0.0,67.2,1,36,33.3,4,0,66.9,8,141,59.7,141,0,7,11,0,111,36,0.8,13.9
Demario Davis,7079,LB,NO,17,584,0,20,4,1.2,90.0,69.3,13.6,12.2,0,2,20.0,76.0,0,26,27.3,3,2,137.9,9,131,22.4,189,8,4,10,1,91,90,0.7,10.1,0,6,3.3,66.7,98.2,20.8,13.9,0,3,11.1,78.4,1,23,16.7,4,2,65.8,18,390,66.8,397,9,14,27,0,153,101,0.4,8.5
Akiem Hicks,7090,DI,TB,12,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,50,0,0,0,0,0,0,,,0,0,0.0,100.0,1.1,2.0,2.0,0,0,0.0,58.5,0,7,0.0,0,0,95.8,1,2,100.0,180,3,2,1,0,7,7,3.5,7.0
Rodney McLeod,7271,S,IND,17,578,0,14,0,8.0,75.0,100.0,12.6,9.4,0,0,0.0,47.5,0,24,25.0,2,0,141.3,9,125,21.6,125,3,6,12,2,107,74,0.9,11.9,0,5,7.3,63.6,97.7,13.4,8.5,0,6,13.6,90.9,2,28,8.1,3,5,74.1,28,383,66.3,392,10,29,44,2,241,162,0.6,8.6
Michael Thomas,7279,S,CIN,3,15,0,7,0,,,66.7,,,0,0,,60.7,0,,,0,0,0.0,0,2,13.3,3,0,0,0,0,0,0,0.0,,0,0,,,92.3,,,0,0,,63.7,0,,0.0,0,0,0.0,0,12,80.0,13,0,1,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,SF,20,768,0,28,0,7.8,46.2,95.4,21.5,9.9,3,1,7.7,59.9,1,37,0.0,0,0,45.0,6,144,18.8,151,0,6,13,0,114,66,0.9,19.0,0,2,15.3,68.8,99.3,46.3,31.8,2,3,18.8,62.4,4,25,6.9,2,3,54.7,11,530,69.0,534,4,25,16,0,134,11,0.3,12.2
Harrison Smith,7641,S,MIN,15,625,0,18,0,11.8,66.7,96.2,23.5,15.7,0,1,16.7,70.3,1,12,0.0,0,1,79.9,4,102,16.3,106,2,6,6,1,32,12,0.3,8.0,0,3,7.9,81.5,97.1,13.0,10.6,0,3,11.1,75.8,3,22,5.3,2,2,55.2,22,303,48.5,312,9,33,27,0,182,58,0.6,8.3
Josh Norman,7649,CB,CAR,2,32,0,5,0,5.0,50.0,100.0,5.0,2.5,0,0,0.0,65.5,0,1,,0,0,56.3,1,5,15.6,5,0,0,2,0,1,3,0.2,1.0,0,0,14.5,75.0,100.0,8.3,6.3,1,0,0.0,48.0,0,25,0.0,0,0,156.3,3,26,81.3,26,0,3,4,1,53,24,2.1,17.7
Justin Bethel,7654,CB,MIA,5,102,0,17,0,11.2,42.9,100.0,7.5,3.2,0,2,14.3,49.9,1,19,0.0,0,2,48.5,6,52,51.0,52,2,5,14,1,56,24,1.2,9.3,0,0,2.8,100.0,100.0,6.8,6.8,0,0,0.0,57.3,0,13,0.0,0,0,102.1,6,44,43.1,44,0,6,6,0,51,34,1.2,8.5
Xavier Rhodes,7806,CB,DAL,3,71,0,9,0,13.0,0.0,100.0,,3.5,0,1,50.0,75.7,0,,,0,0,39.6,0,8,11.3,8,0,0,2,0,0,0,0.0,,0,0,10.9,62.5,100.0,10.0,6.3,0,0,0.0,59.1,0,9,0.0,0,0,73.4,5,53,74.6,53,0,5,8,0,37,3,0.7,7.4
Darius Slay,7817,CB,PHI,20,713,0,24,1,9.1,60.9,100.0,13.0,7.9,1,4,17.4,68.2,1,22,10.0,1,4,100.5,14,194,27.2,194,2,8,23,3,145,43,0.8,10.4,0,2,12.8,53.8,100.0,15.3,8.3,3,4,7.7,72.9,1,41,3.0,1,4,73.9,28,445,62.4,445,5,30,52,1,356,101,0.8,12.7
Jon Bostic,7831,LB,WAS,9,140,0,32,0,,,77.4,,,0,0,,69.8,0,,,0,0,0.0,0,24,17.1,31,0,0,0,0,0,0,0.0,,0,2,3.3,62.5,96.9,18.4,11.5,0,0,0.0,40.7,0,41,20.0,1,0,95.8,5,94,67.1,97,0,2,8,0,80,83,0.9,16.0
Jamie Collins Sr.,7833,LB,NE,3,10,0,19,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,76.9,10.0,10.0,0,0,0.0,50.1,0,11,,0,0,112.5,1,10,100.0,13,0,0,1,0,11,5,1.1,11.0
Tyrann Mathieu,7850,S,NO,17,631,0,20,1,5.8,66.7,93.6,20.0,13.3,0,0,0.0,59.4,0,19,12.5,2,0,89.6,8,175,27.7,187,1,13,12,0,92,58,0.6,11.5,0,4,5.2,69.2,98.5,20.9,14.5,0,3,11.5,85.3,2,21,7.1,2,3,46.8,18,391,62.0,397,7,22,26,0,119,80,0.3,6.6
John Jenkins,7863,DI,MIA,17,1,0,17,0,,,1.8,,,0,0,,59.8,0,,,0,0,0.0,0,1,100.0,57,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,73,0,0,0,0,0,0,,
Logan Ryan,7864,S,TB,10,318,0,30,2,10.0,80.0,93.5,13.3,10.6,0,1,20.0,67.0,1,27,0.0,0,1,118.8,4,58,18.2,62,0,1,5,1,69,20,1.3,17.3,0,2,9.3,63.6,97.7,28.4,18.1,0,2,18.2,61.3,0,16,5.9,1,2,83.1,7,210,66.0,215,3,14,11,0,74,31,0.4,10.6
Duron Harmon,7872,S,LV,17,635,0,23,0,0.0,100.0,94.9,200.0,200.0,0,1,100.0,73.6,1,1,17.6,3,1,39.6,1,222,35.0,234,1,14,1,0,1,1,0.0,1.0,0,4,5.0,90.5,96.9,17.3,15.6,0,0,0.0,72.5,1,55,5.1,2,0,88.1,19,339,53.4,350,5,33,21,0,208,118,0.6,10.9
William Gholston,7908,DI,TB,18,2,0,30,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,59,1,2,0,0,0,0,,,0,1,,,0.7,,,0,1,,67.0,0,,0.0,0,0,0.0,0,1,50.0,146,1,3,0,0,0,0,0.0,
Steven Means,7929,ED,BLT,1,1,0,3,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,
A.J. Klein,7930,LB,BUF,5,53,0,4,0,-4.5,100.0,78.9,7.5,7.5,0,0,0.0,86.1,0,-1,0.0,0,0,79.2,2,15,28.3,19,2,2,2,0,-3,6,-0.2,-1.5,0,1,1.9,100.0,93.1,3.9,3.9,0,0,0.0,28.6,0,22,20.0,1,0,113.7,7,27,50.9,29,0,3,7,0,79,66,2.9,11.3
Micah Hyde,7941,S,BUF,2,70,0,4,0,,,83.3,,,0,0,,60.9,0,,,0,0,0.0,0,5,7.1,6,0,0,0,0,0,0,0.0,,0,2,6.0,100.0,100.0,17.0,17.0,0,0,0.0,68.7,0,19,0.0,0,0,102.8,3,52,74.3,52,1,4,3,0,26,8,0.5,8.7
Jordan Poyer,8000,S,BUF,14,566,0,4,2,-0.9,85.7,92.5,18.8,16.1,0,1,14.3,64.4,0,11,33.3,3,0,82.1,6,135,23.9,146,3,4,7,0,26,37,0.2,4.3,0,6,8.5,64.3,98.2,34.2,22.0,1,2,14.3,64.1,3,67,10.3,3,2,71.7,9,319,56.4,325,7,20,14,1,107,64,0.3,11.9
Nick Williams,8006,DI,NYG,8,1,0,21,0,,,1.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,55,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,60,0,0,0,0,0,0,,
Tony Jefferson,8361,S,NYG,11,132,0,21,1,2.3,100.0,66.2,13.3,13.3,0,0,0.0,67.9,0,14,0.0,0,0,94.4,3,45,34.1,68,2,4,3,0,20,13,0.5,6.7,0,1,2.6,100.0,79.7,6.6,6.6,0,0,0.0,62.1,0,27,15.4,2,0,98.1,9,59,44.7,74,5,10,9,0,68,45,1.2,7.6
Brandon Copeland,8378,ED,BLT,3,2,0,3,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,15,0,0,0,0,0,0,0.0,,0,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,17,1,0,0,0,0,0,0.0,
Chris Banjo,8419,S,ARZ,10,32,0,1,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,5,15.6,5,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,96.0,24.0,24.0,0,0,0.0,57.2,0,7,0.0,0,0,95.8,1,24,75.0,25,0,2,1,0,7,1,0.3,7.0
Nickell Robey-Coleman,8483,CB,LV,1,8,0,23,0,,,75.0,,,0,0,,64.3,0,,,0,0,0.0,0,3,37.5,4,0,0,0,0,0,0,0.0,,0,0,,,71.4,,,0,0,,65.5,0,,,0,0,0.0,0,5,62.5,7,0,0,0,0,0,0,0.0,
Jadeveon Clowney,8636,ED,CLV,12,4,0,8,0,,,3.3,,,0,0,,62.0,0,,,0,0,0.0,0,2,50.0,60,0,0,0,0,0,0,0.0,,0,0,-6.0,100.0,1.1,2.0,2.0,0,0,0.0,59.7,0,21,0.0,0,0,118.8,1,2,50.0,190,2,2,1,0,21,27,10.5,21.0
Khalil Mack,8640,ED,LAC,18,44,0,27,0,,,1.8,,,0,0,,63.6,0,,33.3,1,0,0.0,0,3,6.8,168,0,2,0,0,0,0,0.0,,0,1,9.0,100.0,10.6,6.8,6.8,0,0,0.0,46.1,0,24,25.0,1,0,118.8,4,28,63.6,263,7,2,4,0,63,27,2.3,15.8
Anthony Barr,8644,LB,DAL,16,363,0,9,1,8.8,50.0,77.8,35.0,17.5,0,0,0.0,57.6,0,30,0.0,0,0,95.8,2,77,21.2,99,1,2,4,0,53,26,0.8,26.5,0,6,3.7,85.7,91.8,10.5,9.0,1,1,3.6,61.3,0,33,9.7,3,1,108.8,24,257,70.8,280,10,22,28,1,203,141,0.8,8.5
Kyle Fuller,8649,CB,BLT,1,61,0,3,0,12.0,50.0,100.0,13.0,6.5,0,0,0.0,51.8,0,7,0.0,0,0,58.3,1,15,24.6,15,0,1,2,0,7,0,0.5,7.0,0,0,9.0,66.7,97.4,18.5,12.3,0,1,33.3,63.9,0,12,0.0,0,0,79.9,2,37,60.7,38,0,1,3,0,16,0,0.4,8.0
C.J. Mosley,8652,LB,NYJ,17,615,0,22,2,1.5,53.8,77.1,16.6,8.9,0,2,15.4,74.9,0,51,0.0,0,2,104.0,7,121,19.7,157,3,8,13,1,98,98,0.8,14.0,0,12,5.0,72.9,99.7,10.4,7.6,0,4,8.3,57.6,0,30,10.5,6,3,92.3,35,375,61.0,376,11,39,48,0,339,187,0.9,9.7
Jimmie Ward,8665,S,SF,14,446,0,28,0,10.9,76.5,98.0,6.8,5.2,0,2,11.8,48.0,0,33,22.2,2,0,146.9,13,99,22.2,101,2,7,17,2,171,54,1.9,13.2,0,9,2.5,83.9,94.7,5.9,5.0,1,3,5.4,80.8,2,23,9.5,4,3,74.9,47,288,64.6,304,13,29,56,0,311,214,1.1,6.6
Bradley Roby,8666,CB,NO,13,381,0,20,1,10.8,48.0,96.6,8.7,4.2,0,4,16.0,57.6,0,60,10.0,1,2,84.9,12,112,29.4,116,1,8,25,1,177,96,1.7,14.8,0,4,8.9,53.8,98.2,10.3,5.6,1,3,7.7,50.7,0,31,18.2,4,3,74.1,21,223,58.5,227,4,14,39,0,254,102,1.2,12.1
DeMarcus Lawrence,8669,ED,DAL,19,12,0,9,0,,,3.0,,,0,0,,64.2,0,,50.0,2,0,0.0,0,4,33.3,132,2,2,0,0,0,0,0.0,,0,1,15.0,0.0,1.8,,6.0,0,0,0.0,65.5,0,,36.4,4,0,39.6,0,6,50.0,330,11,6,1,0,0,0,0.0,
Kyle Van Noy,8675,ED,LAC,18,114,0,27,0,,,13.2,,,0,1,,90.8,0,,0.0,0,1,0.0,0,17,14.9,129,1,1,0,0,0,0,0.0,,0,4,1.0,83.3,29.1,13.2,11.0,0,0,0.0,54.2,0,37,0.0,0,0,102.8,5,69,60.5,237,4,6,6,0,52,53,0.8,10.4
Lamarcus Joyner,8676,S,NYJ,14,514,0,22,1,5.4,100.0,96.2,13.0,13.0,1,1,11.1,55.9,0,45,10.0,1,1,147.5,9,127,24.7,132,1,8,9,3,89,48,0.8,9.9,0,4,18.7,56.3,98.6,31.4,17.7,0,2,12.5,57.3,2,55,6.3,1,2,68.5,9,292,56.8,296,1,11,16,1,147,29,0.5,16.3
Christian Kirksey,8706,LB,HST,17,546,0,13,2,4.4,88.9,68.1,10.9,9.7,0,0,0.0,42.7,0,30,12.5,1,0,158.3,8,92,16.8,135,3,5,9,2,116,85,1.3,14.5,0,8,6.8,70.6,97.0,10.3,7.3,0,1,2.0,55.6,2,26,2.6,1,1,75.7,36,384,70.3,396,9,30,51,0,381,191,1.0,10.6
Justin Ellis,8742,DI,NYG,19,1,0,21,0,,,1.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,74,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,87,0,2,0,0,0,0,,
Dontae Johnson,8764,CB,SF,1,8,0,28,0,,,100.0,,,0,0,,65.2,0,,,0,0,0.0,0,3,37.5,3,0,0,0,0,0,0,0.0,,0,0,,,71.4,,,0,0,,64.9,0,,,0,0,0.0,0,5,62.5,7,0,0,0,0,0,0,0.0,
Kevin Pierre-Louis,8767,LB,HST,2,19,0,13,0,-1.0,0.0,71.4,,4.0,0,0,0.0,47.9,0,,,0,0,39.6,0,5,26.3,7,0,0,1,0,0,0,0.0,,0,0,5.5,25.0,100.0,11.0,2.8,0,1,25.0,77.9,0,10,,0,1,39.6,1,12,63.2,12,0,0,4,0,10,14,0.9,10.0
Brent Urban,8769,DI,BLT,17,3,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,23,0,0,0,0,0,0,,,0,0,,,0.9,,,0,0,,54.0,0,,33.3,1,0,0.0,0,1,33.3,112,1,2,0,0,0,0,0.0,
Devon Kennard,8809,ED,BLT,7,9,0,3,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,16,0,0,0,0,0,0,0.0,,0,1,5.5,100.0,20.0,4.0,4.0,0,0,0.0,37.1,0,13,20.0,1,0,112.5,2,8,88.9,40,1,3,2,0,22,11,2.8,11.0
T.J. Carrie,8853,CB,CAR,3,29,0,5,0,,,55.6,,,0,0,,65.7,0,,,0,0,0.0,0,5,17.2,9,0,0,0,0,0,0,0.0,,0,0,10.5,100.0,86.4,4.5,4.5,0,0,0.0,39.9,0,23,0.0,0,0,118.8,4,19,65.5,22,1,3,4,0,57,15,3.2,14.3
Terrance Mitchell,8888,CB,TEN,11,307,0,31,1,13.6,63.2,100.0,7.1,4.5,0,1,5.3,43.2,1,48,0.0,0,1,75.1,12,92,30.0,92,2,11,19,0,193,16,2.3,16.1,0,1,9.2,59.1,100.0,12.2,7.2,1,2,9.1,71.2,0,66,5.9,1,2,99.2,13,169,55.0,169,6,15,22,1,173,66,1.1,13.3
Denico Autry,8982,ED,TEN,12,13,0,31,0,,,1.8,,,0,0,,66.6,0,,33.3,1,0,0.0,0,2,15.4,109,3,2,0,0,0,0,0.0,,0,0,5.5,100.0,4.6,5.5,5.5,0,0,0.0,67.3,0,20,50.0,1,0,108.3,2,11,84.6,238,5,1,2,0,20,9,1.8,10.0
Shaquil Barrett,9000,ED,TB,8,35,0,30,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.9,53,1,0,0,0,0,0,0.0,,0,1,0.8,100.0,18.6,4.8,4.8,0,0,0.0,41.7,0,21,40.0,2,0,97.9,6,29,82.9,156,2,2,6,0,45,40,1.6,7.5
Christian Jones,9020,ED,SEA,2,4,0,29,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,60.5,0,,100.0,1,0,0.0,0,2,50.0,3,0,0,0,0,0,0,0.0,
Adrian Phillips,9177,S,NE,17,469,0,19,2,8.4,69.2,97.2,18.0,12.5,0,1,7.7,66.9,0,25,9.1,1,1,114.9,9,172,36.7,177,6,8,13,1,92,28,0.6,10.2,0,8,6.7,55.6,98.9,24.9,13.8,0,1,5.6,68.0,0,21,4.5,1,1,72.5,10,258,55.0,261,4,13,18,0,104,38,0.4,10.4
