player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Brock Bowers,146715,TE,LV,1,16,0,23,0,,0,,,0,0,,0,0.49,0,0,,41.2,0,0,0.0,0,4,50.0,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,4.5,1,87.5,,0,0,12.5,1,0.42,6,0,56.9,86.0,0,23,8.7,2,23,56.5,7,91.3,21,143.8,8,38.1,1,72,42,6.0,10.3,3.43
Ja'Marr Chase,84270,WR,CIN,1,13,0,7,0,-2.0,0,100.0,,0,0,0.0,0,-0.38,0,0,78.7,62.6,0,5,0.0,0,1,0.0,1,100.0,1,87.5,1,100.0,0,5,7,7.0,5.0,5.0,16.2,0,66.7,33.3,1,3,0.0,0,0.07,2,0,28.7,62.0,0,32,0.0,0,21,42.9,4,100.0,21,141.7,6,28.6,1,64,19,4.8,16.0,3.05
Tee Higgins,61211,WR,CIN,1,13,0,7,0,,0,,,0,0,,0,-0.38,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,19.5,1,100.0,100.0,1,1,0.0,0,1.1,3,0,84.1,94.4,0,42,0.0,0,14,69.2,4,92.9,13,158.3,4,30.8,1,94,16,4.0,23.5,7.23
CeeDee Lamb,61570,WR,DAL,1,12,0,9,0,-1.0,1,100.0,,0,0,0.0,0,0.16,2,0,88.7,93.5,0,11,0.0,0,6,50.0,3,100.0,6,108.3,3,50.0,0,30,33,11.0,10.0,5.0,4.4,0,60.0,50.0,1,2,40.0,2,0.26,1,0,28.1,54.2,0,13,0.0,0,31,42.9,3,90.3,28,76.3,5,17.9,0,29,13,4.3,9.7,1.04
George Pickens,99229,WR,PIT,1,12,0,25,0,-4.0,0,100.0,,0,0,0.0,0,0.17,0,0,78.7,51.2,0,2,0.0,0,6,33.3,1,100.0,6,79.2,1,16.7,0,2,6,6.0,2.0,0.33,6.0,2,100.0,,0,0,0.0,0,-0.75,2,0,81.7,77.7,0,8,0.0,0,10,22.2,2,90.0,9,97.9,2,22.2,0,15,3,1.5,7.5,1.67
Khalil Shakir,84140,WR,BUF,1,11,0,4,0,-3.0,0,100.0,,0,0,0.0,0,-0.33,1,0,88.7,92.8,0,11,0.0,0,7,28.6,3,100.0,7,90.3,3,42.9,0,17,26,8.7,5.7,2.43,1.4,1,85.7,0.0,0,1,0.0,0,0.16,2,0,83.2,81.5,0,22,0.0,0,29,55.6,6,93.1,27,93.5,7,25.9,0,45,52,8.7,7.5,1.67
Jaxon Smith-Njigba,129758,WR,SEA,1,11,0,29,0,1.0,0,100.0,,0,0,0.0,0,0.37,1,0,78.7,90.3,0,17,0.0,0,4,66.7,1,75.0,3,118.8,1,33.3,0,17,16,16.0,17.0,5.67,8.0,1,87.5,,0,0,0.0,0,0.09,3,0,83.2,90.7,1,15,0.0,0,30,55.2,7,96.7,29,57.3,8,27.6,0,58,7,1.0,8.3,2.0
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,0,,0,,,0,0,,0,-0.61,0,0,,53.2,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.5,1,100.0,100.0,1,1,0.0,0,0.95,4,0,83.2,94.7,0,23,0.0,0,13,76.9,4,100.0,13,118.8,4,30.8,0,62,12,3.0,15.5,4.77
Taysom Hill,12112,TE,NO,1,10,0,20,0,-3.0,0,100.0,,0,0,0.0,0,0.2,0,0,78.7,57.2,0,8,0.0,0,4,50.0,1,100.0,4,100.0,1,25.0,0,8,11,11.0,8.0,2.0,3.5,0,100.0,100.0,1,1,0.0,0,0.2,1,0,77.3,91.2,0,6,0.0,0,4,50.0,2,100.0,4,83.3,2,50.0,0,8,1,0.5,4.0,2.0
Cooper Kupp,11824,WR,LA,1,10,0,26,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,11.4,0,55.6,100.0,1,1,0.0,0,0.25,3,0,76.5,69.2,0,69,0.0,0,17,50.0,5,94.1,16,134.7,9,56.3,2,101,62,12.4,20.2,6.31
