player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Ja'Marr Chase,84270,WR,CIN,1,19,0,7,0,-2.0,0,100.0,,0,0,0.0,0,0.43,3,0,90.2,95.2,0,11,0.0,0,7,85.7,4,100.0,7,99.0,4,57.1,0,31,39,9.8,7.8,4.43,4.0,0,83.3,,0,0,0.0,0,0.37,5,0,85.7,93.9,0,19,0.0,0,10,70.0,5,100.0,10,105.6,6,60.0,0,56,43,8.6,11.2,5.6
Cooper Kupp,11824,WR,LA,1,13,0,26,0,1.0,1,100.0,,0,0,0.0,0,-0.08,0,0,78.7,58.3,0,8,0.0,0,8,71.4,1,87.5,7,100.0,1,14.3,0,8,7,7.0,8.0,1.14,10.1,0,60.0,50.0,1,2,0.0,0,0.12,5,0,81.1,81.9,0,39,0.0,0,23,43.5,6,100.0,23,90.4,10,43.5,0,92,37,6.2,15.3,4.0
Adam Thielen,8288,WR,CAR,1,13,0,5,0,,0,,,0,0,,0,-2.95,0,0,,50.6,0,0,50.0,1,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,7.3,1,88.9,,0,0,0.0,0,0.45,6,0,84.5,91.0,0,30,0.0,0,31,50.0,8,90.3,28,143.1,9,32.1,1,85,36,4.5,10.6,3.04
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,3.0,0,100.0,,0,0,0.0,0,0.47,0,0,80.0,74.3,0,3,0.0,0,14,50.0,1,85.7,12,79.2,1,8.3,0,3,0,0.0,3.0,0.25
Marquise Brown,61568,WR,ARZ,1,11,0,1,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,16.5,0,25.0,0.0,0,1,0.0,0,0.17,1,0,31.8,69.5,0,25,0.0,0,7,28.6,1,100.0,7,92.7,4,57.1,1,25,4,4.0,25.0,3.57
Logan Thomas,8755,TE,WAS,1,11,0,32,0,7.0,0,100.0,,0,0,0.0,0,0.82,1,0,78.7,59.2,0,24,0.0,0,2,50.0,1,100.0,2,118.8,1,50.0,0,24,17,17.0,24.0,12.0,4.8,0,83.3,0.0,0,1,0.0,0,0.06,4,1,82.2,58.2,0,24,0.0,0,29,44.8,5,100.0,29,107.6,6,20.7,0,59,34,6.8,11.8,2.03
Puka Nacua,100632,WR,LA,1,11,0,26,0,-2.0,0,100.0,,0,0,0.0,0,-0.08,1,1,84.5,26.1,0,6,0.0,0,8,71.4,2,87.5,7,79.2,2,28.6,0,-3,1,0.5,-1.5,-0.43,5.2,0,60.0,0.0,0,1,40.0,2,-0.16,2,1,40.1,55.3,0,15,0.0,0,21,42.9,3,100.0,21,64.6,5,23.8,0,12,6,2.0,4.0,0.57
DeAndre Hopkins,7808,WR,TEN,1,11,0,31,0,,0,,,0,0,,0,0.28,0,0,,49.4,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.83,0,0,77.3,75.9,0,0,0.0,0,4,0.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Darren Waller,9637,TE,NYG,1,11,0,21,0,,0,,,0,0,,0,-0.71,0,0,,47.0,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,11.3,0,75.0,50.0,1,2,0.0,0,-0.13,1,0,81.7,75.4,0,15,0.0,0,30,35.7,3,93.3,28,96.9,4,14.3,0,31,6,2.0,10.3,1.11
Travis Kelce,7844,TE,KC,1,11,0,16,0,-2.0,0,100.0,,0,0,0.0,0,0.57,0,0,78.7,52.2,0,6,0.0,0,4,75.0,1,100.0,4,91.7,1,25.0,0,6,8,8.0,6.0,1.5,4.7,0,100.0,100.0,2,2,0.0,0,0.47,1,0,81.1,89.8,0,14,0.0,0,12,66.7,6,100.0,12,100.0,6,50.0,0,48,20,3.3,8.0,4.0
