player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Garrett Wilson,97405,WR,NYJ,1,16,0,22,0,-2.0,0,100.0,,0,0,0.0,0,0.48,0,0,84.5,54.0,0,7,0.0,0,8,75.0,2,100.0,8,83.3,2,25.0,0,8,12,6.0,4.0,1.0,1.4,4,85.7,,0,0,0.0,0,-0.04,3,0,82.7,74.2,0,16,0.0,0,20,40.0,6,100.0,20,99.4,7,35.0,0,55,45,7.5,9.2,2.75
Evan Engram,11778,TE,JAX,1,15,0,15,0,,0,,,0,0,,0,-0.48,0,0,,48.7,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.4,0,66.7,50.0,1,2,0.0,0,-0.09,3,0,55.6,66.0,1,14,3.1,1,32,46.7,6,93.8,30,41.7,9,30.0,0,51,23,3.8,8.5,1.7
Amari Cooper,9437,WR,CLV,1,15,0,8,0,,0,,,0,0,,0,-0.93,0,0,,46.6,0,0,0.0,0,7,16.7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,18.0,0,66.7,,0,0,0.0,0,-0.15,2,0,79.4,90.9,0,23,0.0,0,8,28.6,2,87.5,7,104.9,3,42.9,0,34,3,1.5,17.0,4.86
Breece Hall,97636,HB,NYJ,1,15,0,22,0,-4.0,2,100.0,,0,0,0.0,0,0.52,3,0,90.2,94.8,0,15,14.3,1,7,71.4,4,85.7,6,115.6,4,66.7,0,47,63,15.8,11.8,7.83,,0,,,0,0,,0,0.78,0,0,84.5,67.1,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Amon-Ra St. Brown,84470,WR,DET,1,14,0,11,0,-4.5,1,100.0,,0,0,0.0,0,0.04,1,0,84.5,83.6,0,5,0.0,0,5,60.0,2,100.0,5,79.2,2,40.0,0,6,15,7.5,3.0,1.2,0.6,1,100.0,,0,0,0.0,0,0.12,2,0,83.2,86.3,0,15,6.3,1,16,43.8,5,93.8,15,97.5,5,33.3,0,37,34,6.8,7.4,2.47
Tyreek Hill,10799,WR,MIA,1,14,0,17,0,-3.5,1,100.0,,0,0,0.0,0,0.45,1,0,84.5,86.5,0,10,0.0,0,4,75.0,2,100.0,4,83.3,2,50.0,0,8,15,7.5,4.0,2.0,13.0,0,50.0,,0,0,33.3,1,0.49,2,0,55.6,85.6,0,14,0.0,0,10,40.0,2,100.0,10,68.8,4,40.0,0,24,13,6.5,12.0,2.4
Zay Flowers,97268,WR,BLT,1,13,0,3,0,-1.0,2,100.0,,0,0,0.0,0,0.44,2,0,88.7,94.9,0,10,0.0,0,4,75.0,3,100.0,4,102.8,3,75.0,0,26,29,9.7,8.7,6.5,6.2,2,80.0,,0,0,0.0,0,0.85,4,0,29.8,62.0,0,10,0.0,0,12,72.7,4,91.7,11,138.8,5,45.5,1,39,30,7.5,9.8,3.55
Chris Olave,84355,WR,NO,1,13,0,20,0,,0,,,0,0,,0,-0.05,0,0,,47.7,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,6.8,1,33.3,0.0,0,1,50.0,2,-1.01,1,0,29.5,74.3,0,7,0.0,0,14,28.6,2,100.0,14,42.4,6,42.9,0,13,3,1.5,6.5,0.93
Cooper Kupp,11824,WR,LA,1,12,0,26,0,-2.0,0,100.0,,0,0,0.0,0,1.64,1,0,78.7,96.8,0,11,0.0,0,1,100.0,1,100.0,1,112.5,1,100.0,0,11,13,13.0,11.0,11.0,5.3,0,50.0,33.3,1,3,33.3,2,0.69,3,0,28.8,54.2,0,12,0.0,0,26,69.2,4,100.0,26,62.0,8,30.8,0,35,20,5.0,8.8,1.35
Tyler Lockett,9502,WR,SEA,1,11,0,29,0,-1.0,0,100.0,,0,0,0.0,0,-0.25,0,0,78.7,51.6,0,3,0.0,0,6,33.3,1,100.0,6,79.2,1,16.7,0,3,4,4.0,3.0,0.5,2.5,0,100.0,,0,0,0.0,0,0.24,1,0,78.7,71.3,0,7,0.0,0,14,53.8,2,92.9,13,87.5,2,15.4,0,10,5,2.5,5.0,0.77
