player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Sam LaPorta,101690,TE,DET,1,12,0,11,23.0,0,0.0,,0,0,,0,-0.19,0,0,,55.7,0,0,25.0,1,4,25.0,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0,0,5.0,0,88.9,0.0,0,1,0.0,0,0.05,4,0,76.5,84.4,0,16,3.6,1,28,46.4,8,96.4,27,105.6,9,33.3,0,84,50,6.3,10.5,3.11
Travis Kelce,7844,TE,KC,1,11,0,16,5.3,0,100.0,100.0,1,1,0.0,0,0.63,1,0,70.5,79.5,0,19,0.0,0,14,63.6,3,78.6,11,146.5,3,27.3,1,29,13,4.3,9.7,2.64,0,8.0,1,100.0,100.0,2,2,0.0,0,0.26,5,0,75.6,90.0,0,21,0.0,0,24,54.5,7,91.7,22,113.7,7,31.8,0,79,23,3.3,11.3,3.59
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,,0,,,0,0,,0,0.03,0,0,,54.7,0,0,0.0,0,5,40.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,8.5,1,63.6,0.0,0,1,0.0,0,0.11,6,0,75.6,78.9,0,23,0.0,0,29,51.7,7,100.0,29,88.1,11,37.9,0,87,35,5.0,12.4,3.0
Deebo Samuel,48274,WR,SF,1,9,0,28,6.5,1,100.0,,0,0,0.0,0,0.75,1,0,68.3,80.6,0,15,0.0,0,8,62.5,2,100.0,8,116.7,2,25.0,0,24,11,5.5,12.0,3.0,0,3.6,4,100.0,,0,0,0.0,0,0.2,3,0,73.4,82.4,0,26,0.0,0,22,40.9,5,100.0,22,115.8,5,22.7,0,59,41,8.2,11.8,2.68
Rashee Rice,97605,WR,KC,1,9,0,16,1.5,0,100.0,,0,0,0.0,0,0.52,1,1,68.3,47.4,0,9,0.0,0,15,58.3,2,80.0,12,83.3,2,16.7,0,8,5,2.5,4.0,0.67,0,-0.4,2,100.0,,0,0,0.0,0,0.08,2,0,74.6,80.1,0,11,0.0,0,25,52.2,5,92.0,23,93.3,5,21.7,0,32,34,6.8,6.4,1.39
Brandon Aiyuk,84109,WR,SF,1,8,0,28,9.3,0,33.3,0.0,0,1,0.0,0,0.5,1,0,64.7,68.4,0,11,0.0,0,7,57.1,1,100.0,7,45.1,3,42.9,0,11,1,1.0,11.0,1.57,0,29.5,0,25.0,0.0,0,1,0.0,0,0.2,1,0,64.7,71.4,0,51,0.0,0,22,40.9,1,100.0,22,79.2,4,18.2,0,51,0,0.0,51.0,2.32
Zay Flowers,97268,WR,BLT,1,7,0,3,3.0,0,100.0,,0,0,0.0,0,-0.56,0,1,64.7,45.9,0,8,0.0,0,17,25.0,1,94.1,16,100.0,1,6.3,0,8,5,5.0,8.0,0.5,0,15.2,1,66.7,,0,0,0.0,0,0.4,3,0,72.1,90.2,0,54,0.0,0,20,60.0,4,100.0,20,149.3,6,30.0,1,107,33,8.3,26.8,5.35
Jahmyr Gibbs,122474,HB,DET,1,6,0,11,,0,,,0,0,,0,0.93,0,0,,,0,0,100.0,1,1,100.0,0,0.0,0,0.0,0,,0,0,0,,,,0,4.4,0,40.0,,0,0,0.0,0,-0.05,0,0,68.3,57.2,0,4,10.0,2,20,45.0,2,90.0,18,47.9,5,27.8,0,8,11,5.5,4.0,0.44
Justice Hill,45865,HB,BLT,1,6,0,3,5.0,0,100.0,,0,0,0.0,0,-0.64,1,0,64.7,64.6,0,7,30.8,4,13,23.1,1,69.2,9,95.8,1,11.1,0,7,2,2.0,7.0,0.78,0,-0.5,1,75.0,,0,0,0.0,0,0.04,2,0,70.5,75.8,0,11,11.8,2,17,52.9,3,88.2,15,92.7,4,26.7,0,27,27,9.0,9.0,1.8
Odell Beckham Jr.,8647,WR,BLT,1,6,0,3,21.8,0,25.0,0.0,0,1,0.0,0,-0.51,0,0,64.7,54.1,0,8,0.0,0,13,30.8,1,100.0,13,39.6,4,30.8,0,8,0,0.0,8.0,0.62,0,5.5,0,100.0,,0,0,0.0,0,-0.2,1,0,68.3,64.6,0,8,0.0,0,13,53.8,2,100.0,13,95.8,2,15.4,0,14,3,1.5,7.0,1.08
Noah Gray,60878,TE,KC,1,5,0,16,3.0,1,50.0,,0,0,0.0,0,0.2,0,0,64.7,73.1,0,5,14.3,1,7,50.0,1,71.4,5,56.3,2,40.0,0,5,9,9.0,5.0,1.0,0,,0,,,0,0,,0,0.17,0,0,,51.0,0,0,0.0,0,9,66.7,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Christian McCaffrey,11763,HB,SF,1,5,0,28,,0,,,0,0,,0,0.82,0,0,,55.4,0,0,22.2,2,9,66.7,0,77.8,7,0.0,0,0.0,0,0,0,,,0.0,0,2.0,3,100.0,,0,0,0.0,0,0.2,1,0,72.1,70.3,0,28,13.6,3,22,40.9,4,86.4,19,110.4,4,21.1,0,42,34,8.5,10.5,2.21
Josh Reynolds,11872,WR,DET,1,4,0,11,12.0,0,0.0,,0,0,100.0,1,0.03,0,0,27.9,40.7,0,0,0.0,0,5,40.0,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,22.7,0,33.3,,0,0,50.0,1,0.01,1,0,28.8,52.9,0,25,0.0,0,28,46.4,1,100.0,28,64.6,3,10.7,0,25,4,4.0,25.0,0.89
Isiah Pacheco,83747,HB,KC,1,4,0,16,,0,,,0,0,,0,0.59,0,0,,53.3,0,0,35.7,5,14,66.7,0,57.1,8,0.0,0,0.0,0,0,0,,,0.0,0,-0.3,0,100.0,,0,0,0.0,0,0.0,1,0,70.5,70.9,0,10,6.3,1,16,53.3,3,87.5,14,81.9,3,21.4,0,11,12,4.0,3.7,0.79
Nelson Agholor,9453,WR,BLT,1,3,0,3,17.7,0,33.3,0.0,0,1,50.0,1,-0.51,1,0,28.8,60.8,0,39,0.0,0,13,25.0,1,92.3,12,81.9,3,25.0,0,39,20,20.0,39.0,3.25,0,,0,,,0,0,,0,-0.05,0,0,,51.6,0,0,0.0,0,16,50.0,0,100.0,16,0.0,0,0.0,0,0,0,,,0.0
Jameson Williams,101701,WR,DET,1,3,0,11,29.5,0,50.0,50.0,1,2,0.0,0,0.17,1,0,64.7,71.4,0,22,0.0,0,4,50.0,1,100.0,4,89.6,2,50.0,0,22,0,0.0,22.0,5.5,0,,0,,,0,0,,0,0.07,0,0,,51.9,0,0,0.0,0,25,52.0,0,100.0,25,0.0,0,0.0,0,0,0,,,0.0
Isaiah Likely,83955,TE,BLT,1,3,0,3,,0,,,0,0,,0,-0.41,0,0,,50.5,0,0,0.0,0,10,20.0,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,0,12.0,1,66.7,,0,0,0.0,0,0.15,1,0,68.3,59.5,1,10,0.0,0,21,57.1,2,100.0,21,40.3,3,14.3,0,16,11,5.5,8.0,0.76
Rashod Bateman,84296,WR,BLT,1,3,0,3,31.0,0,0.0,,0,0,,0,-0.78,0,0,,54.3,0,0,0.0,0,7,16.7,0,85.7,6,39.6,1,16.7,0,0,0,,,0.0,0,17.0,0,0.0,,0,0,,0,-0.05,0,0,,52.4,0,0,0.0,0,20,50.0,0,100.0,20,39.6,1,5.0,0,0,0,,,0.0
George Kittle,11901,TE,SF,1,2,0,28,16.0,0,100.0,,0,0,0.0,0,0.82,1,0,64.7,85.3,0,28,22.2,2,9,66.7,1,77.8,7,118.8,1,14.3,0,28,12,12.0,28.0,4.0,0,-4.0,0,100.0,,0,0,0.0,0,0.2,0,0,64.7,50.8,0,-1,9.1,2,22,40.9,1,90.9,20,79.2,1,5.0,0,-1,3,3.0,-1.0,-0.05
Jauan Jennings,48027,WR,SF,1,2,0,28,7.0,0,100.0,100.0,1,1,0.0,0,1.14,1,0,64.7,81.0,0,8,0.0,0,5,80.0,1,100.0,5,100.0,1,20.0,0,8,1,1.0,8.0,1.6,0,18.0,0,0.0,,0,0,,0,0.16,0,0,,55.4,0,0,0.0,0,8,25.0,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0
Clyde Edwards-Helaire,57279,HB,KC,1,2,0,16,,0,,,0,0,,0,-0.58,0,0,,58.4,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.5,1,100.0,,0,0,0.0,0,0.55,0,0,68.3,60.0,0,2,36.4,4,11,60.0,2,54.5,6,79.2,2,33.3,0,3,10,5.0,1.5,0.5
Mark Andrews,47436,TE,BLT,1,2,0,3,6.0,0,100.0,,0,0,0.0,0,0.03,0,0,28.8,43.3,0,6,0.0,0,7,33.3,1,85.7,6,91.7,1,16.7,0,6,0,0.0,6.0,1.0,0,,0,,,0,0,,0,1.5,0,0,,55.8,0,0,0.0,0,4,100.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
