player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,1,14,0,18,19.3,0,75.0,50.0,1,2,0.0,0,0.8,2,0,70.5,90.6,0,38,0.0,0,9,62.5,3,88.9,8,156.3,4,50.0,1,59,6,2.0,19.7,7.38,0,8.9,3,100.0,,0,0,0.0,0,0.08,4,0,76.5,78.2,0,29,0.0,0,29,50.0,8,96.6,28,118.8,8,28.6,0,107,36,4.5,13.4,3.82
Tyreek Hill,10799,WR,MIA,1,13,0,17,8.0,0,0.0,,0,0,,0,0.02,0,0,28.0,41.6,0,0,0.0,0,5,50.0,0,80.0,4,39.6,1,25.0,0,0,0,,,0.0,0,15.9,1,50.0,0.0,0,3,0.0,0,0.03,3,0,73.4,73.4,1,19,0.0,0,19,42.1,5,100.0,19,58.8,10,52.6,1,51,1,0.2,10.2,2.68
CeeDee Lamb,61570,WR,DAL,1,13,0,9,0.0,0,100.0,,0,0,0.0,0,0.24,2,0,72.1,70.6,0,10,0.0,0,13,61.5,4,100.0,13,120.8,4,30.8,1,14,14,3.5,3.5,1.08,0,6.4,1,100.0,,0,0,0.0,0,0.71,4,0,76.5,82.9,0,15,0.0,0,21,76.2,8,100.0,21,107.3,8,38.1,0,78,27,3.4,9.8,3.71
Evan Engram,11778,TE,JAX,1,13,0,15,4.7,0,33.3,100.0,1,1,50.0,1,-0.78,0,0,28.8,41.3,1,4,11.1,1,9,42.9,1,66.7,6,2.8,3,50.0,0,4,0,0.0,4.0,0.67,0,6.6,0,88.9,,0,0,11.1,1,0.18,4,0,54.9,69.8,0,17,0.0,0,31,46.7,8,96.8,30,135.6,9,30.0,1,69,18,2.3,8.6,2.3
Quez Watkins,61664,WR,PHI,1,11,0,24,10.2,0,50.0,50.0,1,2,0.0,0,-0.75,2,0,70.5,65.2,1,11,0.0,0,26,46.2,3,100.0,26,24.3,6,23.1,0,29,5,1.7,9.7,1.12,0,10.8,0,100.0,100.0,2,2,0.0,0,-0.04,2,0,72.1,85.4,0,19,0.0,0,15,33.3,4,100.0,15,158.3,4,26.7,1,56,15,3.8,14.0,3.73
Calvin Ridley,48262,WR,JAX,1,10,0,15,,0,,,0,0,,0,-0.88,0,0,,53.5,0,0,0.0,0,8,50.0,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,19.4,0,57.1,0.0,0,1,0.0,0,0.16,2,0,72.1,67.1,0,59,0.0,0,28,48.1,4,96.4,27,136.9,7,25.9,1,80,17,4.3,20.0,2.96
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,-4.0,1,100.0,,0,0,0.0,0,-0.54,0,0,64.7,56.7,0,4,0.0,0,4,25.0,1,100.0,4,83.3,1,25.0,0,4,8,8.0,4.0,1.0,0,15.4,1,66.7,,0,0,0.0,0,0.8,5,0,74.6,92.5,0,70,5.0,1,20,52.6,6,90.0,18,146.8,9,50.0,1,140,74,12.3,23.3,7.78
Mecole Hardman Jr.,42683,WR,KC,1,10,0,16,7.0,2,100.0,100.0,1,1,0.0,0,0.35,4,0,73.4,91.5,0,37,0.0,0,13,53.8,5,100.0,13,118.8,5,38.5,0,73,38,7.6,14.6,5.62,0,5.8,0,25.0,,0,0,66.7,2,-0.5,0,0,26.4,29.1,1,4,0.0,0,17,17.6,1,100.0,17,0.0,4,23.5,0,4,9,9.0,4.0,0.24
Joshua Palmer,62979,WR,LAC,1,10,0,27,8.0,0,50.0,,0,0,0.0,0,0.12,0,0,64.7,62.6,0,3,0.0,0,13,58.3,1,92.3,12,56.3,2,16.7,0,3,8,8.0,3.0,0.25,0,5.2,0,80.0,,0,0,20.0,1,0.16,3,0,41.6,63.0,0,12,0.0,0,16,66.7,4,93.8,15,94.2,5,33.3,0,33,12,3.0,8.3,2.2
DeAndre Hopkins,7808,WR,TEN,1,10,0,31,,0,,,0,0,,0,0.4,0,0,,58.8,0,0,0.0,0,2,50.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.4,2,66.7,0.0,0,1,0.0,0,-0.2,1,0,74.6,71.6,1,16,0.0,0,24,43.5,6,95.8,23,36.6,9,39.1,0,40,22,3.7,6.7,1.74
