player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keenan Allen,7857,WR,LAC,1,16,0,27,0,-5.5,0,100.0,,0,0,0.0,0,-0.3,0,0,84.5,55.2,0,3,0.0,0,6,16.7,2,100.0,6,79.2,2,33.3,0,1,12,6.0,0.5,0.17,3.9,0,85.7,,0,0,14.3,1,-0.26,1,1,74.9,66.2,0,9,0.0,0,21,33.3,6,100.0,21,81.0,7,33.3,0,24,16,2.7,4.0,1.14
DJ Moore,48267,WR,CHI,1,13,0,6,0,-2.5,1,100.0,,0,0,0.0,0,-0.32,2,0,90.9,83.9,0,22,0.0,0,13,30.8,6,100.0,13,96.5,6,46.2,0,43,58,9.7,7.2,3.31,0.3,1,100.0,,0,0,0.0,0,-0.16,3,0,84.5,88.8,0,22,0.0,0,13,38.5,6,100.0,13,102.1,6,46.2,0,51,49,8.2,8.5,3.92
Michael Pittman Jr.,29049,WR,IND,1,13,0,14,0,,0,,,0,0,,0,1.19,0,0,,50.6,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.0,0,50.0,,0,0,50.0,1,-0.08,0,0,60.2,75.1,0,9,0.0,0,18,44.4,1,100.0,18,62.5,2,11.1,0,9,5,5.0,9.0,0.5
Josh Downs,122832,WR,IND,1,12,0,14,0,-2.0,0,100.0,,0,0,0.0,0,1.19,1,0,78.7,96.6,0,8,0.0,0,1,100.0,1,100.0,1,100.0,1,100.0,0,8,10,10.0,8.0,8.0,2.1,1,57.1,,0,0,0.0,0,-0.02,2,0,39.1,61.2,1,13,0.0,0,25,48.0,4,100.0,25,31.5,7,28.0,0,36,30,7.5,9.0,1.44
Curtis Samuel,11795,WR,WAS,1,12,0,32,0,-4.0,0,100.0,,0,0,0.0,0,-0.22,1,0,84.5,96.4,0,11,0.0,0,4,50.0,2,100.0,4,106.3,2,50.0,0,19,27,13.5,9.5,4.75,7.6,0,62.5,50.0,1,2,0.0,0,-0.74,3,0,81.7,91.0,0,11,0.0,0,25,40.0,5,100.0,25,75.0,8,32.0,0,40,34,6.8,8.0,1.6
Marquise Brown,61568,WR,ARZ,1,12,0,1,0,,0,,,0,0,,0,-0.48,0,0,,51.2,0,0,0.0,0,2,0.0,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,3.5,0,0.0,0.0,0,1,,0,-0.49,0,0,78.0,73.5,0,0,0.0,0,8,25.0,0,100.0,8,39.6,2,25.0,0,0,0,,,0.0
Tyreek Hill,10799,WR,MIA,1,12,0,17,0,-4.5,1,100.0,,0,0,0.0,0,0.51,2,0,90.2,91.6,0,17,0.0,0,7,66.7,4,85.7,6,103.1,4,66.7,0,35,53,13.3,8.8,5.83,3.4,1,85.7,,0,0,14.3,1,0.28,3,0,42.3,78.8,0,35,0.0,0,17,50.0,6,94.1,16,104.2,7,43.8,0,63,44,7.3,10.5,3.94
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,0,-4.0,0,100.0,,0,0,0.0,0,-0.19,0,0,78.7,51.9,0,-2,0.0,0,4,25.0,1,100.0,4,79.2,1,25.0,0,-2,2,2.0,-2.0,-0.5,8.3,0,87.5,100.0,1,1,0.0,0,-0.2,3,0,80.0,60.7,0,28,0.0,0,34,50.0,7,94.1,32,96.4,8,25.0,0,57,13,1.9,8.1,1.78
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,-2.0,2,100.0,,0,0,0.0,0,1.08,1,0,78.7,92.3,0,14,0.0,0,3,100.0,1,100.0,3,118.8,1,33.3,0,14,16,16.0,14.0,4.67,9.0,0,75.0,50.0,1,2,0.0,0,-0.04,2,0,81.1,82.4,1,22,0.0,0,17,56.3,3,94.1,16,109.4,4,25.0,1,43,10,3.3,14.3,2.69
Terry McLaurin,48229,WR,WAS,1,11,0,32,0,,0,,,0,0,,0,-0.22,0,0,,50.1,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,12.0,0,0.0,,0,0,,0,-0.78,0,0,35.3,65.6,0,0,0.0,0,7,50.0,0,85.7,6,39.6,1,16.7,0,0,0,,,0.0
