player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Deebo Samuel,48274,WR,SF,1,11,0,28,17.7,0,0.0,0.0,0,4,,0,0.27,0,0,,52.7,0,0,5.0,1,20,42.1,0,90.0,18,39.6,6,33.3,0,0,0,,,0.0,0,6.4,2,60.0,100.0,1,1,25.0,1,0.2,1,0,36.8,72.0,0,12,0.0,0,14,42.9,3,100.0,14,79.6,5,35.7,0,33,24,8.0,11.0,2.36
Travis Kelce,7844,TE,KC,1,11,0,16,9.3,0,75.0,,0,0,0.0,0,0.18,2,0,70.5,81.0,1,22,0.0,0,12,75.0,3,100.0,12,69.8,4,33.3,0,43,24,8.0,14.3,3.58,0,3.8,0,100.0,,0,0,0.0,0,0.29,2,0,73.4,69.6,0,13,3.2,1,31,51.6,5,96.8,30,102.5,5,16.7,0,43,24,4.8,8.6,1.43
Rashee Rice,97605,WR,KC,1,8,0,16,2.0,0,100.0,,0,0,0.0,0,0.03,1,0,64.7,64.4,0,13,0.0,0,13,61.5,1,100.0,13,118.8,1,7.7,0,13,11,11.0,13.0,1.0,0,1.4,0,80.0,,0,0,0.0,0,0.16,2,0,72.1,62.5,0,11,0.0,0,31,54.8,4,100.0,31,88.3,5,16.1,0,26,21,5.3,6.5,0.84
Christian McCaffrey,11763,HB,SF,1,8,0,28,-1.8,1,100.0,,0,0,0.0,0,0.26,2,0,72.1,68.9,0,24,16.7,4,24,39.1,4,79.2,19,158.3,4,21.1,1,59,66,16.5,14.8,3.11,0,0.5,0,100.0,,0,0,0.0,0,0.17,1,0,72.1,65.1,0,11,0.0,0,17,47.1,4,100.0,17,88.5,4,23.5,0,21,19,4.8,5.3,1.24
Isiah Pacheco,83747,HB,KC,1,6,0,16,-4.0,0,100.0,,0,0,0.0,0,0.03,0,0,64.7,57.4,0,5,0.0,0,9,66.7,1,100.0,9,87.5,1,11.1,0,5,9,9.0,5.0,0.56,0,-2.0,0,100.0,,0,0,0.0,0,0.25,0,0,73.4,67.0,0,8,11.5,3,26,53.8,5,88.5,23,90.0,5,21.7,0,28,38,7.6,5.6,1.22
Justin Watson,66915,WR,KC,1,5,0,16,14.3,0,33.3,,0,0,50.0,1,-0.03,1,0,28.9,55.4,0,21,0.0,0,11,54.5,1,100.0,11,59.0,3,27.3,0,21,9,9.0,21.0,1.91,0,13.0,0,100.0,,0,0,0.0,0,0.68,1,0,68.3,62.3,0,25,0.0,0,15,80.0,2,100.0,15,118.8,2,13.3,0,33,7,3.5,16.5,2.2
Brandon Aiyuk,84109,WR,SF,1,5,0,28,11.0,0,100.0,,0,0,0.0,0,0.12,2,0,68.3,67.0,0,20,0.0,0,23,36.4,2,95.7,22,118.8,2,9.1,0,31,9,4.5,15.5,1.41,0,21.3,0,33.3,0.0,0,1,0.0,0,0.17,1,0,64.7,61.3,0,18,0.0,0,17,47.1,1,100.0,17,54.9,3,17.6,0,18,6,6.0,18.0,1.06
Jauan Jennings,48027,WR,SF,1,4,0,28,5.0,1,100.0,100.0,1,1,0.0,0,0.49,2,0,68.3,81.2,0,17,0.0,0,18,47.1,2,88.9,16,158.3,2,12.5,1,27,17,8.5,13.5,1.69,0,4.5,0,100.0,,0,0,0.0,0,0.13,1,0,68.3,68.0,0,23,0.0,0,8,50.0,2,100.0,8,97.9,2,25.0,0,15,6,3.0,7.5,1.88
Marquez Valdes-Scantling,47809,WR,KC,1,4,0,16,3.0,0,100.0,,0,0,0.0,0,0.11,0,0,64.7,54.9,0,7,0.0,0,14,64.3,1,100.0,14,95.8,1,7.1,0,7,4,4.0,7.0,0.5,0,20.0,1,66.7,,0,0,0.0,0,0.2,1,0,68.3,54.3,0,16,0.0,0,28,50.0,2,100.0,28,115.3,3,10.7,1,13,-8,-4.0,6.5,0.46
Mecole Hardman Jr.,42683,WR,KC,1,3,0,16,,0,,,0,0,,0,0.05,0,0,,60.0,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,26.0,0,100.0,,0,0,0.0,0,0.09,1,0,68.3,73.0,0,52,0.0,0,12,33.3,2,100.0,12,118.8,2,16.7,0,54,2,1.0,27.0,4.5
George Kittle,11901,TE,SF,1,3,0,28,9.0,0,66.7,,0,0,0.0,0,0.29,1,0,68.3,64.8,0,4,9.5,2,21,38.1,2,90.5,19,70.1,3,15.8,0,4,2,1.0,2.0,0.21,0,,0,,,0,0,,0,0.22,0,0,,47.2,0,0,6.3,1,16,50.0,0,93.8,15,0.0,0,0.0,0,0,0,,,0.0
Kyle Juszczyk,7912,FB,SF,1,2,0,28,2.0,1,100.0,,0,0,0.0,0,0.27,1,0,64.7,69.5,0,18,0.0,0,9,33.3,1,100.0,9,118.8,1,11.1,0,18,16,16.0,18.0,2.0,0,10.0,0,100.0,,0,0,0.0,0,0.16,1,0,64.7,67.7,0,13,10.0,1,10,50.0,1,90.0,9,118.8,1,11.1,0,13,3,3.0,13.0,1.44
Jerick McKinnon,8731,HB,KC,1,2,0,16,,0,,,0,0,,0,0.25,0,0,,56.7,0,0,20.0,1,5,60.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,-0.03,1,0,68.3,72.7,0,8,0.0,0,8,37.5,2,100.0,8,97.9,2,25.0,0,15,15,7.5,7.5,1.88
