player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Justin Jefferson,61398,WR,MIN,1,14,0,18,0,-3.0,0,100.0,,0,0,0.0,0,-0.31,0,0,84.5,59.3,0,4,0.0,0,5,20.0,2,100.0,5,79.2,2,40.0,0,6,12,6.0,3.0,1.2,14.7,0,100.0,,0,0,0.0,0,0.68,2,0,82.2,86.4,0,29,0.0,0,11,70.0,3,90.9,10,118.8,3,30.0,0,57,13,4.3,19.0,5.7
Tyreek Hill,10799,WR,MIA,1,13,0,17,0,0.0,0,100.0,,0,0,0.0,0,-0.17,0,0,78.7,57.3,0,8,0.0,0,3,66.7,1,100.0,3,100.0,1,33.3,0,8,8,8.0,8.0,2.67,17.7,1,50.0,0.0,0,2,0.0,0,-0.19,1,0,48.3,70.0,1,23,0.0,0,9,25.0,3,88.9,8,29.9,6,75.0,0,37,4,1.3,12.3,4.63
CeeDee Lamb,61570,WR,DAL,1,13,0,9,0,-2.0,0,100.0,,0,0,0.0,0,-0.18,0,0,78.7,60.6,0,1,0.0,0,2,50.0,1,100.0,2,79.2,1,50.0,0,1,3,3.0,1.0,0.5,4.2,1,100.0,,0,0,0.0,0,0.4,3,0,81.7,80.1,0,15,0.0,0,17,82.4,6,100.0,17,131.9,6,35.3,1,37,12,2.0,6.2,2.18
Evan Engram,11778,TE,JAX,1,13,0,15,0,-4.0,0,100.0,,0,0,0.0,0,0.48,1,0,78.7,94.4,0,6,0.0,0,3,66.7,1,100.0,3,91.7,1,33.3,0,6,10,10.0,6.0,2.0,7.1,0,77.8,,0,0,12.5,1,0.21,4,0,40.1,65.7,0,17,3.6,1,28,55.6,7,92.9,26,135.2,9,34.6,1,68,18,2.6,9.7,2.62
Quez Watkins,61664,WR,PHI,1,11,0,24,0,-4.0,0,0.0,0.0,0,1,,0,-2.36,0,0,,49.4,1,0,0.0,0,2,50.0,0,100.0,2,0.0,1,50.0,0,0,0,,,0.0,9.4,0,100.0,100.0,1,1,0.0,0,-0.13,4,0,80.0,84.3,0,19,0.0,0,15,66.7,5,100.0,15,158.3,5,33.3,1,65,20,4.0,13.0,4.33
Calvin Ridley,48262,WR,JAX,1,10,0,15,0,-2.0,0,100.0,,0,0,0.0,0,0.23,0,0,78.7,54.7,0,1,0.0,0,4,50.0,1,100.0,4,79.2,1,25.0,0,1,3,3.0,1.0,0.25,17.0,0,66.7,,0,0,0.0,0,-0.06,1,0,80.0,80.8,0,11,0.0,0,9,62.5,2,88.9,8,81.3,3,37.5,0,17,7,3.5,8.5,2.13
Amon-Ra St. Brown,84470,WR,DET,1,10,0,11,0,-3.5,1,100.0,,0,0,0.0,0,0.44,1,0,84.5,92.7,0,13,0.0,0,2,50.0,2,100.0,2,102.1,2,100.0,0,17,24,12.0,8.5,8.5,3.8,1,80.0,,0,0,0.0,0,0.0,2,0,78.7,89.3,0,14,5.6,1,18,41.2,4,88.9,16,89.2,5,31.3,0,27,14,3.5,6.8,1.69
Mecole Hardman Jr.,42683,WR,KC,1,10,0,16,0,-3.3,0,50.0,,0,0,50.0,2,-0.31,1,0,22.9,29.0,0,6,0.0,0,8,12.5,2,100.0,8,56.3,4,50.0,0,10,17,8.5,5.0,1.25,8.0,1,60.0,100.0,1,1,25.0,1,-0.11,3,0,31.8,69.0,1,14,0.0,0,24,33.3,3,100.0,24,37.5,5,20.8,0,30,21,7.0,10.0,1.25
Joshua Palmer,62979,WR,LAC,1,10,0,27,0,-4.5,0,100.0,,0,0,0.0,0,-0.11,1,0,84.5,85.3,0,6,0.0,0,5,40.0,2,100.0,5,85.4,2,40.0,0,9,18,9.0,4.5,1.8,10.3,0,62.5,0.0,0,2,16.7,1,0.15,4,0,27.4,59.5,0,12,0.0,0,29,59.3,5,93.1,27,72.9,8,29.6,0,36,26,5.2,7.2,1.33
DeAndre Hopkins,7808,WR,TEN,1,10,0,31,0,-2.3,2,100.0,,0,0,0.0,0,0.37,0,0,88.7,58.4,0,4,0.0,0,7,42.9,3,100.0,7,83.3,3,42.9,0,12,19,6.3,4.0,1.71,,0,,,0,0,,0,0.0,0,0,73.4,62.7,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Justice Hill,45865,HB,BLT,1,9,0,3,0,-3.0,0,100.0,,0,0,0.0,0,-0.8,0,0,78.7,79.2,0,4,0.0,0,1,0.0,1,100.0,1,83.3,1,100.0,0,4,7,7.0,4.0,4.0,,0,,,0,0,,0,0.0,0,0,49.7,58.3,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Zay Jones,11792,WR,JAX,1,9,0,15,0,,0,,,0,0,,0,0.23,0,0,,48.2,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,11.0,0,50.0,0.0,0,1,0.0,0,-0.77,0,0,80.6,52.8,0,6,0.0,0,12,18.2,1,91.7,11,56.3,2,18.2,0,6,1,1.0,6.0,0.55
