player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
CeeDee Lamb,61570,WR,DAL,1,18,0,9,0,,0,,,0,0,,0,-0.38,0,0,,51.0,0,0,0.0,0,3,0.0,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,13.3,0,53.3,0.0,0,3,0.0,0,0.0,7,0,69.0,74.7,1,47,0.0,0,50,58.7,8,92.0,46,47.1,15,32.6,0,102,30,3.8,12.8,2.22
Jake Ferguson,61081,TE,DAL,1,12,0,9,0,-3.0,0,0.0,,0,0,,0,-0.53,0,0,,42.0,0,0,0.0,0,2,0.0,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,8.8,0,83.3,100.0,3,3,0.0,0,0.4,3,0,84.5,88.5,0,14,6.3,2,32,60.0,5,87.5,28,133.3,6,21.4,2,39,9,1.8,7.8,1.39
DeVonta Smith,61100,WR,PHI,1,12,0,24,0,,0,,,0,0,,0,-0.14,0,0,,48.2,0,0,0.0,0,4,0.0,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,9.3,0,75.0,0.0,0,1,0.0,0,-0.37,2,0,79.4,81.1,0,31,0.0,0,16,28.6,3,87.5,14,112.5,4,28.6,0,46,31,10.3,15.3,3.29
David Njoku,11784,TE,CLV,1,11,0,8,0,,0,,,0,0,,0,0.85,0,0,,49.5,0,0,33.3,1,3,50.0,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,12.3,1,75.0,,0,0,0.0,0,-0.23,2,0,45.7,75.5,0,10,0.0,0,14,42.9,3,100.0,14,83.3,4,28.6,0,18,7,2.3,6.0,1.29
Cade Otton,61071,TE,TB,1,11,0,30,0,,0,,,0,0,,0,0.42,0,0,,40.1,0,0,20.0,1,5,60.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,4.5,0,100.0,100.0,1,1,0.0,0,0.2,1,0,58.5,81.6,0,24,0.0,0,7,42.9,2,100.0,7,118.8,2,28.6,0,29,20,10.0,14.5,4.14
Rashee Rice,97605,WR,KC,1,10,0,16,0,,0,,,0,0,,0,0.02,0,0,78.7,83.4,0,0,0.0,0,5,50.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,7.0,2,100.0,,0,0,0.0,0,0.26,3,0,81.1,90.0,0,39,0.0,0,19,44.4,4,94.7,18,118.8,4,22.2,0,77,49,12.3,19.3,4.28
Puka Nacua,100632,WR,LA,1,10,0,26,0,-3.0,2,100.0,,0,0,0.0,0,1.23,2,0,84.5,95.3,0,21,0.0,0,4,75.0,2,100.0,4,118.8,2,50.0,0,30,36,18.0,15.0,7.5,8.0,1,100.0,100.0,2,2,0.0,0,0.78,2,0,82.2,96.6,0,35,0.0,0,8,85.7,4,87.5,7,118.8,4,57.1,0,70,38,9.5,17.5,10.0
George Pickens,99229,WR,PIT,1,10,0,25,0,,0,,,0,0,,0,1.74,0,0,,54.0,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,14.0,0,0.0,,0,0,,0,-1.85,0,0,76.5,56.9,0,0,0.0,0,4,33.3,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0
Travis Kelce,7844,TE,KC,1,10,0,16,0,-2.5,0,100.0,,0,0,0.0,0,0.02,0,0,84.5,84.2,0,8,0.0,0,5,50.0,2,80.0,4,95.8,2,50.0,0,14,19,9.5,7.0,3.5,6.4,1,60.0,,0,0,40.0,2,-0.28,2,0,28.6,64.1,0,13,0.0,0,21,27.8,3,85.7,18,78.8,5,27.8,0,32,11,3.7,10.7,1.78
Tony Pollard,27126,HB,DAL,1,10,0,9,0,-4.0,0,100.0,,0,0,0.0,0,-0.25,0,0,78.7,74.2,0,0,0.0,0,2,0.0,1,100.0,2,79.2,1,50.0,0,0,4,4.0,0.0,0.0,,0,,,0,0,,0,0.57,0,0,78.7,59.0,0,0,0.0,0,5,60.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
