player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Davante Adams,8688,WR,LV,1,20,0,23,0,,0,,,0,0,,0,1.03,0,0,,51.2,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,0.56,1,0,83.6,90.2,0,6,0.0,0,4,100.0,1,75.0,3,91.7,1,33.3,0,6,2,2.0,6.0,2.0
Keenan Allen,7857,WR,LAC,1,20,0,27,0,-1.8,0,100.0,,0,0,0.0,0,-0.22,0,0,90.6,73.7,0,9,0.0,0,10,40.0,5,100.0,10,87.5,5,50.0,0,25,34,6.8,5.0,2.5,4.1,1,84.6,0.0,0,1,0.0,0,0.28,6,1,85.7,77.4,0,25,0.0,0,35,57.1,11,97.1,34,100.6,13,38.2,0,106,60,5.5,9.6,3.12
Ja'Marr Chase,84270,WR,CIN,1,15,0,7,0,-1.0,1,100.0,,0,0,0.0,0,-0.42,0,0,78.7,59.9,0,2,0.0,0,2,0.0,1,100.0,2,79.2,1,50.0,0,2,3,3.0,2.0,1.0,3.5,1,100.0,,0,0,0.0,0,-0.14,3,0,51.2,72.5,0,16,0.0,0,15,33.3,6,100.0,15,100.0,6,40.0,0,48,27,4.5,8.0,3.2
Adam Thielen,8288,WR,CAR,1,14,0,5,0,-2.0,0,100.0,,0,0,0.0,0,-0.3,0,0,78.7,51.7,0,6,0.0,0,6,16.7,1,100.0,6,91.7,1,16.7,0,6,8,8.0,6.0,1.0,11.3,0,75.0,50.0,1,2,0.0,0,0.16,7,0,84.5,85.2,0,25,0.0,0,47,40.9,9,93.6,44,135.8,12,27.3,1,125,34,3.8,13.9,2.84
A.J. Brown,48327,WR,PHI,1,13,0,24,0,,0,,,0,0,,0,0.17,0,0,,47.4,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.0,0,66.7,,0,0,33.3,1,0.12,1,0,69.6,91.7,0,28,0.0,0,10,30.0,2,100.0,10,102.1,3,30.0,0,32,25,12.5,16.0,3.2
Justin Jefferson,61398,WR,MIN,1,12,0,18,0,-3.5,1,100.0,,0,0,0.0,0,1.12,1,0,84.5,91.0,0,8,0.0,0,3,66.7,2,100.0,3,89.6,2,66.7,0,11,18,9.0,5.5,3.67,15.4,2,57.1,,0,0,0.0,0,0.23,3,0,78.0,87.2,0,52,0.0,0,25,45.8,4,96.0,24,141.4,7,29.2,1,97,62,15.5,24.3,4.04
Amon-Ra St. Brown,84470,WR,DET,1,12,0,11,0,-1.0,0,100.0,,0,0,0.0,0,-0.82,0,0,78.7,58.7,0,0,0.0,0,2,0.0,1,100.0,2,79.2,1,50.0,0,0,1,1.0,0.0,0.0,6.2,0,66.7,,0,0,20.0,1,0.32,2,0,41.1,72.0,0,19,0.0,0,19,38.9,4,94.7,18,87.5,6,33.3,0,43,18,4.5,10.8,2.39
Jakobi Meyers,47468,WR,LV,1,12,0,23,0,-1.0,0,100.0,,0,0,0.0,0,1.03,0,0,78.7,93.9,0,8,0.0,0,2,100.0,1,100.0,2,100.0,1,50.0,0,8,9,9.0,8.0,4.0,31.0,0,0.0,,0,0,,0,0.13,0,0,77.3,71.7,0,0,0.0,0,10,70.0,0,100.0,10,39.6,1,10.0,0,0,0,,,0.0
Tyreek Hill,10799,WR,MIA,1,11,0,17,0,,0,,,0,0,,0,2.53,0,0,,49.1,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.7,1,66.7,,0,0,0.0,0,0.26,1,0,81.1,94.0,0,15,0.0,0,5,50.0,2,80.0,4,88.2,3,75.0,0,22,1,0.5,11.0,5.5
T.J. Hockenson,40912,TE,MIN,1,11,0,18,0,,0,,,0,0,,0,1.12,0,0,,48.4,0,0,0.0,0,3,66.7,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,5.7,0,83.3,0.0,0,1,16.7,1,0.21,2,1,48.3,50.7,1,9,0.0,0,17,50.0,5,94.1,16,54.9,6,37.5,0,40,12,2.4,8.0,2.5
Deebo Samuel,48274,WR,SF,1,11,0,28,0,-3.0,0,100.0,,0,0,0.0,0,0.76,1,0,84.5,86.5,0,30,16.7,1,6,50.0,2,83.3,5,118.8,2,40.0,0,29,35,17.5,14.5,5.8,-4.0,0,100.0,,0,0,0.0,0,1.04,1,0,76.5,87.5,0,30,0.0,0,7,66.7,1,85.7,6,118.8,1,16.7,0,30,34,34.0,30.0,5.0
Chris Olave,84355,WR,NO,1,11,0,20,0,,0,,,0,0,,0,-1.02,0,0,,49.3,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0.29,1,0,81.1,92.1,0,12,0.0,0,14,57.1,2,100.0,14,108.3,2,14.3,0,20,14,7.0,10.0,1.43
Romeo Doubs,84329,WR,GB,1,11,0,12,0,,0,,,0,0,,0,0.82,0,0,,48.8,0,0,0.0,0,4,66.7,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,16.0,0,50.0,0.0,0,1,0.0,0,-0.35,1,0,78.0,78.8,0,30,0.0,0,8,50.0,1,100.0,8,95.8,2,25.0,0,30,0,0.0,30.0,3.75
Michael Pittman Jr.,29049,WR,IND,1,11,0,14,0,-1.5,0,100.0,,0,0,0.0,0,-0.26,1,0,90.2,75.9,0,8,0.0,0,8,37.5,4,100.0,8,81.3,4,50.0,0,14,20,5.0,3.5,1.75,1.0,0,100.0,,0,0,0.0,0,0.16,0,0,81.7,66.9,0,7,0.0,0,13,53.8,2,100.0,13,81.3,2,15.4,0,7,5,2.5,3.5,0.54
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,-4.0,1,100.0,,0,0,0.0,0,-0.46,0,0,78.7,57.0,0,-4,0.0,0,3,33.3,1,100.0,3,79.2,1,33.3,0,-4,0,0.0,-4.0,-1.33,8.0,0,66.7,,0,0,0.0,0,-0.58,1,0,80.6,88.1,0,4,0.0,0,10,20.0,2,100.0,10,70.1,3,30.0,0,7,0,0.0,3.5,0.7
Sam LaPorta,101690,TE,DET,1,11,0,11,0,-5.0,0,100.0,,0,0,0.0,0,-0.82,0,0,78.7,68.7,0,-3,50.0,1,2,0.0,1,50.0,1,79.2,1,100.0,0,-3,2,2.0,-3.0,-3.0,11.0,0,0.0,,0,0,,0,-1.22,0,0,77.3,71.8,0,0,0.0,0,2,0.0,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0
Josh Downs,122832,WR,IND,1,11,0,14,0,-2.0,0,100.0,,0,0,0.0,0,-0.26,0,0,78.7,49.3,0,5,0.0,0,8,37.5,1,100.0,8,87.5,1,12.5,0,5,7,7.0,5.0,0.63,7.6,0,57.1,,0,0,0.0,0,-0.46,1,0,82.7,69.6,0,12,0.0,0,31,38.7,4,100.0,31,67.6,7,22.6,0,30,15,3.8,7.5,0.97
Zay Flowers,97268,WR,BLT,1,10,0,3,0,-3.0,1,100.0,,0,0,0.0,0,-0.91,0,0,78.7,90.5,0,4,0.0,0,4,25.0,1,100.0,4,83.3,1,25.0,0,4,7,7.0,4.0,1.0,3.0,0,100.0,,0,0,0.0,0,-1.29,0,0,81.1,66.8,0,6,0.0,0,7,28.6,1,100.0,7,91.7,1,14.3,0,6,3,3.0,6.0,0.86
Mike Evans,8642,WR,TB,1,10,0,30,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,24.5,0,25.0,50.0,1,2,0.0,0,-0.41,1,0,77.3,92.6,0,22,0.0,0,9,25.0,1,88.9,8,50.0,4,50.0,0,22,1,1.0,22.0,2.75
Courtland Sutton,48164,WR,DEN,1,10,0,10,0,,0,,,0,0,,0,0.13,0,0,,47.6,0,0,0.0,0,5,20.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,-0.39,1,0,69.6,68.5,0,11,0.0,0,11,30.0,2,90.9,10,91.7,2,20.0,0,12,4,2.0,6.0,1.2
Kyle Pitts,83964,TE,ATL,1,9,0,2,0,,0,,,0,0,,0,-0.57,0,0,,49.9,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.2,0,100.0,,0,0,0.0,0,-0.27,2,0,80.0,67.5,0,16,0.0,0,31,43.3,5,96.8,30,100.8,5,16.7,0,41,10,2.0,8.2,1.37
Tyler Boyd,10689,WR,CIN,1,9,0,7,0,,0,,,0,0,,0,-0.43,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.1,1,62.5,0.0,0,1,0.0,0,-0.02,2,0,76.5,62.8,0,12,0.0,0,44,39.0,5,93.2,41,74.5,8,19.5,0,39,21,4.2,7.8,0.95
Tutu Atwell,77965,WR,LA,1,9,0,26,0,0.0,0,100.0,,0,0,0.0,0,-0.07,0,0,78.7,58.0,0,5,0.0,0,3,33.3,1,100.0,3,87.5,1,33.3,0,5,5,5.0,5.0,1.67,16.5,0,50.0,,0,0,0.0,0,0.23,1,0,76.5,68.0,0,7,0.0,0,15,42.9,2,93.3,14,95.8,4,28.6,1,8,5,2.5,4.0,0.57
George Kittle,11901,TE,SF,1,9,0,28,0,,0,,,0,0,,0,0.76,0,0,,41.2,0,0,0.0,0,6,50.0,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,5.5,1,100.0,,0,0,0.0,0,1.06,0,0,39.1,66.0,0,11,0.0,0,13,54.5,2,84.6,11,104.2,2,18.2,0,18,7,3.5,9.0,1.64
DJ Chark Jr.,47702,WR,CAR,1,9,0,5,0,,0,,,0,0,,0,-0.26,0,0,,47.3,0,0,0.0,0,7,14.3,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,15.0,1,100.0,,0,0,0.0,0,0.71,1,0,38.4,63.4,0,47,0.0,0,17,60.0,2,88.2,15,158.3,2,13.3,1,54,24,12.0,27.0,3.6
Miles Sanders,40555,HB,CAR,1,9,0,5,0,-4.0,1,50.0,,0,0,0.0,0,-0.41,0,0,78.7,97.2,0,6,0.0,0,3,0.0,1,100.0,3,56.3,2,66.7,0,6,7,7.0,6.0,2.0,,0,,,0,0,,0,0.92,0,0,51.2,91.7,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Elijah Moore,84302,WR,CLV,1,9,0,8,0,-3.5,1,100.0,,0,0,0.0,0,0.48,1,0,84.5,87.2,0,14,0.0,0,6,50.0,2,100.0,6,95.8,2,33.3,0,14,21,10.5,7.0,2.33,2.3,1,100.0,,0,0,0.0,0,0.69,2,0,80.0,57.8,0,14,0.0,0,21,70.6,3,81.0,17,108.3,3,17.6,0,30,23,7.7,10.0,1.76
Garrett Wilson,97405,WR,NYJ,1,8,0,22,0,-2.5,0,100.0,,0,0,0.0,0,-0.23,0,0,84.5,90.2,0,9,0.0,0,4,25.0,2,100.0,4,87.5,2,50.0,0,10,15,7.5,5.0,2.5,2.5,0,66.7,100.0,1,1,0.0,0,-0.58,0,0,77.3,64.4,0,9,0.0,0,11,30.0,4,90.9,10,70.8,6,60.0,0,19,20,5.0,4.8,1.9
Amari Cooper,9437,WR,CLV,1,8,0,8,0,,0,,,0,0,,0,0.48,0,0,,49.4,0,0,0.0,0,6,50.0,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.38,0,0,78.0,69.9,0,0,0.0,0,8,37.5,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0
Tee Higgins,61211,WR,CIN,1,8,0,7,0,,0,,,0,0,,0,-0.42,0,0,,50.3,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.41,0,0,29.2,47.4,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
