player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Ladd McConkey,124030,WR,LAC,1,14,0,27,0,,0,,,0,0,,0,0.32,0,0,,54.1,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.0,1,33.3,,0,0,0.0,0,-1.15,1,0,76.5,89.1,1,86,0.0,0,22,18.2,2,100.0,22,81.9,6,27.3,1,95,62,31.0,47.5,4.32
Terry McLaurin,48229,WR,WAS,1,10,0,32,0,-3.0,1,100.0,,0,0,0.0,0,-0.29,0,0,78.7,93.8,0,2,0.0,0,2,0.0,1,100.0,2,79.2,1,50.0,0,2,5,5.0,2.0,1.0,,0,,,0,0,,0,-0.83,0,0,79.4,89.1,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Courtland Sutton,48164,WR,DEN,1,9,0,10,0,,0,,,0,0,,0,-1.09,0,0,,49.1,0,0,0.0,0,2,0.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.3,0,66.7,,0,0,0.0,0,-0.1,1,0,54.5,80.5,0,19,0.0,0,7,57.1,2,100.0,7,99.3,3,42.9,0,30,9,4.5,15.0,4.29
Puka Nacua,100632,WR,LA,1,9,0,26,0,-2.7,0,66.7,,0,0,0.0,0,-0.98,0,0,84.5,59.6,0,1,0.0,0,4,0.0,2,100.0,4,70.1,3,75.0,0,0,6,3.0,0.0,0.0,13.0,1,50.0,0.0,0,1,0.0,0,-0.11,1,0,54.5,74.5,0,27,0.0,0,9,37.5,1,88.9,8,95.8,2,25.0,0,27,8,8.0,27.0,3.38
Justin Jefferson,61398,WR,MIN,1,8,0,18,0,-2.0,0,100.0,,0,0,0.0,0,-0.59,0,0,78.7,53.7,0,1,0.0,0,5,0.0,1,80.0,4,79.2,1,25.0,0,1,3,3.0,1.0,0.25,25.5,0,50.0,,0,0,0.0,0,-1.28,0,0,78.0,65.5,0,11,0.0,0,12,44.4,1,75.0,9,66.7,2,22.2,0,11,5,5.0,11.0,1.22
John Metchie III,97400,WR,HST,1,8,0,13,0,,0,,,0,0,,0,0.52,0,0,,50.8,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6.6,0,40.0,0.0,0,1,0.0,0,-0.42,1,0,74.6,41.5,0,7,5.9,1,17,50.0,2,76.5,13,47.9,5,38.5,0,11,4,2.0,5.5,0.85
Jordan Addison,123000,WR,MIN,1,8,0,18,0,,0,,,0,0,,0,-0.59,0,0,,49.1,0,0,0.0,0,4,0.0,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,6.0,0,0.0,0.0,0,1,,0,-3.07,0,0,30.0,55.8,1,0,0.0,0,6,20.0,0,83.3,5,0.0,1,20.0,0,0,0,,,0.0
Nico Collins,61441,WR,HST,1,8,0,13,0,-1.0,0,100.0,,0,0,0.0,0,0.52,1,0,78.7,61.3,0,7,0.0,0,1,100.0,1,100.0,1,95.8,1,100.0,0,7,8,8.0,7.0,7.0,10.5,3,100.0,100.0,1,1,0.0,0,-0.7,1,0,78.7,91.3,0,41,0.0,0,10,30.0,2,100.0,10,118.8,2,20.0,0,47,26,13.0,23.5,4.7
Mike Evans,8642,WR,TB,1,7,0,30,0,,0,,,0,0,,0,1.15,0,0,,56.3,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.5,0,100.0,,0,0,0.0,0,0.91,2,0,79.4,93.6,0,23,0.0,0,7,85.7,2,100.0,7,118.8,2,28.6,0,31,12,6.0,15.5,4.43
Khalil Shakir,84140,WR,BUF,1,6,0,4,0,-4.0,2,100.0,,0,0,0.0,0,0.26,1,0,88.7,94.9,0,7,0.0,0,4,75.0,3,100.0,4,94.4,3,75.0,0,20,32,10.7,6.7,5.0,-2.0,4,100.0,,0,0,0.0,0,0.16,2,0,78.7,77.3,0,13,0.0,0,15,64.3,4,93.3,14,101.0,4,28.6,0,33,41,10.3,8.3,2.36
Aaron Jones,11937,HB,MIN,1,6,0,18,0,-6.3,0,0.0,,0,0,100.0,1,-0.59,0,0,24.1,20.5,0,0,0.0,0,5,0.0,0,80.0,4,39.6,3,75.0,0,0,0,,,0.0,,0,,,0,0,,0,0.0,0,0,28.6,30.5,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Dontayvion Wicks,99711,WR,GB,1,6,0,12,0,,0,,,0,0,,0,0.31,0,0,,54.3,0,0,0.0,0,4,33.3,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,29.0,0,100.0,100.0,1,1,0.0,0,-0.37,1,0,28.6,63.1,0,29,0.0,0,13,36.4,1,84.6,11,118.8,1,9.1,0,29,0,0.0,29.0,2.64
Dallas Goedert,47272,TE,PHI,1,6,0,24,0,-1.0,1,100.0,,0,0,0.0,0,1.42,1,0,84.5,95.9,0,24,0.0,0,3,100.0,2,100.0,3,158.3,2,66.7,1,28,30,15.0,14.0,9.33,5.3,1,33.3,0.0,0,1,0.0,0,0.27,1,0,74.6,74.4,0,24,0.0,0,12,45.5,1,91.7,11,102.8,3,27.3,1,24,25,25.0,24.0,2.18
George Pickens,99229,WR,PIT,1,5,0,25,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,6.0,0,100.0,,0,0,0.0,0,1.48,1,0,78.7,80.0,0,11,0.0,0,4,66.7,1,75.0,3,112.5,1,33.3,0,11,5,5.0,11.0,3.67
Quentin Johnston,123085,WR,LAC,1,5,0,27,0,,0,,,0,0,,0,0.32,0,0,,53.7,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,40.0,0,0.0,,0,0,,0,-0.16,0,0,24.4,34.7,0,0,0.0,0,7,42.9,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0
Tyler Higbee,10744,TE,LA,1,5,0,26,0,-2.0,1,100.0,,0,0,0.0,0,-0.97,0,0,78.7,99.8,0,9,50.0,1,2,0.0,1,50.0,1,104.2,1,100.0,0,9,11,11.0,9.0,9.0,,0,,,0,0,,0,0.0,0,0,72.1,78.0,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Tucker Kraft,104034,TE,GB,1,5,0,12,0,-3.0,0,100.0,,0,0,0.0,0,0.36,0,0,84.5,92.0,0,12,0.0,0,5,50.0,2,80.0,4,85.4,2,50.0,0,9,15,7.5,4.5,2.25,-3.0,0,100.0,,0,0,0.0,0,-0.2,0,0,76.5,67.5,0,12,7.1,1,14,33.3,1,78.6,11,116.7,1,9.1,0,12,15,15.0,12.0,1.09
Brian Robinson,57120,HB,WAS,1,5,0,32,0,-6.0,0,100.0,,0,0,0.0,0,0.45,0,0,78.7,73.1,0,2,33.3,1,3,33.3,1,66.7,2,79.2,1,50.0,0,2,8,8.0,2.0,1.0,,0,,,0,0,,0,0.04,0,0,72.1,65.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
