player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_epa,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_positive_epa_percent,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_epa,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_positive_epa_percent,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ladd McConkey,124030,WR,LAC,1,14,0,27,14.7,0,66.7,,0,0,0.0,0,-1.01,2,0,68.3,73.5,0,17,0.0,0,12,25.0,2,100.0,12,102.1,3,25.0,0,32,6,3.0,16.0,2.67,0,16.7,0,57.1,66.7,2,3,0.0,0,-1.07,3,0,72.1,75.5,1,19,0.0,0,19,38.9,4,94.7,18,39.9,7,38.9,0,50,0,0.0,12.5,2.78
Terry McLaurin,48229,WR,WAS,1,10,0,32,19.0,0,33.3,0.0,0,1,0.0,0,0.0,1,0,64.7,62.9,0,17,0.0,0,13,50.0,1,76.9,10,53.5,3,30.0,0,17,-2,-2.0,17.0,1.7,0,9.7,1,85.7,50.0,1,2,0.0,0,0.17,3,0,75.6,91.4,0,35,0.0,0,21,50.0,6,95.2,20,149.1,7,35.0,1,72,14,2.3,12.0,3.6
Courtland Sutton,48164,WR,DEN,1,9,0,10,24.0,0,0.0,,0,0,,0,-1.92,0,0,,53.9,0,0,0.0,0,7,14.3,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0,0,19.2,0,40.0,,0,0,33.3,1,0.11,2,0,29.9,62.4,0,19,0.0,0,15,33.3,2,100.0,15,62.1,5,33.3,0,32,2,1.0,16.0,2.13
Puka Nacua,100632,WR,LA,1,9,0,26,3.6,1,60.0,0.0,0,1,0.0,0,0.28,2,0,70.5,70.0,0,12,0.0,0,17,47.1,3,100.0,17,67.1,5,29.4,0,18,18,6.0,6.0,1.06,0,4.3,1,50.0,,0,0,33.3,1,-0.13,1,0,29.9,64.4,0,27,0.0,0,11,30.0,2,90.9,10,70.8,4,40.0,0,26,12,6.0,13.0,2.6
Justin Jefferson,61398,WR,MIN,1,8,0,18,27.5,0,0.0,,0,0,,0,-0.34,0,0,,54.4,0,0,0.0,0,14,30.8,0,92.9,13,39.6,2,15.4,0,0,0,,,0.0,0,16.3,0,75.0,,0,0,0.0,0,-0.64,1,0,70.5,59.9,0,16,0.0,0,25,44.0,3,100.0,25,93.8,4,16.0,0,28,8,2.7,9.3,1.12
John Metchie III,97400,WR,HST,1,8,0,13,,0,,,0,0,,0,2.1,0,0,,56.4,0,0,0.0,0,4,100.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,9.1,0,50.0,0.0,0,1,0.0,0,-0.89,1,1,72.1,46.8,1,10,4.5,1,22,35.0,4,86.4,19,18.8,8,42.1,0,28,6,1.5,7.0,1.47
Jordan Addison,123000,WR,MIN,1,8,0,18,13.4,0,40.0,33.3,1,3,33.3,1,-0.34,1,0,30.0,71.1,1,15,0.0,0,14,30.8,2,92.9,13,14.2,5,38.5,0,22,0,0.0,11.0,1.69,0,29.0,0,50.0,50.0,1,2,0.0,0,-0.65,1,0,64.7,57.7,0,7,0.0,0,30,46.7,1,100.0,30,58.3,2,6.7,0,7,0,0.0,7.0,0.23
Nico Collins,61441,WR,HST,1,8,0,13,9.7,3,100.0,,0,0,0.0,0,1.51,3,0,70.5,95.5,0,41,0.0,0,4,75.0,3,100.0,4,158.3,3,75.0,1,59,30,10.0,19.7,14.75,0,16.6,1,80.0,100.0,1,1,0.0,0,-0.55,3,0,72.1,69.4,0,37,0.0,0,27,40.0,4,92.6,25,118.8,5,20.0,0,63,30,7.5,15.8,2.52
Mike Evans,8642,WR,TB,1,7,0,30,8.8,1,100.0,,0,0,0.0,0,1.25,5,0,73.4,93.0,0,23,0.0,0,9,87.5,5,88.9,8,157.1,5,62.5,1,61,22,4.4,12.2,7.63,0,11.0,0,100.0,,0,0,0.0,0,0.51,2,0,68.3,72.5,0,20,0.0,0,12,70.0,2,83.3,10,118.8,2,20.0,0,31,9,4.5,15.5,3.1
Khalil Shakir,84140,WR,BUF,1,6,0,4,-4.0,2,100.0,,0,0,0.0,0,1.55,1,0,68.3,75.1,0,7,0.0,0,10,75.0,2,80.0,8,93.8,2,25.0,0,13,21,10.5,6.5,1.63,0,4.8,2,100.0,100.0,1,1,0.0,0,0.39,2,0,72.1,73.4,0,15,0.0,0,12,66.7,4,100.0,12,116.7,4,33.3,0,48,29,7.3,12.0,4.0
Aaron Jones,11937,HB,MIN,1,6,0,18,,0,,,0,0,,0,-0.42,0,0,,55.8,0,0,12.5,1,8,28.6,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,-4.5,0,50.0,,0,0,33.3,1,-0.27,0,0,29.9,34.9,0,8,13.0,3,23,47.8,2,87.0,20,56.3,4,20.0,0,6,12,6.0,3.0,0.3
Dontayvion Wicks,99711,WR,GB,1,6,0,12,16.5,0,50.0,100.0,1,1,50.0,1,0.08,1,0,28.8,66.1,0,29,0.0,0,6,25.0,1,66.7,4,95.8,2,50.0,0,29,0,0.0,29.0,7.25,0,9.5,0,50.0,,0,0,0.0,0,-0.24,1,0,64.7,60.0,0,10,0.0,0,22,52.6,1,86.4,19,64.6,2,10.5,0,10,3,3.0,10.0,0.53
Dallas Goedert,47272,TE,PHI,1,6,0,24,-1.0,1,100.0,,0,0,0.0,0,0.27,1,0,64.7,90.3,0,24,33.3,1,3,33.3,1,66.7,2,158.3,1,50.0,1,24,25,25.0,24.0,12.0,0,3.8,0,75.0,,0,0,0.0,0,0.19,1,0,70.5,63.0,0,10,5.9,1,17,53.3,3,82.4,14,88.5,4,28.6,0,23,15,5.0,7.7,1.64
George Pickens,99229,WR,PIT,1,5,0,25,6.0,0,100.0,,0,0,0.0,0,-0.38,1,0,68.3,55.9,0,11,0.0,0,11,20.0,1,90.9,10,112.5,1,10.0,0,11,5,5.0,11.0,1.1,0,11.0,1,100.0,,0,0,0.0,0,0.17,2,0,70.5,72.8,0,26,0.0,0,18,55.6,3,100.0,18,118.8,3,16.7,0,40,7,2.3,13.3,2.22
Quentin Johnston,123085,WR,LAC,1,5,0,27,18.0,0,0.0,0.0,0,3,,0,-1.01,0,0,,47.7,1,0,0.0,0,12,25.0,0,100.0,12,0.0,4,33.3,0,0,0,,,0.0,0,16.0,0,0.0,,0,0,100.0,1,-0.61,0,0,25.5,37.6,0,0,0.0,0,16,46.7,0,93.8,15,39.6,1,6.7,0,0,0,,,0.0
Tyler Higbee,10744,TE,LA,1,5,0,26,8.3,1,100.0,100.0,1,1,0.0,0,0.26,1,0,70.5,93.1,0,23,0.0,0,4,50.0,3,100.0,4,116.7,3,75.0,0,36,11,3.7,12.0,9.0,0,3.5,1,100.0,,0,0,0.0,0,0.5,1,0,68.3,78.1,0,11,16.7,1,6,66.7,2,83.3,5,112.5,2,40.0,0,22,15,7.5,11.0,4.4
