player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Khalil Mack,8640,ED,LAC,17,53,0,27,0,,,3.0,,,0,0,,64.4,0,,0.0,0,0,0.0,0,4,7.5,132,5,1,0,0,0,0,0.0,,0,2,,,10.3,,,0,0,,85.8,0,,20.0,1,0,0.0,0,30,56.6,292,9,2,0,0,0,0,0.0,
Anthony Barr,8644,LB,MIN,4,18,0,18,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.6,6,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,53.3,16.0,16.0,0,0,0.0,83.0,0,5,0.0,0,0,87.5,1,16,88.9,30,1,1,1,0,5,3,0.3,5.0
Aaron Donald,8648,DI,LA,17,2,0,26,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,108,0,1,0,0,0,0,,,0,0,,,0.3,,,0,0,,60.0,0,,0.0,0,0,0.0,0,1,50.0,367,5,1,0,0,0,0,0.0,
C.J. Mosley,8652,LB,NYJ,17,600,0,22,2,2.4,71.4,81.7,15.2,10.9,1,1,7.1,90.1,1,43,12.5,2,1,71.1,10,161,26.8,197,8,12,14,0,132,137,0.9,13.2,0,13,2.8,80.5,98.5,9.4,7.5,3,3,7.3,82.2,0,36,12.2,6,3,100.3,33,322,53.7,327,14,30,41,0,331,240,1.1,10.0
Jason Verrett,8660,CB,SF,1,4,0,28,0,10.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,6,,0,0,131.3,1,1,25.0,1,0,0,1,1,6,0,6.0,6.0,0,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Jimmie Ward,8665,S,HST,10,314,0,13,1,11.6,85.7,100.0,7.3,6.3,0,0,0.0,53.9,0,24,0.0,0,0,114.3,6,52,16.6,52,0,6,7,0,80,27,1.8,13.3,0,4,7.9,84.2,98.1,12.4,10.4,0,1,5.3,56.5,0,53,7.7,2,1,112.1,16,209,66.6,213,6,20,19,0,207,96,1.0,12.9
Bradley Roby,8666,CB,PHI,10,254,0,24,0,12.7,50.0,100.0,11.3,5.7,0,0,0.0,50.8,0,26,0.0,0,0,63.5,6,71,28.0,71,2,5,12,0,57,20,0.8,9.5,0,2,3.6,66.7,96.3,9.3,6.2,0,0,0.0,56.8,0,14,27.8,5,0,75.5,16,156,61.4,162,7,11,24,0,103,86,0.7,6.4
DeMarcus Lawrence,8669,ED,DAL,18,8,0,9,1,,,2.1,,,0,1,,58.5,0,,75.0,3,0,0.0,0,4,50.0,189,2,0,0,0,0,0,0.0,,0,0,,,1.0,,,0,0,,73.0,0,,33.3,2,0,0.0,0,2,25.0,202,3,4,0,0,0,0,0.0,
Kyle Van Noy,8675,ED,BLT,16,43,0,3,0,-8.0,100.0,5.7,4.0,4.0,0,0,0.0,83.3,0,-8,25.0,1,0,79.2,1,6,14.0,106,3,3,1,0,-8,0,-2.0,-8.0,0,2,2.3,100.0,13.2,9.3,9.3,0,1,33.3,65.9,0,8,28.6,2,1,94.4,3,29,67.4,220,9,3,3,0,20,13,0.7,6.7
Brent Urban,8769,DI,BLT,19,2,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,42,1,0,0,0,0,0,,,0,0,6.0,0.0,2.3,,2.0,0,0,0.0,62.6,0,,0.0,0,0,39.6,0,2,100.0,88,2,1,1,0,0,0,0.0,
Shelby Harris,8869,DI,CLV,18,6,0,8,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,107,0,0,0,0,0,0,,,0,1,,,5.0,,,0,0,,59.8,0,,0.0,0,0,0.0,0,6,100.0,119,1,0,0,0,0,0,0.0,
Denico Autry,8982,ED,TEN,17,10,0,31,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,142,1,0,0,0,0,0,,,0,2,2.5,100.0,2.9,4.5,4.5,0,0,0.0,63.7,0,7,33.3,2,0,91.7,2,9,90.0,309,9,2,2,0,12,7,1.3,6.0
Shaquil Barrett,9000,ED,TB,18,99,0,30,0,2.0,100.0,3.9,5.0,5.0,0,0,0.0,51.4,0,11,100.0,1,0,112.5,1,5,5.1,127,0,0,1,0,11,9,2.2,11.0,0,3,1.8,93.3,26.1,5.9,5.5,0,0,0.0,47.0,0,15,6.7,1,0,94.7,14,85,85.9,326,8,11,15,0,101,84,1.2,7.2
Adrian Phillips,9177,S,NE,13,83,0,19,0,,,82.1,,,0,0,,61.2,0,,66.7,2,0,0.0,0,32,38.6,39,0,1,0,0,0,0,0.0,,0,1,15.4,80.0,95.6,10.5,8.4,0,0,0.0,36.0,0,29,28.6,2,0,110.0,4,43,51.8,45,1,4,5,0,52,19,1.2,13.0
C.J. Goodwin,9243,CB,DAL,1,14,0,9,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,,,0,1,-5.0,100.0,100.0,10.0,10.0,0,0,0.0,69.0,0,-3,0.0,0,0,79.2,1,13,92.9,13,0,1,1,0,-3,2,-0.3,-3.0
Daniel Sorensen,9253,S,NO,2,6,0,20,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,100.0,3.0,3.0,0,0,0.0,44.8,0,8,100.0,1,0,100.0,1,3,50.0,3,0,0,1,0,8,8,2.7,8.0
Mike Pennel,9316,DI,KC,7,2,0,16,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,1,,,4.7,,,0,0,,51.0,0,,0.0,0,0,0.0,0,2,100.0,43,0,1,0,0,0,0,0.0,
Dante Fowler Jr.,9436,ED,DAL,18,4,0,9,0,,,1.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,25.0,90,2,0,0,0,0,0,0.0,,0,0,5.0,100.0,2.5,3.0,3.0,0,0,0.0,63.9,0,6,0.0,0,0,91.7,1,3,75.0,118,4,2,1,0,6,1,2.0,6.0
Leonard Williams,9439,DI,SEA,18,1,0,29,0,,,0.8,,,0,0,,60.0,0,,50.0,1,0,0.0,0,1,100.0,132,3,1,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,69.3,0,,0.0,0,0,0.0,0,0,0.0,288,6,7,0,0,0,0,,
Arik Armstead,9450,DI,SF,15,1,0,28,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,114,5,1,0,0,0,0,,,0,1,,,0.3,,,0,0,,71.9,0,,16.7,1,0,0.0,0,1,100.0,312,4,4,0,0,0,0,0.0,
Marcus Peters,9451,CB,LV,12,426,0,23,0,12.3,57.1,100.0,19.3,11.0,0,2,28.6,63.8,0,72,25.0,1,2,141.4,4,82,19.2,82,0,3,7,1,99,42,1.3,24.8,0,3,7.4,67.6,100.0,12.0,8.1,2,2,5.9,72.6,1,31,17.2,5,2,81.7,23,288,67.6,288,6,21,34,1,210,79,0.8,9.1
Bud Dupree,9455,ED,ATL,16,19,0,2,0,,,4.6,,,0,0,,63.7,0,,100.0,2,0,0.0,0,6,31.6,130,1,0,0,0,0,0,0.0,,0,1,-6.0,100.0,6.3,13.0,13.0,0,0,0.0,52.1,0,11,0.0,0,0,112.5,1,13,68.4,208,5,1,1,0,11,17,0.8,11.0
Shaq Thompson,9458,LB,CAR,2,30,0,5,0,-6.0,100.0,85.7,5.0,5.0,0,0,0.0,65.0,0,-6,,0,0,79.2,1,6,20.0,7,0,0,1,0,-6,0,-1.2,-6.0,0,0,-0.8,100.0,90.5,4.8,4.8,0,0,0.0,66.6,0,14,0.0,0,0,89.6,4,19,63.3,21,2,2,4,0,22,25,1.2,5.5
Preston Smith,9471,ED,GB,19,50,0,12,0,0.0,100.0,3.2,4.0,4.0,0,1,100.0,90.6,0,8,33.3,1,1,100.0,1,4,8.0,124,5,2,1,0,8,8,2.0,8.0,0,1,2.2,66.7,11.7,9.0,6.0,0,0,0.0,45.9,0,21,41.7,5,0,91.7,4,37,74.0,317,9,6,6,0,49,39,1.4,12.3
Eric Kendricks,9478,LB,LAC,15,465,0,27,0,1.7,83.3,70.8,14.6,12.2,0,0,0.0,65.4,0,25,0.0,0,0,111.1,5,75,16.1,106,2,4,6,0,64,53,0.9,12.8,0,4,4.5,77.4,89.7,9.7,7.5,0,5,16.1,45.6,0,41,7.1,2,4,106.5,24,244,52.5,272,8,22,31,0,297,203,1.3,12.4
Eric Rowe,9480,S,PIT,4,144,0,25,0,1.5,75.0,93.8,9.7,7.3,0,0,0.0,74.4,0,20,0.0,0,0,83.3,3,30,20.8,32,2,5,4,0,18,5,0.6,6.0,0,2,6.6,67.9,98.1,5.3,3.6,1,2,7.1,63.3,1,29,10.5,2,2,70.1,19,103,71.5,105,1,15,28,0,177,87,1.8,9.3
Denzel Perryman,9481,LB,HST,14,328,0,13,0,-0.5,100.0,66.1,19.0,19.0,0,0,0.0,72.1,0,8,0.0,0,0,87.5,2,41,12.5,62,1,3,2,0,10,11,0.3,5.0,0,6,7.8,81.8,98.7,8.1,6.6,0,2,6.1,34.2,0,64,18.5,5,2,127.3,27,229,69.8,232,6,16,33,1,400,205,1.8,14.8
Ronald Darby,9483,CB,BLT,13,385,0,3,0,9.8,58.3,100.0,6.6,3.9,1,2,8.3,55.5,0,26,8.3,1,2,88.7,14,103,26.8,103,3,11,24,1,139,35,1.5,9.9,0,1,16.7,52.4,100.0,18.1,9.5,0,4,19.0,71.2,0,21,0.0,0,1,75.1,11,208,54.0,208,2,10,21,0,148,34,0.7,13.5
Markus Golden,9491,ED,PIT,17,21,0,25,1,,,2.3,,,0,0,,61.2,0,,0.0,0,0,0.0,0,1,4.8,43,2,0,0,0,0,0,0.0,,0,0,-7.0,100.0,20.5,16.0,16.0,0,0,0.0,64.4,0,11,33.3,1,0,112.5,1,17,81.0,83,4,2,1,0,11,18,0.7,11.0
Randy Gregory,9493,ED,SF,19,10,0,28,0,-6.0,100.0,0.0,0.0,0.0,0,0,0.0,,0,21,100.0,1,0,118.8,1,0,0.0,74,0,0,1,0,21,27,,21.0,0,1,1.0,71.4,5.0,2.0,1.4,0,0,0.0,41.0,0,16,42.9,3,0,81.8,5,10,100.0,199,5,3,7,0,34,30,3.4,6.8
Frank Clark,9496,ED,SEA,8,7,0,29,0,,,9.5,,,0,0,,60.7,0,,100.0,1,0,0.0,0,2,28.6,21,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,5.1,4.0,4.0,0,0,0.0,36.2,0,5,20.0,1,0,87.5,1,4,57.1,79,2,4,1,0,5,6,1.3,5.0
Jordan Hicks,9517,LB,MIN,13,366,0,18,3,-3.0,66.7,45.4,23.5,15.7,0,0,0.0,91.6,0,8,25.0,2,0,77.1,2,49,13.4,108,1,3,3,0,14,26,0.3,7.0,0,15,7.4,80.6,83.0,10.6,8.5,0,2,6.5,60.1,1,39,2.6,1,2,109.8,25,274,74.9,330,9,23,31,1,341,143,1.3,13.6
Danielle Hunter,9521,ED,MIN,17,14,0,18,0,,,0.8,,,0,0,,64.0,0,,0.0,0,0,0.0,0,1,7.1,128,3,2,0,0,0,0,0.0,,0,1,8.5,100.0,2.8,6.0,6.0,0,0,0.0,76.2,0,22,18.2,2,0,118.8,2,12,85.7,430,17,8,2,0,32,15,2.7,16.0
Steven Nelson,9531,CB,HST,19,737,0,13,0,12.9,52.6,100.0,11.7,6.2,0,3,15.8,74.8,2,45,11.1,1,1,38.2,10,132,17.9,132,1,8,19,0,145,59,1.2,14.5,0,3,16.2,65.1,100.0,16.2,10.5,1,7,16.3,67.6,2,45,5.1,2,7,76.3,28,473,64.2,473,7,34,43,0,406,75,0.9,14.5
Angelo Blackson,9533,DI,JAX,11,1,0,15,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,0.9,,,0,0,,61.9,0,,50.0,1,0,0.0,0,1,100.0,110,0,1,0,0,0,0,0.0,
Za'Darius Smith,9555,ED,CLV,17,15,0,8,1,,,0.6,,,0,0,,74.8,0,,20.0,1,0,0.0,0,1,6.7,159,5,3,0,0,0,0,0.0,,0,1,-7.0,100.0,6.0,13.0,13.0,0,0,0.0,83.0,0,0,80.0,4,0,79.2,1,13,86.7,216,3,0,1,0,0,7,0.0,0.0
Kwon Alexander,9557,LB,PIT,9,187,0,25,2,0.9,44.4,72.4,15.3,6.8,0,0,0.0,73.7,0,23,0.0,0,0,55.3,4,63,33.7,87,3,5,9,0,35,44,0.6,8.8,0,0,7.0,86.7,95.9,7.1,6.1,0,0,0.0,52.8,0,24,15.8,3,0,104.7,13,94,50.3,98,6,16,15,0,137,32,1.5,10.5
Grady Jarrett,9570,DI,ATL,7,2,0,2,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,47,0,0,0,0,0,0,,,0,2,,,2.1,,,0,0,,58.6,0,,25.0,1,0,0.0,0,2,100.0,95,1,1,0,0,0,0,0.0,
Adrian Amos,9575,S,HST,13,208,0,13,0,9.5,50.0,98.0,21.5,10.8,0,1,25.0,66.1,0,18,0.0,0,1,71.9,2,49,23.6,50,0,3,4,0,27,11,0.6,13.5,0,4,3.8,33.3,100.0,60.0,20.0,0,1,16.7,63.8,0,11,16.7,2,1,45.1,2,126,60.6,126,2,6,6,0,22,13,0.2,11.0
Bobby McCain,9578,CB,NYG,2,11,0,21,0,-4.0,100.0,100.0,5.0,5.0,0,0,0.0,64.8,0,-2,,0,0,79.2,1,5,45.5,5,0,0,1,0,-2,2,-0.4,-2.0,0,0,9.5,50.0,100.0,3.0,1.5,1,1,50.0,66.4,0,14,,0,1,72.9,1,3,27.3,3,0,0,2,0,14,17,4.7,14.0
David Mayo,9602,LB,WAS,9,173,0,32,0,3.3,100.0,87.3,17.0,17.0,0,0,0.0,64.5,0,9,14.3,1,0,95.8,3,55,31.8,63,4,6,3,0,21,11,0.4,7.0,0,0,4.6,93.8,96.2,6.5,6.1,0,0,0.0,30.4,0,27,11.8,2,0,108.9,15,101,58.4,105,4,15,16,0,162,89,1.7,10.8
Quandre Diggs,9633,S,SEA,17,680,0,29,1,,,100.0,,,0,0,,62.6,0,,0.0,0,0,0.0,0,91,13.4,91,0,2,0,0,0,0,0.0,,0,5,8.3,76.9,99.8,21.8,16.7,0,4,15.4,52.1,0,47,14.9,7,2,118.6,20,460,67.6,461,9,35,26,1,247,98,0.6,12.4
Rakeem Nunez-Roches,9650,DI,NYG,16,4,0,21,0,,,4.3,,,0,0,,60.5,0,,50.0,1,0,0.0,0,4,100.0,93,0,1,0,0,0,0,0.0,,0,0,6.0,100.0,0.0,0.0,0.0,0,0,0.0,60.6,0,19,50.0,1,0,118.8,1,0,0.0,121,1,1,1,0,19,13,,19.0
Troy Hill,9881,CB,CAR,16,317,0,5,0,8.4,37.5,94.9,16.7,6.3,0,2,25.0,53.8,0,10,50.0,1,2,85.4,3,56,17.7,59,0,1,8,1,21,14,0.4,7.0,0,2,8.7,65.6,94.1,9.2,6.1,0,3,9.4,71.3,1,75,15.8,3,2,100.8,21,209,65.9,222,8,14,32,2,278,133,1.4,13.2
