player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Benton Whitley,54444,ED,NYG,3,1,0,21,51.4,0,1,7,87.5,0.0,0,0,7.1,0,8,7,1,0,39.8,0,1,2,66.7,0.0,0,25.0,0,3,2,1
Malcolm Koonce,55015,ED,LV,17,0,1,23,78.9,10,34,331,97.5,14.2,47,1,9.1,8,353,344,52,0,78.0,8,23,168,98.3,18.5,31,12.8,6,180,177,37
Darrick Forrest,55087,S,WAS,5,0,0,32,51.5,0,0,5,2.5,0.0,0,0,0.0,0,198,5,0,0,51.5,0,0,5,4.9,0.0,0,0.0,0,102,5,0
Coby Bryant,55088,S,SEA,6,0,0,29,75.3,1,1,7,7.1,14.3,1,0,14.3,0,98,7,2,0,58.4,0,0,1,1.8,0.0,0,0.0,0,57,1,0
Boye Mafe,55220,ED,SEA,16,4,0,29,77.8,7,42,419,93.9,13.1,55,2,8.0,9,472,443,58,1,83.6,4,29,197,96.8,20.3,40,11.9,7,218,211,40
Mark Robinson,55265,LB,PIT,9,0,0,25,61.5,0,1,6,9.9,0.0,0,1,25.0,1,71,7,2,0,53.6,0,0,2,12.5,0.0,0,0.0,0,24,3,0
Kalia Davis,55389,DI,SF,3,0,0,28,64.4,0,1,29,97.1,3.4,1,0,5.2,1,34,33,2,0,74.2,0,1,14,100.0,7.1,1,10.7,1,16,16,2
Ja'Sir Taylor,55426,CB,LAC,13,0,1,27,53.4,2,2,16,4.2,6.3,1,3,12.5,0,377,16,4,0,50.2,0,1,3,1.4,0.0,0,16.7,0,211,3,1
Elijah Hicks,55584,S,CHI,12,0,0,6,76.5,0,1,2,0.6,0.0,0,0,25.0,0,324,2,1,0,59.0,0,0,1,0.6,0.0,0,0.0,0,155,1,0
Josh Blackwell,55589,CB,CHI,3,0,0,6,60.3,1,0,1,8.3,0.0,0,0,50.0,0,12,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
Marco Wilson,55592,CB,NE,12,0,0,19,48.0,0,1,1,0.3,0.0,0,4,50.0,0,400,1,1,0,,0,0,0,0.0,,0,,0,148,0,0
CJ Henderson,55593,CB,CAR,10,0,2,5,79.2,0,2,3,1.5,0.0,0,3,66.7,1,201,3,3,0,,0,0,0,0.0,,0,,0,61,0,0
Lonnie Johnson Jr.,55615,S,NO,9,0,1,20,55.4,0,0,2,1.8,0.0,0,1,0.0,0,112,2,0,0,58.3,0,0,1,1.5,0.0,0,0.0,0,67,1,0
Amik Robertson,55619,CB,LV,14,0,1,23,74.7,0,0,4,0.9,0.0,0,5,25.0,1,423,4,1,0,,0,0,0,0.0,,0,,0,205,0,0
Russ Yeast,55629,S,LA,18,0,1,26,60.4,0,3,15,2.8,0.0,0,3,10.0,0,534,15,3,0,67.7,0,2,8,3.0,0.0,0,12.5,0,267,8,2
Tre Brown,55677,CB,SEA,15,0,1,29,80.5,0,0,2,0.5,0.0,0,9,50.0,1,380,2,1,0,60.0,0,0,1,0.6,0.0,0,0.0,0,180,1,0
Deommodore Lenoir,55686,CB,SF,20,0,1,28,66.2,0,3,18,2.3,16.7,3,7,8.3,0,820,19,3,0,73.5,0,1,6,1.8,16.7,1,8.3,0,399,7,1
Darious Williams,55724,CB,JAX,17,0,0,15,57.1,0,1,2,0.3,0.0,0,0,25.0,0,707,2,1,0,60.0,0,1,1,0.3,0.0,0,50.0,0,309,1,1
Xavier McKinney,55775,S,NYG,17,2,0,21,58.5,0,4,44,7.4,2.3,1,2,4.5,0,663,49,4,0,54.8,0,2,14,6.9,7.1,1,7.1,0,232,16,2
Kamren Curl,55800,S,WAS,16,0,2,32,49.5,2,5,20,3.2,0.0,0,2,17.5,0,659,21,7,0,53.4,2,3,11,3.8,0.0,0,22.7,0,318,12,5
Grant Stuard,55933,LB,IND,4,0,0,14,49.6,1,1,7,38.9,0.0,0,0,14.3,0,18,7,2,0,50.6,0,1,4,66.7,0.0,0,12.5,0,6,4,1
Nate Hobbs,55948,CB,LV,13,0,1,23,45.8,0,4,23,4.9,0.0,0,4,13.0,1,494,24,5,0,38.9,0,2,5,2.2,0.0,0,20.0,0,231,5,2
Tony Adams,55953,S,NYJ,15,0,0,22,56.2,0,6,8,1.6,0.0,0,2,37.5,0,514,8,6,0,50.2,0,3,4,1.7,0.0,0,37.5,0,240,4,3
Raheem Layne,55960,S,LAC,3,0,0,27,60.0,0,0,1,1.9,0.0,0,1,0.0,0,52,1,0,0,,0,0,0,0.0,,0,,0,34,0,0
Geno Stone,55967,S,BLT,19,0,0,3,48.5,0,3,11,1.6,0.0,0,0,13.6,0,696,11,3,0,54.0,0,1,3,0.8,0.0,0,16.7,0,356,3,1
Markquese Bell,56033,LB,DAL,18,1,1,9,67.8,0,3,20,5.0,5.0,1,3,7.5,0,422,21,3,0,64.2,0,3,10,5.1,10.0,1,15.0,0,198,10,3
Mike Brown,56054,S,TEN,8,0,0,31,59.1,1,0,1,1.3,0.0,0,1,50.0,0,77,1,1,0,,0,0,0,0.0,,0,,0,37,0,0
Benjamin St-Juste,56061,CB,WAS,16,0,2,32,77.2,0,0,11,1.7,27.3,3,11,9.1,1,650,11,1,0,52.4,0,0,3,1.0,0.0,0,0.0,0,305,3,0
Reed Blankenship,56065,S,PHI,15,0,0,24,59.2,2,0,8,1.4,0.0,0,1,12.5,0,626,9,2,0,59.9,1,0,6,1.9,0.0,0,8.3,0,320,6,1
Nephi Sewell,56107,LB,NO,6,0,0,20,52.1,0,0,4,14.8,0.0,0,0,0.0,0,27,4,0,0,58.9,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Damarri Mathis,56143,CB,DEN,11,0,2,10,53.4,0,0,3,1.2,0.0,0,4,0.0,0,256,3,0,0,54.9,0,0,2,1.6,0.0,0,0.0,0,125,2,0
Jason Pinnock,56144,S,NYG,16,0,0,21,66.2,2,6,38,6.8,15.8,6,1,15.8,2,587,40,10,0,82.1,1,2,12,6.5,33.3,4,29.2,2,199,13,5
Tre Avery,56146,CB,TEN,10,0,2,31,68.5,0,0,1,0.5,100.0,1,5,0.0,0,212,1,0,0,68.5,0,0,1,1.1,100.0,1,0.0,0,93,1,0
DaRon Bland,56158,CB,DAL,18,0,0,9,69.6,1,1,4,0.6,0.0,0,5,25.0,0,618,4,2,0,54.5,0,1,2,0.7,0.0,0,25.0,0,299,2,1
Marte Mapu,56159,S,NE,13,0,0,19,59.5,0,0,7,6.3,14.3,1,2,0.0,0,112,7,0,0,67.3,0,0,2,5.9,50.0,1,0.0,0,34,2,0
Keisean Nixon,56167,CB,GB,19,0,1,12,74.0,0,0,8,1.2,0.0,0,5,25.0,2,641,8,2,0,78.6,0,0,5,1.4,0.0,0,40.0,2,354,5,2
Ifeatu Melifonwu,56203,S,DET,13,0,1,11,90.4,2,3,19,5.3,10.5,2,2,44.7,6,376,20,11,0,77.8,2,3,13,6.7,7.7,1,42.3,3,194,13,8
Quentin Lake,56245,CB,LA,15,0,0,26,63.7,0,2,16,5.1,12.5,2,3,6.3,0,355,18,2,0,56.5,0,2,9,5.2,11.1,1,11.1,0,193,10,2
Darnay Holmes,56247,CB,NYG,8,0,0,21,54.1,0,0,1,2.5,0.0,0,1,0.0,0,79,2,0,0,56.8,0,0,0,2.4,,0,,0,41,1,0
Elijah Molden,56290,S,TEN,15,0,0,31,53.8,0,2,24,5.9,8.3,2,2,4.2,0,460,27,2,0,52.9,0,2,12,5.9,8.3,1,8.3,0,236,14,2
Jalen Harris,56321,ED,WAS,5,1,0,32,53.7,1,0,37,97.6,5.4,2,0,1.4,0,42,41,1,0,49.2,0,0,11,100.0,0.0,0,0.0,0,15,15,0
B.J. Thompson II,56330,ED,KC,1,0,0,16,59.0,0,1,20,100.0,10.0,2,0,2.5,0,20,20,1,0,60.4,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Chris Rumph II,56345,ED,LAC,6,0,0,27,59.9,0,5,58,90.0,10.3,6,0,4.3,0,70,63,5,0,64.2,0,5,39,93.5,15.4,6,6.4,0,46,43,5
Victor Dimukeje,56347,ED,ARZ,16,0,0,1,66.7,3,16,143,79.5,12.6,18,0,10.1,5,190,151,24,0,66.8,1,7,46,83.3,19.6,9,17.4,4,60,50,12
Zach Carter,56349,DI,CIN,17,1,0,7,53.9,1,12,248,100.0,4.4,11,1,2.6,0,259,259,13,0,53.5,0,6,70,100.0,10.0,7,4.3,0,74,74,6
A.J. Epenesa,56369,ED,BUF,17,6,1,4,75.0,5,21,233,96.9,8.2,19,2,8.6,7,257,249,33,1,81.4,3,10,104,97.4,12.5,13,10.1,4,115,112,17
Andre Jones Jr.,56395,ED,WAS,9,3,0,32,52.2,0,6,85,96.9,3.5,3,0,3.5,0,96,93,6,0,48.3,0,4,40,93.6,7.5,3,5.0,0,47,44,4
Neil Farrell Jr.,56401,DI,KC,5,2,0,16,60.5,0,0,31,100.0,0.0,0,0,0.0,0,33,33,0,1,63.3,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Earnest Brown IV,56428,DI,LA,7,0,0,26,59.6,0,2,30,100.0,10.0,3,0,3.3,0,31,31,2,0,62.1,0,2,14,100.0,14.3,2,7.1,0,14,14,2
Chase Young,56436,ED,SF,19,1,1,28,74.5,9,54,537,97.4,14.7,79,4,7.9,11,588,573,74,0,69.5,2,35,272,96.4,18.8,51,9.7,8,303,292,45
Yetur Gross-Matos,56444,ED,CAR,12,0,0,5,65.2,5,9,183,78.7,9.8,18,2,6.6,5,244,192,19,0,67.5,3,5,73,82.1,16.4,12,9.6,3,95,78,11
Patrick Johnson,56460,ED,PHI,2,0,0,24,46.1,1,1,18,86.4,5.6,1,0,5.6,0,22,19,2,0,45.8,1,1,6,100.0,16.7,1,16.7,0,6,6,2
Cam Sample,56462,ED,CIN,17,1,0,7,62.4,5,15,201,94.5,9.0,18,1,6.0,2,220,208,22,1,61.7,2,7,93,98.0,10.8,10,5.9,1,100,98,10
Matt Henningsen,56484,DI,DEN,17,2,0,10,54.2,1,3,110,100.0,1.8,2,0,1.8,0,112,112,4,2,56.5,0,1,41,100.0,2.4,1,1.2,0,41,41,1
LaBryan Ray,56501,DI,CAR,16,0,0,5,44.9,0,3,131,100.0,0.8,1,0,1.1,0,139,139,3,0,50.3,0,2,31,100.0,3.2,1,3.2,0,35,35,2
Isaiah Buggs,56503,DI,DET,10,2,0,11,59.5,0,4,132,99.3,4.5,6,0,2.3,1,145,144,5,0,49.6,0,1,50,100.0,0.0,0,1.0,0,58,58,1
Phidarian Mathis,56504,DI,WAS,10,0,0,32,66.5,1,2,89,100.0,7.9,7,0,1.7,0,96,96,3,0,70.0,1,1,37,100.0,13.5,5,2.7,0,41,41,2
D.J. Davidson,56523,DI,NYG,15,3,0,21,68.1,0,3,109,100.0,4.6,5,2,2.3,1,113,113,4,1,63.0,0,0,19,100.0,0.0,0,5.3,1,21,21,1
T.J. Slaton,56597,DI,GB,19,1,1,12,61.5,1,15,277,100.0,6.5,18,2,2.9,0,303,303,16,1,67.9,0,8,85,100.0,11.8,10,4.7,0,94,94,8
Malik Herring,56616,ED,KC,11,1,0,16,52.6,1,4,117,96.1,4.3,5,1,3.8,2,128,123,7,0,50.6,1,1,43,100.0,4.7,2,4.7,1,46,46,3
Payton Turner,56624,ED,NO,2,0,0,20,58.2,2,1,13,100.0,7.7,1,0,11.5,0,13,13,3,0,62.9,1,1,6,100.0,16.7,1,16.7,0,6,6,2
Mike Greene,56664,DI,TB,10,0,0,30,59.5,0,4,91,99.0,4.4,4,1,2.2,0,98,97,4,0,68.3,0,4,35,97.5,8.6,3,5.7,0,40,39,4
Phil Hoskins,56672,DI,ARZ,5,0,0,1,53.3,0,1,57,100.0,3.5,2,0,0.9,0,57,57,1,0,55.8,0,0,21,100.0,4.8,1,0.0,0,21,21,0
Quinton Bohanna,56673,DI,TEN,6,0,0,31,50.1,0,0,34,100.0,0.0,0,1,0.0,0,38,38,0,0,52.5,0,0,10,100.0,0.0,0,0.0,0,12,12,0
Milton Williams,56682,DI,PHI,17,0,0,24,62.0,9,14,308,100.0,7.8,24,1,4.4,2,322,322,25,0,67.7,7,10,138,100.0,12.3,17,6.9,1,146,146,18
DJ Johnson,56704,ED,CAR,13,1,0,5,53.3,0,3,77,85.6,3.9,3,0,1.9,0,97,83,3,0,55.8,0,2,20,87.5,10.0,2,5.0,0,24,21,2
Kwity Paye,56713,ED,IND,16,0,0,14,62.2,2,18,395,99.3,10.4,41,0,4.6,8,413,410,28,0,67.5,1,10,217,100.0,12.9,28,5.8,7,224,224,18
Jordan Elliott,56734,DI,CLV,18,1,1,8,63.9,0,10,227,99.2,7.9,18,6,3.5,3,242,240,13,0,72.2,0,5,74,98.7,18.9,14,3.4,0,79,78,5
Jordon Riley,56759,DI,NYG,8,0,0,21,51.6,0,0,58,98.3,1.7,1,0,0.0,0,60,59,0,0,51.3,0,0,17,100.0,0.0,0,0.0,0,17,17,0
Kurt Hinish,56787,DI,HST,19,0,0,13,55.5,1,12,263,99.3,6.5,17,4,3.6,3,278,276,16,0,55.0,1,7,95,100.0,8.4,8,7.4,3,97,97,11
Austin Faoliu,56800,DI,SEA,2,0,0,29,65.6,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,68.9,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Javon Kinlaw,56834,DI,SF,20,2,1,28,71.9,3,28,337,99.4,11.3,38,3,5.8,4,363,361,35,2,81.1,1,26,161,100.0,18.6,30,9.6,2,171,171,29
Kingsley Jonathan,56856,ED,BUF,12,0,0,4,74.7,2,5,67,98.6,11.9,8,0,6.7,1,73,72,8,0,71.7,1,1,38,97.7,7.9,3,5.3,1,43,42,3
Arnold Ebiketie,56862,ED,ATL,17,1,0,2,70.1,4,17,163,70.9,11.7,19,0,10.7,7,247,175,28,0,66.5,3,13,110,89.3,13.6,15,11.8,5,131,117,21
Ta'Quon Graham,56868,DI,ATL,15,0,0,2,58.7,1,8,163,98.9,6.7,11,1,3.4,1,176,174,10,0,56.1,0,3,60,100.0,6.7,4,2.5,0,64,64,3
Micheal Clemons,56872,ED,NYJ,16,0,0,22,57.9,1,6,149,99.4,9.4,14,1,3.0,1,158,157,8,0,67.3,0,4,52,100.0,19.2,10,3.8,0,54,54,4
Jayden Peevy,56876,DI,TEN,1,0,0,31,55.3,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jaelan Phillips,56902,ED,MIA,8,1,1,17,71.2,4,16,198,86.7,13.1,26,1,8.6,7,240,208,27,0,74.4,3,11,92,88.2,19.6,18,14.1,6,110,97,20
Jay Tufele,56913,DI,CIN,8,0,0,7,54.3,0,1,41,100.0,2.4,1,0,1.2,0,42,42,1,0,59.0,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Dayo Odeyingbo,56923,ED,IND,17,2,0,14,68.2,7,10,349,99.7,9.7,34,6,5.9,12,366,365,29,1,75.2,3,7,180,100.0,12.2,22,8.3,10,191,191,20
DeAngelo Malone,56941,ED,ATL,1,0,0,2,58.3,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,58.3,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Cory Durden,56976,DI,LA,4,0,0,26,57.4,0,1,23,100.0,4.3,1,0,2.2,0,23,23,1,0,56.2,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Larrell Murchison,57004,DI,LA,16,0,0,26,46.2,0,5,127,100.0,3.9,5,0,2.0,0,133,133,5,0,56.6,0,2,44,100.0,9.1,4,2.3,0,47,47,2
Marlon Tuipulotu,57035,DI,PHI,15,0,0,24,54.6,0,4,83,100.0,3.6,3,0,4.8,2,86,86,6,0,56.0,0,1,26,100.0,0.0,0,9.6,2,28,28,3
Brandon Pili,57036,DI,MIA,3,0,0,17,52.3,0,1,11,100.0,0.0,0,0,4.5,0,13,13,1,0,53.4,0,1,7,100.0,0.0,0,7.1,0,8,8,1
Troy Andersen,57317,LB,ATL,2,0,0,2,56.6,0,2,10,12.0,10.0,1,1,20.0,1,83,10,3,0,57.1,0,2,9,15.3,11.1,1,22.2,1,59,9,3
Jack Gibbens,57662,LB,TEN,14,1,0,31,77.4,1,6,21,7.1,9.5,2,0,21.4,1,312,22,8,0,70.3,0,1,9,9.4,11.1,1,16.7,1,96,9,2
D'Marco Jackson,57691,LB,NO,2,0,0,20,60.0,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Tony Fields II,57698,LB,CLV,14,0,0,8,48.2,0,2,16,12.4,0.0,0,0,6.3,0,129,16,2,0,53.3,0,1,4,9.5,0.0,0,12.5,0,42,4,1
Jon Rhattigan,57718,LB,SEA,3,0,0,29,59.3,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,59.3,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Chandler Wooten,57726,LB,CAR,2,0,0,5,55.9,0,0,3,15.0,0.0,0,0,0.0,0,20,3,0,0,58.4,0,0,1,25.0,0.0,0,0.0,0,4,1,0
K.J. Britt,57727,LB,TB,11,0,0,30,60.9,0,2,26,18.0,11.5,3,0,7.7,1,150,27,3,0,62.3,0,2,8,18.0,12.5,1,12.5,0,50,9,2
Jalen Pitre,57737,S,HST,17,1,1,13,64.5,3,4,37,6.0,8.1,3,3,9.5,0,630,38,7,0,62.0,0,1,13,4.6,7.7,1,3.8,0,307,14,1
Terrel Bernard,57739,LB,BUF,18,2,0,4,79.5,2,10,65,11.2,13.8,9,3,21.5,8,663,74,20,0,74.6,2,4,36,13.2,19.4,7,22.2,5,310,41,11
Isaiah McDuffie,57754,LB,GB,15,0,0,12,64.4,1,2,27,8.9,14.8,4,2,9.3,1,327,29,4,0,64.5,1,1,14,9.0,21.4,3,7.1,0,166,15,2
Baylon Spector,57782,LB,BUF,3,0,0,4,60.0,0,0,1,4.5,0.0,0,0,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Nate Landman,57788,LB,ATL,14,0,0,2,52.7,2,4,39,9.1,2.6,1,1,12.8,2,438,40,8,0,51.9,1,1,23,13.5,0.0,0,8.7,1,171,23,3
James Houston,57810,ED,DET,3,0,1,11,57.8,1,1,23,72.7,13.0,3,1,4.3,0,33,24,2,0,58.6,1,1,19,83.3,15.8,3,5.3,0,24,20,2
Mykal Walker,57834,LB,PIT,9,0,0,25,64.8,0,3,16,10.7,25.0,4,1,9.4,0,187,20,3,0,61.2,0,2,7,14.5,14.3,1,14.3,0,76,11,2
Monty Rice,57839,LB,NO,5,0,0,20,50.4,1,0,6,15.0,0.0,0,0,8.3,0,40,6,1,0,54.5,0,0,3,20.0,0.0,0,0.0,0,15,3,0
Robert Beal Jr.,57840,ED,SF,6,0,0,28,51.5,0,2,34,100.0,0.0,0,0,5.9,1,36,36,3,0,48.0,0,1,18,100.0,0.0,0,2.8,0,19,19,1
Del'Shawn Phillips,57868,LB,BLT,7,0,0,3,54.9,0,0,2,5.3,0.0,0,0,0.0,0,38,2,0,0,54.9,0,0,2,8.0,0.0,0,0.0,0,25,2,0
Jake Hummel,57879,LB,LA,4,0,0,26,57.7,0,0,2,5.4,0.0,0,0,0.0,0,37,2,0,0,58.9,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Kyron Johnson,57890,ED,PIT,1,0,0,25,58.3,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,58.3,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jamin Davis,57905,LB,WAS,13,0,0,32,71.6,1,4,54,13.7,11.1,6,3,10.2,3,446,61,8,0,62.3,1,2,23,14.4,13.0,3,10.9,1,202,29,4
Josh Paschal,57908,ED,DET,15,0,0,11,52.3,2,16,307,98.2,5.9,18,0,3.3,1,337,331,19,0,56.8,1,13,164,97.8,8.5,14,4.9,1,183,179,15
Patrick Queen,57941,LB,BLT,19,0,0,3,67.8,3,20,116,14.4,16.4,19,1,13.4,4,855,123,27,0,65.1,2,12,58,13.7,19.0,11,15.5,2,439,60,16
K'Lavon Chaisson,57945,ED,JAX,17,0,0,15,58.2,6,6,147,83.2,6.8,10,3,5.4,2,185,154,14,0,57.6,2,3,55,83.8,10.9,6,4.5,0,68,57,5
J.J. Russell,57958,LB,TB,1,0,0,30,75.0,0,3,13,35.1,15.4,2,0,19.2,1,37,13,4,0,84.3,0,2,8,50.0,25.0,2,25.0,1,16,8,3
Willie Gay,57987,LB,KC,19,4,0,16,56.5,2,11,66,17.8,4.5,3,0,11.4,1,400,71,14,0,49.5,1,2,18,17.5,5.6,1,13.9,1,114,20,4
Jeremiah Owusu-Koramoah,58089,LB,CLV,17,1,1,8,87.4,1,13,74,16.5,18.9,14,2,14.9,4,486,80,18,0,68.9,1,5,30,15.1,13.3,4,13.3,1,218,33,7
Pete Werner,58093,LB,NO,16,0,0,20,52.0,0,8,69,13.6,5.8,4,3,7.2,1,545,74,9,0,55.3,0,2,39,17.6,10.3,4,5.1,1,233,41,3
Baron Browning,58095,ED,DEN,10,2,0,10,74.7,5,25,232,87.5,12.5,29,4,8.6,5,281,246,35,1,75.9,4,14,117,87.9,16.2,19,11.1,4,141,124,22
Kenneth Murray Jr.,58099,LB,LAC,15,0,0,27,63.9,2,9,76,13.4,10.5,8,1,11.2,3,588,79,14,0,69.4,1,5,39,15.1,15.4,6,12.8,2,272,41,8
Derrick Barnes,58120,LB,DET,19,0,0,11,55.9,4,15,118,24.9,11.9,14,0,8.9,1,498,124,20,0,58.2,2,12,75,32.1,14.7,11,10.7,1,249,80,15
Devin Lloyd,58238,LB,JAX,15,0,1,15,59.2,2,9,65,10.6,10.8,7,4,8.5,0,624,66,11,0,63.9,1,5,30,11.4,16.7,5,10.0,0,263,30,6
Joe Tryon-Shoyinka,58272,ED,TB,19,1,0,30,67.9,5,19,287,75.6,10.8,31,6,6.3,6,401,303,30,0,76.3,3,15,146,84.0,17.1,25,9.6,5,188,158,23
Michael Carter II,60644,CB,NYJ,15,0,0,22,52.8,1,4,18,4.0,0.0,0,1,13.9,0,452,18,5,0,47.2,1,2,8,3.2,0.0,0,18.8,0,250,8,3
Grant Delpit,60685,S,CLV,13,1,0,8,71.5,2,9,39,9.3,2.6,1,1,16.7,1,440,41,12,0,66.0,1,6,16,9.1,6.3,1,28.1,1,197,18,8
Malcolm Rodriguez,60731,LB,DET,13,0,0,11,55.0,0,2,19,19.0,10.5,2,0,5.3,0,100,19,2,0,51.9,0,1,14,24.6,7.1,1,3.6,0,57,14,1
Garret Wallow,60761,LB,TEN,3,0,0,31,56.1,0,0,2,6.9,0.0,0,0,0.0,0,29,2,0,0,,0,0,0,0.0,,0,,0,8,0,0
Isaiah Pola-Mao,60781,S,LV,9,0,0,23,69.1,0,0,0,1.5,,0,0,,1,66,1,1,0,59.4,0,0,0,6.3,,0,,0,16,1,0
Peyton Hendershot,60915,TE,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Keion White,60998,ED,NE,16,2,0,19,52.3,4,15,292,96.8,6.2,18,0,3.6,1,311,301,20,1,53.5,4,10,131,97.8,9.2,12,6.1,1,139,136,15
Quintin Morris,61182,TE,BUF,1,0,0,4,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Dominique Robinson,61436,ED,CHI,11,1,0,6,45.5,0,4,146,93.9,1.4,2,2,2.1,1,165,155,5,0,42.8,0,2,76,93.3,1.3,1,1.3,0,89,83,2
Daiyan Henley,61500,LB,LAC,5,0,0,27,55.2,0,0,3,8.3,0.0,0,0,0.0,0,36,3,0,0,55.6,0,0,2,7.7,0.0,0,0.0,0,26,2,0
Tariq Woolen,61790,CB,SEA,16,0,1,29,52.0,0,1,4,0.7,0.0,0,9,12.5,0,545,4,1,0,60.0,0,0,1,0.4,0.0,0,0.0,0,232,1,0
Alex Cook,61805,S,CAR,3,0,0,5,60.0,0,0,1,1.2,0.0,0,0,0.0,0,82,1,0,0,,0,0,0,0.0,,0,,0,33,0,0
Christian Elliss,61853,LB,NE,6,0,0,19,67.4,0,3,9,11.8,22.2,2,0,16.7,0,76,9,3,0,75.1,0,2,5,13.9,40.0,2,20.0,0,36,5,2
Theo Jackson,62919,S,MIN,15,0,0,18,65.0,1,0,5,4.8,0.0,0,0,10.0,0,105,5,1,0,52.8,0,0,3,10.0,0.0,0,0.0,0,30,3,0
Matthew Butler,62931,DI,LV,2,0,0,23,63.0,0,0,7,100.0,14.3,1,0,0.0,0,7,7,0,0,67.1,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Princeton Fant,62982,TE,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jack Cochrane,63345,LB,KC,6,1,0,16,52.6,0,1,15,13.0,0.0,0,0,3.3,0,115,15,1,0,46.9,0,1,9,18.0,0.0,0,5.6,0,50,9,1
Akayleb Evans,65033,CB,MIN,15,0,1,18,62.9,0,0,5,0.9,20.0,1,4,0.0,0,529,5,0,0,66.7,0,0,1,0.5,100.0,1,0.0,0,194,1,0
Samuel Womack III,65771,CB,SF,5,0,0,28,60.0,0,0,0,2.3,,0,0,,0,43,1,0,0,,0,0,0,0.0,,0,,0,26,0,0
John Ridgeway,66694,DI,WAS,17,1,0,32,56.7,0,9,155,100.0,5.8,9,0,2.9,0,164,164,9,0,58.3,0,4,52,100.0,9.6,5,3.8,0,56,56,4
Zyon McCollum,66769,CB,TB,17,0,1,30,60.0,0,1,1,0.2,0.0,0,4,50.0,0,575,1,1,0,,0,0,0,0.0,,0,,0,275,0,0
Kobie Turner,66894,DI,LA,18,2,0,26,81.2,7,31,472,100.0,12.7,60,1,6.6,12,498,498,50,0,77.8,6,21,261,100.0,13.8,36,9.4,11,278,278,38
Zach Sieler,66917,DI,MIA,18,4,1,17,67.2,12,39,536,100.0,8.2,44,3,6.4,9,573,573,60,1,75.6,11,32,248,100.0,14.9,37,12.3,9,266,266,52
Dennis Gardeck,66928,ED,ARZ,17,0,0,1,81.2,8,28,229,68.4,17.9,41,2,10.5,6,354,242,42,0,80.1,4,17,125,83.4,20.8,26,12.4,5,157,131,26
Jonathan Owens,66930,S,GB,17,0,0,12,66.2,0,1,5,0.9,20.0,1,4,30.0,1,585,5,2,0,67.7,0,1,4,1.3,25.0,1,37.5,1,310,4,2
Tavierre Thomas,66931,CB,HST,7,0,0,13,44.3,0,0,12,5.4,0.0,0,3,0.0,0,239,13,0,0,48.0,0,0,5,4.7,0.0,0,0.0,0,128,6,0
Drake Jackson,70839,ED,SF,8,1,0,28,64.1,0,11,146,98.7,11.0,16,0,5.8,3,157,155,14,0,67.0,0,10,85,100.0,14.1,12,9.4,3,89,89,13
Trent McDuffie,72191,CB,KC,20,4,2,16,91.6,9,7,66,8.9,10.6,7,5,16.7,3,788,70,19,1,91.3,5,4,30,9.9,10.0,3,25.0,3,322,32,12
Chad Muma,75818,LB,JAX,8,1,0,15,53.7,0,3,12,15.2,0.0,0,1,12.5,0,92,14,3,0,50.2,0,1,4,13.2,0.0,0,12.5,0,38,5,1
